net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,151.6851081,,
0,0,0,0.09,VI 20,512,0.533333333,1385,VI 120,105,1.6,736,0.688080662,-0.477121255,0.274571959,480,,0.508300153,0.75686592,0.001686238
0,0,1,0.09,VI 20,501,0.533333333,1304,VI 120,110,1.6,679,0.658445041,-0.477121255,0.283407817,476,,0.006313249,0.004206664,0.002072922
0,0,2,0.09,VI 20,489,0.533333333,1249,VI 120,113,1.6,795,0.636230416,-0.477121255,0.19619531,456,,0.994231127,0.032775726,#N/A
0,0,3,0.09,VI 20,520,0.533333333,1257,VI 120,133,1.6,812,0.592151703,-0.477121255,0.189779248,492,,21284.49573,247,#N/A
0,0,4,0.09,VI 20,528,0.533333333,1306,VI 120,108,1.6,785,0.689210167,-0.477121255,0.22107352,493,,45.72966332,0.26533931,#N/A
0,0,5,0.09,VI 20,485,0.533333333,1187,VI 120,141,1.6,883,0.536522626,-0.477121255,0.128490015,469,,,,
0,0,6,0.09,VI 20,518,0.533333333,1289,VI 120,127,1.6,721,0.610526039,-0.477121255,0.252317653,483,,,,
0,0,7,0.09,VI 20,502,0.533333333,1238,VI 120,129,1.6,846,0.590114007,-0.477121255,0.165350282,482,,,,
0,0,9,0.09,VI 20,500,0.533333333,1216,VI 120,109,1.6,723,0.661543506,-0.477121255,0.225795278,506,,,,
0,0,8,0.09,VI 20,499,0.533333333,1220,VI 120,123,1.6,795,0.608195434,-0.477121255,0.185992702,475,,,,
0,1,0,0.09,VI 20,592,0.64516129,1610,VI 120,112,1.052631579,570,0.723103684,-0.212608093,0.45095102,474,,,,
0,1,1,0.09,VI 20,561,0.64516129,1532,VI 120,117,1.052631579,631,0.680777,-0.212608093,0.385229406,529,,,,
0,1,2,0.09,VI 20,512,0.64516129,1366,VI 120,120,1.052631579,631,0.630088715,-0.212608093,0.33542134,504,,,,
0,1,3,0.09,VI 20,545,0.64516129,1461,VI 120,113,1.052631579,595,0.683318059,-0.212608093,0.39013325,436,,,,
0,1,4,0.09,VI 20,538,0.64516129,1448,VI 120,121,1.052631579,601,0.647996905,-0.212608093,0.38189409,493,,,,
0,1,5,0.09,VI 20,529,0.64516129,1472,VI 120,109,1.052631579,586,0.686029174,-0.212608093,0.400010194,492,,,,
0,1,6,0.09,VI 20,511,0.64516129,1374,VI 120,117,1.052631579,620,0.640235038,-0.212608093,0.345595043,458,,,,
0,1,7,0.09,VI 20,498,0.64516129,1347,VI 120,121,1.052631579,607,0.614443972,-0.212608093,0.346178905,454,,,,
0,1,8,0.09,VI 20,543,0.64516129,1547,VI 120,121,1.052631579,577,0.652014459,-0.212608093,0.428314501,421,,,,
0,1,9,0.09,VI 20,589,0.64516129,1554,VI 120,131,1.052631579,625,0.652843999,-0.212608093,0.395570997,464,,,,
