net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,(log(R1/R2)) * (log(M1/M2)),log(R1/R2),log(M1/M2),log(B1/B2),am,ar,interaction,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G
1,14,1,0.1,VI 70,256,1.6,1454,VI 70,169,0.533333333,614,0.086050374,0.180353261,0.477121255,0.374396035,,,,,0.227644692,0.086050374,0.032527299,494,,,,
1,13,7,0.1,VI 70,210,1.052631579,1068,VI 70,177,0.64516129,750,0.015785306,0.074246028,0.212608093,0.153509989,,,,,0.045202201,0.015785306,0.005512473,601,,,,
1,14,5,0.1,VI 70,237,1.6,1362,VI 70,183,0.533333333,638,0.053579408,0.112297256,0.477121255,0.329356429,,,,,0.227644692,0.053579408,0.012610674,558,,,,
1,14,9,0.1,VI 70,217,1.6,1355,VI 70,177,0.533333333,631,0.042218774,0.088486467,0.477121255,0.331909936,,,,,0.227644692,0.042218774,0.007829855,531,,,,
1,15,3,0.1,VI 95,136,0.533333333,455,VI 45,333,1.6,1797,0.185554997,-0.388905325,-0.477121255,-0.59653668,,,,,0.227644692,0.185554997,0.151247352,502,,,,
1,16,5,0.1,VI 95,159,0.64516129,597,VI 45,288,1.052631579,1187,0.054851902,-0.257995363,-0.212608093,-0.298476388,,,,,0.045202201,0.054851902,0.066561608,498,,,,
1,15,7,0.1,VI 95,139,0.533333333,445,VI 45,352,1.6,1768,0.19253172,-0.403527863,-0.477121255,-0.59912225,,,,,0.227644692,0.19253172,0.162834736,476,,,,
1,16,1,0.1,VI 95,134,0.64516129,564,VI 45,323,1.052631579,1283,0.081237068,-0.382097724,-0.212608093,-0.356947552,,,,,0.045202201,0.081237068,0.145998671,518,,,,
1,16,9,0.1,VI 95,146,0.64516129,610,VI 45,326,1.052631579,1414,0.074171468,-0.348864744,-0.212608093,-0.365119574,,,,,0.045202201,0.074171468,0.12170661,522,,,,
1,17,7,0.1,VI 95,146,0.8,651,VI 45,304,0.8,1158,0,-0.318520728,0,-0.250127571,,,,,0,0,0.101455454,601,,,,
1,17,3,0.1,VI 95,147,0.8,678,VI 45,295,0.8,1165,0,-0.302504681,0,-0.235096231,,,,,0,0,0.091509082,595,,,,
1,18,1,0.1,VI 95,155,1.052631579,887,VI 45,285,0.64516129,967,-0.056237639,-0.264513162,0.212608093,-0.037502854,,,,,0.045202201,-0.056237639,0.069967213,645,,,,
1,18,5,0.1,VI 95,155,1.052631579,887,VI 45,245,0.64516129,830,-0.0422738,-0.198834386,0.212608093,0.028845527,,,,,0.045202201,-0.0422738,0.039535113,560,,,,
1,18,9,0.1,VI 95,160,1.052631579,829,VI 45,279,0.64516129,952,-0.0513415,-0.241484221,0.212608093,-0.060082418,,,,,0.045202201,-0.0513415,0.058314629,612,,,,
1,13,0,0.1,VI 70,205,1.052631579,991,VI 70,207,0.64516129,765,-0.000896459,-0.004216484,0.212608093,0.112412219,,,,,0.045202201,-0.000896459,1.78E-05,596,,,,
1,13,4,0.1,VI 70,207,1.052631579,1008,VI 70,189,0.64516129,775,0.008399836,0.039508541,0.212608093,0.11415883,,,,,0.045202201,0.008399836,0.001560925,585,,,,
1,14,2,0.1,VI 70,219,1.6,1250,VI 70,163,0.533333333,606,0.061193907,0.12825651,0.477121255,0.314437389,,,,,0.227644692,0.061193907,0.016449732,551,,,,
1,13,8,0.1,VI 70,225,1.052631579,1056,VI 70,197,0.64516129,726,0.012270951,0.057716292,0.212608093,0.162727297,,,,,0.045202201,0.012270951,0.00333117,606,,,,
1,14,6,0.1,VI 70,226,1.6,1272,VI 70,191,0.533333333,661,0.03486567,0.073075072,0.477121255,0.284285652,,,,,0.227644692,0.03486567,0.005339966,566,,,,
1,15,0,0.1,VI 95,128,0.533333333,491,VI 45,317,1.6,1669,0.187913869,-0.393849293,-0.477121255,-0.531374845,,,,,0.227644692,0.187913869,0.155117265,496,,,,
1,15,4,0.1,VI 95,136,0.533333333,525,VI 45,310,1.6,1589,0.170724856,-0.357822785,-0.477121255,-0.480964594,,,,,0.227644692,0.170724856,0.128037146,467,,,,
1,16,6,0.1,VI 95,146,0.64516129,620,VI 45,318,1.052631579,1333,0.071877325,-0.338074264,-0.212608093,-0.33243846,,,,,0.045202201,0.071877325,0.114294208,523,,,,
1,15,8,0.1,VI 95,146,0.533333333,503,VI 45,299,1.6,1548,0.148536593,-0.311318333,-0.477121255,-0.488202971,,,,,0.227644692,0.148536593,0.096919104,452,,,,
1,16,2,0.1,VI 95,141,0.64516129,625,VI 45,296,1.052631579,1170,0.068475241,-0.322072598,-0.212608093,-0.272305844,,,,,0.045202201,0.068475241,0.103730759,551,,,,
1,17,0,0.1,VI 95,154,0.8,761,VI 45,292,0.8,1062,0,-0.277862131,0,-0.14473986,,,,,0,0,0.077207364,629,,,,
1,17,8,0.1,VI 95,145,0.8,709,VI 45,279,0.8,1077,0,-0.284236201,0,-0.181569468,,,,,0,0,0.080790218,588,,,,
1,17,4,0.1,VI 95,154,0.8,747,VI 45,289,0.8,1016,0,-0.273377122,0,-0.133573106,,,,,0,0,0.074735051,587,,,,
1,18,2,0.1,VI 95,147,1.052631579,799,VI 45,309,0.64516129,974,-0.068596118,-0.322641145,0.212608093,-0.086012178,,,,,0.045202201,-0.068596118,0.104097308,605,,,,
1,18,6,0.1,VI 95,129,1.052631579,789,VI 45,308,0.64516129,1017,-0.080357569,-0.377961006,0.212608093,-0.11024395,,,,,0.045202201,-0.080357569,0.142854522,588,,,,
1,19,0,0.1,VI 95,155,1.6,1061,VI 45,274,0.533333333,886,-0.118048799,-0.247418865,0.477121255,0.078281662,,,,,0.227644692,-0.118048799,0.061216095,667,,,,
1,13,1,0.1,VI 70,229,1.052631579,1103,VI 70,198,0.64516129,724,0.013430515,0.063170292,0.212608093,0.182836946,,,,,0.045202201,0.013430515,0.003990486,615,,,,
1,13,5,0.1,VI 70,187,1.052631579,963,VI 70,202,0.64516129,796,-0.007124447,-0.033509763,0.212608093,0.082713219,,,,,0.045202201,-0.007124447,0.001122904,604,,,,
1,14,3,0.1,VI 70,211,1.6,1297,VI 70,159,0.533333333,658,0.058631203,0.122885331,0.477121255,0.294714082,,,,,0.227644692,0.058631203,0.015100805,533,,,,
1,13,9,0.1,VI 70,229,1.052631579,995,VI 70,194,0.64516129,723,0.015314959,0.072033752,0.212608093,0.138684783,,,,,0.045202201,0.015314959,0.005188861,570,,,,
1,14,7,0.1,VI 70,244,1.6,1440,VI 70,172,0.533333333,581,0.072456292,0.151861379,0.477121255,0.39418636,,,,,0.227644692,0.072456292,0.023061879,552,,,,
1,15,1,0.1,VI 95,144,0.533333333,470,VI 45,327,1.6,1645,0.169943558,-0.356185261,-0.477121255,-0.544068044,,,,,0.227644692,0.169943558,0.12686794,415,,,,
1,15,5,0.1,VI 95,138,0.533333333,502,VI 45,343,1.6,1801,0.188660917,-0.395415034,-0.477121255,-0.554809996,,,,,0.227644692,0.188660917,0.156353049,470,,,,
1,16,7,0.1,VI 95,146,0.64516129,596,VI 45,304,1.052631579,1314,0.067720084,-0.318520728,-0.212608093,-0.343349105,,,,,0.045202201,0.067720084,0.101455454,581,,,,
1,15,9,0.1,VI 95,123,0.533333333,468,VI 45,334,1.6,1828,0.206994932,-0.433841355,-0.477121255,-0.591730338,,,,,0.227644692,0.206994932,0.188218322,466,,,,
1,16,3,0.1,VI 95,150,0.64516129,617,VI 45,300,1.052631579,1213,0.064001413,-0.301029996,-0.212608093,-0.293575637,,,,,0.045202201,0.064001413,0.090619058,566,,,,
1,17,1,0.1,VI 95,153,0.8,730,VI 45,305,0.8,1146,0,-0.299608409,0,-0.195861758,,,,,0,0,0.089765198,590,,,,
1,17,5,0.1,VI 95,157,0.8,718,VI 45,291,0.8,1014,0,-0.267993337,0,-0.149913511,,,,,0,0,0.071820428,545,,,,
1,17,9,0.1,VI 95,150,0.8,760,VI 45,277,0.8,986,0,-0.26638851,0,-0.113063323,,,,,0,0,0.070962838,602,,,,
1,18,3,0.1,VI 95,145,1.052631579,813,VI 45,293,0.64516129,1012,-0.064951691,-0.305499618,0.212608093,-0.095089967,,,,,0.045202201,-0.064951691,0.093330017,621,,,,
1,18,7,0.1,VI 95,153,1.052631579,763,VI 45,293,0.64516129,962,-0.059992942,-0.28217619,0.212608093,-0.100650534,,,,,0.045202201,-0.059992942,0.079623402,582,,,,
1,19,1,0.1,VI 95,166,1.6,1040,VI 45,261,0.533333333,769,-0.093769794,-0.196532419,0.477121255,0.131106999,,,,,0.227644692,-0.093769794,0.038624992,544,,,,
1,19,2,0.1,VI 95,165,1.6,1060,VI 45,237,0.533333333,715,-0.075034189,-0.157264402,0.477121255,0.170999823,,,,,0.227644692,-0.075034189,0.024732092,515,,,,
1,19,6,0.1,VI 95,173,1.6,1166,VI 45,231,0.533333333,711,-0.059910149,-0.125565877,0.477121255,0.21482895,,,,,0.227644692,-0.059910149,0.015766789,545,,,,
1,20,0,0.1,VI 120,86,0.533333333,247,VI 20,674,1.6,2913,0.426623431,-0.894161445,-0.477121255,-1.071643531,,,,,0.227644692,0.426623431,0.79952469,315,,,,
1,20,8,0.1,VI 120,82,0.533333333,256,VI 20,733,1.6,3115,0.453880737,-0.951290122,-0.477121255,-1.085218086,,,,,0.227644692,0.453880737,0.904952897,303,,,,
1,20,4,0.1,VI 120,70,0.533333333,187,VI 20,734,1.6,3212,0.486949008,-1.02059802,-0.477121255,-1.23493393,,,,,0.227644692,0.486949008,1.041620318,260,,,,
1,21,2,0.1,VI 120,109,0.64516129,353,VI 20,624,1.052631579,2081,0.161105503,-0.757758092,-0.212608093,-0.770497375,,,,,0.045202201,0.161105503,0.574197326,366,,,,
1,22,4,0.1,VI 120,113,0.8,493,VI 20,536,0.8,1523,0,-0.676086346,0,-0.489852984,,,,,0,0,0.457092748,502,,,,
1,21,6,0.1,VI 120,97,0.64516129,345,VI 20,687,1.052631579,2192,0.180756212,-0.850185003,-0.212608093,-0.803021455,,,,,0.045202201,0.180756212,0.722814539,386,,,,
1,22,0,0.1,VI 120,113,0.8,452,VI 20,552,0.8,1612,0,-0.688860634,0,-0.552226603,,,,,0,0,0.474528973,479,,,,
1,22,8,0.1,VI 120,108,0.8,468,VI 20,528,0.8,1492,0,-0.689210167,0,-0.50352297,,,,,0,0,0.475010654,463,,,,
1,23,2,0.1,VI 120,121,1.052631579,640,VI 20,525,0.64516129,1298,-0.135510856,-0.637373933,0.212608093,-0.307094718,,,,,0.045202201,-0.135510856,0.406245531,571,,,,
1,24,0,0.1,VI 120,116,1.6,769,VI 20,472,0.533333333,1094,-0.290797775,-0.609484009,0.477121255,-0.153090982,,,,,0.227644692,-0.290797775,0.371470758,522,,,,
1,23,6,0.1,VI 120,107,1.052631579,540,VI 20,529,0.64516129,1339,-0.147565302,-0.694071894,0.212608093,-0.394386817,,,,,0.045202201,-0.147565302,0.481735795,502,,,,
1,24,4,0.1,VI 120,124,1.6,763,VI 20,438,0.533333333,993,-0.261487461,-0.548052425,0.477121255,-0.114424711,,,,,0.227644692,-0.261487461,0.300361461,492,,,,
1,24,8,0.1,VI 120,127,1.6,785,VI 20,459,0.533333333,1104,-0.266237937,-0.558008965,0.477121255,-0.148099417,,,,,0.227644692,-0.266237937,0.311374005,543,,,,
1,19,3,0.1,VI 95,158,1.6,1060,VI 45,256,0.533333333,782,-0.099996446,-0.209582878,0.477121255,0.132099112,,,,,0.227644692,-0.099996446,0.043924983,536,,,,
1,19,7,0.1,VI 95,169,1.6,1074,VI 45,282,0.533333333,786,-0.106093829,-0.222362404,0.477121255,0.135581735,,,,,0.227644692,-0.106093829,0.049445039,583,,,,
1,20,1,0.1,VI 120,95,0.533333333,238,VI 20,707,1.6,3061,0.415904598,-0.871695809,-0.477121255,-1.109286373,,,,,0.227644692,0.415904598,0.759853583,282,,,,
1,20,9,0.1,VI 120,84,0.533333333,297,VI 20,659,1.6,2923,0.426835599,-0.894606129,-0.477121255,-0.993072366,,,,,0.227644692,0.426835599,0.800320125,349,,,,
1,20,5,0.1,VI 120,79,0.533333333,232,VI 20,692,1.6,2996,0.449676765,-0.942479003,-0.477121255,-1.111053824,,,,,0.227644692,0.449676765,0.888266671,318,,,,
1,21,3,0.1,VI 120,100,0.64516129,351,VI 20,655,1.052631579,2085,0.173539506,-0.8162413,-0.212608093,-0.773798943,,,,,0.045202201,0.173539506,0.66624986,406,,,,
1,21,7,0.1,VI 120,98,0.64516129,408,VI 20,603,1.052631579,2007,0.167767183,-0.789091236,-0.212608093,-0.691887209,,,,,0.045202201,0.167767183,0.622664979,446,,,,
1,22,5,0.1,VI 120,106,0.8,469,VI 20,573,0.8,1648,0,-0.732848757,0,-0.545784365,,,,,0,0,0.5370673,471,,,,
1,22,1,0.1,VI 120,102,0.8,453,VI 20,568,0.8,1626,0,-0.745748164,0,-0.555022339,,,,,0,0,0.556140324,477,,,,
1,23,3,0.1,VI 120,117,1.052631579,587,VI 20,510,0.64516129,1262,-0.13593828,-0.639384314,0.212608093,-0.332421254,,,,,0.045202201,-0.13593828,0.408812301,539,,,,
1,22,9,0.1,VI 120,100,0.8,451,VI 20,562,0.8,1594,0,-0.749736316,0,-0.548311775,,,,,0,0,0.562104543,450,,,,
1,24,1,0.1,VI 120,123,1.6,762,VI 20,494,0.533333333,1157,-0.288096233,-0.603821837,0.477121255,-0.181378388,,,,,0.227644692,-0.288096233,0.364600811,497,,,,
1,23,7,0.1,VI 120,119,1.052631579,591,VI 20,536,0.64516129,1369,-0.13896444,-0.653617828,0.212608093,-0.364815967,,,,,0.045202201,-0.13896444,0.427216265,565,,,,
1,24,5,0.1,VI 120,117,1.6,783,VI 20,472,0.533333333,1088,-0.289019128,-0.605756137,0.477121255,-0.142867133,,,,,0.227644692,-0.289019128,0.366940497,547,,,,
1,24,9,0.1,VI 120,143,1.6,900,VI 20,422,0.533333333,934,-0.224235736,-0.469976413,0.477121255,-0.016104367,,,,,0.227644692,-0.224235736,0.220877829,535,,,,
1,19,4,0.1,VI 95,179,1.6,1110,VI 45,278,0.533333333,775,-0.091221655,-0.191191765,0.477121255,0.156021276,,,,,0.227644692,-0.091221655,0.036554291,593,,,,
1,19,8,0.1,VI 95,159,1.6,1047,VI 45,267,0.533333333,787,-0.10740674,-0.225114137,0.477121255,0.123971949,,,,,0.227644692,-0.10740674,0.050676375,573,,,,
1,20,2,0.1,VI 120,95,0.533333333,275,VI 20,616,1.6,2742,0.387354281,-0.811857107,-0.477121255,-0.998734757,,,,,0.227644692,0.387354281,0.659111962,340,,,,
1,20,6,0.1,VI 120,77,0.533333333,256,VI 20,696,1.6,2991,0.456184465,-0.956118514,-0.477121255,-1.067576448,,,,,0.227644692,0.456184465,0.914162614,274,,,,
1,21,0,0.1,VI 120,97,0.64516129,334,VI 20,608,1.052631579,1976,0.169476681,-0.797131845,-0.212608093,-0.772040473,,,,,0.045202201,0.169476681,0.635419178,371,,,,
1,21,4,0.1,VI 120,106,0.64516129,372,VI 20,611,1.052631579,2066,0.161738491,-0.760735345,-0.212608093,-0.744587377,,,,,0.045202201,0.161738491,0.578718265,410,,,,
1,21,8,0.1,VI 120,117,0.64516129,377,VI 20,595,1.052631579,1990,0.150171709,-0.706331104,-0.212608093,-0.722511726,,,,,0.045202201,0.150171709,0.498903628,430,,,,
1,22,2,0.1,VI 120,109,0.8,533,VI 20,529,0.8,1531,0,-0.686029174,0,-0.458247982,,,,,0,0,0.470636028,515,,,,
1,22,6,0.1,VI 120,101,0.8,464,VI 20,571,0.8,1673,0,-0.752314734,0,-0.55697796,,,,,0,0,0.56597746,482,,,,
1,23,4,0.1,VI 120,123,1.052631579,586,VI 20,520,0.64516129,1349,-0.133113551,-0.626098232,0.212608093,-0.362114334,,,,,0.045202201,-0.133113551,0.391998996,539,,,,
1,23,0,0.1,VI 120,119,1.052631579,628,VI 20,503,0.64516129,1279,-0.133097136,-0.626021024,0.212608093,-0.308910901,,,,,0.045202201,-0.133097136,0.391902322,492,,,,
1,24,2,0.1,VI 120,127,1.6,878,VI 20,445,0.533333333,1019,-0.25981938,-0.54455629,0.477121255,-0.064679668,,,,,0.227644692,-0.25981938,0.296541553,553,,,,
1,23,8,0.1,VI 120,110,1.052631579,646,VI 20,488,0.64516129,1250,-0.137563206,-0.647027137,0.212608093,-0.286677495,,,,,0.045202201,-0.137563206,0.418644116,553,,,,
1,24,6,0.1,VI 120,144,1.6,864,VI 20,495,0.533333333,1087,-0.255852793,-0.536242707,0.477121255,-0.099715802,,,,,0.227644692,-0.255852793,0.287556241,587,,,,
1,19,9,0.1,VI 95,184,1.6,1190,VI 45,237,0.533333333,743,-0.052450189,-0.109930523,0.477121255,0.204558148,,,,,0.227644692,-0.052450189,0.01208472,573,,,,
1,19,5,0.1,VI 95,159,1.6,989,VI 45,264,0.533333333,795,-0.105065346,-0.220206803,0.477121255,0.094829163,,,,,0.227644692,-0.105065346,0.048491036,553,,,,
1,20,3,0.1,VI 120,78,0.533333333,198,VI 20,652,1.6,2841,0.439978793,-0.922152993,-0.477121255,-1.156806043,,,,,0.227644692,0.439978793,0.850366143,266,,,,
1,21,1,0.1,VI 120,96,0.64516129,340,VI 20,607,1.052631579,2038,0.170281533,-0.800917458,-0.212608093,-0.777725263,,,,,0.045202201,0.170281533,0.641468775,402,,,,
1,20,7,0.1,VI 120,86,0.533333333,268,VI 20,663,1.6,2868,0.423213747,-0.887015077,-0.477121255,-1.029444353,,,,,0.227644692,0.423213747,0.786795747,318,,,,
1,21,9,0.1,VI 120,93,0.64516129,380,VI 20,612,1.052631579,2060,0.1739705,-0.818268474,-0.212608093,-0.734083624,,,,,0.045202201,0.1739705,0.669563295,399,,,,
1,21,5,0.1,VI 120,88,0.64516129,318,VI 20,599,1.052631579,2002,0.177090667,-0.83294415,-0.212608093,-0.799036953,,,,,0.045202201,0.177090667,0.693795957,364,,,,
1,22,3,0.1,VI 120,110,0.8,482,VI 20,580,0.8,1641,0,-0.722035308,0,-0.532061543,,,,,0,0,0.521334987,508,,,,
1,22,7,0.1,VI 120,96,0.8,378,VI 20,625,0.8,1777,0,-0.813608784,0,-0.672195628,,,,,0,0,0.661959254,419,,,,
1,23,5,0.1,VI 120,116,1.052631579,597,VI 20,525,0.64516129,1313,-0.139407406,-0.655701314,0.212608093,-0.342290395,,,,,0.045202201,-0.139407406,0.429944213,529,,,,
1,23,9,0.1,VI 120,138,1.052631579,690,VI 20,474,0.64516129,1143,-0.113936519,-0.535899255,0.212608093,-0.21919714,,,,,0.045202201,-0.113936519,0.287188012,480,,,,
1,24,3,0.1,VI 120,134,1.6,835,VI 20,425,0.533333333,980,-0.239173314,-0.501284132,0.477121255,-0.0695396,,,,,0.227644692,-0.239173314,0.251285781,569,,,,
1,23,1,0.1,VI 120,111,1.052631579,638,VI 20,505,0.64516129,1234,-0.139889407,-0.657968399,0.212608093,-0.286494481,,,,,0.045202201,-0.139889407,0.432922415,502,,,,
1,24,7,0.1,VI 120,121,1.6,781,VI 20,469,0.533333333,1091,-0.280732169,-0.588387472,0.477121255,-0.145173717,,,,,0.227644692,-0.280732169,0.346199818,498,,,,
