net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,5,6,0.1,VI 45,332,0.533333333,1837,VI 95,188,1.6,2624,0.246980234,-0.477121255,-0.154854674,1360,0.608497228,0.645160967,0.000901764
-1,4,24,0.1,VI 20,723,1.6,4987,VI 120,122,0.533333333,977,0.772778467,0.477121255,0.707944804,1067,0.002737166,0.001802372,0.000900293
-1,1,6,0.1,VI 20,668,0.64516129,3159,VI 120,145,1.052631579,1440,0.66340846,-0.212608093,0.341187134,1154,0.996167245,0.024655265,#N/A
-1,5,18,0.1,VI 45,295,0.533333333,1771,VI 95,189,1.6,2596,0.193360212,-0.477121255,-0.166086127,1354,97075.98849,747,#N/A
-1,0,0,0.1,VI 20,655,0.533333333,2677,VI 120,145,1.6,2051,0.654873298,-0.477121255,0.115682711,1219,118.0215088,0.454087918,#N/A
-1,0,24,0.1,VI 20,646,0.533333333,2709,VI 120,136,1.6,1990,0.67669361,-0.477121255,0.133955929,1320,,,
-1,2,24,0.1,VI 20,750,0.8,3897,VI 120,131,0.8,1234,0.757789968,0,0.499415246,1328,,,
-1,0,12,0.1,VI 20,637,0.533333333,2803,VI 120,118,1.6,1639,0.732257425,-0.477121255,0.233044144,1033,,,
-1,1,18,0.1,VI 20,700,0.64516129,3446,VI 120,123,1.052631579,1393,0.755192929,-0.212608093,0.393364157,1274,,,
-1,2,12,0.1,VI 20,705,0.8,3706,VI 120,126,0.8,1262,0.747818572,0,0.46784606,1345,,,
-1,4,12,0.1,VI 20,845,1.6,5526,VI 120,110,0.533333333,793,0.885464024,0.477121255,0.843137693,1085,,,
-1,4,0,0.1,VI 20,767,1.6,5286,VI 120,112,0.533333333,748,0.835577341,0.477121255,0.849225561,1018,,,
-1,2,0,0.1,VI 20,728,0.8,3836,VI 120,141,0.8,1257,0.712912267,0,0.484543321,1315,,,
-1,6,0,0.1,VI 45,330,0.64516129,2148,VI 95,173,1.052631579,1953,0.280467837,-0.212608093,0.041332034,1194,,,
-1,3,18,0.1,VI 20,742,1.052631579,4272,VI 120,139,0.64516129,1001,0.727389105,0.212608093,0.630197167,1082,,,
