net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,0,0,0.1,VI 34.3,597,1,20000,VI 34.3,0,1,0,,0,,0,#VALUE!,,
-1,10,0,0.1,VI 20,937,1,20000,VI 120,0,1,0,,0,,0,,,
-1,8,0,0.1,VI 24,819,1,20000,VI 60,0,1,0,,0,,0,,,
-1,1,0,0.1,VI 40,497,1,9419,VI 30,622,1,10581,-0.097433996,0,-0.050521917,8724,,,
-1,4,0,0.1,VI 80,4,1,110,VI 21.8,842,1,19890,-2.3232521,0,-2.257242098,158,,,
-1,9,0,0.1,VI 21.8,879,1,12694,VI 80,259,1,7306,0.530689111,0,0.239918826,8266,,,
-1,5,0,0.1,VI 120,0,1,0,VI 20,967,1,20000,0,0,0,0,,,
-1,3,0,0.1,VI 60,0,1,0,VI 24,835,1,20000,0,0,0,0,,,
-1,6,0,0.1,VI 30,613,1,10738,VI 40,442,1,9262,0.142038205,0,0.064218623,8839,,,
-1,2,0,0.1,VI 48,380,1,8494,VI 26.7,714,1,11506,-0.273914615,0,-0.131812113,8494,,,
-1,7,0,0.1,VI 26.7,718,1,11382,VI 48,424,1,8618,0.228758588,0,0.120812092,8628,,,
