net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers
2,0,0,0.1,VI 20,532,0.5333333333333333,1342,VI 120,142,1.6,983,0.5736232879119917,-0.47712125471966244,0.13519899800083768,872
2,0,1,0.1,VI 20,553,0.5333333333333333,1397,VI 120,140,1.6,931,0.5965970956264602,-0.47712125471966244,0.17624672513283926,794
2,0,2,0.1,VI 20,519,0.5333333333333333,1340,VI 120,160,1.6,1084,0.5110473751925331,-0.47712125471966244,0.09207551616243947,868
2,0,3,0.1,VI 20,522,0.5333333333333333,1258,VI 120,142,1.6,1010,0.5653821586192057,-0.47712125471966244,0.09535926732660754,841
2,0,4,0.1,VI 20,522,0.5333333333333333,1309,VI 120,130,1.6,921,0.6037271506954254,-0.47712125471966244,0.15268001635390688,767
2,0,5,0.1,VI 20,495,0.5333333333333333,1253,VI 120,121,1.6,921,0.6118198286171186,-0.47712125471966244,0.13369144079730105,778
2,0,6,0.1,VI 20,471,0.5333333333333333,1152,VI 120,144,1.6,1078,0.5146584150336465,-0.47712125471966244,0.028833718236473335,796
2,0,8,0.1,VI 20,483,0.5333333333333333,1155,VI 120,161,1.6,1145,0.47712125471966244,-0.47712125471966244,0.0037764975522563233,841
2,0,7,0.1,VI 20,544,0.5333333333333333,1327,VI 120,143,1.6,997,0.5802628622331181,-0.47712125471966244,0.1241757645527798,855
2,0,9,0.1,VI 20,571,0.5333333333333333,1371,VI 120,136,1.6,950,0.6230971998756305,-0.47712125471966244,0.15931384950066493,829
2,1,1,0.1,VI 20,562,0.6451612903225806,1607,VI 120,139,1.0526315789473684,756,0.606721515314966,-0.21260809288144372,0.327494081262138,772
2,1,0,0.1,VI 20,596,0.6451612903225806,1725,VI 120,127,1.0526315789473684,737,0.6714425387842795,-0.21260809288144372,0.36932161155024146,748
2,1,2,0.1,VI 20,587,0.6451612903225806,1662,VI 120,124,1.0526315789473684,755,0.6752164160853794,-0.21260809288144372,0.3426840678189039,798
2,1,3,0.1,VI 20,629,0.6451612903225806,1754,VI 120,141,1.0526315789473684,771,0.649431532789889,-0.21260809288144372,0.3569752109790647,803
2,1,5,0.1,VI 20,561,0.6451612903225806,1590,VI 120,140,1.0526315789473684,799,0.6028348255779233,-0.21260809288144372,0.2988503450064601,835
2,1,6,0.1,VI 20,601,0.6451612903225806,1744,VI 120,118,1.0526315789473684,739,0.7069924646966141,-0.21260809288144372,0.3729020422017227,771
2,1,4,0.1,VI 20,547,0.6451612903225806,1528,VI 120,122,1.0526315789473684,727,0.6516274956586826,-0.21260809288144372,0.3225889433806333,789
2,1,7,0.1,VI 20,575,0.6451612903225806,1605,VI 120,114,1.0526315789473684,728,0.702762993353158,-0.21260809288144372,0.3433436574278537,803
2,1,8,0.1,VI 20,574,0.6451612903225806,1660,VI 120,125,1.0526315789473684,764,0.6620018793899171,-0.21260809288144372,0.33701472946436517,806
2,1,9,0.1,VI 20,614,0.6451612903225806,1864,VI 120,118,1.0526315789473684,682,0.7162863638350423,-0.21260809288144372,0.4366615333614836,752
2,2,0,0.1,VI 20,674,0.8,2249,VI 120,111,0.8,546,0.7833369177486624,0.0,0.6147968127308949,746
2,2,1,0.1,VI 20,598,0.8,2031,VI 120,129,0.8,653,0.6661114736891619,0.0,0.49279674212973285,796
2,2,2,0.1,VI 20,643,0.8,2189,VI 120,129,0.8,583,0.6976212626249731,0.0,0.5745772068089176,759
2,2,4,0.1,VI 20,682,0.8,2350,VI 120,141,0.8,628,0.684565262001099,0.0,0.5731082185345401,760
2,2,5,0.1,VI 20,597,0.8,2056,VI 120,117,0.8,575,0.7077884693832074,0.0,0.5533552656336076,704
2,2,3,0.1,VI 20,634,0.8,2152,VI 120,122,0.8,592,0.7157294272069845,0.0,0.5605205602714318,749
2,2,6,0.1,VI 20,637,0.8,2227,VI 120,121,0.8,580,0.7213540620189004,0.0,0.5842922234711009,750
2,2,7,0.1,VI 20,640,0.8,2190,VI 120,129,0.8,534,0.6955902636846382,0.0,0.6129028578115618,703
2,2,9,0.1,VI 20,615,0.8,2155,VI 120,126,0.8,595,0.6885045706578539,0.0,0.5589303087682008,746
2,2,8,0.1,VI 20,651,0.8,2195,VI 120,111,0.8,586,0.7682580097815345,0.0,0.5735369085600496,736
2,3,0,0.1,VI 20,661,1.0526315789473684,2927,VI 120,118,0.6451612903225806,506,0.7483194521795148,0.21260809288144372,0.7622722055939929,733
2,3,2,0.1,VI 20,668,1.0526315789473684,2993,VI 120,109,0.6451612903225806,508,0.787349964534922,0.21260809288144372,0.7702430045562721,739
2,3,1,0.1,VI 20,671,1.0526315789473684,2922,VI 120,106,0.6451612903225806,504,0.8014166549042219,0.21260809288144372,0.7632496751527527,752
2,3,3,0.1,VI 20,726,1.0526315789473684,3057,VI 120,115,0.6451612903225806,498,0.800238780346482,0.21260809288144372,0.7880660959663713,686
2,3,4,0.1,VI 20,732,1.0526315789473684,3196,VI 120,124,0.6451612903225806,450,0.7710893958961568,0.21260809288144372,0.8513942568666101,661
2,3,5,0.1,VI 20,666,1.0526315789473684,2842,VI 120,108,0.6451612903225806,524,0.7900504736833514,0.21260809288144372,0.7342927866077243,711
2,3,6,0.1,VI 20,685,1.0526315789473684,2949,VI 120,107,0.6451612903225806,442,0.8063067938072159,0.21260809288144372,0.8242525032027062,630
2,3,7,0.1,VI 20,685,1.0526315789473684,3008,VI 120,118,0.6451612903225806,480,0.7638085641863002,0.21260809288144372,0.7970365945440174,692
2,3,8,0.1,VI 20,633,1.0526315789473684,2817,VI 120,132,0.6451612903225806,509,0.6808297788115053,0.21260809288144372,0.7430690646490146,711
2,3,9,0.1,VI 20,688,1.0526315789473684,2965,VI 120,114,0.6451612903225806,503,0.7806835868990387,0.21260809288144372,0.770456712644354,720
