net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,3,0,0.1,VI 20,632,1.052631579,1757,VI 120,140,0.64516129,805,0.654589043,0.212608093,0.338975881,1119,,,
-1,10,0,0.1,VI 70,210,0.533333333,822,VI 70,252,1.6,1753,-0.079181246,-0.477121255,-0.328910099,1119,,,
-1,14,0,0.1,VI 70,234,1.6,1709,VI 70,226,0.533333333,850,0.015107418,0.477121255,0.303323137,1109,,,
-1,6,0,0.1,VI 45,305,0.64516129,1155,VI 95,231,1.052631579,1400,0.120687859,-0.212608093,-0.083546051,1119,,,
-1,9,0,0.1,VI 45,349,1.6,1748,VI 95,161,0.533333333,818,0.335999551,0.477121255,0.329788125,1094,,,
-1,2,0,0.1,VI 20,640,0.8,1796,VI 120,141,0.8,777,0.656960861,0,0.363885314,1097,,,
-1,7,0,0.1,VI 45,375,0.8,1673,VI 95,186,0.8,960,0.304518324,0,0.241224708,1103,,,
-1,8,0,0.1,VI 45,328,1.052631579,1692,VI 95,177,0.64516129,809,0.267900577,0.212608093,0.320451837,1084,,,
-1,15,0,0.1,VI 95,173,0.533333333,832,VI 45,345,1.6,1764,-0.299772992,-0.477121255,-0.326375255,1098,,,
-1,4,0,0.1,VI 20,654,1.6,1773,VI 120,123,0.533333333,845,0.725672637,0.477121255,0.321852027,1130,,,
-1,13,0,0.1,VI 70,234,1.052631579,1506,VI 70,238,0.64516129,1065,-0.0073611,0.212608093,0.150475364,1079,,,
-1,1,0,0.1,VI 20,649,0.64516129,1784,VI 120,129,1.052631579,871,0.701654987,-0.212608093,0.311376695,1160,,,
-1,0,0,0.1,VI 20,528,0.533333333,1398,VI 120,125,1.6,1119,0.62572391,-0.477121255,0.096677085,1020,0.39562944,0.457484348,-0.005440382
-1,5,0,0.1,VI 45,309,0.533333333,1028,VI 95,197,1.6,1548,0.195492253,-0.477121255,-0.177777842,1103,0.052879663,0.038356534,0.017424783
-1,12,0,0.1,VI 70,214,0.8,1315,VI 70,217,0.8,1284,-0.00604596,0,0.010360729,1076,0.906167303,0.087111958,#N/A
-1,11,0,0.1,VI 70,240,0.64516129,1109,VI 70,228,1.052631579,1500,0.022276395,-0.212608093,-0.131159713,1125,106.2299249,22,#N/A
-1,22,0,0.1,VI 120,138,0.8,791,VI 20,676,0.8,1811,-0.69006761,0,-0.359741967,1116,1.612250122,0.16694685,#N/A
-1,17,0,0.1,VI 95,181,0.8,982,VI 45,344,0.8,1647,-0.278879868,0,-0.224582111,1145,,,
-1,19,0,0.1,VI 95,182,1.6,1500,VI 45,309,0.533333333,1055,-0.229887091,0.477121255,0.152838799,1106,,,
-1,18,0,0.1,VI 95,161,1.052631579,1163,VI 45,313,0.64516129,1385,-0.288718462,0.212608093,-0.075870059,1118,,,
-1,23,0,0.1,VI 120,155,1.052631579,867,VI 20,648,0.64516129,1700,-0.621243308,0.212608093,-0.292429824,1072,,,
-1,24,0,0.1,VI 120,147,1.6,1102,VI 20,583,0.533333333,1487,-0.59835122,0.477121255,-0.130129374,1083,,,
-1,21,0,0.1,VI 120,148,0.64516129,784,VI 20,706,1.052631579,1825,-0.678542986,-0.212608093,-0.366946806,1130,,,
-1,16,0,0.1,VI 95,173,0.64516129,858,VI 45,386,1.052631579,1740,-0.348541202,-0.212608093,-0.30706196,1133,,,
-1,20,0,0.1,VI 120,138,0.533333333,791,VI 20,673,1.6,1807,-0.688135978,-0.477121255,-0.358781669,1078,,,
