net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers
2,0,0,0.1,VI 20,456,0.5333333333333333,1291,VI 120,115,1.6,867,0.5982670023108233,-0.47712125471966244,0.17290714479021005,437
2,0,1,0.1,VI 20,446,0.5333333333333333,1277,VI 120,121,1.6,898,0.5665494883956919,-0.47712125471966244,0.15291456059611094,465
2,0,2,0.1,VI 20,500,0.5333333333333333,1422,VI 120,121,1.6,892,0.6161846340195687,-0.47712125471966244,0.20253474201762445,425
2,0,3,0.1,VI 20,480,0.5333333333333333,1436,VI 120,111,1.6,814,0.6359182585889298,-0.47712125471966244,0.24653003501708032,420
2,0,4,0.1,VI 20,487,0.5333333333333333,1397,VI 120,111,1.6,859,0.6422059824279769,-0.47712125471966244,0.21120324228293963,494
2,0,5,0.1,VI 20,562,0.5333333333333333,1676,VI 120,97,1.6,692,0.7629645813028162,-0.47712125471966244,0.3841679198374999,443
2,0,6,0.1,VI 20,538,0.5333333333333333,1469,VI 120,116,1.6,781,0.6663242864394707,-0.47712125471966244,0.2743707619129561,478
2,0,7,0.1,VI 20,545,0.5333333333333333,1574,VI 120,106,1.6,791,0.7110906370118723,-0.47712125471966244,0.2988282445253692,393
2,0,8,0.1,VI 20,506,0.5333333333333333,1496,VI 120,110,1.6,786,0.6627578316815741,-0.47712125471966244,0.27950904748903466,436
2,0,9,0.1,VI 20,472,0.5333333333333333,1354,VI 120,130,1.6,977,0.559998646327251,-0.47712125471966244,0.14172410063035246,438
2,1,0,0.1,VI 20,638,0.6451612903225806,2415,VI 120,94,1.0526315789473684,408,0.8316928251214637,-0.21260809288144372,0.772256971997651,400
2,1,1,0.1,VI 20,611,0.6451612903225806,2224,VI 120,108,1.0526315789473684,540,0.7526174547556045,-0.21260809288144372,0.6147410230870514,401
2,1,3,0.1,VI 20,579,0.6451612903225806,2043,VI 120,104,1.0526315789473684,521,0.7456452244286559,-0.21260809288144372,0.5934306433329231,396
2,1,5,0.1,VI 20,596,0.6451612903225806,2137,VI 120,99,1.0526315789473684,500,0.7796110651426865,-0.21260809288144372,0.6308345178280506,377
2,1,4,0.1,VI 20,644,0.6451612903225806,2309,VI 120,94,1.0526315789473684,397,0.8357580137601135,-0.21260809288144372,0.7646334261540613,374
2,1,2,0.1,VI 20,570,0.6451612903225806,1997,VI 120,110,1.0526315789473684,544,0.7144821705142663,-0.21260809288144372,0.5647791651725227,468
2,1,6,0.1,VI 20,623,0.6451612903225806,2317,VI 120,92,1.0526315789473684,462,0.8307002193136144,-0.21260809288144372,0.7002840582338501,412
2,1,7,0.1,VI 20,635,0.6451612903225806,2308,VI 120,92,1.0526315789473684,388,0.8389858979464204,-0.21260809288144372,0.7744040788894866,374
2,1,8,0.1,VI 20,590,0.6451612903225806,2067,VI 120,108,1.0526315789473684,481,0.7374282561551945,-0.21260809288144372,0.6331954002534564,398
2,2,1,0.1,VI 20,718,0.8,3323,VI 120,93,0.8,295,0.8876414956883653,0.0,1.0517083253005481,310
2,1,9,0.1,VI 20,602,0.6451612903225806,2134,VI 120,107,1.0526315789473684,516,0.7502127135726149,-0.21260809288144372,0.6165447134612397,367
2,2,2,0.1,VI 20,672,0.8,3133,VI 120,82,0.8,282,0.9135554206701085,0.0,1.0457112865623441,299
2,2,0,0.1,VI 20,699,0.8,3246,VI 120,85,0.8,279,0.9150582500313886,0.0,1.0657443122166155,299
2,2,3,0.1,VI 20,637,0.8,2882,VI 120,89,0.8,349,0.8547494256904377,0.0,0.9168685495187906,365
2,2,4,0.1,VI 20,682,0.8,3108,VI 120,91,0.8,320,0.8747429823353853,0.0,0.9873310318089707,350
2,2,5,0.1,VI 20,739,0.8,3626,VI 120,72,0.8,250,1.0113119419635572,0.0,1.1614877910874521,291
