net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,35.12843128,,
0,0,0,0.1,VI 20,488,0.533333333,1190,VI 120,119,1.6,797,0.612872861,-0.477121255,0.17408864,500,,0.48126607,0.716080812,-0.000535963
0,0,1,0.1,VI 20,523,0.533333333,1303,VI 120,120,1.6,733,0.639320443,-0.477121255,0.249840441,498,,0.006190167,0.004219961,0.002034422
0,0,2,0.1,VI 20,528,0.533333333,1361,VI 120,117,1.6,755,0.654448061,-0.477121255,0.255911174,492,,0.993527164,0.032166727,#N/A
0,0,3,0.1,VI 20,475,0.533333333,1172,VI 120,131,1.6,806,0.559422314,-0.477121255,0.16259257,487,,18956.23582,247,#N/A
0,0,4,0.1,VI 20,491,0.533333333,1217,VI 120,120,1.6,781,0.611900246,-0.477121255,0.192639544,553,,39.22797067,0.255570485,#N/A
0,0,5,0.1,VI 20,483,0.533333333,1201,VI 120,113,1.6,729,0.630868687,-0.477121255,0.216815479,515,,,,
0,0,6,0.1,VI 20,488,0.533333333,1219,VI 120,129,1.6,869,0.577830112,-0.477121255,0.146983929,515,,,,
0,0,7,0.1,VI 20,513,0.533333333,1282,VI 120,111,1.6,736,0.664794386,-0.477121255,0.241010211,492,,,,
0,0,8,0.1,VI 20,487,0.533333333,1197,VI 120,124,1.6,807,0.594107276,-0.477121255,0.171220616,569,,,,
0,0,9,0.1,VI 20,522,0.533333333,1300,VI 120,121,1.6,791,0.634885133,-0.477121255,0.215766869,479,,,,
0,1,0,0.1,VI 20,599,0.64516129,1636,VI 120,104,1.052631579,583,0.760393483,-0.212608093,0.448114745,483,,,,
0,1,1,0.1,VI 20,556,0.64516129,1446,VI 120,110,1.052631579,630,0.703682106,-0.212608093,0.360827744,500,,,,
0,1,2,0.1,VI 20,538,0.64516129,1401,VI 120,141,1.052631579,682,0.581563163,-0.212608093,0.312653761,518,,,,
0,1,3,0.1,VI 20,540,0.64516129,1398,VI 120,119,1.052631579,637,0.656846798,-0.212608093,0.341367739,506,,,,
0,1,4,0.1,VI 20,570,0.64516129,1577,VI 120,101,1.052631579,571,0.751553482,-0.212608093,0.441195585,517,,,,
0,1,5,0.1,VI 20,525,0.64516129,1350,VI 120,109,1.052631579,637,0.682732805,-0.212608093,0.326194336,531,,,,
0,1,6,0.1,VI 20,548,0.64516129,1374,VI 120,137,1.052631579,717,0.602059991,-0.212608093,0.282467577,538,,,,
0,1,8,0.1,VI 20,521,0.64516129,1360,VI 120,117,1.052631579,642,0.648651862,-0.212608093,0.32600388,536,,,,
0,1,7,0.1,VI 20,526,0.64516129,1318,VI 120,128,1.052631579,585,0.613775775,-0.212608093,0.352759544,465,,,,
0,1,9,0.1,VI 20,504,0.64516129,1311,VI 120,126,1.052631579,689,0.602059991,-0.212608093,0.27938347,497,,,,
0,2,0,0.1,VI 20,583,0.8,1698,VI 120,112,0.8,518,0.716450532,0,0.515607926,434,,,,
0,2,1,0.1,VI 20,550,0.8,1665,VI 120,99,0.8,491,0.744727495,0,0.530332746,448,,,,
0,2,2,0.1,VI 20,553,0.8,1599,VI 120,131,0.8,583,0.625453836,0,0.438179909,475,,,,
0,2,3,0.1,VI 20,561,0.8,1608,VI 120,127,0.8,545,0.64515914,0,0.469889542,466,,,,
0,2,4,0.1,VI 20,575,0.8,1659,VI 120,113,0.8,565,0.706589401,0,0.467797938,473,,,,
0,2,5,0.1,VI 20,566,0.8,1667,VI 120,111,0.8,513,0.707493452,0,0.511818235,485,,,,
0,2,6,0.1,VI 20,575,0.8,1661,VI 120,110,0.8,546,0.71827516,0,0.48317699,461,,,,
0,2,7,0.1,VI 20,550,0.8,1594,VI 120,139,0.8,631,0.597347889,0,0.402458958,506,,,,
0,2,8,0.1,VI 20,551,0.8,1641,VI 120,110,0.8,568,0.699758914,0,0.460760245,502,,,,
0,2,9,0.1,VI 20,616,0.8,1827,VI 120,101,0.8,486,0.785259338,0,0.575102278,483,,,,
0,3,0,0.1,VI 20,600,1.052631579,1960,VI 120,107,0.64516129,459,0.748767473,0.212608093,0.630443386,460,,,,
0,3,2,0.1,VI 20,636,1.052631579,2133,VI 120,98,0.64516129,446,0.81223104,0.212608093,0.679655997,470,,,,
0,3,1,0.1,VI 20,605,1.052631579,2054,VI 120,115,0.64516129,456,0.721057534,0.212608093,0.653635597,488,,,,
0,3,3,0.1,VI 20,614,1.052631579,2058,VI 120,111,0.64516129,418,0.742845392,0.212608093,0.692269089,430,,,,
0,3,4,0.1,VI 20,624,1.052631579,2100,VI 120,107,0.64516129,480,0.765800812,0.212608093,0.640978057,439,,,,
0,3,5,0.1,VI 20,641,1.052631579,2091,VI 120,102,0.64516129,471,0.798257858,0.212608093,0.647333126,501,,,,
0,3,6,0.1,VI 20,576,1.052631579,1965,VI 120,126,0.64516129,516,0.660051938,0.212608093,0.580712853,488,,,,
0,3,8,0.1,VI 20,598,1.052631579,1999,VI 120,113,0.64516129,470,0.723622741,0.212608093,0.628714936,449,,,,
0,3,7,0.1,VI 20,614,1.052631579,2050,VI 120,118,0.64516129,455,0.716286364,0.212608093,0.653742464,476,,,,
0,3,9,0.1,VI 20,633,1.052631579,2131,VI 120,114,0.64516129,488,0.744498859,0.212608093,0.640163628,490,,,,
0,4,0,0.1,VI 20,697,1.6,2957,VI 120,98,0.533333333,375,0.852006702,0.477121255,0.896820057,436,,,,
0,4,2,0.1,VI 20,687,1.6,2878,VI 120,99,0.533333333,386,0.841321542,0.477121255,0.872503485,501,,,,
0,4,1,0.1,VI 20,676,1.6,2889,VI 120,123,0.533333333,403,0.740041585,0.477121255,0.855442496,462,,,,
0,4,3,0.1,VI 20,677,1.6,2931,VI 120,92,0.533333333,366,0.866800841,0.477121255,0.903534733,442,,,,
0,4,4,0.1,VI 20,686,1.6,2896,VI 120,118,0.533333333,410,0.764442108,0.477121255,0.849014701,498,,,,
0,4,5,0.1,VI 20,702,1.6,2984,VI 120,102,0.533333333,419,0.83773694,0.477121255,0.852584796,502,,,,
0,4,6,0.1,VI 20,679,1.6,2878,VI 120,99,0.533333333,381,0.83623458,0.477121255,0.878165814,439,,,,
0,4,7,0.1,VI 20,678,1.6,2833,VI 120,107,0.533333333,425,0.801845916,0.477121255,0.823857644,480,,,,
0,4,9,0.1,VI 20,723,1.6,3000,VI 120,116,0.533333333,437,0.794680308,0.477121255,0.836639818,466,,,,
0,4,8,0.1,VI 20,665,1.6,2837,VI 120,110,0.533333333,382,0.78142896,0.477121255,0.870795973,455,,,,
0,5,0,0.1,VI 45,278,0.533333333,911,VI 95,177,1.6,1144,0.19607153,-0.477121255,-0.098907647,580,,,,
0,5,1,0.1,VI 45,265,0.533333333,867,VI 95,167,1.6,1094,0.200529403,-0.477121255,-0.100998225,552,,,,
0,5,2,0.1,VI 45,289,0.533333333,921,VI 95,146,1.6,1066,0.296544987,-0.477121255,-0.063497574,582,,,,
0,5,3,0.1,VI 45,279,0.533333333,914,VI 95,155,1.6,964,0.255272505,-0.477121255,-0.023130838,520,,,,
0,5,4,0.1,VI 45,262,0.533333333,877,VI 95,167,1.6,1060,0.19558482,-0.477121255,-0.082306272,556,,,,
0,5,5,0.1,VI 45,274,0.533333333,920,VI 95,164,1.6,1098,0.222906715,-0.477121255,-0.076814513,570,,,,
0,5,7,0.1,VI 45,272,0.533333333,902,VI 95,159,1.6,1029,0.23317178,-0.477121255,-0.057208837,562,,,,
0,5,6,0.1,VI 45,284,0.533333333,957,VI 95,163,1.6,1065,0.241130736,-0.477121255,-0.04643767,575,,,,
0,5,8,0.1,VI 45,295,0.533333333,923,VI 95,160,1.6,1006,0.265702033,-0.477121255,-0.03739628,580,,,,
0,5,9,0.1,VI 45,283,0.533333333,928,VI 95,158,1.6,1044,0.253129349,-0.477121255,-0.051152522,559,,,,
0,6,0,0.1,VI 45,285,0.64516129,982,VI 95,159,1.052631579,838,0.253447736,-0.212608093,0.068867469,516,,,,
0,6,1,0.1,VI 45,288,0.64516129,982,VI 95,160,1.052631579,882,0.255272505,-0.212608093,0.046642903,581,,,,
0,6,2,0.1,VI 45,268,0.64516129,961,VI 95,163,1.052631579,914,0.21594719,-0.212608093,0.021777192,561,,,,
0,6,3,0.1,VI 45,273,0.64516129,976,VI 95,153,1.052631579,816,0.251471216,-0.212608093,0.077759659,556,,,,
0,6,5,0.1,VI 45,277,0.64516129,1028,VI 95,141,1.052631579,784,0.293260656,-0.212608093,0.117677052,542,,,,
0,6,4,0.1,VI 45,267,0.64516129,969,VI 95,175,1.052631579,907,0.183473213,-0.212608093,0.02871649,541,,,,
0,6,6,0.1,VI 45,307,0.64516129,1061,VI 95,158,1.052631579,829,0.288481289,-0.212608093,0.107160853,563,,,,
0,6,7,0.1,VI 45,289,0.64516129,1046,VI 95,152,1.052631579,806,0.279054255,-0.212608093,0.113196643,534,,,,
0,6,8,0.1,VI 45,270,0.64516129,939,VI 95,176,1.052631579,908,0.185851096,-0.212608093,0.014579744,579,,,,
0,6,9,0.1,VI 45,284,0.64516129,986,VI 95,167,1.052631579,876,0.230601869,-0.212608093,0.051372809,572,,,,
0,7,0,0.1,VI 45,275,0.8,1165,VI 95,141,0.8,738,0.290113581,0,0.198269564,559,,,,
0,7,1,0.1,VI 45,294,0.8,1159,VI 95,165,0.8,725,0.250863386,0,0.203745429,534,,,,
0,7,3,0.1,VI 45,306,0.8,1215,VI 95,153,0.8,771,0.301029996,0,0.1975219,592,,,,
0,7,2,0.1,VI 45,296,0.8,1155,VI 95,167,0.8,771,0.24857524,0,0.175527606,570,,,,
0,7,4,0.1,VI 45,336,0.8,1204,VI 95,154,0.8,680,0.338818557,0,0.248117574,516,,,,
0,7,5,0.1,VI 45,314,0.8,1200,VI 95,159,0.8,769,0.295532524,0,0.193254906,570,,,,
0,7,7,0.1,VI 45,267,0.8,1096,VI 95,157,0.8,803,0.230611609,0,0.135095009,584,,,,
0,7,6,0.1,VI 45,297,0.8,1158,VI 95,137,0.8,759,0.336035882,0,0.183466783,583,,,,
0,7,8,0.1,VI 45,273,0.8,1057,VI 95,146,0.8,745,0.271809791,0,0.151918715,533,,,,
0,7,9,0.1,VI 45,293,0.8,1170,VI 95,142,0.8,710,0.314579276,0,0.216927513,574,,,,
0,8,0,0.1,VI 45,305,1.052631579,1318,VI 95,147,0.64516129,731,0.316982505,0.212608093,0.255998033,569,,,,
0,8,1,0.1,VI 45,278,1.052631579,1210,VI 95,158,0.64516129,752,0.245387709,0.212608093,0.20656753,546,,,,
0,8,2,0.1,VI 45,305,1.052631579,1333,VI 95,148,0.64516129,666,0.314038124,0.212608093,0.30135592,522,,,,
