run_index,repetition_index,R1,B1,R2,B2,log(R1/R2),log(B1/B2)
3,8,743,5234,1902,11043,-0.4082216988408198,-0.3242533538624669
3,9,822,5594,1765,10357,-0.33187289218379096,-0.2675115142112
3,6,738,5253,1858,10953,-0.4009893478345814,-0.3191256868662813
3,7,770,5368,1925,11007,-0.3979400086720376,-0.31185645931467465
3,13,788,5489,1828,10762,-0.3654499739082573,-0.2923997569288601
3,11,736,5334,1793,10597,-0.386702475224684,-0.2981299229815919
3,10,735,5142,1877,10926,-0.40717693353715145,-0.32732912387172186
3,14,771,5406,1869,11002,-0.3845549233278751,-0.3085955992510406
3,15,820,5591,1793,10484,-0.33976643717846616,-0.27303752001589
3,16,762,5393,1873,11077,-0.39058280603563683,-0.31259173542368063
3,12,733,5363,1860,11004,-0.40440896957678835,-0.31214278475457785
3,17,734,5326,1912,11207,-0.4157918280240107,-0.3230882098306342
3,20,767,5158,1905,11017,-0.39509961606265714,-0.3295820116302374
3,21,780,5404,1886,11024,-0.3834470857108292,-0.3096238642135576
3,19,737,5119,1913,11076,-0.41424748216824436,-0.3351978175232915
3,18,768,5569,1889,10957,-0.3908707378903216,-0.2939144437592669
3,23,791,5476,1769,10533,-0.3495513494120466,-0.2840886447230613
3,22,770,5483,1849,10921,-0.38044618598669117,-0.2992441612213033
3,24,747,5361,1830,10751,-0.38913048791503074,-0.30220305463407676
3,25,785,5540,1862,10927,-0.37511001990007126,-0.2949911783482446
3,26,765,5316,1878,10978,-0.39003415277647446,-0.3149382541749018
3,27,795,5439,1964,11267,-0.39277435479446055,-0.31628923550192045
3,28,769,5241,1943,11231,-0.4025464607983515,-0.3310042675425419
3,29,730,5255,1917,11098,-0.4192992527576067,-0.32467200011388603
4,0,680,4524,2462,13512,-0.5587791358890611,-0.4751970403095345
4,2,668,4563,2426,13375,-0.5601143340550084,-0.46704332192060516
4,1,691,4395,2542,13608,-0.565697498843791,-0.49083542119472195
4,3,669,4492,2471,13396,-0.5674466276342564,-0.4745353912784091
4,4,670,4487,2452,13348,-0.563445663145551,-0.47346012844968094
4,6,689,4607,2468,13394,-0.5541259334535783,-0.463492082347481
4,7,671,4556,2470,13556,-0.5659744330906736,-0.4735478447582779
4,5,690,4537,2389,12974,-0.5393670590126226,-0.4563051143281912
4,8,686,4771,2397,13133,-0.5433439183269021,-0.4397545277045148
4,10,656,4464,2577,13944,-0.5942105791752444,-0.4946631881724144
4,9,673,4527,2378,12924,-0.5481967860586959,-0.45558645485035415
4,11,667,4639,2432,13285,-0.5618377366841483,-0.4569371862275367
4,12,651,4426,2483,13514,-0.5813957309863724,-0.48477250499771707
4,13,686,4633,2422,13340,-0.5478500231002817,-0.45929352937737494
4,14,663,4437,2464,13357,-0.5701271750876147,-0.47861949725609804
4,15,677,4620,2514,13491,-0.5697766046647946,-0.4654021667314789
4,16,707,4901,2384,12907,-0.5278868372712995,-0.42054060754233513
4,18,630,4359,2477,13553,-0.5945854571322553,-0.49264856930981477
4,19,716,4555,2500,13364,-0.5430269863641821,-0.46744808565707663
4,20,693,4699,2440,13111,-0.5466565917269226,-0.44563037236654235
4,17,671,4607,2391,13152,-0.5518570559467827,-0.4555735879432955
4,21,652,4481,2483,13383,-0.5807291238226442,-0.47517853404823585
4,23,669,4538,2487,13376,-0.5702496675021129,-0.469461768546024
4,22,704,4765,2416,13222,-0.5355242708069821,-0.4432342478506005
4,25,652,4557,2378,13292,-0.5619642545507525,-0.46491130402422465
4,26,664,4605,2476,13387,-0.5715825609800629,-0.4634536288554223
4,24,690,4696,2453,13065,-0.5508484574691304,-0.44438132582378637
4,27,683,4532,2515,13459,-0.5661172857104136,-0.47272289193467537
4,28,692,4679,2416,13129,-0.5429908354923364,-0.44807860313484715
4,29,667,4621,2444,13300,-0.5639753676539676,-0.4591156724483808
5,2,621,3739,3607,17019,-0.7640545421417829,-0.6581785731301449
5,1,633,3769,3626,17544,-0.7580240897421348,-0.6679024812198615
5,0,648,3921,3655,17555,-0.7513123754232859,-0.6510039915011633
5,3,588,3684,3576,17396,-0.7840201840477415,-0.674129777468487
5,4,568,3538,3703,17921,-0.8142053763384237,-0.7046044112593642
5,5,592,3515,3645,17773,-0.7893758259310736,-0.7038354115321362
5,6,605,3599,3678,17653,-0.7838563502495898,-0.6906366745571407
5,7,589,3513,3747,17954,-0.8035683983066962,-0.7084830710554006
5,9,592,3690,3596,17583,-0.7834979763382713,-0.6780666099422209
5,8,606,3608,3660,17736,-0.7810084612281245,-0.6915891512365276
5,10,559,3575,3677,17908,-0.8180818219824391,-0.6997710395743081
5,11,595,3734,3705,17915,-0.7942712465867975,-0.6810424988890699
5,12,605,3693,3658,17846,-0.7814883264879292,-0.684161580998999
5,13,571,3544,3585,17797,-0.7978530517579709,-0.7008530872258136
5,15,611,3691,3687,17754,-0.7806319273635622,-0.6821521703486194
5,14,627,3706,3620,17526,-0.7614410297024492,-0.6747773923743147
5,16,597,3871,3523,17051,-0.7709383120518734,-0.643926683079737
5,18,598,3676,3652,17700,-0.7858295848738505,-0.682597763647733
5,17,569,3408,3695,17957,-0.8125021763357734,-0.7217341965554838
5,19,614,3742,3629,17527,-0.7716185970593888,-0.6706038034977994
5,20,635,3771,3639,17583,-0.7582083302942597,-0.6686364436956611
5,21,596,3524,3741,17981,-0.7977414484579687,-0.7077779412948635
5,22,606,3783,3662,17900,-0.7812457157993915,-0.6750166896871491
5,23,608,3740,3561,17409,-0.7676683944015187,-0.6679022230837127
5,24,598,3705,3581,17361,-0.7773031370234921,-0.6707865247678624
5,25,594,3700,3592,17526,-0.7815498830140732,-0.6754810832901984
5,26,614,3752,3672,17653,-0.7767343013880371,-0.6725556915030251
5,28,612,3651,3702,17761,-0.781684992271324,-0.6870555813225622
5,27,611,3765,3651,17898,-0.7763706227071732,-0.677039523208987
5,29,575,3599,3685,18101,-0.8067696475054398,-0.7015207217237462
6,0,1281,8393,949,6642,0.1302829173173936,0.10161835185073906
6,1,1268,8192,985,6747,0.10968302304810214,0.08427923347646088
6,2,1278,8104,995,6871,0.10870777307665588,0.07167948381131559
6,4,1305,8387,933,6428,0.14572886792779982,0.11553077492615223
6,3,1314,8346,974,6724,0.13003640834514643,0.09385067560825665
6,5,1227,7923,1030,6982,0.07600733802183204,0.05490981144842643
6,7,1237,8023,990,6854,0.09673450503157072,0.06839269210864692
6,6,1269,8464,962,6655,0.12028655005689179,0.1044275948804166
6,8,1248,8074,999,6877,0.09664909712042288,0.06968972073227303
6,9,1260,8217,1011,6822,0.09561938952656182,0.08080157190224542
6,10,1268,8182,993,6783,0.10617000505033275,0.08143765809733279
6,11,1251,8267,970,6797,0.11048557542717513,0.08503066770550996
6,12,1264,8294,970,6620,0.11497533968012137,0.09790604158829913
6,15,1195,8013,945,6699,0.10193609677489357,0.07778516494993491
6,14,1365,8720,955,6548,0.15512927979302846,0.12440781419266336
6,13,1262,8145,999,7000,0.10149386668213319,0.06579304863027133
6,16,1312,8425,966,6665,0.13295670862414813,0.1017697557934982
6,17,1328,8425,947,6506,0.14684809602872526,0.11225585059754146
6,18,1214,8079,975,6829,0.09521407104070195,0.07300049541276778
6,20,1249,8200,959,6648,0.11474383120347194,0.09112284160766208
6,19,1197,7952,971,6825,0.09087492049840579,0.06637371567646322
6,21,1261,8263,938,6507,0.12851224819401716,0.10375694602258857
6,22,1224,7972,960,6652,0.10551018476997394,0.07861504948096838
6,23,1218,7901,972,6890,0.09798102337058198,0.059462839888794125
6,24,1282,8116,1023,6939,0.09801239147063846,0.06804515087102653
6,25,1301,8303,963,6644,0.13065100943705174,0.0968054141438939
6,26,1289,8343,965,6756,0.12572560400961047,0.09163260268485092
6,27,1290,8413,996,6654,0.1123303718755502,0.10186809238280693
6,28,1279,8404,961,6559,0.12414715681010859,0.10764841283187988
6,29,1250,8334,936,6553,0.12563416426995117,0.10441332816512053
7,0,1549,9479,860,6021,0.25555296651563825,0.1970938960603126
7,2,1563,9461,866,5920,0.25644108600184023,0.20361533576019086
7,1,1496,9362,825,5824,0.25847764497851744,0.20614727048644252
7,3,1537,9493,832,5882,0.26655054120902116,0.2078784607023841
7,4,1491,9247,879,5998,0.22948876837922264,0.18799439620527572
7,5,1525,9404,865,5987,0.24625373621799043,0.1961033623072169
7,6,1538,9420,845,5865,0.2600996265157199,0.20578288634132935
7,7,1558,9821,829,5694,0.2740129227862721,0.2367382482316804
7,8,1502,9310,862,5977,0.2411626668434368,0.19246642514766102
7,9,1518,9448,873,6103,0.24025752785389184,0.1897965146488653
7,10,1502,9435,838,6072,0.25342591403787307,0.1914101416135262
7,11,1549,9542,868,6049,0.2515316925827141,0.19795582771555656
7,12,1496,9388,853,5939,0.24398256236091953,0.19885975564953337
7,13,1557,9654,858,6054,0.2588013247194148,0.20266487786211904
7,14,1444,9101,845,5901,0.23271048428392793,0.188163499728393
7,15,1475,9147,846,5891,0.24142165727515827,0.19108965634904984
7,17,1525,9500,872,5944,0.24275335875023743,0.20364480453632888
7,16,1456,9288,834,5976,0.24199532433927967,0.19151161792317506
7,18,1490,9399,822,5882,0.2583144508722236,0.20355662943031705
7,20,1489,9317,871,5966,0.23287654274451294,0.19359284646288805
7,19,1521,9422,856,6044,0.24965544937584516,0.19281864423522713
7,21,1566,9502,886,5999,0.2473580358348738,0.1997361641457317
7,23,1481,9130,840,5986,0.2462757724593268,0.1833340650301264
7,22,1437,8984,860,6155,0.2229583168906579,0.16424168598606623
7,24,1505,9345,850,5962,0.2481175742155694,0.1951873340182389
7,25,1455,9181,893,6249,0.2120115344333797,0.1670794627243829
7,27,1495,9287,864,6012,0.23812745018155518,0.1888564736331626
7,26,1548,9758,764,5629,0.30667759777118386,0.23892956511604524
7,28,1483,9287,843,5860,0.24531357640363968,0.1999778295299425
7,29,1442,9081,866,6078,0.22144736836606357,0.17437297993231132
8,0,1866,11001,704,5066,0.4233389802683689,0.336766979225736
8,1,1908,11060,768,5350,0.3952171503365643,0.315401344947451
8,3,1847,10926,760,5400,0.38565330315945007,0.3060674363555952
8,4,1892,10922,756,5289,0.39839933656456744,0.3149286051805401
8,2,1868,11054,778,5354,0.38039727490438563,0.31484109339484245
8,5,1825,10533,817,5508,0.349040812260078,0.28155815260012756
8,6,1823,10759,703,5187,0.41383134363515234,0.31685565952041694
8,8,1874,11061,774,5330,0.3840286258688669,0.31706718329920675
8,9,1947,11359,723,5225,0.43022765422550086,0.33725380476108985
8,10,1976,11475,752,5029,0.4195690996599671,0.3582710585883717
8,11,1870,10866,719,5162,0.4151127161536164,0.32325170048985197
8,7,1847,10933,752,5419,0.3902490548485992,0.304820197092358
8,13,1787,10516,801,5444,0.3484920364214066,0.28593246090302804
8,14,1924,11024,764,5300,0.4011117091261043,0.31806333496276157
8,12,1920,11145,790,5297,0.3856741374131082,0.32305009988065886
8,15,1902,11037,731,5255,0.4152931356435347,0.3222783221865284
8,16,1788,10520,757,5437,0.3732716349598261,0.2866564068160095
8,18,1852,10749,783,5395,0.37387922028797216,0.29937661386684356
8,19,1771,10419,769,5195,0.3622922213886437,0.3022404861372285
8,20,1800,10787,785,5392,0.36040284835805353,0.3011507952054127
8,21,1821,10743,780,5458,0.36821534310443965,0.29409204439768766
8,17,1822,10860,767,5333,0.3757530086879985,0.3088582415699515
8,22,1851,10724,761,5286,0.38602176198233135,0.3072296465151504
8,23,1842,10645,780,5371,0.37319502317034975,0.2970905133988416
8,24,1891,11036,744,5115,0.405118593299161,0.33396605375896893
8,25,1810,10820,759,5163,0.37743679897370414,0.32132513572332794
8,26,1843,10682,783,5426,0.3717635731611304,0.29417278420754117
8,27,1830,11018,745,5186,0.3902948169821366,0.3272702556039699
8,29,1908,11032,776,5365,0.3907166491098879,0.31308452686582344
8,28,1824,10999,736,5219,0.3941470196548985,0.32376590519151394
9,0,2542,13916,628,4381,0.6072159024807933,0.5019411668973759
9,1,2513,13571,679,4662,0.5683227143120743,0.46403958131089634
9,2,2400,12937,680,4635,0.5477023290053696,0.4457838396683309
9,3,2471,13322,708,4597,0.5428394877123104,0.46209492557053056
9,4,2505,13590,679,4571,0.5669379559227629,0.47320823544316354
9,6,2484,13285,682,4555,0.5613672168480637,0.4648731774372793
9,7,2509,13472,721,4672,0.5415653965951814,0.45992924005123126
9,5,2405,13160,671,4568,0.5543925605408585,0.45952979404014505
9,8,2455,13338,688,4668,0.552463058223476,0.4559598657093017
9,9,2450,13344,690,4526,0.5503169936272772,0.4695714836749537
9,10,2381,13171,703,4628,0.5298040703850558,0.45422539947286283
9,11,2432,13178,722,4751,0.5274263730310582,0.44306447279231215
9,12,2401,12990,701,4754,0.5346741420903687,0.4365499736808664
9,13,2397,13063,655,4412,0.5634267340418708,0.47140742308105316
9,14,2442,13007,709,4790,0.5370994244257972,0.4338416268298855
9,15,2379,13066,640,4407,0.570214468053379,0.4719996033438748
9,16,2515,13550,639,4245,0.5950371312335461,0.504061600630453
9,17,2415,13179,665,4658,0.5600954897844264,0.451682973786321
9,18,2438,13067,695,4557,0.5450488966922492,0.4574968625179003
9,19,2368,13151,640,4466,0.568201724066995,0.4690400590310147
9,20,2471,13266,667,4511,0.5687469114855305,0.4684671658646471
9,21,2490,13151,674,4593,0.5675394505604165,0.4568623323485104
9,22,2514,13388,683,4550,0.5659445696684063,0.46870430702862714
9,24,2490,13558,649,4624,0.5839546502953671,0.467177804160951
9,23,2508,13490,690,4512,0.5604784414214234,0.4756428586966184
9,25,2438,13248,690,4699,0.5481846105451078,0.45014487441785306
9,26,2541,13691,668,4442,0.5802282025748237,0.48885661624592736
9,27,2455,13318,654,4516,0.57447374813472,0.46968507730359554
9,28,2519,13579,661,4360,0.5810267080124728,0.49338129905049827
9,29,2449,13320,716,4663,0.5340757628168585,0.4558388093797902
10,0,3700,17881,602,3679,0.7886052328091704,0.6866620153501173
10,1,3677,17487,594,3605,0.7917071848876689,0.6858100409836595
10,2,3628,17688,565,3447,0.8076188305686192,0.7102374461627099
10,3,3695,17921,602,3710,0.78801795147302,0.6839883302180227
10,4,3583,17653,573,3619,0.7960921861987206,0.6882299381018526
10,5,3610,17793,586,3703,0.7896095858875672,0.6816954667035546
10,6,3732,18195,586,3748,0.8040440190563717,0.6861524777065136
10,7,3650,17579,602,3637,0.7826963731986502,0.684250865084957
10,8,3750,18230,582,3548,0.8091082830778303,0.7108030574952875
10,9,3629,17728,585,3685,0.7926311021183761,0.6822222508532654
10,10,3658,17638,626,3863,0.7666693679299684,0.6595246301222241
10,11,3575,17469,582,3734,0.788353061487211,0.6700937312146282
10,12,3659,17844,587,3528,0.794724308238993,0.7039636381097969
10,13,3579,17413,637,3779,0.7496222660546539,0.6634967081035664
10,14,3617,17555,579,3614,0.7956699450341835,0.686412685576457
10,15,3778,18322,560,3420,0.8290739265796143,0.7289467727492334
10,16,3537,17407,568,3678,0.7942867241037327,0.6751122044167871
10,17,3680,17712,623,3734,0.771359772014348,0.6760932899215881
10,18,3641,17885,605,3653,0.7794653042814749,0.6898392722730717
10,19,3682,18053,589,3483,0.7959684893808943,0.7145959076939581
10,20,3773,18182,604,3642,0.7956498665798637,0.6983017119699594
10,21,3645,17604,605,3739,0.7799421580015246,0.6728558947366879
10,22,3584,17486,607,3647,0.7711793099148301,0.6807547107385923
10,24,3551,17012,641,3836,0.743492642782798,0.6468767755433597
10,25,3635,17596,579,3645,0.7978258514676204,0.6837164206508319
10,23,3574,17298,675,3917,0.7238507753386004,0.6450423212239856
10,27,3713,17743,609,3648,0.7851076565932835,0.686972222890808
10,26,3666,17742,578,3662,0.8022646222056689,0.6852842349440836
10,29,3737,17932,611,3638,0.7864818876070834,0.6927660354662895
10,28,3648,17611,578,3660,0.8001269912358495,0.6823029316831141
