run_index,repetition_index,R1,B1,R2,B2,log(R1/R2),log(B1/B2)
0,9,22219,125728,22551,127131,-0.006441296006939333,-0.004819455990045301
0,8,22398,125686,22423,126951,-0.0004844766146910369,-0.004349221301947711
0,10,22342,125665,22451,125955,-0.00211364239794209,-0.0010010766673367046
0,2,22549,127769,22274,125532,0.00532907128331603,0.0076710476035682295
0,4,22676,127348,22433,126442,0.0046790919752197025,0.003100772072085834
0,5,22562,126817,22481,126493,0.0015619692717543556,0.0011109825026387695
0,12,22349,126163,22537,126815,-0.0036380091805209365,-0.0022386186084492666
0,0,22337,125742,22528,126875,-0.003697793254250908,-0.003895691480624952
0,3,22677,127460,22312,126099,0.0070470988031378825,0.004662271632652356
0,14,22271,125221,22526,127075,-0.004944361857215308,-0.0063829506877598995
0,11,22578,127644,22164,124902,0.008037327215641767,0.009431012695263611
0,6,22375,126803,22503,126703,-0.0024773761942810278,0.00034263055267285314
0,7,22491,126558,22382,125742,0.0021098741618631226,0.002809239261997049
0,16,22612,127916,22268,125239,0.006657764153180307,0.009185279102514331
0,13,22527,126768,22428,126301,0.0019128116210912086,0.0016028494463205263
0,1,22497,125621,22355,126637,0.002749934115652848,-0.0034983673821894165
0,15,22629,126997,22544,127402,0.0016343866703252146,-0.00138278384556299
0,17,22478,126973,22446,126402,0.0006187082971856157,0.0019574351768675766
0,18,22516,127201,22532,125871,-0.00030850257514857806,0.0045648430390745134
0,23,22437,125191,22564,127468,-0.0024513031102577658,-0.007828063189583867
0,21,22402,125919,22573,127081,-0.0033024886832760465,-0.003989357600635984
0,28,22549,126588,22319,126379,0.004452554416564544,0.0007176237799424985
0,20,22475,126286,22681,127900,-0.003962498180143648,-0.005515336914248046
0,19,22319,125730,22455,126303,-0.0026383272071625686,-0.001974750662728776
0,27,22192,124816,22376,126918,-0.0035860096342612037,-0.00725295922305968
0,29,22604,127425,22379,125537,0.004344622339915823,0.006482896303655347
0,24,22278,125358,22422,126788,-0.002798148623478656,-0.004926096528249612
0,25,22484,126341,22295,125734,0.003666099935274111,0.0020915779831147774
0,22,22561,127773,22328,125175,0.004508522046016661,0.008921491702587435
0,26,22430,125548,22770,127724,-0.006533757032175045,-0.007462712387646688
1,0,19204,109591,25950,144310,-0.1307456648873485,-0.1195215368724148
1,5,19129,108845,25671,143465,-0.1277505195480181,-0.11993747896613727
1,2,19105,110015,25576,142497,-0.1266855812392039,-0.11235381811102567
1,1,19084,108678,25803,144020,-0.13100079449892085,-0.12228116908190817
1,4,19482,111440,25906,144232,-0.12376682218016831,-0.11202052230476067
1,11,19147,109531,26069,144724,-0.13402363477962329,-0.12100350467827466
1,8,19220,109939,26003,144521,-0.13127007264925827,-0.11877917564241354
1,3,19312,109955,25950,143935,-0.12831010943120266,-0.11695142925098617
1,15,18931,108042,26042,145072,-0.1385007790804752,-0.12799098343204593
1,13,19050,109739,26098,144000,-0.1367122467808659,-0.11800149373893128
1,9,19176,109288,25942,145051,-0.13124543397153815,-0.12294824890261591
1,10,19135,109023,25579,144217,-0.12605509535807202,-0.1214983287376159
1,12,19194,109363,25653,142999,-0.12597267068611304,-0.11646258532263709
1,19,19045,109131,25661,143494,-0.12949259967248417,-0.11888560724449115
1,14,19196,108817,26083,145388,-0.13314680011375013,-0.12583181373402286
1,6,19253,109674,25679,142134,-0.1250796964605924,-0.11259429509482764
1,7,19204,110231,25795,142773,-0.128143834912199,-0.11234233788392203
1,22,19240,108823,26007,144680,-0.13088518996932114,-0.12368780585394748
1,20,19355,110783,25679,143227,-0.12278493163366369,-0.11155177373574263
1,27,19199,109793,25696,143100,-0.12658691498837313,-0.1150649817903559
1,16,19429,111360,25749,143352,-0.12230991896895119,-0.10967453419219113
1,21,19357,110408,25775,143405,-0.12436062389654123,-0.11356375096452809
1,17,19402,110641,25785,143122,-0.12352063549321605,-0.11179030409568301
1,18,19061,108912,25819,144392,-0.1317937361698222,-0.12246739867045639
1,26,19046,109015,25976,145044,-0.13476849562384144,-0.12401350903128043
1,28,19170,109704,25827,143547,-0.12945184965945794,-0.11677165757202591
1,23,18987,108229,25997,144850,-0.1364668837836149,-0.1265748538111091
1,24,18882,108832,25893,143611,-0.137134378032787,-0.12043109606269259
1,25,19312,110242,25970,144548,-0.1286446968760287,-0.11766500348334427
2,1,15950,92631,29116,161135,-0.2613710233147567,-0.2404335308983504
1,29,19186,109554,25773,142747,-0.12818053362123305,-0.11493875078756863
2,8,16029,94233,28981,159682,-0.2572069379810025,-0.22905294594023234
2,0,16134,93399,29540,162229,-0.2626684383689854,-0.23978626477512302
2,12,15951,93267,29346,162486,-0.26476099817108495,-0.24108793996926925
2,4,16084,94037,29353,162420,-0.2612584301429935,-0.2373407404888706
2,5,16106,94127,29167,161155,-0.25790406688338813,-0.23352956734385763
2,6,15924,93173,29087,161400,-0.26164676200731385,-0.23861345118487046
2,2,15960,93313,29079,161029,-0.26054658044225826,-0.23696194378388952
2,11,16085,93825,29360,162465,-0.26133498600604427,-0.23844124180480197
2,3,16082,93856,29425,161860,-0.2623764137354056,-0.23667749475607525
2,13,15719,92571,29184,162425,-0.2687199026991268,-0.24417792020832543
2,9,15911,93315,29291,161595,-0.26503672308707477,-0.23847645850306592
2,10,16001,93877,29013,160535,-0.2584455127964025,-0.23301052985218826
2,18,15877,93032,29127,161717,-0.26352731102403265,-0.2401233186607545
2,15,15888,92776,29501,163922,-0.268767506424184,-0.24720160006567715
2,7,15965,93955,29248,161317,-0.26292725117827365,-0.23476023998314893
2,24,15846,91630,29864,164401,-0.2752283253276805,-0.25386676832491345
2,25,15804,91305,29889,165138,-0.2767443640283015,-0.2573524597066016
2,17,16092,93635,29276,162118,-0.25990171458692163,-0.2383930225210252
2,27,16021,93865,29104,160857,-0.2592630612990479,-0.23393628031688485
2,14,15841,92082,29235,162332,-0.2661205042043172,-0.2462293958787653
2,29,16178,94476,29021,160166,-0.2537875421144716,-0.22924883211415117
2,16,15985,93704,28959,160631,-0.2580709203020623,-0.2340712327677964
2,19,16009,93748,29640,163489,-0.26751399468628523,-0.2415265260723943
2,26,15968,93513,29279,161930,-0.2633057157279524,-0.23845532601292274
2,28,15972,93450,29752,164332,-0.2701568638286162,-0.2451428351409418
2,21,15677,91985,29232,162311,-0.27059557166640097,-0.24663094076218134
2,23,15719,92882,29473,163015,-0.27299943015096606,-0.24429600995216166
3,1,12902,78060,33077,181960,-0.4088690757007116,-0.3675473812126877
