net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,2,0,0.1,VI 48,296,1,866,VI 26.7,394,1,809,-0.124204511,0,0.02956937,816,0,0.00733054,0.001416958
-1,0,24,0.1,VI 34.3,342,1,854,VI 34.3,344,1,826,-0.002532337,0,0.014477823,836,0,0.003960534,0.001187929
-1,0,6,0.1,VI 34.3,362,1,838,VI 34.3,340,1,890,0.027229653,0,-0.026145988,833,0.01587579,0.021578935,#N/A
-1,0,18,0.1,VI 34.3,368,1,862,VI 34.3,325,1,870,0.053964458,0,-0.004011987,890,2.63756509,327,#N/A
-1,1,24,0.1,VI 40,333,1,866,VI 30,376,1,802,-0.052743611,0,0.033343524,838,0.002456367,0.152267691,#N/A
-1,1,0,0.1,VI 40,328,1,879,VI 30,389,1,828,-0.074075758,0,0.025958538,849,,,
-1,2,24,0.1,VI 48,260,1,846,VI 26.7,400,1,850,-0.187086643,0,-0.002048563,844,,,
-1,1,18,0.1,VI 40,301,1,826,VI 30,380,1,821,-0.101217101,0,0.00263689,856,,,
-1,2,18,0.1,VI 48,301,1,798,VI 26.7,416,1,901,-0.140526835,0,-0.0527219,843,,,
-1,3,0,0.1,VI 60,246,1,834,VI 24,420,1,849,-0.232314183,0,-0.00774164,851,,,
-1,2,6,0.1,VI 48,292,1,843,VI 26.7,392,1,841,-0.127903216,0,0.001031579,839,,,
-1,1,12,0.1,VI 40,305,1,800,VI 30,377,1,861,-0.092041511,0,-0.031913164,849,,,
-1,0,12,0.1,VI 34.3,333,1,832,VI 34.3,338,1,855,-0.006472467,0,-0.011842788,811,,,
-1,0,0,0.1,VI 34.3,339,1,838,VI 34.3,334,1,850,0.006453231,0,-0.006174907,828,,,
-1,2,12,0.1,VI 48,270,1,879,VI 26.7,376,1,835,-0.143824081,0,0.0223024,877,,,
-1,1,6,0.1,VI 40,330,1,875,VI 30,382,1,875,-0.063549423,0,0,891,,,
-1,0,25,0.1,VI 34.3,332,1,877,VI 34.3,365,1,889,-0.041154781,0,-0.005902168,862,,,
-1,0,7,0.1,VI 34.3,332,1,836,VI 34.3,338,1,868,-0.007778617,0,-0.016313448,859,,,
-1,2,1,0.1,VI 48,285,1,828,VI 26.7,407,1,833,-0.154749549,0,-0.002614665,817,,,
-1,2,19,0.1,VI 48,298,1,832,VI 26.7,384,1,817,-0.11011496,0,0.00790127,833,,,
-1,0,19,0.1,VI 34.3,366,1,925,VI 34.3,342,1,794,0.029454979,0,0.06632123,873,,,
-1,1,1,0.1,VI 40,330,1,834,VI 30,371,1,853,-0.05085997,0,-0.009782981,837,,,
-1,2,25,0.1,VI 48,286,1,837,VI 26.7,405,1,825,-0.15108899,0,0.006271509,865,,,
-1,0,13,0.1,VI 34.3,370,1,867,VI 34.3,351,1,833,0.022894608,0,0.017374096,858,,,
-1,0,1,0.1,VI 34.3,334,1,778,VI 34.3,344,1,838,-0.012811976,0,-0.032264422,841,,,
-1,2,13,0.1,VI 48,316,1,857,VI 26.7,404,1,829,-0.106694282,0,0.014426291,837,,,
-1,1,7,0.1,VI 40,297,1,800,VI 30,388,1,845,-0.116075276,0,-0.023766722,809,,,
-1,3,1,0.1,VI 60,233,1,849,VI 24,442,1,828,-0.278066348,0,0.010877353,845,,,
-1,2,7,0.1,VI 48,246,1,846,VI 26.7,394,1,853,-0.204561115,0,-0.003578668,808,,,
-1,1,19,0.1,VI 40,307,1,850,VI 30,377,1,865,-0.089202975,0,-0.007597182,848,,,
-1,1,13,0.1,VI 40,323,1,826,VI 30,361,1,893,-0.04830468,0,-0.033871412,849,,,
-1,1,25,0.1,VI 40,340,1,821,VI 30,373,1,847,-0.040229915,0,-0.013540253,856,,,
-1,2,2,0.1,VI 48,292,1,849,VI 26.7,399,1,807,-0.135590044,0,0.022034156,803,,,
-1,0,26,0.1,VI 34.3,361,1,851,VI 34.3,355,1,943,0.007278849,0,-0.044582133,889,,,
-1,2,26,0.1,VI 48,284,1,783,VI 26.7,387,1,847,-0.134392625,0,-0.034121648,790,,,
-1,0,8,0.1,VI 34.3,345,1,851,VI 34.3,344,1,820,0.001260653,0,0.016115708,860,,,
-1,2,20,0.1,VI 48,286,1,841,VI 26.7,390,1,841,-0.134698574,0,0,856,,,
-1,0,20,0.1,VI 34.3,347,1,834,VI 34.3,360,1,900,-0.015973026,0,-0.033076459,856,,,
-1,1,2,0.1,VI 40,317,1,838,VI 30,379,1,863,-0.077579948,0,-0.012766777,823,,,
-1,0,14,0.1,VI 34.3,329,1,826,VI 34.3,360,1,857,-0.039106603,0,-0.016000775,854,,,
-1,0,2,0.1,VI 34.3,319,1,838,VI 34.3,346,1,821,-0.035285416,0,0.008900862,787,,,
-1,2,14,0.1,VI 48,281,1,823,VI 26.7,399,1,790,-0.152266576,0,0.017772744,842,,,
-1,3,2,0.1,VI 60,231,1,871,VI 24,440,1,898,-0.279840697,0,-0.013258182,873,,,
-1,1,8,0.1,VI 40,311,1,870,VI 30,346,1,853,-0.04631571,0,0.008570221,863,,,
