net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,73.5738056,,
0,0,0,0.1,VI 20,490,0.533333333,1297,VI 120,129,1.6,868,0.57960637,-0.477121255,0.174420251,460,,0.512695919,0.756621706,-0.000507008
0,0,1,0.1,VI 20,528,0.533333333,1405,VI 120,126,1.6,831,0.622263377,-0.477121255,0.2280753,502,,0.005773168,0.003855466,0.001898144
0,0,2,0.1,VI 20,544,0.533333333,1442,VI 120,125,1.6,819,0.638688887,-0.477121255,0.245681359,471,,0.995111895,0.03001179,#N/A
0,0,3,0.1,VI 20,540,0.533333333,1406,VI 120,129,1.6,824,0.62180405,-0.477121255,0.232058109,497,,25141.91363,247,#N/A
0,0,4,0.1,VI 20,547,0.533333333,1500,VI 120,105,1.6,742,0.716798027,-0.477121255,0.305687354,505,,45.29102285,0.222474765,#N/A
0,0,5,0.1,VI 20,514,0.533333333,1314,VI 120,125,1.6,866,0.614053106,-0.477121255,0.181077473,496,,,,
0,0,6,0.1,VI 20,528,0.533333333,1341,VI 120,120,1.6,871,0.643452676,-0.477121255,0.187410623,494,,,,
0,0,7,0.1,VI 20,524,0.533333333,1431,VI 120,130,1.6,887,0.605387935,-0.477121255,0.207716014,532,,,,
0,0,8,0.1,VI 20,525,0.533333333,1378,VI 120,133,1.6,851,0.596307662,-0.477121255,0.209319657,531,,,,
0,0,9,0.1,VI 20,508,0.533333333,1355,VI 120,119,1.6,834,0.630316751,-0.477121255,0.210773245,461,,,,
0,1,0,0.1,VI 20,596,0.64516129,1684,VI 120,99,1.052631579,580,0.779611065,-0.212608093,0.462914094,499,,,,
0,1,1,0.1,VI 20,513,0.64516129,1541,VI 120,113,1.052631579,681,0.657038922,-0.212608093,0.354655527,487,,,,
0,1,2,0.1,VI 20,509,0.64516129,1431,VI 120,139,1.052631579,767,0.563702982,-0.212608093,0.27084427,521,,,,
0,1,3,0.1,VI 20,533,0.64516129,1553,VI 120,121,1.052631579,640,0.643941839,-0.212608093,0.384991482,508,,,,
0,1,4,0.1,VI 20,566,0.64516129,1615,VI 120,123,1.052631579,622,0.66291132,-0.212608093,0.414382142,460,,,,
0,1,5,0.1,VI 20,543,0.64516129,1598,VI 120,129,1.052631579,709,0.624210119,-0.212608093,0.35293054,513,,,,
0,1,6,0.1,VI 20,581,0.64516129,1633,VI 120,123,1.052631579,663,0.674271021,-0.212608093,0.391472656,529,,,,
0,1,7,0.1,VI 20,551,0.64516129,1499,VI 120,127,1.052631579,685,0.637347878,-0.212608093,0.340111061,508,,,,
0,1,9,0.1,VI 20,527,0.64516129,1534,VI 120,124,1.052631579,722,0.62838893,-0.212608093,0.327288162,519,,,,
0,1,8,0.1,VI 20,560,0.64516129,1566,VI 120,127,1.052631579,667,0.644384306,-0.212608093,0.370665924,515,,,,
