net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,134.478455,,
0,0,0,0.08,VI 20,527,0.533333333,1387,VI 120,130,1.6,814,0.607867263,-0.477121255,0.231452056,461,,0.551034041,0.793672131,-0.001657677
0,0,1,0.08,VI 20,541,0.533333333,1420,VI 120,126,1.6,852,0.63282672,-0.477121255,0.22184875,551,,0.006281025,0.004097144,0.002061363
0,0,2,0.08,VI 20,516,0.533333333,1344,VI 120,135,1.6,871,0.582315933,-0.477121255,0.188381114,521,,0.99506261,0.032591864,#N/A
0,0,3,0.08,VI 20,520,0.533333333,1358,VI 120,128,1.6,823,0.608793374,-0.477121255,0.217499935,501,,24889.71535,247,#N/A
0,0,4,0.08,VI 20,509,0.533333333,1284,VI 120,135,1.6,837,0.576384014,-0.477121255,0.185839566,527,,52.87718534,0.262370714,#N/A
0,0,5,0.08,VI 20,540,0.533333333,1401,VI 120,129,1.6,839,0.62180405,-0.477121255,0.222676174,477,,,,
0,0,7,0.08,VI 20,489,0.533333333,1257,VI 120,136,1.6,883,0.555769951,-0.477121255,0.153374574,506,,,,
0,0,6,0.08,VI 20,589,0.533333333,1498,VI 120,101,1.6,697,0.765793921,-0.477121255,0.332279035,510,,,,
0,0,8,0.08,VI 20,493,0.533333333,1252,VI 120,127,1.6,822,0.589043198,-0.477121255,0.182732511,462,,,,
0,0,9,0.08,VI 20,521,0.533333333,1418,VI 120,99,1.6,762,0.721202529,-0.477121255,0.26972126,531,,,,
0,1,0,0.08,VI 20,570,0.64516129,1508,VI 120,136,1.052631579,694,0.622335947,-0.212608093,0.337041871,482,,,,
0,1,1,0.08,VI 20,519,0.64516129,1500,VI 120,118,1.052631579,649,0.643285351,-0.212608093,0.363846562,490,,,,
0,1,2,0.08,VI 20,497,0.64516129,1410,VI 120,137,1.052631579,717,0.559635822,-0.212608093,0.293699957,529,,,,
0,1,3,0.08,VI 20,574,0.64516129,1650,VI 120,111,1.052631579,582,0.713588914,-0.212608093,0.45256096,475,,,,
0,1,4,0.08,VI 20,561,0.64516129,1617,VI 120,114,1.052631579,597,0.69205801,-0.212608093,0.432735689,542,,,,
0,1,6,0.08,VI 20,570,0.64516129,1627,VI 120,105,1.052631579,600,0.734685557,-0.212608093,0.433236303,499,,,,
0,1,5,0.08,VI 20,575,0.64516129,1589,VI 120,108,1.052631579,603,0.726244089,-0.212608093,0.420806585,510,,,,
0,1,7,0.08,VI 20,567,0.64516129,1675,VI 120,118,1.052631579,685,0.681701052,-0.212608093,0.38832424,540,,,,
0,1,8,0.08,VI 20,595,0.64516129,1688,VI 120,110,1.052631579,568,0.733124281,-0.212608093,0.473024107,452,,,,
0,1,9,0.08,VI 20,538,0.64516129,1601,VI 120,110,1.052631579,660,0.689389591,-0.212608093,0.384847396,501,,,,
0,2,1,0.08,VI 20,567,0.8,1821,VI 120,112,0.8,560,0.704365036,0,0.512121919,516,,,,
0,2,0,0.08,VI 20,595,0.8,1911,VI 120,122,0.8,539,0.688157135,0,0.549671922,518,,,,
0,2,2,0.08,VI 20,632,0.8,1994,VI 120,113,0.8,490,0.747638635,0,0.609529074,493,,,,
0,2,3,0.08,VI 20,571,0.8,1873,VI 120,114,0.8,515,0.699731257,0,0.560730548,462,,,,
0,2,5,0.08,VI 20,598,0.8,1893,VI 120,116,0.8,527,0.712243195,0,0.555339999,448,,,,
0,2,6,0.08,VI 20,604,0.8,1973,VI 120,120,0.8,528,0.701855693,0,0.572493163,480,,,,
0,2,4,0.08,VI 20,604,0.8,1860,VI 120,126,0.8,546,0.680666394,0,0.532320302,507,,,,
0,2,8,0.08,VI 20,575,0.8,1855,VI 120,128,0.8,580,0.652457875,0,0.50491592,508,,,,
0,2,7,0.08,VI 20,636,0.8,2011,VI 120,114,0.8,534,0.746552264,0,0.575870814,516,,,,
0,2,9,0.08,VI 20,637,0.8,1980,VI 120,110,0.8,528,0.762746747,0,0.574031268,498,,,,
0,3,0,0.08,VI 20,672,1.052631579,2420,VI 120,112,0.64516129,433,0.77815125,0.212608093,0.74732747,508,,,,
0,3,1,0.08,VI 20,650,1.052631579,2389,VI 120,118,0.64516129,471,0.741031349,0.212608093,0.705195243,460,,,,
0,3,2,0.08,VI 20,656,1.052631579,2513,VI 120,102,0.64516129,399,0.808303668,0.212608093,0.799219593,425,,,,
0,3,3,0.08,VI 20,662,1.052631579,2559,VI 120,101,0.64516129,403,0.816536616,0.212608093,0.80276524,453,,,,
