net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,0,4,0.1,VI 20,2866,0.5333333333333333,7036,VI 120,744,1.6,5813,0.5857032505154469,-0.47712125471966244,0.08292550782903553,5733,"=LINEST(O2:O251,M2:N251,TRUE,TRUE)",,
-1,5,2,0.1,VI 45,1534,0.5333333333333333,5425,VI 95,907,1.6,7329,0.22821807255286689,-0.47712125471966244,-0.13064497917253204,5635,,,
-1,1,2,0.1,VI 20,3212,0.6451612903225806,8294,VI 120,704,1.0526315789473684,4623,0.6592028774645311,-0.21260809288144372,0.2538401375899173,5581,,,
-1,4,0,0.1,VI 20,3295,1.6,8883,VI 120,689,0.5333333333333333,3986,0.6796361970224029,0.47712125471966244,0.3480223677444928,5384,,,
-1,2,0,0.1,VI 20,3306,0.8,8689,VI 120,715,0.8,4198,0.6649968074343481,0.0,0.31592736297650864,5634,,,
-1,2,4,0.1,VI 20,3266,0.8,8687,VI 120,714,0.8,4141,0.6603179686244749,0.0,0.3217645910106086,5529,,,
-1,6,0,0.1,VI 45,1608,0.6451612903225806,6604,VI 95,921,1.0526315789473684,6227,0.24202641421558357,-0.21260809288144372,0.02552819886935602,5744,,,
-1,4,4,0.1,VI 20,3250,1.6,8894,VI 120,696,0.5333333333333333,4071,0.6692741213683122,0.47712125471966244,0.3393960227335163,5600,,,
-1,4,8,0.1,VI 20,3346,1.6,8976,VI 120,702,0.5333333333333333,4064,0.6781888244965704,0.47712125471966244,0.34412914463622335,5565,,,
-1,3,2,0.1,VI 20,3234,1.0526315789473684,8807,VI 120,699,0.6451612903225806,4067,0.6652628398247009,0.21260809288144372,0.3355538239386287,5586,,,
-1,0,0,0.1,VI 20,2930,0.5333333333333333,7171,VI 120,716,1.6,5717,0.6119545980462539,-0.47712125471966244,0.0984115302874453,5680,,,
-1,0,8,0.1,VI 20,2959,0.5333333333333333,7352,VI 120,664,1.6,5546,0.6489768857926155,-0.47712125471966244,0.12242563313621199,5722,,,
-1,2,8,0.1,VI 20,3177,0.8,8650,VI 120,724,0.8,4157,0.6422786486300005,0.0,0.31823608295859945,5548,,,
-1,5,6,0.1,VI 45,1568,0.5333333333333333,5556,VI 95,899,1.6,7232,0.2415863666151909,-0.47712125471966244,-0.1144961804017289,5738,,,
-1,1,6,0.1,VI 20,3201,0.6451612903225806,8409,VI 120,690,1.0526315789473684,4616,0.6664365834068771,-0.21260809288144372,0.2604785523322735,5822,,,
-1,3,6,0.1,VI 20,3245,1.0526315789473684,8791,VI 120,711,0.6451612903225806,4123,0.6593451004066218,0.21260809288144372,0.3288249452530598,5576,,,
-1,6,1,0.1,VI 45,1632,0.6451612903225806,6702,VI 95,911,1.0526315789473684,6074,0.25320177744484407,-0.21260809288144372,0.042729635917006285,5656,,,
