net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,0,12,0.1,VI 34.3,417,1,3789,VI 34.3,394,1,3679,0.024639833,0,0.012794817,1309,0,0.805739998,0.000184993
-1,0,18,0.1,VI 34.3,455,1,3991,VI 34.3,397,1,3516,0.05922089,0,0.055032861,1360,0,0.001645165,0.00076759
-1,0,24,0.1,VI 34.3,384,1,3583,VI 34.3,423,1,3881,-0.042009143,0,-0.034696835,1435,0.998638602,0.013943861,#N/A
-1,1,18,0.1,VI 40,373,1,3255,VI 30,510,1,4117,-0.135861344,0,-0.102029874,1342,119933.6364,327,#N/A
-1,0,6,0.1,VI 34.3,400,1,3679,VI 34.3,400,1,3703,0,0,-0.002823924,1253,46.63769668,0.063579023,#N/A
-1,2,0,0.1,VI 48,294,1,2726,VI 26.7,563,1,4710,-0.282161064,0,-0.237495056,1429,,,
-1,1,0,0.1,VI 40,361,1,3203,VI 30,522,1,4552,-0.160163301,0,-0.152645315,1349,,,
-1,1,6,0.1,VI 40,355,1,3273,VI 30,504,1,4384,-0.152202183,0,-0.12692454,1368,,,
-1,1,24,0.1,VI 40,370,1,3347,VI 30,475,1,4155,-0.108491886,0,-0.093915316,1293,,,
-1,1,12,0.1,VI 40,378,1,3506,VI 30,477,1,4045,-0.101026579,0,-0.062106614,1343,,,
-1,0,0,0.1,VI 34.3,412,1,3573,VI 34.3,429,1,3680,-0.017560076,0,-0.012814802,1274,,,
-1,3,0,0.1,VI 60,212,1,2118,VI 24,623,1,5198,-0.468152186,0,-0.389910319,1263,,,
-1,2,6,0.1,VI 48,322,1,3017,VI 26.7,541,1,4531,-0.225341393,0,-0.176618752,1324,,,
-1,2,12,0.1,VI 48,315,1,2915,VI 26.7,536,1,4537,-0.230854236,0,-0.19213022,1361,,,
-1,2,18,0.1,VI 48,309,1,2754,VI 26.7,577,1,4780,-0.271217334,0,-0.239463961,1373,,,
-1,2,24,0.1,VI 48,284,1,2603,VI 26.7,583,1,4832,-0.312350215,0,-0.268652758,1244,,,
-1,0,25,0.1,VI 34.3,423,1,3839,VI 34.3,393,1,3572,0.031947817,0,0.031306662,1410,,,
-1,0,7,0.1,VI 34.3,413,1,3644,VI 34.3,455,1,4018,-0.042061345,0,-0.042431564,1370,,,
-1,1,19,0.1,VI 40,350,1,3190,VI 30,504,1,4348,-0.158362492,0,-0.134498852,1276,,,
-1,0,13,0.1,VI 34.3,454,1,3980,VI 34.3,399,1,3617,0.056082957,0,0.041534563,1311,,,
-1,0,19,0.1,VI 34.3,443,1,3824,VI 34.3,429,1,3719,0.013946434,0,0.012091705,1212,,,
-1,1,7,0.1,VI 40,337,1,3128,VI 30,491,1,4259,-0.163451591,0,-0.134040896,1300,,,
-1,2,1,0.1,VI 48,250,1,2334,VI 26.7,599,1,5051,-0.379486814,0,-0.335276517,1221,,,
-1,1,1,0.1,VI 40,319,1,3038,VI 30,505,1,4418,-0.199500695,0,-0.162637942,1370,,,
-1,1,13,0.1,VI 40,336,1,3030,VI 30,520,1,4499,-0.189664066,0,-0.171673365,1222,,,
-1,1,25,0.1,VI 40,357,1,3298,VI 30,473,1,4186,-0.122192925,0,-0.103548573,1375,,,
-1,0,1,0.1,VI 34.3,403,1,3619,VI 34.3,440,1,3934,-0.03814763,0,-0.036245772,1264,,,
