net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers
-1,0,0,0.1,VI 34.3,365,1.0,7507,VI 34.3,451,1.0,10202,-0.09188367742148583,0.0,-0.1332189033287825,1093
-1,1,0,0.1,VI 40,280,1.0,6072,VI 30,490,1.0,11361,-0.24303804868629447,0.0,-0.2720847969530647,1378
-1,2,0,0.1,VI 48,239,1.0,6595,VI 26.7,546,1.0,11349,-0.35879474175659953,0.0,-0.23574279613002236,887
-1,3,0,0.1,VI 60,143,1.0,2265,VI 24,829,1.0,15280,-0.7632184930852117,0.0,-0.8290551478908205,903
-1,4,0,0.1,VI 80,112,1.0,1828,VI 21.8,854,1.0,15551,-0.8822398480188234,0.0,-0.9297821299726353,1072
-1,5,0,0.1,VI 120,86,1.0,1211,VI 20,970,1.0,15837,-1.052273283022677,0.0,-1.1165287735775686,924
-1,6,0,0.1,VI 30,558,1.0,13539,VI 40,217,1.0,4242,0.41017446508904926,0.0,0.5040159240592652,699
-1,7,0,0.1,VI 26.7,574,1.0,11717,VI 48,217,1.0,5638,0.422452158549444,0.0,0.3176913583866363,1115
-1,8,0,0.1,VI 24,777,1.0,15674,VI 60,118,1.0,1987,0.8185390114947889,0.0,0.8969819753220881,1166
-1,9,0,0.1,VI 21.8,730,1.0,13159,VI 80,161,1.0,4417,0.6564969840886062,0.0,0.4740954876651923,946
-1,10,0,0.1,VI 20,958,1.0,16483,VI 120,68,1.0,876,1.148856596372308,0.0,1.2745321524595459,634
