net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,,,
2,0,0,0.1,VI 20,591,0.533333333,1863,VI 120,130,1.6,1142,0.657644129,-0.477121255,0.212546751,1146,,0.589181959,0.756887172,-0.000225641
2,0,1,0.1,VI 20,604,0.533333333,1741,VI 120,141,1.6,1226,0.631817826,-0.477121255,0.152308301,1113,,0.006937323,0.004563646,0.002282878
2,0,3,0.1,VI 20,635,0.533333333,1957,VI 120,138,1.6,1184,0.662894639,-0.477121255,0.218239123,1121,,0.99345813,0.036094454,#N/A
2,0,2,0.1,VI 20,623,0.533333333,1880,VI 120,163,1.6,1278,0.582300442,-0.477121255,0.167626995,1166,,18754.89369,247,#N/A
2,0,4,0.1,VI 20,608,0.533333333,1805,VI 120,141,1.6,1157,0.634684467,-0.477121255,0.193143847,1047,,48.86811202,0.321793977,#N/A
2,0,5,0.1,VI 20,616,0.533333333,1830,VI 120,128,1.6,1179,0.682370743,-0.477121255,0.190937285,1061,,,,
2,0,6,0.1,VI 20,581,0.533333333,1842,VI 120,137,1.6,1263,0.627455565,-0.477121255,0.163886275,1156,,,,
2,0,7,0.1,VI 20,592,0.533333333,1853,VI 120,129,1.6,1201,0.661731996,-0.477121255,0.188332412,1095,,,,
2,0,8,0.1,VI 20,571,0.533333333,1760,VI 120,144,1.6,1248,0.598273616,-0.477121255,0.149298082,1084,,,,
2,0,9,0.1,VI 20,608,0.533333333,1830,VI 120,159,1.6,1315,0.582506455,-0.477121255,0.143525337,1155,,,,
2,1,0,0.1,VI 20,707,0.64516129,2380,VI 120,139,1.052631579,933,0.706404614,-0.212608093,0.406695313,1065,,,,
2,1,1,0.1,VI 20,688,0.64516129,2405,VI 120,117,1.052631579,907,0.769402576,-0.212608093,0.423507794,1033,,,,
2,1,2,0.1,VI 20,630,0.64516129,2252,VI 120,134,1.052631579,956,0.672235751,-0.212608093,0.372110494,1054,,,,
2,1,3,0.1,VI 20,706,0.64516129,2489,VI 120,120,1.052631579,823,0.769623455,-0.212608093,0.480625061,1005,,,,
2,1,4,0.1,VI 20,642,0.64516129,2278,VI 120,127,1.052631579,958,0.703731307,-0.212608093,0.376188211,1021,,,,
