run_index,repetition_index,R1,B1,R2,B2,log(R1/R2),log(B1/B2)
0,4,11183,72128,11152,72203,0.0012055641445474696,-0.0004513526418371349
0,2,11102,71636,11361,72858,-0.010015336844646873,-0.007345917615253027
0,6,11043,72076,11114,72475,-0.0027833202830312774,-0.0023975474174433085
0,7,11191,72626,11081,72036,0.004289940863317891,0.003542535912161435
0,11,11129,72423,11045,71652,0.0032904222051380883,0.004648193536874927
0,12,11137,72809,10977,71404,0.00628455545456842,0.008462524928671918
0,5,11122,72203,10957,71792,0.00649122909185565,0.0024791904828317976
0,14,11138,71789,11230,72385,-0.0035725427077175275,-0.003590674957652481
0,1,11079,71941,11148,72658,-0.002696397670625399,-0.004306968867236728
0,13,10920,70899,11289,73169,-0.014432834670808354,-0.01368700988677644
0,3,11013,71374,11306,73258,-0.011403341900450682,-0.011315021390454996
0,8,11108,72426,11085,71908,0.0009001736277130223,0.003117290555174262
0,9,11173,72466,11153,72182,0.0007780965655742439,0.001705378454561853
0,0,11096,72565,10982,71218,0.004485008691870408,0.008137426288153263
0,15,11281,72482,11063,71812,0.008474686833239193,0.004033146133308848
0,10,11006,71905,11010,71612,-0.00015781049661406946,0.001773287624305351
0,17,11078,71658,11049,71511,0.0011383872360894614,0.0008918314896985489
0,16,11220,72349,10984,71681,0.009232332691443933,0.004028477317909871
0,18,11188,72734,10837,70761,0.013843384331741381,0.011943510450720474
0,21,11187,72198,11178,72258,0.00034953280108337916,-0.00036076965183387755
0,19,10987,71739,11137,72131,-0.00588909514505153,-0.002366634575624987
0,25,11131,72070,11254,72373,-0.004772728067004319,-0.0018220532810209438
0,22,11029,71473,11066,71984,-0.001454529155990175,-0.0030939643079587803
0,23,11004,71436,11245,72825,-0.009408878054005058,-0.008363364700326729
0,27,11188,71748,11180,72412,0.00031065414908516066,-0.004000743275442375
0,24,11111,72577,11095,71915,0.0006258410261140654,0.003979527706466634
0,20,11090,71745,11194,73007,-0.0040537564215509594,-0.007572862872622484
0,26,10949,71234,11253,72789,-0.01189386310191099,-0.00937842098565364
0,29,11181,72153,11127,72272,0.0021025594252295147,-0.0007156801806058827
1,0,9911,66169,12776,78745,-0.11027742699313847,-0.07556841605332526
0,28,11197,72249,11134,72356,0.002450461237637564,-0.0006427096994524889
1,1,9903,66019,12723,78773,-0.10882274812939806,-0.07670844378686624
1,4,9792,65009,13013,80774,-0.12350602498466942,-0.09429810449885283
1,2,9765,65008,12899,80553,-0.12088379513150813,-0.0931149143127397
1,5,9726,65414,12803,79955,-0.11937748025851509,-0.08717492100067827
1,6,9802,65190,13007,80480,-0.12286244206783785,-0.09150698667166521
1,3,9986,66235,12821,79864,-0.10853033846718832,-0.08126351745576212
1,9,9815,65336,12716,79397,-0.11246021530671027,-0.08465155042523978
1,8,9849,65853,12895,79923,-0.11702920902495378,-0.08409621278465745
1,11,9594,64646,13037,81097,-0.13317795139637106,-0.09846313088318612
1,10,9682,65044,12799,80715,-0.1212109607611682,-0.09374700995972048
1,12,9837,65142,13125,80842,-0.1252366406889668,-0.09377596104318404
1,7,9914,65798,12965,80277,-0.1165236065362382,-0.08637844129831723
1,15,9793,65566,12768,79602,-0.11520711950056972,-0.08424529015062969
1,13,9825,65914,12732,79886,-0.11256407090150117,-0.083493008332039
1,14,9801,64811,12884,80122,-0.11878032695255396,-0.0921030591439464
1,16,9842,65771,12785,80409,-0.11361737166429224,-0.08727021604186837
1,17,9653,64918,12748,79795,-0.12077974861158845,-0.0896105474904596
1,19,10010,66562,12704,78540,-0.10350640760370243,-0.07186453413378788
1,21,9676,65283,12807,80256,-0.12175154983376714,-0.08967740680525176
1,22,9775,65169,12951,80213,-0.12218653730802563,-0.09020370252056455
1,20,9792,65546,12864,80399,-0.11850462660289009,-0.08870445339493413
1,23,9747,65365,12950,80153,-0.12339880235262542,-0.08857451643411511
1,18,9949,65921,12855,79873,-0.11129265011327547,-0.08337620983287305
1,24,9864,65328,13035,80609,-0.12105797191667246,-0.09128417093992158
1,26,9843,65628,12855,79640,-0.11594459587316928,-0.08404208193310837
1,25,9833,65125,12867,80050,-0.11679126179660772,-0.08961359994773763
1,28,9975,66262,12835,79645,-0.10948296864867636,-0.07989397645583894
1,27,9816,65585,12847,80282,-0.11686717440307784,-0.08781366029473135
1,29,9752,65640,12880,80066,-0.1208221704134678,-0.08627955984385477
2,0,8780,59330,15323,90316,-0.24184928567608593,-0.18249034656267363
2,1,8661,59373,15248,89863,-0.24564484469386824,-0.1799919195319945
2,2,8812,59649,15138,89684,-0.23499401242248824,-0.17711180277289573
2,3,8810,59731,15248,89873,-0.23823697488220325,-0.17742945322523
2,4,8839,60153,15058,89552,-0.2313641589055911,-0.17281799785427351
2,8,8783,59981,15182,89391,-0.23768610433760476,-0.1732800936559887
2,5,8791,60121,15049,89322,-0.2334693621404984,-0.17193224310416036
2,10,8757,59614,15290,90215,-0.24205213570464332,-0.17993049021519814
2,6,8641,59271,15242,89705,-0.24647795215537385,-0.17997439596602205
2,11,8662,59134,15216,89977,-0.2446823201995152,-0.18229425192189053
2,12,8728,59126,15202,89264,-0.2409859906161192,-0.17889784502132638
2,9,8800,59478,15298,90168,-0.24015198443610503,-0.18069608021302253
2,7,8653,59028,15242,89941,-0.24587525357560716,-0.1828996433115087
2,14,8694,59142,15145,89575,-0.24104964181405636,-0.1802908099000422
2,13,8727,59530,15357,90523,-0.24544140830318625,-0.1820230558137503
2,15,8459,58786,15213,90043,-0.2548958403078795,-0.18517604582284572
2,17,8795,59882,15186,89823,-0.23720755174841784,-0.17609125905568127
2,18,8647,58896,15213,90068,-0.245349406291913,-0.18448471904610161
2,16,8737,59115,15235,89989,-0.24148012284693124,-0.1824917318372947
2,19,8513,58437,15178,89793,-0.2511319150980434,-0.18655456934556436
2,20,8663,59484,15139,90057,-0.24242887458108892,-0.18011731059500827
2,21,8733,59884,15164,90126,-0.23965031559592376,-0.17753929481269312
2,23,8759,59756,15143,89239,-0.23775739600646417,-0.17417317640263888
2,26,8639,58807,15186,89497,-0.24497992153715106,-0.18237945299205793
2,25,8755,59379,15211,89766,-0.2399016159153164,-0.17947899394070777
2,24,8716,59983,15145,89485,-0.23995205609465656,-0.17372205958605633
2,22,8804,59296,15374,90357,-0.2421068428519382,-0.18293640556266047
2,28,8712,59251,15203,89773,-0.2418114287555146,-0.1804500540289497
2,27,8808,59823,15056,89736,-0.23283230011948633,-0.17609851865236004
2,29,8873,59995,15314,89522,-0.2370181612389785,-0.17381471847955568
3,2,7791,52997,18721,103698,-0.38073583892505347,-0.2915190941313298
3,0,7814,52690,18876,104211,-0.38303656178214607,-0.29618536479725427
3,3,7853,53235,18923,104299,-0.38195439191590824,-0.2920828861060577
3,1,7830,53243,18742,103999,-0.3790541714851522,-0.2907666453666237
3,5,7914,53351,18904,103920,-0.3781576626943037,-0.28955657390313855
3,4,7827,53119,18993,104400,-0.3849982344212503,-0.29345060810767193
3,6,7959,53620,18834,103628,-0.3740840613816945,-0.2861503067904702
3,7,7767,53569,18608,103675,-0.3794463922298387,-0.2867605047853817
3,8,7706,52856,18735,104311,-0.3858246927528346,-0.2952358150807551
3,10,7755,53063,18747,104272,-0.383349977237447,-0.2933759037908389
3,13,7840,53662,18809,103279,-0.38004964376298683,-0.2843451692852583
3,14,7920,54027,18760,103812,-0.37450765245355216,-0.2836367052698543
3,11,7917,53501,18605,102920,-0.37106902941784076,-0.28413787793907813
3,9,7766,53277,18725,103409,-0.3822244401614753,-0.2880185764177604
3,16,7860,53175,18795,104006,-0.37861978401042334,-0.29135089545216725
3,12,7836,53651,18763,103445,-0.37920785124495776,-0.285131682760105
3,15,7763,53191,18549,103080,-0.3782909150551208,-0.28733625467015994
3,19,7818,53160,18794,104056,-0.3809235564231017,-0.2916821549656979
3,18,7773,52972,18935,104639,-0.3866766417513578,-0.2956472102138043
3,17,7828,54021,18665,103024,-0.37737717727635983,-0.28037578845822003
3,20,7868,53918,18694,103823,-0.3758378871064014,-0.2845597994244189
3,21,8038,54015,18765,103442,-0.3682005668930851,-0.2821825283959403
3,22,7860,53860,18838,103286,-0.37961224652198794,-0.2827751095709822
3,24,7745,52887,18501,102979,-0.37817378105074234,-0.2893997377135943
3,23,7891,53371,18603,102859,-0.3724509426845188,-0.28493695761996024
3,25,7842,53057,18920,104652,-0.38249429410158603,-0.2950048424941084
3,26,7806,52826,18705,103185,-0.37952916558899397,-0.2907688414771689
3,27,7773,53183,18798,103890,-0.3835229775598616,-0.29080091446391276
3,29,7808,53235,18788,103582,-0.38134074685257585,-0.28908703387985846
3,28,7834,53317,18692,103493,-0.37767220514042865,-0.28804527134497676
4,1,7079,47064,24605,125234,-0.5410514570412495,-0.4250334168798282
4,0,6937,45983,24774,125743,-0.5528244387588136,-0.43688651573469345
