net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,4,4,0.1,VI 20,859,1.6,7444,VI 120,125,0.533333333,878,0.837083151,0.477121255,0.928311849,1080,0.688629112,0.740757311,0.000600007
-1,0,8,0.1,VI 20,639,0.533333333,3422,VI 120,159,1.6,2688,0.604103734,-0.477121255,0.104850741,1240,0.005166812,0.003258456,0.001693901
-1,0,4,0.1,VI 20,684,0.533333333,3742,VI 120,144,1.6,2336,0.67669361,-0.477121255,0.204630945,1152,0.99684768,0.026782575,#N/A
-1,3,6,0.1,VI 20,763,1.052631579,5873,VI 120,111,0.64516129,872,0.837201559,0.212608093,0.828343516,914,39053.99772,247,#N/A
-1,5,6,0.1,VI 45,287,0.533333333,2180,VI 95,167,1.6,3088,0.235165426,-0.477121255,-0.151220798,1169,56.02735738,0.177174657,#N/A
-1,5,2,0.1,VI 45,282,0.533333333,2088,VI 95,190,1.6,3407,0.171495507,-0.477121255,-0.212641639,1264,,,
-1,1,2,0.1,VI 20,778,0.64516129,4661,VI 120,131,1.052631579,1584,0.773708301,-0.212608093,0.468723926,1232,,,
-1,0,0,0.1,VI 20,709,0.533333333,3876,VI 120,139,1.6,2345,0.707631435,-0.477121255,0.218240921,1402,,,
-1,2,4,0.1,VI 20,786,0.8,5295,VI 120,128,0.8,1331,0.788212576,0,0.599687909,1202,,,
-1,6,0,0.1,VI 45,374,0.64516129,3079,VI 95,190,1.052631579,2704,0.294118001,-0.212608093,0.056403002,1397,,,
-1,2,0,0.1,VI 20,747,0.8,5098,VI 120,131,0.8,1431,0.756049306,0,0.551760197,1344,,,
-1,4,0,0.1,VI 20,805,1.6,7156,VI 120,135,0.533333333,1067,0.775462112,0.477121255,0.826505912,1306,,,
-1,1,6,0.1,VI 20,708,0.64516129,4388,VI 120,137,1.052631579,1655,0.713312691,-0.212608093,0.423468621,1058,,,
-1,4,8,0.1,VI 20,834,1.6,7243,VI 120,120,0.533333333,787,0.841984805,0.477121255,0.963943753,972,,,
-1,2,8,0.1,VI 20,728,0.8,5113,VI 120,140,0.8,1458,0.716003344,0,0.544918269,1283,,,
-1,3,2,0.1,VI 20,841,1.052631579,6189,VI 120,120,0.64516129,966,0.84561475,0.212608093,0.806643356,1056,,,
-1,4,5,0.1,VI 20,847,1.6,7312,VI 120,106,0.533333333,782,0.902577545,0.477121255,0.97082943,990,,,
-1,1,3,0.1,VI 20,743,0.64516129,4619,VI 120,137,1.052631579,1858,0.734268247,-0.212608093,0.395502253,1388,,,
-1,5,7,0.1,VI 45,309,0.533333333,2335,VI 95,175,1.6,3157,0.246920431,-0.477121255,-0.130987697,1256,,,
-1,0,1,0.1,VI 20,694,0.533333333,3736,VI 120,142,1.6,2435,0.689071126,-0.477121255,0.185907902,1378,,,
-1,6,1,0.1,VI 45,385,0.64516129,3051,VI 95,178,1.052631579,2371,0.335040727,-0.212608093,0.109510654,1209,,,
-1,0,9,0.1,VI 20,662,0.533333333,3719,VI 120,151,1.6,2589,0.641881042,-0.477121255,0.157294128,1403,,,
-1,0,5,0.1,VI 20,687,0.533333333,3781,VI 120,118,1.6,2140,0.76507473,-0.477121255,0.247192904,1204,,,
-1,5,3,0.1,VI 45,334,0.533333333,2376,VI 95,167,1.6,3122,0.301029996,-0.477121255,-0.118586462,1267,,,
-1,3,7,0.1,VI 20,772,1.052631579,5949,VI 120,122,0.64516129,1122,0.80125747,0.212608093,0.724451112,1206,,,
-1,2,5,0.1,VI 20,778,0.8,5359,VI 120,90,0.8,924,0.936737088,0,0.763411786,845,,,
-1,2,1,0.1,VI 20,754,0.8,5129,VI 120,149,0.8,1509,0.704185077,0,0.531343459,1320,,,
-1,4,1,0.1,VI 20,786,1.6,7167,VI 120,122,0.533333333,929,0.809062715,0.477121255,0.88732169,1154,,,
-1,3,3,0.1,VI 20,747,1.052631579,5823,VI 120,118,0.64516129,1129,0.801438595,0.212608093,0.712452848,1246,,,
-1,1,7,0.1,VI 20,760,0.64516129,4579,VI 120,134,1.052631579,1808,0.753708794,-0.212608093,0.403572217,1443,,,
-1,2,9,0.1,VI 20,787,0.8,5287,VI 120,148,0.8,1508,0.725713017,0,0.544807969,1347,,,
-1,4,9,0.1,VI 20,818,1.6,7313,VI 120,98,0.533333333,751,0.921527228,0.477121255,0.988455636,970,,,
