net_type,run_index,repetition_index,Sch 1,R1,B1,M1,Sch 2,R2,B2,M2,log(R1/R2),log(B1/B2),log(M1/M2),Changeovers
,0,0,VI 20,443,1071,0.5333333333333333,VI 120,125,820,1.6,0.5494937132150132,0.11597561844813896,-0.47712125471966244,568
