net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,39.42732882,,
0,0,0,0.1,VI 20,471,0.533333333,1097,VI 120,116,1.6,707,0.608562918,-0.477121255,0.190787214,509,,0.442645459,0.68046263,-0.000660574
0,0,1,0.1,VI 20,513,0.533333333,1173,VI 120,126,1.6,693,0.60974682,-0.477121255,0.228564778,474,,0.00659419,0.004625929,0.00216512
0,0,2,0.1,VI 20,514,0.533333333,1162,VI 120,119,1.6,683,0.635416158,-0.477121255,0.230785424,474,,0.991460502,0.034233443,#N/A
0,0,4,0.1,VI 20,499,0.533333333,1163,VI 120,117,1.6,714,0.629914684,-0.477121255,0.211881503,510,,14338.7088,247,#N/A
0,0,3,0.1,VI 20,518,0.533333333,1140,VI 120,115,1.6,684,0.653631919,-0.477121255,0.22184875,450,,33.60788651,0.28946637,#N/A
0,0,5,0.1,VI 20,496,0.533333333,1126,VI 120,122,1.6,744,0.609121846,-0.477121255,0.179965455,542,,,,
0,0,6,0.1,VI 20,496,0.533333333,1054,VI 120,127,1.6,754,0.591677956,-0.477121255,0.145469265,516,,,,
0,0,8,0.1,VI 20,503,0.533333333,1099,VI 120,128,1.6,716,0.594358015,-0.477121255,0.18608467,461,,,,
0,0,7,0.1,VI 20,469,0.533333333,1126,VI 120,127,1.6,719,0.567369122,-0.477121255,0.1948095,480,,,,
0,0,9,0.1,VI 20,460,0.533333333,1051,VI 120,134,1.6,792,0.535653033,-0.477121255,0.122877534,509,,,,
0,1,0,0.1,VI 20,525,0.64516129,1241,VI 120,125,1.052631579,606,0.62324929,-0.212608093,0.311299157,460,,,,
0,1,1,0.1,VI 20,498,0.64516129,1243,VI 120,121,1.052631579,569,0.614443972,-0.212608093,0.339358862,468,,,,
0,1,2,0.1,VI 20,509,0.64516129,1262,VI 120,129,1.052631579,634,0.596128072,-0.212608093,0.298970097,540,,,,
0,1,3,0.1,VI 20,472,0.64516129,1228,VI 120,126,1.052631579,642,0.573571454,-0.212608093,0.281663339,499,,,,
0,1,4,0.1,VI 20,556,0.64516129,1308,VI 120,103,1.052631579,552,0.732237567,-0.212608093,0.374668666,467,,,,
0,1,6,0.1,VI 20,491,0.64516129,1144,VI 120,133,1.052631579,636,0.567229851,-0.212608093,0.254968909,489,,,,
0,1,5,0.1,VI 20,526,0.64516129,1243,VI 120,124,1.052631579,603,0.627564059,-0.212608093,0.314153817,460,,,,
0,1,7,0.1,VI 20,501,0.64516129,1204,VI 120,120,1.052631579,590,0.62065648,-0.212608093,0.309774475,428,,,,
0,1,8,0.1,VI 20,488,0.64516129,1175,VI 120,131,1.052631579,629,0.571148526,-0.212608093,0.271387221,474,,,,
0,1,9,0.1,VI 20,507,0.64516129,1206,VI 120,114,1.052631579,611,0.648103108,-0.212608093,0.295306098,460,,,,
