net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,0,6,0.1,VI 34.3,335,1,845,VI 34.3,371,1,865,-0.044329103,0,-0.010159399,839,0,0.006101906,-0.002945977
-1,0,0,0.1,VI 34.3,339,1,806,VI 34.3,337,1,838,0.002569797,0,-0.016908977,805,0,0.006748257,0.002038287
-1,1,4,0.1,VI 40,331,1,870,VI 30,377,1,830,-0.056513356,0,0.02044116,832,0.019157805,0.021377722,#N/A
-1,0,8,0.1,VI 34.3,326,1,845,VI 34.3,342,1,900,-0.020808506,0,-0.0273858,860,1.044961762,107,#N/A
-1,0,4,0.1,VI 34.3,358,1,898,VI 34.3,339,1,860,0.023683328,0,0.018777885,887,0.00095511,0.048899747,#N/A
-1,3,0,0.1,VI 60,239,1,901,VI 24,403,1,819,-0.226907145,0,0.041440889,830,,,
-1,2,4,0.1,VI 48,298,1,838,VI 26.7,408,1,876,-0.136443899,0,-0.019260088,871,,,
-1,0,2,0.1,VI 34.3,339,1,803,VI 34.3,362,1,874,-0.028508872,0,-0.036795887,843,,,
-1,1,2,0.1,VI 40,317,1,872,VI 30,374,1,852,-0.07181234,0,0.01007689,862,,,
-1,2,0,0.1,VI 48,279,1,834,VI 26.7,413,1,885,-0.170345848,0,-0.02577722,839,,,
-1,1,0,0.1,VI 40,309,1,818,VI 30,379,1,841,-0.088680731,0,-0.012042692,840,,,
-1,2,2,0.1,VI 48,275,1,844,VI 26.7,402,1,902,-0.164893359,0,-0.028864091,850,,,
-1,1,6,0.1,VI 40,290,1,847,VI 30,401,1,836,-0.140746375,0,0.005677133,833,,,
-1,2,8,0.1,VI 48,282,1,808,VI 26.7,433,1,900,-0.186238788,0,-0.046831149,842,,,
-1,1,8,0.1,VI 40,313,1,844,VI 30,369,1,834,-0.071482029,0,0.005176396,835,,,
-1,2,6,0.1,VI 48,305,1,823,VI 26.7,401,1,790,-0.118844533,0,0.017772744,774,,,
-1,0,7,0.1,VI 34.3,337,1,849,VI 34.3,337,1,790,0,0,0.031280599,819,,,
-1,0,1,0.1,VI 34.3,348,1,839,VI 34.3,365,1,859,-0.020713621,0,-0.010231203,844,,,
-1,0,5,0.1,VI 34.3,355,1,858,VI 34.3,320,1,830,0.045078375,0,0.014409195,860,,,
-1,3,1,0.1,VI 60,245,1,806,VI 24,409,1,831,-0.222557224,0,-0.013265982,814,,,
-1,0,3,0.1,VI 34.3,339,1,775,VI 34.3,340,1,867,-0.001279219,0,-0.048717395,812,,,
-1,2,5,0.1,VI 48,260,1,837,VI 26.7,393,1,867,-0.179419202,0,-0.015293639,833,,,
-1,0,9,0.1,VI 34.3,364,1,895,VI 34.3,345,1,840,0.023282289,0,0.027543749,877,,,
-1,2,1,0.1,VI 48,280,1,861,VI 26.7,383,1,839,-0.136040743,0,0.011241191,859,,,
-1,1,1,0.1,VI 40,318,1,826,VI 30,361,1,834,-0.055080082,0,-0.004186003,885,,,
-1,1,3,0.1,VI 40,296,1,830,VI 30,386,1,875,-0.115295594,0,-0.022929961,839,,,
-1,1,5,0.1,VI 40,315,1,827,VI 30,390,1,852,-0.092754053,0,-0.012934085,833,,,
-1,2,3,0.1,VI 48,295,1,882,VI 26.7,409,1,783,-0.141901292,0,0.051706823,847,,,
-1,1,7,0.1,VI 40,299,1,844,VI 30,379,1,905,-0.102968022,0,-0.030306133,863,,,
-1,2,7,0.1,VI 48,300,1,888,VI 26.7,385,1,864,-0.108339475,0,0.011899223,875,,,
-1,2,9,0.1,VI 48,280,1,840,VI 26.7,382,1,797,-0.134905332,0,0.022820965,828,,,
-1,1,9,0.1,VI 40,321,1,848,VI 30,389,1,845,-0.083444569,0,0.001539143,845,,,
-1,3,6,0.1,VI 60,237,1,864,VI 24,434,1,846,-0.262741384,0,0.009143379,835,,,
-1,3,2,0.1,VI 60,244,1,824,VI 24,447,1,868,-0.262917697,0,-0.022592513,827,,,
-1,3,4,0.1,VI 60,255,1,803,VI 24,412,1,852,-0.208357036,0,-0.025724049,799,,,
-1,4,2,0.1,VI 80,197,1,861,VI 21.8,450,1,835,-0.358746288,0,0.013316676,911,,,
-1,4,4,0.1,VI 80,197,1,847,VI 21.8,417,1,817,-0.325669829,0,0.015661354,858,,,
-1,4,0,0.1,VI 80,206,1,850,VI 21.8,415,1,844,-0.304180876,0,0.003076479,818,,,
-1,3,8,0.1,VI 60,240,1,864,VI 24,418,1,843,-0.24096504,0,0.010686168,861,,,
-1,4,6,0.1,VI 80,204,1,818,VI 21.8,435,1,867,-0.32885909,0,-0.025265794,802,,,
-1,5,4,0.1,VI 120,141,1,834,VI 20,465,1,851,-0.51823384,0,-0.008763509,836,,,
-1,4,8,0.1,VI 80,200,1,865,VI 21.8,471,1,886,-0.371990911,0,-0.010417614,892,,,
-1,5,2,0.1,VI 120,145,1,867,VI 20,484,1,869,-0.523477359,0,-0.001000679,883,,,
-1,5,6,0.1,VI 120,146,1,843,VI 20,460,1,857,-0.498404976,0,-0.007153247,842,,,
-1,5,0,0.1,VI 120,142,1,880,VI 20,486,1,903,-0.534347925,0,-0.011205078,877,,,
-1,5,8,0.1,VI 120,122,1,900,VI 20,472,1,839,-0.587582168,0,0.030480549,903,,,
-1,6,0,0.1,VI 30,353,1,819,VI 40,322,1,832,0.039918834,0,-0.006839425,803,,,
-1,6,2,0.1,VI 30,382,1,835,VI 40,325,1,858,0.070180002,0,-0.011800812,862,,,
-1,3,7,0.1,VI 60,246,1,809,VI 24,435,1,898,-0.24755415,0,-0.045327815,857,,,
-1,4,5,0.1,VI 80,206,1,847,VI 21.8,444,1,848,-0.33351575,0,-0.000512442,799,,,
-1,3,5,0.1,VI 60,250,1,858,VI 24,425,1,889,-0.230448921,0,-0.015414473,898,,,
-1,3,3,0.1,VI 60,234,1,797,VI 24,424,1,830,-0.258149999,0,-0.017619771,818,,,
-1,4,3,0.1,VI 80,214,1,868,VI 21.8,456,1,851,-0.328551069,0,0.008590165,830,,,
-1,4,1,0.1,VI 80,190,1,864,VI 21.8,437,1,854,-0.361727836,0,0.005055872,842,,,
-1,3,9,0.1,VI 60,247,1,832,VI 24,416,1,842,-0.226396377,0,-0.005188765,776,,,
-1,4,7,0.1,VI 80,190,1,823,VI 21.8,441,1,850,-0.365684989,0,-0.014019091,830,,,
-1,5,5,0.1,VI 120,142,1,822,VI 20,459,1,818,-0.509524341,0,0.002118514,826,,,
-1,5,3,0.1,VI 120,123,1,824,VI 20,463,1,839,-0.57567588,0,-0.007834749,823,,,
-1,4,9,0.1,VI 80,201,1,867,VI 21.8,418,1,831,-0.317980224,0,0.018418074,833,,,
-1,5,7,0.1,VI 120,133,1,863,VI 20,447,1,790,-0.526455882,0,0.038383704,814,,,
