net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,3,6,0.1,VI 20,820,1.052631579,5607,VI 120,149,0.64516129,1217,0.740627584,0.212608093,0.663439978,1606,0.697357377,0.728140484,1.29398E-05
-1,4,24,0.1,VI 20,859,1.6,6922,VI 120,148,0.533333333,942,0.763731448,0.477121255,0.866180692,1384,0.002780241,0.001757417,0.000915938
-1,4,0,0.1,VI 20,882,1.6,7054,VI 120,128,0.533333333,961,0.838258615,0.477121255,0.865712068,1486,0.997038149,0.025083828,#N/A
-1,0,0,0.1,VI 20,757,0.533333333,3735,VI 120,147,1.6,2295,0.711778545,-0.477121255,0.211507916,1983,125730.0856,747,#N/A
-1,6,0,0.1,VI 45,395,0.64516129,3017,VI 95,188,1.052631579,2427,0.322439246,-0.212608093,0.094505534,1981,158.2183451,0.470011228,#N/A
-1,5,6,0.1,VI 45,345,0.533333333,2226,VI 95,195,1.6,3299,0.247784484,-0.477121255,-0.170857156,1753,,,
-1,1,6,0.1,VI 20,783,0.64516129,4418,VI 120,143,1.052631579,1798,0.738425725,-0.212608093,0.390436024,2034,,,
-1,2,24,0.1,VI 20,823,0.8,5145,VI 120,141,0.8,1205,0.766180723,0,0.630398332,1498,,,
-1,0,24,0.1,VI 20,717,0.533333333,3461,VI 120,140,1.6,2305,0.70939112,-0.477121255,0.17653067,1797,,,
-1,0,12,0.1,VI 20,737,0.533333333,3626,VI 120,122,1.6,2199,0.781107657,-0.477121255,0.21720257,1831,,,
-1,3,18,0.1,VI 20,806,1.052631579,5695,VI 120,118,0.64516129,912,0.834453034,0.212608093,0.79549889,1241,,,
-1,1,18,0.1,VI 20,797,0.64516129,4338,VI 120,140,1.052631579,1635,0.755330286,-0.212608093,0.423771791,1806,,,
-1,4,12,0.1,VI 20,849,1.6,7027,VI 120,117,0.533333333,760,0.860721828,0.477121255,0.965956361,1156,,,
-1,2,12,0.1,VI 20,853,0.8,5134,VI 120,143,0.8,1295,0.775612994,0,0.598186096,1618,,,
-1,2,0,0.1,VI 20,802,0.8,4894,VI 120,180,0.8,1665,0.648901863,0,0.468249727,1918,,,
-1,5,18,0.1,VI 45,362,0.533333333,2406,VI 95,181,1.6,3053,0.301029996,-0.477121255,-0.103431181,1867,,,
-1,4,25,0.1,VI 20,900,1.6,7197,VI 120,139,0.533333333,921,0.811227709,0.477121255,0.892891872,1371,,,
