net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,2,0,0.1,VI 48,277,1,918,VI 26.7,531,1,1654,-0.282614752,0,-0.255692824,1108,0,0.605281896,-0.002449845
-1,1,0,0.1,VI 40,335,1,1107,VI 30,438,1,1478,-0.116429303,0,-0.125526813,1146,0,0.034988396,0.014874087
-1,5,0,0.1,VI 120,121,1,804,VI 20,661,1,1795,-0.737416089,0,-0.348808404,1120,0.974578655,0.049317737,#N/A
-1,6,0,0.1,VI 30,423,1,1431,VI 40,344,1,1087,0.089781925,0,0.11941009,1087,153.3480882,8,#N/A
-1,4,0,0.1,VI 80,196,1,837,VI 21.8,609,1,1780,-0.492361221,0,-0.327694544,1063,0.745958458,0.019457913,#N/A
-1,10,0,0.1,VI 20,667,1,1793,VI 120,135,1,775,0.693792065,0,0.364278587,1041,,,
-1,7,0,0.1,VI 26.7,494,1,1620,VI 48,261,1,955,0.277086442,0,0.229511643,1074,,,
-1,8,0,0.1,VI 24,580,1,1704,VI 60,243,1,909,0.37782172,0,0.272905707,1123,,,
-1,0,0,0.1,VI 34.3,349,1,1147,VI 34.3,411,1,1398,-0.071016395,0,-0.085943754,1047,,,
-1,9,0,0.1,VI 21.8,612,1,1749,VI 80,188,1,827,0.512593573,0,0.3252843,1114,,,
-1,3,0,0.1,VI 60,239,1,923,VI 24,551,1,1688,-0.362753698,0,-0.262170741,1140,,,
