net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers
2,0,0,0.1,VI 20,746,0.5333333333333333,3034,VI 120,143,1.6,1366,0.717402790007607,-0.47712125471966244,0.3465648771051979,1571
2,0,1,0.1,VI 20,730,0.5333333333333333,2982,VI 120,125,1.6,1202,0.7664128471123994,-0.47712125471966244,0.39460317145025503,1480
2,0,3,0.1,VI 20,783,0.5333333333333333,3251,VI 120,123,1.6,1121,0.8038566506185455,-0.47712125471966244,0.46241135690115354,1377
2,0,2,0.1,VI 20,707,0.5333333333333333,2856,VI 120,145,1.6,1337,0.6880514115619245,-0.47712125471966244,0.32962679584215243,1431
2,0,5,0.1,VI 20,654,0.5333333333333333,2821,VI 120,130,1.6,1274,0.7016343960174305,-0.47712125471966244,0.3452336581560347,1437
2,0,4,0.1,VI 20,660,0.5333333333333333,2789,VI 120,139,1.6,1325,0.6765291352877736,-0.47712125471966244,0.3232326359932232,1412
2,0,7,0.1,VI 20,698,0.5333333333333333,2908,VI 120,139,1.6,1323,0.700840622369066,-0.47712125471966244,0.3420345579994992,1509
2,0,6,0.1,VI 20,734,0.5333333333333333,3002,VI 120,138,1.6,1260,0.725816973514834,-0.47712125471966244,0.37704014278968867,1433
2,0,8,0.1,VI 20,770,0.5333333333333333,3285,VI 120,145,1.6,1242,0.725122722937507,-0.47712125471966244,0.4224137780552382,1448
2,1,0,0.1,VI 20,741,0.6451612903225806,3441,VI 120,137,1.0526315789473684,1189,0.7330976408229214,-0.21260809288144372,0.4615028180022385,1432
2,0,9,0.1,VI 20,671,0.5333333333333333,2757,VI 120,154,1.6,1327,0.639201799332529,-0.47712125471966244,0.31756584324133813,1417
2,1,1,0.1,VI 20,787,0.6451612903225806,3433,VI 120,141,1.0526315789473684,1083,0.7467556197036846,-0.21260809288144372,0.5010453468004298,1395
2,1,4,0.1,VI 20,744,0.6451612903225806,3451,VI 120,117,1.0526315789473684,1001,0.8033870737997171,-0.21260809288144372,0.5375108818121682,1344
2,1,3,0.1,VI 20,728,0.6451612903225806,3272,VI 120,137,1.0526315789473684,1133,0.7254108121566304,-0.21260809288144372,0.46058338513588815,1344
