net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,3,0,0.1,VI 20,814,1.052631579,6342,VI 120,131,0.64516129,1158,0.793353109,0.212608093,0.738517678,1268,0.633836997,0.764400935,0.001168621
-1,12,0,0.1,VI 70,238,0.8,3399,VI 70,219,0.8,3211,0.036132842,0,0.024710859,1171,0.017375722,0.011064247,0.005684016
-1,14,0,0.1,VI 70,277,1.6,4427,VI 70,210,0.533333333,1670,0.120260474,0.477121255,0.423393051,1326,0.996846101,0.028414142,#N/A
-1,8,0,0.1,VI 45,393,1.052631579,4954,VI 95,173,0.64516129,1809,0.356346447,0.212608093,0.437517435,1320,3476.746845,22,#N/A
-1,11,0,0.1,VI 70,205,0.64516129,2344,VI 70,249,1.052631579,3992,-0.084445486,-0.212608093,-0.231232925,1263,5.613996584,0.017761996,#N/A
-1,13,0,0.1,VI 70,232,1.052631579,3876,VI 70,175,0.64516129,2152,0.122449936,0.212608093,0.255541501,1104,,,
-1,7,0,0.1,VI 45,394,0.8,4670,VI 95,151,0.8,2158,0.416519275,0,0.33526544,1245,,,
-1,2,0,0.1,VI 20,788,0.8,6050,VI 120,126,0.8,1431,0.796155672,0,0.626115741,1163,,,
-1,15,0,0.1,VI 95,160,0.533333333,1289,VI 45,379,1.6,4993,-0.374519227,-0.477121255,-0.588108649,1269,,,
-1,1,0,0.1,VI 20,769,0.64516129,5498,VI 120,161,1.052631579,2217,0.679100464,-0.212608093,0.394439042,1267,,,
-1,0,0,0.1,VI 20,633,0.533333333,4307,VI 120,146,1.6,2746,0.637050854,-0.477121255,0.195474339,1295,,,
-1,9,0,0.1,VI 45,377,1.6,4863,VI 95,151,0.533333333,1244,0.397364403,0.477121255,0.592083889,1348,,,
-1,10,0,0.1,VI 70,191,0.533333333,1682,VI 70,257,1.6,4363,-0.128899756,-0.477121255,-0.413959222,1341,,,
-1,6,0,0.1,VI 45,319,0.64516129,3342,VI 95,195,1.052631579,3269,0.213756072,-0.212608093,0.009591525,1104,,,
-1,5,0,0.1,VI 45,306,0.533333333,2501,VI 95,186,1.6,3562,0.216208482,-0.477121255,-0.153580223,1293,,,
-1,4,0,0.1,VI 20,843,1.6,6517,VI 120,123,0.533333333,797,0.835922463,0.477121255,0.9125894,1074,,,
-1,17,0,0.1,VI 95,197,0.8,2574,VI 45,374,0.8,4339,-0.278405376,0,-0.226781108,1283,,,
-1,16,0,0.1,VI 95,166,0.64516129,1757,VI 45,377,1.052631579,4809,-0.356233262,-0.212608093,-0.437283016,1176,,,
-1,19,0,0.1,VI 95,225,1.6,3918,VI 45,317,0.533333333,2405,-0.148876744,0.477121255,0.211949351,1352,,,
-1,20,0,0.1,VI 120,138,0.533333333,958,VI 20,824,1.6,6186,-0.776048125,-0.477121255,-0.810044407,1332,,,
-1,21,0,0.1,VI 120,115,0.64516129,1019,VI 20,813,1.052631579,6223,-0.849392705,-0.212608093,-0.785825617,1140,,,
-1,22,0,0.1,VI 120,136,0.8,1495,VI 20,772,0.8,6033,-0.754078392,0,-0.605892133,1191,,,
-1,18,0,0.1,VI 95,198,1.052631579,3238,VI 45,308,0.64516129,3300,-0.191885526,0.212608093,-0.008237095,1113,,,
-1,24,0,0.1,VI 120,127,1.6,2658,VI 20,645,0.533333333,4415,-0.705755994,0.477121255,-0.220375731,1289,,,
-1,23,0,0.1,VI 120,138,1.052631579,1984,VI 20,707,0.64516129,5540,-0.709540327,0.212608093,-0.445968097,1099,,,
