net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G
1,14,6,0.1,VI 70,216,1.6,1299,VI 70,178,0.533333333,607,0.084033749,0.477121255,0.33042046,,,,0.227644692,0.040094288,0.007061671,546,,,,
1,15,8,0.1,VI 95,133,0.533333333,516,VI 45,325,1.6,1684,-0.38803172,-0.477121255,-0.513692386,,,,0.227644692,0.185138181,0.150568616,508,,,,
1,15,0,0.1,VI 95,131,0.533333333,491,VI 45,296,1.6,1570,-0.354020415,-0.477121255,-0.50481816,,,,0.227644692,0.168910665,0.125330455,505,,,,
1,16,2,0.1,VI 95,140,0.64516129,631,VI 45,289,1.052631579,1233,-0.314769807,-0.212608093,-0.290933717,,,,0.045202201,0.066922608,0.099080031,589,,,,
1,17,4,0.1,VI 95,141,0.8,751,VI 45,292,0.8,1098,-0.316163739,0,-0.164962403,,,,0,0,0.09995951,627,,,,
1,13,4,0.1,VI 70,203,1.052631579,1087,VI 70,180,0.64516129,767,0.052223533,0.212608093,0.15143418,,,,0.045202201,0.011103146,0.002727297,601,,,,
1,15,4,0.1,VI 95,117,0.533333333,433,VI 45,350,1.6,1889,-0.475882183,-0.477121255,-0.639744062,,,,0.227644692,0.227053504,0.226463852,480,,,,
1,17,8,0.1,VI 95,156,0.8,764,VI 45,284,0.8,1028,-0.260193742,0,-0.128899756,,,,0,0,0.067700783,588,,,,
1,18,2,0.1,VI 95,172,1.052631579,858,VI 45,303,0.64516129,976,-0.245914182,0.212608093,-0.05596253,,,,0.045202201,-0.052283345,0.060473785,595,,,,
1,16,6,0.1,VI 95,152,0.64516129,629,VI 45,310,1.052631579,1346,-0.309518106,-0.212608093,-0.330394414,,,,0.045202201,0.065806054,0.095801458,564,,,,
1,18,6,0.1,VI 95,157,1.052631579,846,VI 45,258,0.64516129,911,-0.215720054,0.212608093,-0.032148014,,,,0.045202201,-0.045863829,0.046535142,583,,,,
1,19,0,0.1,VI 95,164,1.6,1044,VI 45,253,0.533333333,819,-0.188276673,0.477121255,0.105416597,,,,0.227644692,-0.089830803,0.035448106,555,,,,
1,17,0,0.1,VI 95,150,0.8,702,VI 45,295,0.8,1054,-0.293730757,0,-0.176503499,,,,0,0,0.086277758,587,,,,
1,13,1,0.1,VI 70,196,1.052631579,1020,VI 70,187,0.64516129,785,0.020414465,0.212608093,0.113730515,,,,0.045202201,0.00434028,0.00041675,623,,,,
1,13,9,0.1,VI 70,197,1.052631579,979,VI 70,202,0.64516129,751,-0.010885143,0.212608093,0.115142755,,,,0.045202201,-0.00231427,0.000118486,562,,,,
1,14,7,0.1,VI 70,211,1.6,1325,VI 70,177,0.533333333,675,0.076309189,0.477121255,0.292912105,,,,0.227644692,0.036408736,0.005823092,576,,,,
1,14,3,0.1,VI 70,219,1.6,1356,VI 70,172,0.533333333,642,0.104915668,0.477121255,0.324724661,,,,0.227644692,0.050057495,0.011007297,556,,,,
1,15,1,0.1,VI 95,130,0.533333333,437,VI 45,327,1.6,1755,-0.4006044,-0.477121255,-0.603795684,,,,0.227644692,0.191136874,0.160483886,494,,,,
1,17,5,0.1,VI 95,153,0.8,700,VI 45,276,0.8,1022,-0.256217651,0,-0.164352856,,,,0,0,0.065647485,550,,,,
1,13,5,0.1,VI 70,230,1.052631579,1160,VI 70,179,0.64516129,697,0.108874805,0.212608093,0.221225211,,,,0.045202201,0.023147665,0.011853723,547,,,,
1,16,3,0.1,VI 95,143,0.64516129,598,VI 45,319,1.052631579,1391,-0.348454646,-0.212608093,-0.366625946,,,,0.045202201,0.074084278,0.12142064,566,,,,
1,15,9,0.1,VI 95,126,0.533333333,451,VI 45,336,1.6,1776,-0.425968732,-0.477121255,-0.59526642,,,,0.227644692,0.203238736,0.181449361,485,,,,
1,15,5,0.1,VI 95,124,0.533333333,469,VI 45,296,1.6,1619,-0.377870026,-0.477121255,-0.538074006,,,,0.227644692,0.180289821,0.142785756,478,,,,
1,17,9,0.1,VI 95,142,0.8,707,VI 45,298,0.8,1067,-0.32192792,0,-0.178745006,,,,0,0,0.103637585,628,,,,
1,18,3,0.1,VI 95,163,1.052631579,864,VI 45,274,0.64516129,914,-0.225562958,0.212608093,-0.024432453,,,,0.045202201,-0.04795651,0.050878648,613,,,,
1,16,7,0.1,VI 95,132,0.64516129,641,VI 45,290,1.052631579,1257,-0.341824067,-0.212608093,-0.292477248,,,,0.045202201,0.072674563,0.116843693,578,,,,
1,18,7,0.1,VI 95,139,1.052631579,758,VI 45,267,0.64516129,946,-0.283496461,0.212608093,-0.096221931,,,,0.045202201,-0.060273642,0.080370243,574,,,,
1,17,1,0.1,VI 95,151,0.8,705,VI 45,287,0.8,1082,-0.278904949,0,-0.186038144,,,,0,0,0.077787971,603,,,,
1,19,1,0.1,VI 95,179,1.6,1120,VI 45,250,0.533333333,730,-0.145086978,0.477121255,0.185895163,,,,0.227644692,-0.069224081,0.021050231,567,,,,
1,19,2,0.1,VI 95,161,1.6,1102,VI 45,271,0.533333333,844,-0.226143415,0.477121255,0.115839148,,,,0.227644692,-0.10789783,0.051140844,618,,,,
1,19,6,0.1,VI 95,147,1.6,1053,VI 45,249,0.533333333,732,-0.228882012,0.477121255,0.15791729,,,,0.227644692,-0.109204473,0.052386976,541,,,,
1,20,0,0.1,VI 120,89,0.533333333,248,VI 20,732,1.6,3041,-0.915121074,-0.477121255,-1.088564739,,,,0.227644692,0.436623715,0.837446581,292,,,,
1,21,2,0.1,VI 120,92,0.64516129,371,VI 20,656,1.052631579,2123,-0.853116012,-0.212608093,-0.757576085,,,,0.045202201,0.181379368,0.72780693,440,,,,
1,20,8,0.1,VI 120,80,0.533333333,223,VI 20,728,1.6,3003,-0.959041392,-0.477121255,-1.129250469,,,,0.227644692,0.457579032,0.919760392,262,,,,
1,22,0,0.1,VI 120,115,0.8,463,VI 20,579,0.8,1635,-0.701980723,0,-0.547936766,,,,0,0,0.492776936,476,,,,
1,20,4,0.1,VI 120,81,0.533333333,256,VI 20,721,1.6,3098,-0.949450246,-0.477121255,-1.082841448,,,,0.227644692,0.453002893,0.901455769,298,,,,
1,22,8,0.1,VI 120,104,0.8,462,VI 20,567,0.8,1629,-0.73654972,0,-0.547279109,,,,0,0,0.542505489,500,,,,
1,21,6,0.1,VI 120,96,0.64516129,338,VI 20,635,1.052631579,2172,-0.820502492,-0.212608093,-0.807943121,,,,0.045202201,0.17444547,0.67322434,405,,,,
1,23,2,0.1,VI 120,112,1.052631579,643,VI 20,502,0.64516129,1261,-0.651485694,0.212608093,-0.292504114,,,,0.045202201,-0.138511131,0.42443361,570,,,,
1,22,4,0.1,VI 120,106,0.8,456,VI 20,580,0.8,1652,-0.738122128,0,-0.5590452,,,,0,0,0.544824276,463,,,,
1,23,6,0.1,VI 120,125,1.052631579,669,VI 20,495,0.64516129,1251,-0.597695186,0.212608093,-0.271831192,,,,0.045202201,-0.127074834,0.357239535,537,,,,
1,24,0,0.1,VI 120,114,1.6,797,VI 20,439,0.533333333,1042,-0.585559669,0.477121255,-0.116409398,,,,0.227644692,-0.279382964,0.342880126,552,,,,
1,24,4,0.1,VI 120,128,1.6,836,VI 20,468,0.533333333,1066,-0.563035883,0.477121255,-0.105550927,,,,0.227644692,-0.268636387,0.317009406,518,,,,
1,24,8,0.1,VI 120,119,1.6,824,VI 20,425,0.533333333,972,-0.552841969,0.477121255,-0.071739053,,,,0.227644692,-0.263772654,0.305634242,537,,,,
1,19,3,0.1,VI 95,172,1.6,1110,VI 45,254,0.533333333,811,-0.16930527,0.477121255,0.136302125,,,,0.227644692,-0.080779143,0.028664274,597,,,,
1,19,7,0.1,VI 95,179,1.6,1147,VI 45,252,0.533333333,741,-0.14854751,0.477121255,0.18974521,,,,0.227644692,-0.070875174,0.022066363,558,,,,
1,20,1,0.1,VI 120,75,0.533333333,214,VI 20,694,1.6,2886,-0.966298207,-0.477121255,-1.129882553,,,,0.227644692,0.461041413,0.933732225,258,,,,
1,21,3,0.1,VI 120,98,0.64516129,357,VI 20,627,1.052631579,2058,-0.806041465,-0.212608093,-0.760777154,,,,0.045202201,0.171370939,0.649702844,426,,,,
1,20,9,0.1,VI 120,80,0.533333333,248,VI 20,638,1.6,2703,-0.901730692,-0.477121255,-1.037394365,,,,0.227644692,0.430234879,0.81311824,298,,,,
1,22,1,0.1,VI 120,111,0.8,492,VI 20,572,0.8,1649,-0.71207305,0,-0.525255553,,,,0,0,0.507048029,437,,,,
1,21,7,0.1,VI 120,88,0.64516129,304,VI 20,641,1.052631579,2168,-0.862375357,-0.212608093,-0.853185694,,,,0.045202201,0.18334798,0.743691257,374,,,,
1,22,9,0.1,VI 120,132,0.8,500,VI 20,627,0.8,1719,-0.67669361,0,-0.536305872,,,,0,0,0.457914241,520,,,,
1,20,5,0.1,VI 120,79,0.533333333,198,VI 20,752,1.6,3284,-0.978590749,-0.477121255,-1.219737958,,,,0.227644692,0.466906446,0.957639855,263,,,,
1,22,5,0.1,VI 120,110,0.8,427,VI 20,592,0.8,1700,-0.730929022,0,-0.600021046,,,,0,0,0.534257235,479,,,,
1,23,3,0.1,VI 120,113,1.052631579,540,VI 20,541,0.64516129,1337,-0.680118822,0.212608093,-0.393737647,,,,0.045202201,-0.144598766,0.462561612,519,,,,
1,23,7,0.1,VI 120,107,1.052631579,558,VI 20,537,0.64516129,1392,-0.700590508,0.212608093,-0.397005036,,,,0.045202201,-0.148951212,0.49082706,546,,,,
1,24,1,0.1,VI 120,108,1.6,729,VI 20,488,0.533333333,1114,-0.654996067,0.477121255,-0.184157663,,,,0.227644692,-0.312512545,0.429019847,589,,,,
1,24,5,0.1,VI 120,132,1.6,854,VI 20,447,0.533333333,1030,-0.529733592,0.477121255,-0.081379354,,,,0.227644692,-0.252747156,0.280617678,512,,,,
1,24,9,0.1,VI 120,124,1.6,795,VI 20,472,0.533333333,1072,-0.580520313,0.477121255,-0.129827657,,,,0.227644692,-0.27697858,0.337003834,517,,,,
1,19,4,0.1,VI 95,166,1.6,1143,VI 45,242,0.533333333,715,-0.163707278,0.477121255,0.203740189,,,,0.227644692,-0.078108222,0.026800073,586,,,,
1,19,8,0.1,VI 95,167,1.6,1153,VI 45,228,0.533333333,725,-0.135218376,0.477121255,0.201491301,,,,0.227644692,-0.064515561,0.018284009,586,,,,
1,20,2,0.1,VI 120,87,0.533333333,258,VI 20,649,1.6,2746,-0.872725444,-0.477121255,-1.027080827,,,,0.227644692,0.416395859,0.761649701,296,,,,
1,21,4,0.1,VI 120,90,0.64516129,315,VI 20,613,1.052631579,2048,-0.833217965,-0.212608093,-0.813019399,,,,0.045202201,0.177148883,0.694252177,383,,,,
1,23,0,0.1,VI 120,126,1.052631579,577,VI 20,515,0.64516129,1296,-0.611436684,0.212608093,-0.351429188,,,,0.045202201,-0.129996387,0.373854818,512,,,,
1,21,8,0.1,VI 120,100,0.64516129,351,VI 20,589,1.052631579,1974,-0.770115295,-0.212608093,-0.750040032,,,,0.045202201,0.163732744,0.593077567,396,,,,
1,21,0,0.1,VI 120,104,0.64516129,394,VI 20,576,1.052631579,1935,-0.743389144,-0.212608093,-0.691184748,,,,0.045202201,0.158050548,0.55262742,428,,,,
1,22,2,0.1,VI 120,116,0.8,570,VI 20,559,0.8,1502,-0.682953819,0,-0.420795077,,,,0,0,0.466425918,517,,,,
1,22,6,0.1,VI 120,104,0.8,445,VI 20,575,0.8,1615,-0.742634505,0,-0.559812516,,,,0,0,0.551506009,448,,,,
1,23,4,0.1,VI 120,122,1.052631579,599,VI 20,505,0.64516129,1257,-0.616931547,0.212608093,-0.321908455,,,,0.045202201,-0.13116464,0.380604534,579,,,,
1,23,8,0.1,VI 120,137,1.052631579,617,VI 20,501,0.64516129,1229,-0.563117159,0.212608093,-0.299266719,,,,0.045202201,-0.119723265,0.317100934,489,,,,
1,20,6,0.1,VI 120,84,0.533333333,202,VI 20,728,1.6,3125,-0.937852093,-0.477121255,-1.189498652,,,,0.227644692,0.447469167,0.879566549,280,,,,
1,24,2,0.1,VI 120,136,1.6,896,VI 20,438,0.533333333,987,-0.507935202,0.477121255,-0.042009143,,,,0.227644692,-0.242346681,0.25799817,493,,,,
1,24,6,0.1,VI 120,115,1.6,724,VI 20,490,0.533333333,1151,-0.62949824,0.477121255,-0.201336757,,,,0.227644692,-0.30034699,0.396268034,526,,,,
1,19,5,0.1,VI 95,177,1.6,1164,VI 45,252,0.533333333,761,-0.153427274,0.477121255,0.184568324,,,,0.227644692,-0.073203414,0.023539929,607,,,,
1,19,9,0.1,VI 95,174,1.6,1158,VI 45,258,0.533333333,719,-0.171070458,0.477121255,0.206979669,,,,0.227644692,-0.081621351,0.029265101,557,,,,
1,20,3,0.1,VI 120,85,0.533333333,228,VI 20,670,1.6,2943,-0.896655877,-0.477121255,-1.110855415,,,,0.227644692,0.427813577,0.803991762,290,,,,
1,21,5,0.1,VI 120,107,0.64516129,392,VI 20,632,1.052631579,2039,-0.771333301,-0.212608093,-0.716131159,,,,0.045202201,0.163991702,0.594955061,431,,,,
1,21,1,0.1,VI 120,99,0.64516129,356,VI 20,623,1.052631579,2078,-0.798852852,-0.212608093,-0.766195545,,,,0.045202201,0.169842581,0.638165879,375,,,,
1,21,9,0.1,VI 120,104,0.64516129,356,VI 20,626,1.052631579,2093,-0.779540994,-0.212608093,-0.76931923,,,,0.045202201,0.165736724,0.607684161,416,,,,
1,23,1,0.1,VI 120,112,1.052631579,560,VI 20,525,0.64516129,1401,-0.670941281,0.212608093,-0.398250108,,,,0.045202201,-0.142647546,0.450162202,508,,,,
1,22,3,0.1,VI 120,86,0.8,406,VI 20,584,0.8,1709,-0.831914396,0,-0.624216029,,,,0,0,0.692081562,455,,,,
1,23,5,0.1,VI 120,148,1.052631579,679,VI 20,501,0.64516129,1275,-0.52957601,0.212608093,-0.27364041,,,,0.045202201,-0.112592146,0.280450751,566,,,,
1,22,7,0.1,VI 120,121,0.8,485,VI 20,563,0.8,1567,-0.667723025,0,-0.509327258,,,,0,0,0.445854037,500,,,,
1,23,9,0.1,VI 120,126,1.052631579,649,VI 20,538,0.64516129,1292,-0.630411731,0.212608093,-0.299017817,,,,0.045202201,-0.134030636,0.39741895,614,,,,
1,20,7,0.1,VI 120,81,0.533333333,248,VI 20,713,1.6,3082,-0.944604511,-0.477121255,-1.094380954,,,,0.227644692,0.450690889,0.892277682,296,,,,
1,24,3,0.1,VI 120,115,1.6,811,VI 20,482,0.533333333,1079,-0.622349198,0.477121255,-0.12400059,,,,0.227644692,-0.29693603,0.387318524,543,,,,
1,24,7,0.1,VI 120,134,1.6,876,VI 20,458,0.533333333,1046,-0.53376068,0.477121255,-0.077027578,,,,0.227644692,-0.254668565,0.284900463,528,,,,
