net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,,,
0,0,0,0.1,VI 20,804,0.533333333,4081,VI 120,111,1.6,1631,0.85993307,-0.477121255,0.398312634,1544,,0.626892882,0.819930074,0.000389208
0,0,1,0.1,VI 20,769,0.533333333,3799,VI 120,141,1.6,1935,0.736707227,-0.477121255,0.292988324,1646,,0.003551206,0.002174145,0.001171192
0,0,2,0.1,VI 20,765,0.533333333,3788,VI 120,144,1.6,1999,0.725298943,-0.477121255,0.277597176,1686,,0.998642954,0.018518103,#N/A
0,0,3,0.1,VI 20,720,0.533333333,3668,VI 120,145,1.6,1936,0.695964494,-0.477121255,0.277523974,1691,,90882.96847,247,#N/A
0,0,4,0.1,VI 20,772,0.533333333,3910,VI 120,142,1.6,1910,0.735328956,-0.477121255,0.31114339,1599,,62.33120169,0.084701276,#N/A
0,0,5,0.1,VI 20,730,0.533333333,3745,VI 120,134,1.6,1785,0.736218062,-0.477121255,0.321813602,1680,,,,
0,0,6,0.1,VI 20,713,0.533333333,3529,VI 120,163,1.6,2110,0.640901925,-0.477121255,0.223369203,1578,,,,
0,0,7,0.1,VI 20,768,0.533333333,3830,VI 120,136,1.6,1788,0.751822312,-0.477121255,0.33083126,1650,,,,
0,0,8,0.1,VI 20,731,0.533333333,3738,VI 120,137,1.6,1843,0.72719681,-0.477121255,0.307113962,1582,,,,
0,0,9,0.1,VI 20,801,0.533333333,3856,VI 120,159,1.6,1998,0.702235392,-0.477121255,0.285541541,1700,,,,
0,1,0,0.1,VI 20,820,0.64516129,4639,VI 120,138,1.052631579,1453,0.773934766,-0.212608093,0.504158758,1516,,,,
0,1,1,0.1,VI 20,779,0.64516129,4407,VI 120,151,1.052631579,1568,0.71256051,-0.212608093,0.448796992,1637,,,,
0,1,2,0.1,VI 20,774,0.64516129,4399,VI 120,132,1.052631579,1433,0.768167029,-0.212608093,0.487107772,1455,,,,
0,1,3,0.1,VI 20,827,0.64516129,4589,VI 120,141,1.052631579,1422,0.768286397,-0.212608093,0.508818461,1539,,,,
0,1,4,0.1,VI 20,811,0.64516129,4533,VI 120,126,1.052631579,1369,0.808650309,-0.212608093,0.519982271,1468,,,,
