net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers
0,0,0,0.078,VI 20,499,0.5333333333333333,1250,VI 120,124,1.6,816,0.6046788604611548,-0.47712125471966244,0.1852198542541953,534
0,0,1,0.078,VI 20,500,0.5333333333333333,1147,VI 120,121,1.6,804,0.6161846340195687,-0.47712125471966244,0.15430736915281643,591
0,0,2,0.078,VI 20,515,0.5333333333333333,1218,VI 120,131,1.6,808,0.5945359333854268,-0.47712125471966244,0.17823592752227038,551
0,0,3,0.078,VI 20,523,0.5333333333333333,1297,VI 120,128,1.6,774,0.6112917192194058,-0.47712125471966244,0.2241990154011875,565
0,0,4,0.078,VI 20,517,0.5333333333333333,1261,VI 120,125,1.6,758,0.6165805300858861,-0.47712125471966244,0.22104588094102812,569
0,0,5,0.078,VI 20,512,0.5333333333333333,1215,VI 120,119,1.6,780,0.6337229995833,-0.47712125471966244,0.1924816752438506,578
0,0,6,0.078,VI 20,493,0.5333333333333333,1184,VI 120,116,1.6,729,0.6283889300503115,-0.47712125471966244,0.21062417406892636,579
0,0,7,0.078,VI 20,516,0.5333333333333333,1236,VI 120,111,1.6,700,0.6673267228405538,-0.47712125471966244,0.24692043073854023,559
0,0,8,0.078,VI 20,494,0.5333333333333333,1192,VI 120,141,1.6,904,0.544507836268267,-0.47712125471966244,0.12010782492885433,581
0,0,9,0.078,VI 20,488,0.5333333333333333,1170,VI 120,136,1.6,857,0.5548809136324931,-0.47712125471966244,0.1352050398229635,527
0,1,1,0.078,VI 20,529,0.6451612903225806,1362,VI 120,125,1.0526315789473684,670,0.6265456590271293,-0.21260809288144372,0.30810230487593987,555
0,1,0,0.078,VI 20,566,0.6451612903225806,1478,VI 120,115,1.0526315789473684,614,0.6921185908346598,-0.21260809288144372,0.3815060629176393,529
0,1,2,0.078,VI 20,551,0.6451612903225806,1450,VI 120,102,1.0526315789473684,579,0.7325514270898675,-0.21260809288144372,0.3986894385075387,544
0,1,3,0.078,VI 20,533,0.6451612903225806,1425,VI 120,128,1.0526315789473684,582,0.6195172393787038,-0.21260809288144372,0.38889187969464056,514
0,1,4,0.078,VI 20,545,0.6451612903225806,1384,VI 120,138,1.0526315789473684,672,0.596517415875406,-0.21260809288144372,0.31376681706691373,542
0,1,6,0.078,VI 20,567,0.6451612903225806,1497,VI 120,114,1.0526315789473684,573,0.696678207556434,-0.21260809288144372,0.41706717837566243,550
0,1,5,0.078,VI 20,549,0.6451612903225806,1464,VI 120,122,1.0526315789473684,641,0.6532125137753437,-0.21260809288144372,0.3586830472035556,583
0,1,7,0.078,VI 20,552,0.6451612903225806,1419,VI 120,107,1.0526315789473684,602,0.7125553000439893,-0.21260809288144372,0.37238590419964945,556
0,1,8,0.078,VI 20,526,0.6451612903225806,1350,VI 120,119,1.0526315789473684,629,0.6454387827612084,-0.21260809288144372,0.3316831230497372,527
0,1,9,0.078,VI 20,534,0.6451612903225806,1445,VI 120,116,1.0526315789473684,613,0.663083267801638,-0.21260809288144372,0.37240737257415163,506
0,2,0,0.078,VI 20,559,0.8,1634,VI 120,129,0.8,526,0.6368220975871743,0.0,0.49226630804265764,512
0,2,1,0.078,VI 20,583,0.8,1694,VI 120,126,0.8,532,0.6652980096414512,0.0,0.5030017736996399,530
0,2,2,0.078,VI 20,539,0.8,1661,VI 120,126,0.8,563,0.6312182200691758,0.0,0.4698612376000483,569
0,2,4,0.078,VI 20,571,0.8,1724,VI 120,113,0.8,533,0.7035576647624283,0.0,0.5098100524621217,566
0,2,3,0.078,VI 20,575,0.8,1646,VI 120,118,0.8,515,0.6877858373835051,0.0,0.50462260183506,549
0,2,6,0.078,VI 20,534,0.8,1594,VI 120,134,0.8,577,0.6004364586637488,0.0,0.44131250390436205,546
0,2,5,0.078,VI 20,594,0.8,1708,VI 120,118,0.8,545,0.7019044376750682,0.0,0.4960913640763438,558
0,2,7,0.078,VI 20,563,0.8,1636,VI 120,108,0.8,514,0.7170846393643965,0.0,0.5028201803400284,537
0,2,8,0.078,VI 20,589,0.8,1720,VI 120,112,0.8,518,0.72089727211692,0.0,0.5211986871623159,595
0,2,9,0.078,VI 20,625,0.8,1790,VI 120,105,0.8,476,0.7746907182741372,0.0,0.5752460782594,464
0,3,0,0.078,VI 20,689,1.0526315789473684,2283,VI 120,109,0.6451612903225806,410,0.8007927239670022,0.21260809288144372,0.7457220547704998,533
0,3,1,0.078,VI 20,603,1.0526315789473684,2048,VI 120,125,0.6451612903225806,475,0.6834072991320949,0.21260809288144372,0.6346363426789265,528
0,3,2,0.078,VI 20,589,1.0526315789473684,2005,VI 120,127,0.6451612903225806,459,0.6663115738311447,0.21260809288144372,0.6403016914189399,503
0,3,4,0.078,VI 20,659,1.0526315789473684,2226,VI 120,138,0.6451612903225806,433,0.6790063281927734,0.21260809288144372,0.711037263645324,492
0,3,3,0.078,VI 20,646,1.0526315789473684,2228,VI 120,103,0.6451612903225806,432,0.7973952932899119,0.21260809288144372,0.7124314396867792,522
0,3,6,0.078,VI 20,625,1.0526315789473684,2164,VI 120,104,0.6451612903225806,453,0.778846678045295,0.21260809288144372,0.6791590544217,539
0,3,5,0.078,VI 20,630,1.0526315789473684,2155,VI 120,113,0.6451612903225806,446,0.746262105970162,0.21260809288144372,0.6841124157846085,517
0,3,7,0.078,VI 20,626,1.0526315789473684,2082,VI 120,116,0.6451612903225806,439,0.7321163439835112,0.21260809288144372,0.676016204932396,523
0,3,8,0.078,VI 20,634,1.0526315789473684,2207,VI 120,123,0.6451612903225806,444,0.7121841464423347,0.21260809288144372,0.6964193630470352,531
0,4,0,0.078,VI 20,723,1.6,3252,VI 120,96,0.5333333333333333,364,0.8768670642549624,0.47712125471966244,0.9510491532729746,456
0,3,9,0.078,VI 20,643,1.0526315789473684,2160,VI 120,121,0.6451612903225806,411,0.725425602607772,0.21260809288144372,0.7206119292748617,464
0,4,1,0.078,VI 20,731,1.6,3190,VI 120,104,0.5333333333333333,369,0.8468840376590802,0.47712125471966244,0.9367643168981208,440
0,4,2,0.078,VI 20,753,1.6,3154,VI 120,97,0.5333333333333333,337,0.8900232419344557,0.47712125471966244,0.9712317881215454,496
0,4,5,0.078,VI 20,707,1.6,3011,VI 120,115,0.5333333333333333,389,0.7887215734432876,0.47712125471966244,0.8887611541870516,501
0,4,3,0.078,VI 20,689,1.6,2923,VI 120,119,0.5333333333333333,402,0.7626722605150951,0.47712125471966244,0.8616027622729664,496
0,4,4,0.078,VI 20,724,1.6,3054,VI 120,106,0.5333333333333333,364,0.8344327009323766,0.47712125471966244,0.9237676490713465,474
0,4,6,0.078,VI 20,758,1.6,3246,VI 120,105,0.5333333333333333,323,0.8584799065621155,0.47712125471966244,1.0021459931591101,468
0,4,7,0.078,VI 20,705,1.6,3045,VI 120,119,0.5333333333333333,377,0.772642155598868,0.47712125471966244,0.9072459467631013,451
0,4,8,0.078,VI 20,746,1.6,3336,VI 120,97,0.5333333333333333,355,0.885967093206424,0.47712125471966244,0.972997688910607,486
0,5,1,0.078,VI 45,250,0.5333333333333333,811,VI 95,170,1.6,1161,0.16749108729376372,-0.47712125471966244,-0.15581136552741784,619
0,4,9,0.078,VI 20,684,1.6,3067,VI 120,110,0.5333333333333333,350,0.7936634165618912,0.47712125471966244,0.9426457316322099,464
0,5,0,0.078,VI 45,265,0.5333333333333333,916,VI 95,165,1.6,1049,0.20576192972290155,-0.47712125471966244,-0.05888001452570747,610
0,5,4,0.078,VI 45,266,0.5333333333333333,867,VI 95,157,1.6,1115,0.22898198422183327,-0.47712125471966244,-0.10925576990796919,665
0,5,3,0.078,VI 45,262,0.5333333333333333,849,VI 95,150,1.6,1039,0.2422100322640642,-0.47712125471966244,-0.08770785731322474,613
0,5,2,0.078,VI 45,258,0.5333333333333333,843,VI 95,174,1.6,1076,0.17107045768063045,-0.47712125471966244,-0.10598469670562805,576
0,5,5,0.078,VI 45,255,0.5333333333333333,873,VI 95,166,1.6,1082,0.18643209239390007,-0.47712125471966244,-0.0932130170649809,623
0,5,6,0.078,VI 45,301,0.5333333333333333,946,VI 95,147,1.6,1026,0.3112491608456672,-0.47712125471966244,-0.035256224374004705,620
0,5,7,0.078,VI 45,287,0.5333333333333333,917,VI 95,158,1.6,1025,0.2592248097795697,-0.47712125471966244,-0.048354529721752006,605
0,5,9,0.078,VI 45,287,0.5333333333333333,880,VI 95,165,1.6,1069,0.24039795252008606,-0.47712125471966244,-0.08449503305860938,642
0,5,8,0.078,VI 45,277,0.5333333333333333,906,VI 95,156,1.6,1036,0.24935517070998695,-0.47712125471966244,-0.058231557732401136,621
0,6,2,0.078,VI 45,296,0.6451612903225806,1030,VI 95,163,1.0526315789473684,866,0.25910410665498074,-0.21260809288144372,0.07531933268782556,610
0,6,1,0.078,VI 45,312,0.6451612903225806,1094,VI 95,135,1.0526315789473684,776,0.36382082552343664,-0.21260809288144372,0.14915560073922357,602
0,6,0,0.078,VI 45,296,0.6451612903225806,1052,VI 95,159,1.0526315789473684,840,0.2698945867384871,-0.21260809288144372,0.0977364537558386,636
0,6,3,0.078,VI 45,279,0.6451612903225806,971,VI 95,153,1.0526315789473684,777,0.26091277245599875,-0.21260809288144372,0.09679821110709061,573
0,6,4,0.078,VI 45,283,0.6451612903225806,1064,VI 95,139,1.0526315789473684,773,0.3087716352701952,-0.21260809288144372,0.13876213404070445,618
0,6,5,0.078,VI 45,295,0.6451612903225806,1039,VI 95,148,1.0526315789473684,833,0.2995603005832056,-0.21260809288144372,0.09597054615038986,607
0,6,6,0.078,VI 45,318,0.6451612903225806,1063,VI 95,149,1.0526315789473684,762,0.3292408515721586,-0.21260809288144372,0.14457829318369622,610
0,6,7,0.078,VI 45,288,0.6451612903225806,982,VI 95,177,1.0526315789473684,902,0.21141922139742425,-0.21260809288144372,0.036904950245007916,586
0,6,8,0.078,VI 45,288,0.6451612903225806,1000,VI 95,166,1.0526315789473684,886,0.23928439971917576,-0.21260809288144372,0.052566278112949276,604
0,6,9,0.078,VI 45,287,0.6451612903225806,951,VI 95,167,1.0526315789473684,857,0.23516542558640902,-0.21260809288144372,0.04519969501421574,609
0,7,0,0.078,VI 45,316,0.8,1211,VI 95,164,0.8,754,0.2848432345707059,0.0,0.20577279727327819,615
0,7,3,0.078,VI 45,283,0.8,1154,VI 95,146,0.8,753,0.2874335797398531,0.0,0.18541083261901203,622
0,7,2,0.078,VI 45,311,0.8,1074,VI 95,150,0.8,690,0.31666912997115626,0.0,0.19215519062628145,585
0,7,1,0.078,VI 45,312,0.8,1285,VI 95,129,0.8,653,0.3835648837191938,0.0,0.2939899463922394,605
0,7,5,0.078,VI 45,284,0.8,1087,VI 95,158,0.8,752,0.25466125309261506,0.0,0.16001170349465232,584
0,7,4,0.078,VI 45,305,0.8,1166,VI 95,164,0.8,812,0.269455991299088,0.0,0.15714252118181996,660
0,7,6,0.078,VI 45,308,0.8,1157,VI 95,161,0.8,785,0.2817248404685946,0.0,0.16846370220649698,641
0,7,7,0.078,VI 45,326,0.8,1190,VI 95,163,0.8,693,0.3010299956639812,0.0,0.234813726780724,622
0,7,8,0.078,VI 45,297,0.8,1103,VI 95,148,0.8,718,0.3024947339222549,0.0,0.18645106819789023,591
0,8,0,0.078,VI 45,316,1.0526315789473684,1371,VI 95,153,0.6451612903225806,635,0.3149956518008051,0.21260809288144372,0.33426372949753697,604
0,7,9,0.078,VI 45,297,0.8,1145,VI 95,150,0.8,756,0.2966651902615311,0.0,0.1802836911747003,649
0,8,1,0.078,VI 45,327,1.0526315789473684,1444,VI 95,142,0.6451612903225806,628,0.3622594082772296,0.21260809288144372,0.3616075494964242,569
0,8,3,0.078,VI 45,297,1.0526315789473684,1293,VI 95,152,0.6451612903225806,706,0.2909128613724398,0.21260809288144372,0.2627938238285903,603
0,8,2,0.078,VI 45,328,1.0526315789473684,1418,VI 95,142,0.6451612903225806,581,0.3635854993286226,0.21260809288144372,0.387500098456717,539
0,8,4,0.078,VI 45,342,1.0526315789473684,1482,VI 95,141,0.6451612903225806,604,0.38480699340075514,0.21260809288144372,0.38981126502217756,580
0,8,6,0.078,VI 45,327,1.0526315789473684,1431,VI 95,159,0.6451612903225806,622,0.31315062833983465,0.21260809288144372,0.3618492490689577,584
0,8,7,0.078,VI 45,323,1.0526315789473684,1353,VI 95,147,0.6451612903225806,660,0.3418851875829268,0.21260809288144372,0.31175386105575426,606
0,8,5,0.078,VI 45,302,1.0526315789473684,1325,VI 95,147,0.6451612903225806,639,0.31268960820897457,0.21260809288144372,0.3167150201144265,546
0,9,0,0.078,VI 45,312,1.6,1704,VI 95,143,0.5333333333333333,533,0.33881855655338095,0.47712125471966244,0.5047423814041091,583
0,8,8,0.078,VI 45,318,1.0526315789473684,1377,VI 95,161,0.6451612903225806,684,0.29560124395258297,0.21260809288144372,0.30387783853680744,629
0,8,9,0.078,VI 45,299,1.0526315789473684,1341,VI 95,152,0.6451612903225806,657,0.2938276003796571,0.21260809288144372,0.3098634082918182,665
0,9,1,0.078,VI 45,325,1.6,1737,VI 95,139,0.5333333333333333,618,0.3688685607247793,0.47712125471966244,0.44881134335828277,624
0,9,2,0.078,VI 45,377,1.6,2090,VI 95,127,0.5333333333333333,523,0.472537629249836,0.47712125471966244,0.6016445972437797,619
0,9,4,0.078,VI 45,322,1.6,1770,VI 95,152,0.5333333333333333,601,0.32601228375105834,0.47712125471966244,0.4690987943590671,627
0,9,3,0.078,VI 45,356,1.6,1929,VI 95,157,0.5333333333333333,566,0.3555503455636414,0.47712125471966244,0.5325157964556131,596
0,9,5,0.078,VI 45,348,1.6,1892,VI 95,120,0.5333333333333333,520,0.4623979978989561,0.47712125471966244,0.5609177884309748,588
0,9,7,0.078,VI 45,313,1.6,1780,VI 95,137,0.5333333333333333,526,0.35882377039004176,0.47712125471966244,0.5294342581551549,571
0,9,6,0.078,VI 45,360,1.6,1949,VI 95,135,0.5333333333333333,533,0.4259687322722811,0.47712125471966244,0.5630846300910491,564
