net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers
2,0,0,0.1,VI 20,757,0.533333333,4138,VI 120,145,1.6,1296,0.717727877,-0.477121255,0.504185485,1668
2,0,1,0.1,VI 20,841,0.533333333,4435,VI 120,137,1.6,1387,0.788075429,-0.477121255,0.504817163,1885
2,0,2,0.1,VI 20,828,0.533333333,4253,VI 120,154,1.6,1332,0.730509616,-0.477121255,0.504191158,1774
2,0,3,0.1,VI 20,821,0.533333333,4150,VI 120,155,1.6,1477,0.724011459,-0.477121255,0.448667601,1870
2,0,4,0.1,VI 20,878,0.533333333,4522,VI 120,143,1.6,1325,0.788158478,-0.477121255,0.53311468,1802
2,0,6,0.1,VI 20,799,0.533333333,4235,VI 120,114,1.6,1155,0.845641928,-0.477121255,0.56427143,1618
2,0,5,0.1,VI 20,817,0.533333333,4302,VI 120,147,1.6,1363,0.744904722,-0.477121255,0.49917455,1767
2,0,8,0.1,VI 20,753,0.533333333,3895,VI 120,153,1.6,1406,0.692103545,-0.477121255,0.442522141,1726
2,0,7,0.1,VI 20,824,0.533333333,4340,VI 120,144,1.6,1251,0.75756472,-0.477121255,0.54023242,1596
2,0,9,0.1,VI 20,855,0.533333333,4448,VI 120,145,1.6,1249,0.770598112,-0.477121255,0.55160234,1715
2,1,0,0.1,VI 20,813,0.64516129,4539,VI 120,154,1.052631579,1352,0.722569825,-0.212608093,0.525983491,1780
2,1,1,0.1,VI 20,790,0.64516129,4272,VI 120,130,1.052631579,1237,0.783683739,-0.212608093,0.538261544,1680
2,1,3,0.1,VI 20,852,0.64516129,4791,VI 120,133,1.052631579,1131,0.806587954,-0.212608093,0.626963566,1603
2,1,4,0.1,VI 20,860,0.64516129,4840,VI 120,119,1.052631579,1066,0.85895149,-0.212608093,0.657088157,1497
2,1,2,0.1,VI 20,839,0.64516129,4542,VI 120,140,1.052631579,1188,0.777633925,-0.212608093,0.582430689,1620
2,1,5,0.1,VI 20,806,0.64516129,4632,VI 120,148,1.052631579,1185,0.736073326,-0.212608093,0.5920502,1674
2,1,6,0.1,VI 20,822,0.64516129,4585,VI 120,139,1.052631579,1179,0.771857017,-0.212608093,0.589825535,1651
2,1,7,0.1,VI 20,863,0.64516129,4720,VI 120,143,1.052631579,1195,0.780674758,-0.212608093,0.596574093,1602
2,1,8,0.1,VI 20,850,0.64516129,4544,VI 120,110,1.052631579,1022,0.888026241,-0.212608093,0.647987427,1442
2,1,9,0.1,VI 20,815,0.64516129,4696,VI 120,134,1.052631579,1151,0.78405281,-0.212608093,0.610652765,1607
2,2,0,0.1,VI 20,814,0.8,4655,VI 120,138,0.8,1177,0.770745318,0,0.597143222,1644
2,2,1,0.1,VI 20,888,0.8,5171,VI 120,137,0.8,1109,0.811692399,0,0.668642992,1610
2,2,2,0.1,VI 20,799,0.8,4710,VI 120,150,0.8,1161,0.72645552,0,0.608188687,1648
2,2,4,0.1,VI 20,830,0.8,4718,VI 120,145,0.8,1223,0.75771009,0,0.58633148,1718
2,2,3,0.1,VI 20,835,0.8,4963,VI 120,161,0.8,1189,0.714860599,0,0.620562421,1719
2,2,5,0.1,VI 20,798,0.8,4768,VI 120,158,0.8,1142,0.703345804,0,0.620670143,1561
2,2,6,0.1,VI 20,847,0.8,4976,VI 120,140,0.8,1104,0.781755375,0,0.653911298,1585
2,2,8,0.1,VI 20,880,0.8,5127,VI 120,143,0.8,1036,0.789146635,0,0.694503562,1530
2,2,7,0.1,VI 20,809,0.8,4790,VI 120,123,0.8,1035,0.81804341,0,0.665395164,1495
2,2,9,0.1,VI 20,857,0.8,4851,VI 120,150,0.8,1173,0.756889563,0,0.616533263,1684
2,3,0,0.1,VI 20,796,1.052631579,4754,VI 120,129,0.64516129,1020,0.790323357,0.212608093,0.668459006,1528
2,3,1,0.1,VI 20,784,1.052631579,5034,VI 120,111,0.64516129,941,0.848993084,0.212608093,0.728323588,1442
2,3,2,0.1,VI 20,798,1.052631579,4953,VI 120,140,0.64516129,1071,0.755874856,0.212608093,0.665078857,1567
2,3,5,0.1,VI 20,827,1.052631579,5046,VI 120,138,0.64516129,1018,0.777626423,0.212608093,0.695199468,1502
2,3,6,0.1,VI 20,818,1.052631579,5111,VI 120,138,0.64516129,1066,0.772874217,0.212608093,0.680748676,1549
2,3,4,0.1,VI 20,856,1.052631579,5290,VI 120,155,0.64516129,1183,0.742142067,0.212608093,0.650470927,1719
2,3,3,0.1,VI 20,835,1.052631579,4985,VI 120,143,0.64516129,1100,0.766350438,0.212608093,0.656272477,1593
2,3,7,0.1,VI 20,787,1.052631579,4855,VI 120,160,0.64516129,1151,0.69185475,0.212608093,0.625113911,1687
2,3,8,0.1,VI 20,846,1.052631579,5123,VI 120,128,0.64516129,1019,0.820160393,0.212608093,0.701350172,1508
2,3,9,0.1,VI 20,822,1.052631579,5184,VI 120,142,0.64516129,992,0.762583473,0.212608093,0.718153321,1480
2,4,0,0.1,VI 20,816,1.6,5702,VI 120,139,0.533333333,898,0.768675358,0.477121255,0.802750876,1424
2,4,1,0.1,VI 20,896,1.6,5761,VI 120,148,0.533333333,1015,0.782046294,0.477121255,0.754031833,1594
2,4,2,0.1,VI 20,889,1.6,5856,VI 120,144,0.533333333,950,0.790539269,0.477121255,0.789877463,1528
2,4,5,0.1,VI 20,819,1.6,5369,VI 120,152,0.533333333,1014,0.731440314,0.477121255,0.723855449,1536
