net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,log R sq,log M sq,log RM,,,,
2,16,3,0.1,VI 95,147,0.64516129,584,VI 45,357,1.052631579,1310,-0.385350881,-0.212608093,-0.350858449,646,0.148495302,0.045202201,0.081928716,,,,
2,16,4,0.1,VI 95,158,0.64516129,598,VI 45,320,1.052631579,1184,-0.306492891,-0.212608093,-0.296650518,591,0.093937892,0.045202201,0.065162869,,,,
2,16,6,0.1,VI 95,163,0.64516129,659,VI 45,298,1.052631579,1061,-0.26202866,-0.212608093,-0.206829969,657,0.068659018,0.045202201,0.055709414,,,,
2,16,5,0.1,VI 95,133,0.64516129,544,VI 45,328,1.052631579,1286,-0.392022203,-0.212608093,-0.373642069,609,0.153681407,0.045202201,0.083347093,,,,
2,16,7,0.1,VI 95,159,0.64516129,629,VI 45,297,1.052631579,1168,-0.271359325,-0.212608093,-0.268792197,638,0.073635883,0.045202201,0.057693189,,,,
2,16,8,0.1,VI 95,144,0.64516129,554,VI 45,311,1.052631579,1190,-0.334397897,-0.212608093,-0.332037197,612,0.111821953,0.045202201,0.071095699,,,,
2,16,9,0.1,VI 95,171,0.64516129,639,VI 45,316,1.052631579,1194,-0.266690972,-0.212608093,-0.271503469,640,0.071124075,0.045202201,0.056700659,,,,
2,17,1,0.1,VI 95,148,0.8,663,VI 45,289,0.8,992,-0.290636127,0,-0.174998144,655,0.084469359,0,0,,,,
2,17,0,0.1,VI 95,157,0.8,689,VI 45,300,0.8,986,-0.281221602,0,-0.155657693,642,0.07908559,0,0,,,,
2,17,3,0.1,VI 95,162,0.8,741,VI 45,306,0.8,1066,-0.276206412,0,-0.157938997,687,0.076289982,0,0,,,,
2,17,2,0.1,VI 95,169,0.8,740,VI 45,295,0.8,999,-0.241935311,0,-0.130333768,676,0.058532695,0,0,,,,
2,17,4,0.1,VI 95,157,0.8,659,VI 45,334,0.8,1068,-0.327846814,0,-0.209685838,672,0.107483534,0,0,,,,
2,17,5,0.1,VI 95,168,0.8,691,VI 45,296,0.8,1046,-0.245982429,0,-0.180053637,678,0.060507356,0,0,,,,
2,17,6,0.1,VI 95,158,0.8,691,VI 45,295,0.8,1017,-0.271164929,0,-0.167842906,622,0.073530419,0,0,,,,
2,17,7,0.1,VI 95,159,0.8,757,VI 45,292,0.8,976,-0.263985727,0,-0.110353938,644,0.069688464,0,0,,,,
2,17,8,0.1,VI 95,163,0.8,646,VI 45,335,0.8,1041,-0.312857203,0,-0.207218212,647,0.097879629,0,0,,,,
2,17,9,0.1,VI 95,143,0.8,736,VI 45,293,0.8,999,-0.311531583,0,-0.132687674,626,0.097051927,0,0,,,,
2,18,0,0.1,VI 95,154,1.052631579,769,VI 45,278,0.64516129,899,-0.256524075,0.212608093,-0.067833352,669,0.065804601,0.045202201,-0.054539094,,,,
2,18,2,0.1,VI 95,151,1.052631579,771,VI 45,262,0.64516129,846,-0.239324344,0.212608093,-0.040315985,651,0.057276142,0.045202201,-0.050882292,,,,
2,18,1,0.1,VI 95,168,1.052631579,810,VI 45,283,0.64516129,872,-0.226477154,0.212608093,-0.032031466,677,0.051291901,0.045202201,-0.048150876,,,,
2,18,3,0.1,VI 95,161,1.052631579,813,VI 45,271,0.64516129,841,-0.226143415,0.212608093,-0.01470545,646,0.051140844,0.045202201,-0.04807992,,,,
2,18,4,0.1,VI 95,173,1.052631579,850,VI 45,291,0.64516129,817,-0.225846886,0.212608093,0.017196869,683,0.051006816,0.045202201,-0.048016876,,,,
2,18,5,0.1,VI 95,181,1.052631579,865,VI 45,301,0.64516129,830,-0.220887921,0.212608093,0.017938015,692,0.048791474,0.045202201,-0.04696256,,,,
2,18,6,0.1,VI 95,156,1.052631579,862,VI 45,264,0.64516129,894,-0.228479329,0.212608093,-0.015830253,679,0.052202804,0.045202201,-0.048576554,,,,
2,18,8,0.1,VI 95,170,1.052631579,846,VI 45,260,0.64516129,916,-0.184524427,0.212608093,-0.034525111,697,0.034049264,0.045202201,-0.039231386,,,,
2,18,7,0.1,VI 95,151,1.052631579,836,VI 45,280,0.64516129,869,-0.268181084,0.212608093,-0.016813499,653,0.071921094,0.045202201,-0.057017469,,,,
2,18,9,0.1,VI 95,167,1.052631579,815,VI 45,294,0.64516129,887,-0.245630859,0.212608093,-0.036766011,660,0.060334519,0.045202201,-0.052223109,,,,
2,19,0,0.1,VI 95,151,1.6,974,VI 45,294,0.533333333,845,-0.289370383,0.477121255,0.061702248,708,0.083735219,0.227644692,-0.13806476,,,,
2,19,1,0.1,VI 95,148,1.6,921,VI 45,281,0.533333333,817,-0.278444605,0.477121255,0.052037574,644,0.077531398,0.227644692,-0.132851839,,,,
2,19,2,0.1,VI 95,177,1.6,1117,VI 45,223,0.533333333,720,-0.100331597,0.477121255,0.190720677,641,0.010066429,0.227644692,-0.047870337,,,,
2,19,6,0.1,VI 95,176,1.6,1047,VI 45,237,0.533333333,716,-0.129235678,0.477121255,0.165033659,644,0.016701861,0.227644692,-0.061661089,,,,
2,19,7,0.1,VI 95,180,1.6,1077,VI 45,246,0.533333333,701,-0.135662602,0.477121255,0.186497685,690,0.018404342,0.227644692,-0.064727511,,,,
2,19,5,0.1,VI 95,146,1.6,977,VI 45,299,0.533333333,816,-0.311318333,0.477121255,0.078204405,697,0.096919104,0.227644692,-0.148536593,,,,
2,19,3,0.1,VI 95,165,1.6,986,VI 45,277,0.533333333,757,-0.224995825,0.477121255,0.114781035,685,0.050623121,0.227644692,-0.10735029,,,,
2,19,4,0.1,VI 95,163,1.6,1017,VI 45,253,0.533333333,750,-0.190932917,0.477121255,0.13225969,674,0.036455379,0.227644692,-0.091098153,,,,
2,19,8,0.1,VI 95,193,1.6,1138,VI 45,264,0.533333333,691,-0.136046618,0.477121255,0.216664215,642,0.018508682,0.227644692,-0.064910733,,,,
2,19,9,0.1,VI 95,164,1.6,1026,VI 45,269,0.533333333,747,-0.214908432,0.477121255,0.137826759,630,0.046185634,0.227644692,-0.102537381,,,,
2,20,0,0.1,VI 120,84,0.533333333,185,VI 20,750,1.6,3707,-0.950781977,-0.477121255,-1.301850858,282,0.903986368,0.227644692,0.45363829,,,,
2,20,3,0.1,VI 120,82,0.533333333,194,VI 20,715,1.6,3450,-0.940492189,-0.477121255,-1.250017365,290,0.884525558,0.227644692,0.448728813,,,,
2,20,2,0.1,VI 120,87,0.533333333,193,VI 20,804,1.6,3907,-0.965736796,-0.477121255,-1.306286102,294,0.932647559,0.227644692,0.460773552,,,,
2,20,1,0.1,VI 120,75,0.533333333,227,VI 20,702,1.6,3466,-0.971275849,-0.477121255,-1.183802701,302,0.943376774,0.227644692,0.463416352,,,,
2,20,4,0.1,VI 120,70,0.533333333,164,VI 20,785,1.6,3986,-1.049771617,-0.477121255,-1.385693446,269,1.102020447,0.227644692,0.500868351,,,,
2,20,5,0.1,VI 120,72,0.533333333,175,VI 20,765,1.6,3642,-1.026328939,-0.477121255,-1.318301893,254,1.05335109,0.227644692,0.489683351,,,,
2,20,6,0.1,VI 120,77,0.533333333,166,VI 20,740,1.6,3638,-0.982740995,-0.477121255,-1.340754607,240,0.965779862,0.227644692,0.468886616,,,,
2,20,7,0.1,VI 120,75,0.533333333,190,VI 20,782,1.6,3820,-1.01814549,-0.477121255,-1.303309762,272,1.036620238,0.227644692,0.485778854,,,,
2,20,8,0.1,VI 120,77,0.533333333,183,VI 20,752,1.6,3647,-0.989727115,-0.477121255,-1.299484674,280,0.979559763,0.227644692,0.472219843,,,,
2,21,1,0.1,VI 120,98,0.64516129,328,VI 20,628,1.052631579,1981,-0.806733568,-0.212608093,-0.781010632,468,0.65081905,0.045202201,0.171518085,,,,
2,20,9,0.1,VI 120,95,0.533333333,192,VI 20,728,1.6,3495,-0.884407774,-0.477121255,-1.260145951,300,0.782177111,0.227644692,0.421969747,,,,
2,21,2,0.1,VI 120,103,0.64516129,342,VI 20,596,1.052631579,2015,-0.762409035,-0.212608093,-0.770248944,456,0.581267537,0.045202201,0.162094331,,,,
2,21,0,0.1,VI 120,104,0.64516129,327,VI 20,675,1.052631579,2140,-0.812270434,-0.212608093,-0.815866021,427,0.659783257,0.045202201,0.172695268,,,,
2,21,3,0.1,VI 120,110,0.64516129,364,VI 20,629,1.052631579,2069,-0.75725796,-0.212608093,-0.754659107,480,0.573439618,0.045202201,0.160999171,,,,
2,21,4,0.1,VI 120,91,0.64516129,292,VI 20,678,1.052631579,2241,-0.872188302,-0.212608093,-0.885059005,422,0.760712433,0.045202201,0.185434291,,,,
2,21,5,0.1,VI 120,99,0.64516129,344,VI 20,641,1.052631579,2132,-0.811222835,-0.212608093,-0.792228758,447,0.658082488,0.045202201,0.17247254,,,,
2,21,6,0.1,VI 120,97,0.64516129,316,VI 20,647,1.052631579,2174,-0.824132546,-0.212608093,-0.837572457,408,0.679194454,0.045202201,0.175217249,,,,
2,21,7,0.1,VI 120,106,0.64516129,386,VI 20,579,1.052631579,1891,-0.737372698,-0.212608093,-0.690104224,494,0.543718496,0.045202201,0.156771403,,,,
2,21,8,0.1,VI 120,113,0.64516129,395,VI 20,591,1.052631579,1924,-0.718509037,-0.212608093,-0.687607972,462,0.516255237,0.045202201,0.152760836,,,,
2,21,9,0.1,VI 120,101,0.64516129,323,VI 20,646,1.052631579,2066,-0.805911144,-0.212608093,-0.805927795,415,0.649492772,0.045202201,0.171343231,,,,
2,22,0,0.1,VI 120,133,0.8,468,VI 20,582,0.8,1552,-0.641071344,0,-0.520645864,564,0.410972468,0,0,,,,
2,22,1,0.1,VI 120,133,0.8,534,VI 20,538,0.8,1479,-0.606930635,0,-0.442426917,588,0.368364795,0,0,,,,
2,22,2,0.1,VI 120,128,0.8,488,VI 20,565,0.8,1487,-0.644838478,0,-0.483891147,613,0.415816663,0,0,,,,
2,22,3,0.1,VI 120,116,0.8,465,VI 20,556,0.8,1456,-0.680616802,0,-0.495708422,529,0.463239232,0,0,,,,
2,22,5,0.1,VI 120,123,0.8,537,VI 20,538,0.8,1415,-0.640877164,0,-0.420782154,559,0.41072354,0,0,,,,
2,22,7,0.1,VI 120,120,0.8,494,VI 20,557,0.8,1467,-0.666673949,0,-0.472703165,559,0.444454154,0,0,,,,
2,22,6,0.1,VI 120,139,0.8,487,VI 20,549,0.8,1417,-0.596557544,0,-0.463840889,569,0.355880904,0,0,,,,
2,22,4,0.1,VI 120,119,0.8,426,VI 20,600,0.8,1595,-0.702604289,0,-0.573351088,505,0.493652787,0,0,,,,
2,22,8,0.1,VI 120,129,0.8,520,VI 20,525,0.8,1389,-0.609569593,0,-0.426698902,600,0.371575089,0,0,,,,
2,22,9,0.1,VI 120,128,0.8,516,VI 20,587,0.8,1505,-0.661428132,0,-0.464886798,572,0.437487173,0,0,,,,
2,23,1,0.1,VI 120,136,1.052631579,642,VI 20,505,0.64516129,1162,-0.56975247,0.212608093,-0.2576711,612,0.324617877,0.045202201,-0.121133986,,,,
2,23,0,0.1,VI 120,123,1.052631579,615,VI 20,489,0.64516129,1175,-0.599403748,0.212608093,-0.281162751,664,0.359284853,0.045202201,-0.127438088,,,,
2,23,3,0.1,VI 120,121,1.052631579,611,VI 20,558,0.64516129,1295,-0.663848829,0.212608093,-0.326228558,648,0.440695267,0.045202201,-0.141139633,,,,
2,23,2,0.1,VI 120,124,1.052631579,577,VI 20,555,0.64516129,1274,-0.650871298,0.212608093,-0.343993615,615,0.423633447,0.045202201,-0.138380505,,,,
2,23,4,0.1,VI 120,118,1.052631579,574,VI 20,535,0.64516129,1251,-0.656471775,0.212608093,-0.338345417,630,0.430955191,0.045202201,-0.139571212,,,,
2,23,5,0.1,VI 120,122,1.052631579,566,VI 20,512,0.64516129,1155,-0.62291013,0.212608093,-0.309765553,624,0.38801703,0.045202201,-0.132435735,,,,
2,23,6,0.1,VI 120,119,1.052631579,630,VI 20,498,0.64516129,1161,-0.621682381,0.212608093,-0.26549167,607,0.386488983,0.045202201,-0.132174705,,,,
2,23,7,0.1,VI 120,122,1.052631579,577,VI 20,508,0.64516129,1191,-0.619503882,0.212608093,-0.314735948,589,0.383785059,0.045202201,-0.131711539,,,,
2,23,8,0.1,VI 120,126,1.052631579,650,VI 20,477,0.64516129,1108,-0.578147834,0.212608093,-0.231626404,623,0.334254918,0.045202201,-0.122918908,,,,
2,23,9,0.1,VI 120,120,1.052631579,548,VI 20,524,0.64516129,1196,-0.640150041,0.212608093,-0.338950621,568,0.409792075,0.045202201,-0.136101079,,,,
2,24,0,0.1,VI 120,132,1.6,840,VI 20,451,0.533333333,946,-0.533602611,0.477121255,-0.05161185,687,0.284731746,0.227644692,-0.254593147,,,,
2,24,1,0.1,VI 120,124,1.6,793,VI 20,444,0.533333333,974,-0.553961285,0.477121255,-0.08928577,637,0.306873105,0.227644692,-0.264306703,,,,
2,24,2,0.1,VI 120,150,1.6,839,VI 20,464,0.533333333,978,-0.490426721,0.477121255,-0.066576894,656,0.240518369,0.227644692,-0.233993013,,,,
2,24,3,0.1,VI 120,127,1.6,752,VI 20,490,0.533333333,1032,-0.586392359,0.477121255,-0.137461857,623,0.343855999,0.227644692,-0.279780258,,,,
2,24,4,0.1,VI 120,124,1.6,757,VI 20,470,0.533333333,1021,-0.578676173,0.477121255,-0.129929863,582,0.334866113,0.227644692,-0.276098702,,,,
2,24,5,0.1,VI 120,134,1.6,789,VI 20,468,0.533333333,993,-0.543141055,0.477121255,-0.099872245,648,0.295002205,0.227644692,-0.259144142,,,,
2,24,6,0.1,VI 120,123,1.6,815,VI 20,455,0.533333333,987,-0.568106285,0.477121255,-0.083159544,636,0.322744751,0.227644692,-0.271055584,,,,
2,24,7,0.1,VI 120,113,1.6,776,VI 20,464,0.533333333,1021,-0.613439537,0.477121255,-0.119164021,609,0.376308066,0.227644692,-0.292685042,,,,
2,24,8,0.1,VI 120,109,1.6,734,VI 20,433,0.533333333,946,-0.599061398,0.477121255,-0.110195076,653,0.358874559,0.227644692,-0.285824926,,,,
2,24,9,0.1,VI 120,124,1.6,784,VI 20,445,0.533333333,957,-0.554938326,0.477121255,-0.086595875,654,0.307956545,0.227644692,-0.26477287,,,,
