net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,30034.73862,,
0,0,0,0.15,VI 20,829,0.533333333,6389,VI 120,127,1.6,2169,0.81475081,-0.477121255,0.469173336,1579,,0.437262774,0.819868239,-0.001814842
0,0,1,0.15,VI 20,805,0.533333333,6177,VI 120,147,1.6,2406,0.738478546,-0.477121255,0.409481978,1644,,0.003074773,0.001857526,0.001014907
0,0,2,0.15,VI 20,798,0.533333333,6134,VI 120,138,1.6,2383,0.762123805,-0.477121255,0.410619729,1702,,0.998881841,0.016047047,#N/A
0,0,3,0.15,VI 20,792,0.533333333,6081,VI 120,148,1.6,2490,0.728463466,-0.477121255,0.387775656,1690,,110325.878,247,#N/A
0,0,4,0.15,VI 20,752,0.533333333,5921,VI 120,135,1.6,2349,0.745884072,-0.477121255,0.401512044,1691,,56.81952678,0.063604403,#N/A
0,0,5,0.15,VI 20,806,0.533333333,6114,VI 120,146,1.6,2486,0.741982186,-0.477121255,0.39082431,1696,,,,
0,0,6,0.15,VI 20,783,0.533333333,5977,VI 120,153,1.6,2581,0.709070331,-0.477121255,0.364695251,1668,,,,
0,0,7,0.15,VI 20,777,0.533333333,6001,VI 120,145,1.6,2474,0.729053017,-0.477121255,0.384823931,1700,,,,
0,0,8,0.15,VI 20,770,0.533333333,6072,VI 120,137,1.6,2358,0.749770158,-0.477121255,0.410787962,1653,,,,
0,1,0,0.15,VI 20,832,0.64516129,6828,VI 120,139,1.052631579,1925,0.777108526,-0.212608093,0.549862779,1570,,,,
0,0,9,0.15,VI 20,819,0.533333333,6298,VI 120,119,1.6,2188,0.83773694,-0.477121255,0.459155339,1548,,,,
0,1,2,0.15,VI 20,767,0.64516129,6504,VI 120,127,1.052631579,1907,0.780991643,-0.212608093,0.53282984,1599,,,,
0,1,1,0.15,VI 20,828,0.64516129,6862,VI 120,121,1.052631579,1840,0.835244966,-0.212608093,0.571632891,1516,,,,
0,1,3,0.15,VI 20,830,0.64516129,6827,VI 120,127,1.052631579,1860,0.815274371,-0.212608093,0.564716959,1564,,,,
0,1,4,0.15,VI 20,814,0.64516129,6667,VI 120,138,1.052631579,1955,0.770745318,-0.212608093,0.532783693,1630,,,,
0,1,6,0.15,VI 20,758,0.64516129,6543,VI 120,126,1.052631579,1919,0.779298661,-0.212608093,0.532701946,1543,,,,
0,1,5,0.15,VI 20,829,0.64516129,6844,VI 120,119,1.052631579,1773,0.843007569,-0.212608093,0.586601265,1548,,,,
0,1,7,0.15,VI 20,827,0.64516129,6922,VI 120,148,1.052631579,2064,0.747243794,-0.212608093,0.525521902,1734,,,,
0,1,8,0.15,VI 20,856,0.64516129,7081,VI 120,135,1.052631579,1987,0.802139996,-0.212608093,0.551896727,1637,,,,
0,1,9,0.15,VI 20,801,0.64516129,6825,VI 120,147,1.052631579,2079,0.736315181,-0.212608093,0.516248166,1694,,,,
0,2,0,0.15,VI 20,866,0.8,7642,VI 120,127,0.8,1544,0.833714171,0,0.694559737,1476,,,,
0,2,1,0.15,VI 20,875,0.8,7761,VI 120,130,0.8,1542,0.828064701,0,0.70183331,1507,,,,
0,2,3,0.15,VI 20,870,0.8,7668,VI 120,126,0.8,1544,0.839148708,0,0.696034808,1529,,,,
0,2,2,0.15,VI 20,861,0.8,7533,VI 120,135,0.8,1709,0.804669383,0,0.644225905,1472,,,,
0,2,4,0.15,VI 20,837,0.8,7473,VI 120,140,0.8,1730,0.776597422,0,0.635448879,1492,,,,
0,2,5,0.15,VI 20,812,0.8,7403,VI 120,127,0.8,1584,0.805752308,0,0.669652572,1498,,,,
0,2,6,0.15,VI 20,856,0.8,7600,VI 120,115,0.8,1513,0.871775924,0,0.700974664,1330,,,,
0,2,7,0.15,VI 20,811,0.8,7269,VI 120,158,0.8,1850,0.710363767,0,0.59430294,1586,,,,
0,2,8,0.15,VI 20,847,0.8,7791,VI 120,122,0.8,1508,0.84152358,0,0.713191863,1474,,,,
0,2,9,0.15,VI 20,854,0.8,7656,VI 120,132,0.8,1637,0.810883939,0,0.669953245,1550,,,,
0,3,0,0.15,VI 20,881,1.052631579,8520,VI 120,118,0.64516129,1303,0.873093901,0.212608093,0.815495179,1430,,,,
0,3,1,0.15,VI 20,898,1.052631579,8609,VI 120,138,0.64516129,1402,0.81339725,0.212608093,0.788204694,1434,,,,
0,3,2,0.15,VI 20,878,1.052631579,8370,VI 120,119,0.64516129,1310,0.867947555,0.212608093,0.805454162,1349,,,,
0,3,3,0.15,VI 20,894,1.052631579,8381,VI 120,144,0.64516129,1541,0.792975027,0.212608093,0.735493202,1538,,,,
0,3,4,0.15,VI 20,865,1.052631579,8267,VI 120,140,0.64516129,1546,0.790888072,0.212608093,0.728138448,1488,,,,
0,3,5,0.15,VI 20,876,1.052631579,8524,VI 120,131,0.64516129,1341,0.825232811,0.212608093,0.803214663,1336,,,,
0,3,6,0.15,VI 20,884,1.052631579,8513,VI 120,130,0.64516129,1364,0.832508913,0.212608093,0.795268263,1436,,,,
0,3,7,0.15,VI 20,871,1.052631579,8529,VI 120,148,0.64516129,1501,0.76975644,0.212608093,0.754517422,1452,,,,
0,3,8,0.15,VI 20,863,1.052631579,8355,VI 120,146,0.64516129,1531,0.77165794,0.212608093,0.736971264,1566,,,,
0,3,9,0.15,VI 20,890,1.052631579,8410,VI 120,124,0.64516129,1387,0.855968321,0.212608093,0.782719535,1344,,,,
0,4,0,0.15,VI 20,883,1.6,9496,VI 120,119,0.533333333,1080,0.870413742,0.477121255,0.94411695,1232,,,,
0,4,1,0.15,VI 20,882,1.6,9414,VI 120,142,0.533333333,1262,0.793180241,0.477121255,0.872714839,1380,,,,
0,4,2,0.15,VI 20,872,1.6,9304,VI 120,125,0.533333333,1151,0.843606472,0.477121255,0.907594378,1254,,,,
0,4,4,0.15,VI 20,897,1.6,9465,VI 120,135,0.533333333,1139,0.822458675,0.477121255,0.919596894,1286,,,,
0,4,3,0.15,VI 20,875,1.6,9253,VI 120,132,0.533333333,1220,0.821434122,0.477121255,0.879922731,1280,,,,
0,4,5,0.15,VI 20,952,1.6,9717,VI 120,134,0.533333333,1237,0.85153215,0.477121255,0.895162503,1348,,,,
0,4,6,0.15,VI 20,831,1.6,8986,VI 120,122,0.533333333,1197,0.833241193,0.477121255,0.875472264,1266,,,,
0,4,7,0.15,VI 20,853,1.6,9357,VI 120,122,0.533333333,1137,0.8445892,0.477121255,0.915376165,1247,,,,
0,4,8,0.15,VI 20,943,1.6,9563,VI 120,133,0.533333333,1221,0.850660052,0.477121255,0.893878492,1292,,,,
0,4,9,0.15,VI 20,864,1.6,9175,VI 120,126,0.533333333,1211,0.836143197,0.477121255,0.87946193,1346,,,,
0,5,1,0.15,VI 45,357,0.533333333,3539,VI 95,183,1.6,3258,0.290217126,-0.477121255,0.035929483,1573,,,,
0,5,0,0.15,VI 45,414,0.533333333,3871,VI 95,156,1.6,2895,0.423875743,-0.477121255,0.126174603,1626,,,,
0,5,2,0.15,VI 45,398,0.533333333,3838,VI 95,159,1.6,3007,0.398485948,-0.477121255,0.105971542,1609,,,,
0,5,3,0.15,VI 45,347,0.533333333,3386,VI 95,191,1.6,3326,0.259296108,-0.477121255,0.007764709,1519,,,,
0,5,4,0.15,VI 45,330,0.533333333,3289,VI 95,194,1.6,3320,0.23071221,-0.477121255,-0.00407421,1574,,,,
0,5,5,0.15,VI 45,373,0.533333333,3624,VI 95,186,1.6,3181,0.302195888,-0.477121255,0.05662452,1565,,,,
0,5,6,0.15,VI 45,331,0.533333333,3351,VI 95,182,1.6,3347,0.259756606,-0.477121255,0.000518715,1611,,,,
0,5,7,0.15,VI 45,351,0.533333333,3402,VI 95,186,1.6,3315,0.275794172,-0.477121255,0.011250777,1508,,,,
