net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,3,0,0.1,VI 60,299,1,2084,VI 24,585,1,2541,-0.291484678,0,-0.08610695,2208,0,0.262763404,0.004324996
-1,5,0,0.1,VI 120,151,1,1977,VI 20,796,1,2992,-0.72193612,0,-0.17995492,2351,0,0.016243136,0.006515207
-1,7,0,0.1,VI 26.7,549,1,2294,VI 48,334,1,1891,0.215825878,0,0.083901885,2019,0.970511124,0.021608434,#N/A
-1,0,0,0.1,VI 34.3,489,1,2299,VI 34.3,451,1,2255,0.035132317,0,0.008392425,2210,131.6443704,8,#N/A
-1,8,0,0.1,VI 24,576,1,2224,VI 60,268,1,1697,0.332287689,0,0.117452941,1881,0.122935946,0.003735395,#N/A
-1,6,0,0.1,VI 30,504,1,2221,VI 40,391,1,1959,0.110253779,0,0.054514123,2095,,,
-1,10,0,0.1,VI 20,789,1,3166,VI 120,168,1,2241,0.671767721,0,0.150069054,2669,,,
-1,4,0,0.1,VI 80,240,1,2932,VI 21.8,783,1,3827,-0.51355052,0,-0.115694496,3272,,,
-1,9,0,0.1,VI 21.8,665,1,2613,VI 80,228,1,1921,0.464886798,0,0.133612045,2129,,,
-1,1,0,0.1,VI 40,424,1,2183,VI 30,506,1,2332,-0.07678466,0,-0.02867481,2209,,,
-1,2,0,0.1,VI 48,332,1,1815,VI 26.7,573,1,2247,-0.237016538,0,-0.092726443,1940,,,
