net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers
-1,0,0,0.1,VI 34.3,0,1.0,0,VI 34.3,614,1.0,20000,,0.0,,0
-1,1,0,0.1,VI 40,477,1.0,20000,VI 30,0,1.0,0,,0.0,,0
-1,2,0,0.1,VI 48,452,1.0,20000,VI 26.7,0,1.0,0,,0.0,,0
-1,3,0,0.1,VI 60,315,1.0,20000,VI 24,0,1.0,0,,0.0,,0
-1,4,0,0.1,VI 80,0,1.0,0,VI 21.8,912,1.0,20000,,0.0,,0
-1,5,0,0.1,VI 120,0,1.0,0,VI 20,947,1.0,20000,,0.0,,0
-1,6,0,0.1,VI 30,0,1.0,0,VI 40,508,1.0,20000,,0.0,,0
-1,7,0,0.1,VI 26.7,0,1.0,0,VI 48,425,1.0,20000,,0.0,,0
-1,8,0,0.1,VI 24,841,1.0,20000,VI 60,0,1.0,0,,0.0,,0
-1,9,0,0.1,VI 21.8,883,1.0,20000,VI 80,0,1.0,0,,0.0,,0
-1,10,0,0.1,VI 20,989,1.0,20000,VI 120,0,1.0,0,,0.0,,0
