run_index,repetition_index,Sch 1,R1,B1,M1,Sch 2,R2,B2,M2,log(R1/R2),log(B1/B2),log(M1/M2),Changeovers
4,8,VI 20,119,119,1.6,VI 120,110,2088,0.533,0.034154276,-1.244183533,0.477392774,231
4,9,VI 20,113,113,1.6,VI 120,128,2332,0.533,-0.054131526,-1.314650103,0.477392774,209
5,0,VI 45,397,6883,0.533,VI 95,111,223,1.6,0.553467528,1.489472907,-0.477392774,420
5,1,VI 45,411,7123,0.533,VI 95,123,219,1.6,0.52393671,1.51221883,-0.477392774,418
5,2,VI 45,395,6980,0.533,VI 95,112,205,1.6,0.547379073,1.532101562,-0.477392774,383
5,3,VI 45,442,7455,0.533,VI 95,115,195,1.6,0.584724429,1.582413036,-0.477392774,369
5,4,VI 45,407,7109,0.533,VI 95,112,217,1.6,0.560376387,1.51534878,-0.477392774,414
5,5,VI 45,433,7518,0.533,VI 95,112,228,1.6,0.587269874,1.518167474,-0.477392774,428
5,6,VI 45,434,7264,0.533,VI 95,117,209,1.6,0.569303868,1.541029549,-0.477392774,402
5,7,VI 45,402,7150,0.533,VI 95,111,214,1.6,0.558903074,1.523892268,-0.477392774,408
5,8,VI 45,410,7078,0.533,VI 95,104,188,1.6,0.595750517,1.575752709,-0.477392774,356
5,9,VI 45,425,7418,0.533,VI 95,109,209,1.6,0.590962432,1.550140543,-0.477392774,386
6,0,VI 45,393,5735,0.645,VI 95,160,696,1.05,0.390272568,0.915924183,-0.211629584,861
6,1,VI 45,391,5525,0.645,VI 95,176,790,1.05,0.34666409,0.844705191,-0.211629584,939
6,2,VI 45,384,5611,0.645,VI 95,160,807,1.05,0.380211242,0.842166734,-0.211629584,936
6,3,VI 45,414,5855,0.645,VI 95,155,741,1.05,0.426668643,0.897708691,-0.211629584,914
6,4,VI 45,392,5524,0.645,VI 95,152,738,1.05,0.411442479,0.874197308,-0.211629584,885
6,5,VI 45,396,5763,0.645,VI 95,150,748,1.05,0.421603927,0.886747022,-0.211629584,912
6,6,VI 45,381,5516,0.645,VI 95,153,747,1.05,0.396233545,0.868303656,-0.211629584,889
6,7,VI 45,384,5651,0.645,VI 95,158,769,1.05,0.385674137,0.866198967,-0.211629584,964
6,8,VI 45,412,5972,0.645,VI 95,131,607,1.05,0.49762592,0.992931108,-0.211629584,834
6,9,VI 45,377,5605,0.645,VI 95,126,685,1.05,0.475970805,0.912885045,-0.211629584,876
7,0,VI 45,342,3707,0.8,VI 95,169,2017,0.8,0.306139401,0.264316688,0,1142
7,1,VI 45,359,3879,0.8,VI 95,180,2090,0.8,0.299821943,0.268573493,0,1172
7,2,VI 45,374,3974,0.8,VI 95,171,2016,0.8,0.339875492,0.294737335,0,1205
7,3,VI 45,380,4094,0.8,VI 95,148,1793,0.8,0.409521881,0.358567549,0,1132
7,4,VI 45,362,3979,0.8,VI 95,163,1933,0.8,0.346520966,0.313542085,0,1188
7,5,VI 45,365,3952,0.8,VI 95,181,2124,0.8,0.30461429,0.269662424,0,1318
7,6,VI 45,354,3730,0.8,VI 95,183,2118,0.8,0.286552172,0.245782876,0,1200
7,7,VI 45,378,3922,0.8,VI 95,195,2099,0.8,0.287457188,0.271495151,0,1141
7,8,VI 45,362,3833,0.8,VI 95,189,2108,0.8,0.282246766,0.259668213,0,1218
7,9,VI 45,385,4060,0.8,VI 95,178,1962,0.8,0.335040727,0.315827031,0,1206
8,0,VI 45,294,1217,1.05,VI 95,179,3102,0.645,0.215494299,-0.406351215,0.211629584,1020
8,1,VI 45,303,1267,1.05,VI 95,169,2937,0.645,0.253555924,-0.365127332,0.211629584,930
8,2,VI 45,279,1176,1.05,VI 95,179,3082,0.645,0.192751172,-0.418425313,0.211629584,922
8,3,VI 45,306,1240,1.05,VI 95,159,2886,0.645,0.284324302,-0.366874642,0.211629584,944
8,4,VI 45,303,1281,1.05,VI 95,184,3034,0.645,0.216624805,-0.374466447,0.211629584,959
8,5,VI 45,325,1276,1.05,VI 95,169,2792,0.645,0.283996656,-0.34006474,0.211629584,1026
8,6,VI 45,296,1187,1.05,VI 95,184,3035,0.645,0.206473888,-0.407707976,0.211629584,1017
8,7,VI 45,320,1246,1.05,VI 95,190,3190,0.645,0.226396377,-0.408272641,0.211629584,1028
8,8,VI 45,293,1210,1.05,VI 95,177,3005,0.645,0.218894354,-0.395059106,0.211629584,914
8,9,VI 45,295,1248,1.05,VI 95,172,2935,0.645,0.234293569,-0.37139352,0.211629584,943
9,0,VI 45,113,116,1.6,VI 95,154,2682,0.533,-0.134442277,-1.364000784,0.477392774,229
9,1,VI 45,112,121,1.6,VI 95,145,2530,0.533,-0.11214998,-1.320335151,0.477392774,234
9,2,VI 45,118,119,1.6,VI 95,147,2485,0.533,-0.095435327,-1.319779432,0.477392774,227
9,3,VI 45,116,123,1.6,VI 95,134,2370,0.533,-0.062646809,-1.284843235,0.477392774,235
9,4,VI 45,114,128,1.6,VI 95,155,2730,0.533,-0.133426847,-1.328952677,0.477392774,245
9,5,VI 45,119,123,1.6,VI 95,145,2504,0.533,-0.085821041,-1.308729213,0.477392774,234
9,6,VI 45,114,118,1.6,VI 95,133,2428,0.533,-0.06694679,-1.313366675,0.477392774,223
9,7,VI 45,117,126,1.6,VI 95,159,2701,0.533,-0.133211263,-1.331154039,0.477392774,246
9,8,VI 45,115,122,1.6,VI 95,149,2529,0.533,-0.112488428,-1.316588999,0.477392774,242
9,9,VI 45,117,126,1.6,VI 95,139,2325,0.533,-0.074828939,-1.266052412,0.477392774,241
10,0,VI 70,247,5149,0.533,VI 70,125,176,1.6,0.29578694,1.466210224,-0.477392774,340
10,1,VI 70,225,4899,0.533,VI 70,123,173,1.6,0.262277407,1.452061336,-0.477392774,326
10,2,VI 70,258,5313,0.533,VI 70,119,187,1.6,0.336072745,1.453498209,-0.477392774,347
10,3,VI 70,262,5390,0.533,VI 70,124,177,1.6,0.324879606,1.483615499,-0.477392774,344
10,4,VI 70,266,5533,0.533,VI 70,131,168,1.6,0.307610341,1.517651388,-0.477392774,322
10,5,VI 70,270,5410,0.533,VI 70,123,177,1.6,0.341458653,1.485223999,-0.477392774,341
10,6,VI 70,251,5249,0.533,VI 70,121,158,1.6,0.316888351,1.521419486,-0.477392774,304
10,7,VI 70,263,5318,0.533,VI 70,132,159,1.6,0.299381817,1.524351209,-0.477392774,316
10,8,VI 70,259,5210,0.533,VI 70,123,161,1.6,0.323394653,1.510011847,-0.477392774,310
10,9,VI 70,267,5532,0.533,VI 70,127,182,1.6,0.32270754,1.482810783,-0.477392774,346
11,0,VI 70,274,4349,0.645,VI 70,192,898,1.05,0.154449334,0.685113071,-0.211629584,992
11,1,VI 70,266,4288,0.645,VI 70,197,920,1.05,0.13041541,0.668466949,-0.211629584,954
11,2,VI 70,273,4224,0.645,VI 70,211,993,1.05,0.111880192,0.628774661,-0.211629584,1022
11,3,VI 70,254,4097,0.645,VI 70,191,876,1.05,0.123800349,0.669961858,-0.211629584,888
11,4,VI 70,236,3910,0.645,VI 70,206,956,1.05,0.059044783,0.611718865,-0.211629584,974
11,5,VI 70,252,4022,0.645,VI 70,204,941,1.05,0.091770373,0.630852443,-0.211629584,962
11,6,VI 70,236,3939,0.645,VI 70,207,993,1.05,0.056941658,0.598436732,-0.211629584,929
11,7,VI 70,233,3818,0.645,VI 70,208,993,1.05,0.049292586,0.584886676,-0.211629584,942
11,8,VI 70,258,4175,0.645,VI 70,222,984,1.05,0.065266732,0.627661381,-0.211629584,961
11,9,VI 70,240,3825,0.645,VI 70,215,1011,1.05,0.047772782,0.577880284,-0.211629584,942
12,0,VI 70,185,2271,0.8,VI 70,238,2978,0.8,-0.109405229,-0.117707559,0,1244
12,1,VI 70,211,2468,0.8,VI 70,239,2944,0.8,-0.054115446,-0.07659265,0,1205
12,2,VI 70,239,2779,0.8,VI 70,225,2630,0.8,0.026215383,0.023932798,0,1205
12,3,VI 70,241,2871,0.8,VI 70,216,2528,0.8,0.047563291,0.055256123,0,1187
12,4,VI 70,222,2659,0.8,VI 70,233,2677,0.8,-0.021002947,-0.002930034,0,1194
12,5,VI 70,215,2523,0.8,VI 70,244,2884,0.8,-0.054951366,-0.058078006,0,1221
12,6,VI 70,239,2869,0.8,VI 70,214,2566,0.8,0.047984128,0.048473896,0,1174
12,7,VI 70,220,2680,0.8,VI 70,224,2640,0.8,-0.007825338,0.006530867,0,1149
12,8,VI 70,236,2662,0.8,VI 70,210,2610,0.8,0.050692708,0.008567544,0,1194
12,9,VI 70,227,2616,0.8,VI 70,268,2947,0.8,-0.072108937,-0.051742396,0,1249
13,0,VI 70,220,1038,1.05,VI 70,226,3711,0.645,-0.011685758,-0.553293601,0.211629584,967
13,1,VI 70,189,945,1.05,VI 70,246,4001,0.645,-0.114473303,-0.626736743,0.211629584,970
13,2,VI 70,180,883,1.05,VI 70,247,4121,0.645,-0.137424448,-0.669041911,0.211629584,924
13,3,VI 70,207,946,1.05,VI 70,252,4062,0.645,-0.085430195,-0.632848783,0.211629584,892
13,4,VI 70,208,933,1.05,VI 70,259,4176,0.645,-0.095236429,-0.650878846,0.211629584,967
13,5,VI 70,221,983,1.05,VI 70,235,3847,0.645,-0.026675589,-0.592568668,0.211629584,962
13,6,VI 70,207,935,1.05,VI 70,270,4303,0.645,-0.115393419,-0.662959735,0.211629584,1052
13,7,VI 70,220,1027,1.05,VI 70,219,3781,0.645,0.001978566,-0.566036234,0.211629584,912
13,8,VI 70,186,901,1.05,VI 70,274,4504,0.645,-0.168237619,-0.698873591,0.211629584,894
13,9,VI 70,206,947,1.05,VI 70,235,3993,0.645,-0.057200642,-0.624949331,0.211629584,942
14,0,VI 70,106,118,1.6,VI 70,208,3452,0.533,-0.29275747,-1.46618878,0.477392774,230
14,1,VI 70,105,173,1.6,VI 70,202,3401,0.533,-0.28416207,-1.293560529,0.477392774,304
14,2,VI 70,109,142,1.6,VI 70,170,3035,0.533,-0.193022423,-1.329870351,0.477392774,257
14,3,VI 70,106,139,1.6,VI 70,221,3652,0.533,-0.319086408,-1.419515969,0.477392774,270
14,4,VI 70,114,154,1.6,VI 70,186,3121,0.533,-0.212608093,-1.306773048,0.477392774,286
14,5,VI 70,111,144,1.6,VI 70,206,3252,0.533,-0.268544242,-1.353788045,0.477392774,274
14,6,VI 70,115,128,1.6,VI 70,182,3003,0.533,-0.199373548,-1.370345363,0.477392774,245
14,7,VI 70,116,148,1.6,VI 70,212,3339,0.533,-0.261877872,-1.353354704,0.477392774,284
14,8,VI 70,113,143,1.6,VI 70,190,3147,0.533,-0.225675157,-1.342560705,0.477392774,274
14,9,VI 70,109,139,1.6,VI 70,211,3550,0.533,-0.286855957,-1.407213553,0.477392774,260
15,0,VI 95,209,4487,0.533,VI 45,134,140,1.6,0.193041488,1.505828034,-0.477392774,280
15,1,VI 95,174,3972,0.533,VI 45,128,137,1.6,0.133339279,1.462288673,-0.477392774,268
15,2,VI 95,195,4487,0.533,VI 45,121,138,1.6,0.207249241,1.512076983,-0.477392774,271
15,3,VI 95,179,4270,0.533,VI 45,129,134,1.6,0.142263321,1.503323077,-0.477392774,268
15,4,VI 95,194,4341,0.533,VI 45,133,136,1.6,0.163950089,1.504050877,-0.477392774,272
15,5,VI 95,177,4034,0.533,VI 45,128,138,1.6,0.140763297,1.465856807,-0.477392774,274
15,6,VI 95,185,4327,0.533,VI 45,126,140,1.6,0.166801183,1.49005886,-0.477392774,274
15,7,VI 95,194,4452,0.533,VI 45,125,136,1.6,0.190891717,1.515016247,-0.477392774,268
15,8,VI 95,169,3989,0.533,VI 45,121,130,1.6,0.145101334,1.486920684,-0.477392774,256
15,9,VI 95,188,4267,0.533,VI 45,126,137,1.6,0.173787304,1.493402076,-0.477392774,274
16,0,VI 95,185,3061,0.645,VI 45,292,1220,1.05,-0.198211123,0.399503499,-0.211629584,965
16,1,VI 95,168,2943,0.645,VI 45,305,1189,1.05,-0.258990558,0.393608407,-0.211629584,907
16,2,VI 95,202,3367,0.645,VI 45,282,1093,1.05,-0.144897739,0.488622954,-0.211629584,914
16,3,VI 95,185,3016,0.645,VI 45,297,1236,1.05,-0.205584721,0.387412866,-0.211629584,955
16,4,VI 95,162,2853,0.645,VI 45,303,1254,1.05,-0.271927614,0.357004235,-0.211629584,934
16,5,VI 95,191,3090,0.645,VI 45,318,1235,1.05,-0.221393753,0.398291522,-0.211629584,987
16,6,VI 95,178,3045,0.645,VI 45,301,1225,1.05,-0.228146493,0.395451208,-0.211629584,1026
16,7,VI 95,188,3042,0.645,VI 45,312,1182,1.05,-0.219996745,0.410541733,-0.211629584,965
16,8,VI 95,165,2797,0.645,VI 45,320,1284,1.05,-0.287666034,0.338127443,-0.211629584,952
16,9,VI 95,185,3169,0.645,VI 45,283,1192,1.05,-0.184614707,0.424645984,-0.211629584,947
17,0,VI 95,162,1867,0.8,VI 45,371,4029,0.8,-0.359858895,-0.334052949,0,1025
17,1,VI 95,164,1864,0.8,VI 45,390,4034,0.8,-0.376220759,-0.335289986,0,1194
17,2,VI 95,152,1774,0.8,VI 45,362,3998,0.8,-0.376864983,-0.352889174,0,1200
17,3,VI 95,168,1878,0.8,VI 45,366,3872,0.8,-0.338171804,-0.314239761,0,1222
17,4,VI 95,165,1979,0.8,VI 45,386,4050,0.8,-0.36910336,-0.311009229,0,1195
17,5,VI 95,197,2244,0.8,VI 45,366,3820,0.8,-0.269014859,-0.23104051,0,1238
17,6,VI 95,167,1859,0.8,VI 45,357,3957,0.8,-0.329951745,-0.32808666,0,1177
17,7,VI 95,177,2065,0.8,VI 45,364,3788,0.8,-0.313128117,-0.263489914,0,1162
17,8,VI 95,161,1938,0.8,VI 45,331,3801,0.8,-0.313002118,-0.292544097,0,1165
17,9,VI 95,189,2217,0.8,VI 45,379,3946,0.8,-0.302177406,-0.250391388,0,1215
18,0,VI 95,165,775,1.05,VI 45,364,5353,0.645,-0.343617439,-0.839295541,0.211629584,920
18,1,VI 95,151,707,1.05,VI 45,400,5757,0.645,-0.423083044,-0.910776816,0.211629584,850
18,2,VI 95,153,756,1.05,VI 45,372,5459,0.645,-0.385851509,-0.858591299,0.211629584,960
18,3,VI 95,170,764,1.05,VI 45,411,5726,0.645,-0.3833929,-0.874757985,0.211629584,900
18,4,VI 95,152,692,1.05,VI 45,375,5637,0.645,-0.39218768,-0.91094194,0.211629584,840
18,5,VI 95,146,736,1.05,VI 45,389,5653,0.645,-0.425596746,-0.885401171,0.211629584,920
18,6,VI 95,152,705,1.05,VI 45,378,5592,0.645,-0.395648212,-0.899378046,0.211629584,903
18,7,VI 95,149,752,1.05,VI 45,404,5774,0.645,-0.433195097,-0.885258939,0.211629584,919
18,8,VI 95,156,771,1.05,VI 45,389,5595,0.645,-0.396825003,-0.860745713,0.211629584,950
18,9,VI 95,155,710,1.05,VI 45,406,5955,0.645,-0.418194335,-0.923623417,0.211629584,882
19,0,VI 95,105,145,1.6,VI 45,306,4596,0.533,-0.464532127,-1.501012018,0.477392774,284
19,1,VI 95,101,171,1.6,VI 45,308,4716,0.533,-0.484229343,-1.440577686,0.477392774,329
19,2,VI 95,115,183,1.6,VI 45,295,4472,0.533,-0.409124176,-1.388050705,0.477392774,337
19,3,VI 95,96,157,1.6,VI 45,322,4810,0.533,-0.525584639,-1.486245424,0.477392774,292
19,4,VI 95,103,184,1.6,VI 45,312,4697,0.533,-0.481317369,-1.407002737,0.477392774,342
19,5,VI 95,103,166,1.6,VI 45,300,4636,0.533,-0.46428403,-1.446035339,0.477392774,321
19,6,VI 95,103,171,1.6,VI 45,316,4645,0.533,-0.486849858,-1.433989608,0.477392774,319
19,7,VI 95,102,176,1.6,VI 45,315,4796,0.533,-0.489710382,-1.435366507,0.477392774,327
19,8,VI 95,106,155,1.6,VI 45,306,4634,0.533,-0.460415561,-1.475624331,0.477392774,292
19,9,VI 95,101,168,1.6,VI 45,324,4772,0.533,-0.506223636,-1.453391153,0.477392774,322
20,0,VI 120,146,3751,0.533,VI 20,131,132,1.6,0.04708156,1.453573133,-0.477392774,263
20,1,VI 120,149,3618,0.533,VI 20,135,135,1.6,0.0428525,1.428134794,-0.477392774,269
20,2,VI 120,136,3467,0.533,VI 20,134,134,1.6,0.00643411,1.412849043,-0.477392774,268
20,3,VI 120,137,3547,0.533,VI 20,121,122,1.6,0.053935197,1.463501358,-0.477392774,243
20,4,VI 120,150,3780,0.533,VI 20,133,134,1.6,0.052239618,1.450387001,-0.477392774,268
20,5,VI 120,163,3954,0.533,VI 20,137,138,1.6,0.075467037,1.457157579,-0.477392774,276
20,6,VI 120,157,3834,0.533,VI 20,129,130,1.6,0.085309942,1.469708756,-0.477392774,259
20,7,VI 120,157,3652,0.533,VI 20,132,134,1.6,0.075325721,1.43542597,-0.477392774,268
20,8,VI 120,136,3410,0.533,VI 20,129,129,1.6,0.022949198,1.422164669,-0.477392774,258
20,9,VI 120,161,3920,0.533,VI 20,123,123,1.6,0.116920765,1.503380956,-0.477392774,246
21,0,VI 120,139,2260,0.645,VI 20,612,1862,1.05,-0.643736622,0.084128763,-0.211629584,956
21,1,VI 120,133,2137,0.645,VI 20,584,1797,1.05,-0.642561206,0.075256445,-0.211629584,885
21,2,VI 120,150,2336,0.645,VI 20,591,1787,1.05,-0.595496222,0.116348286,-0.211629584,851
21,3,VI 120,139,2197,0.645,VI 20,606,1892,1.05,-0.639457824,0.064908925,-0.211629584,841
21,4,VI 120,134,2130,0.645,VI 20,588,1843,1.05,-0.642272528,0.062854268,-0.211629584,860
21,5,VI 120,126,1954,0.645,VI 20,617,1951,1.05,-0.689914619,0.00066729,-0.211629584,857
21,6,VI 120,141,2252,0.645,VI 20,591,1826,1.05,-0.622368368,0.091067613,-0.211629584,944
21,7,VI 120,141,2201,0.645,VI 20,595,1823,1.05,-0.625297853,0.081833374,-0.211629584,884
21,8,VI 120,118,1982,0.645,VI 20,606,1986,1.05,-0.710590617,-0.000875594,-0.211629584,876
21,9,VI 120,130,2038,0.645,VI 20,592,1839,1.05,-0.658378354,0.04462245,-0.211629584,856
22,0,VI 120,122,1176,0.8,VI 20,834,7000,0.8,-0.83480622,-0.774690718,0,1025
22,1,VI 120,123,1246,0.8,VI 20,796,6717,0.8,-0.811007956,-0.731657306,0,1011
22,2,VI 120,130,1144,0.8,VI 20,876,7209,0.8,-0.828560754,-0.799449001,0,1126
22,3,VI 120,122,1112,0.8,VI 20,785,6679,0.8,-0.808509826,-0.778606656,0,1061
22,4,VI 120,96,973,0.8,VI 20,930,7487,0.8,-0.986211716,-0.886194993,0,824
22,5,VI 120,122,1238,0.8,VI 20,814,6816,0.8,-0.824264574,-0.740808937,0,987
22,6,VI 120,127,1208,0.8,VI 20,858,6994,0.8,-0.829683567,-0.762658694,0,981
22,7,VI 120,121,1169,0.8,VI 20,808,6874,0.8,-0.82462599,-0.769395017,0,1012
22,8,VI 120,114,1056,0.8,VI 20,834,7233,0.8,-0.864261199,-0.835654547,0,927
22,9,VI 120,137,1243,0.8,VI 20,831,6914,0.8,-0.782880457,-0.745258247,0,980
23,0,VI 120,121,467,1.05,VI 20,865,8865,0.645,-0.854230737,-1.278361859,0.211629584,734
23,1,VI 120,107,441,1.05,VI 20,864,9231,0.645,-0.907129965,-1.320810161,0.211629584,719
23,2,VI 120,119,477,1.05,VI 20,859,9119,0.645,-0.858446202,-1.281428837,0.211629584,772
23,3,VI 120,102,458,1.05,VI 20,866,9282,0.645,-0.92891772,-1.306776086,0.211629584,678
23,4,VI 120,105,451,1.05,VI 20,820,9051,0.645,-0.892624553,-1.302520023,0.211629584,651
23,5,VI 120,118,454,1.05,VI 20,877,9082,0.645,-0.871117586,-1.301125645,0.211629584,709
23,6,VI 120,105,426,1.05,VI 20,886,9481,0.645,-0.926244423,-1.347444547,0.211629584,682
23,7,VI 120,108,420,1.05,VI 20,888,9360,0.645,-0.91498921,-1.348026558,0.211629584,692
23,8,VI 120,109,435,1.05,VI 20,938,9618,0.645,-0.93477634,-1.344595516,0.211629584,666
23,9,VI 120,115,479,1.05,VI 20,916,9482,0.645,-0.901197633,-1.296564438,0.211629584,730
24,0,VI 120,94,145,1.6,VI 20,777,8796,0.533,-0.917293165,-1.782917218,0.477392774,282
24,1,VI 120,95,181,1.6,VI 20,722,8285,0.533,-0.880813592,-1.660613938,0.477392774,348
24,2,VI 120,87,176,1.6,VI 20,764,8643,0.533,-0.943574106,-1.691151845,0.477392774,342
24,3,VI 120,94,177,1.6,VI 20,823,9073,0.533,-0.942271982,-1.709777645,0.477392774,345
24,4,VI 120,90,167,1.6,VI 20,769,8645,0.533,-0.93168383,-1.714048526,0.477392774,322
24,5,VI 120,93,158,1.6,VI 20,815,8878,0.533,-0.94267466,-1.749658054,0.477392774,307
24,6,VI 120,93,159,1.6,VI 20,812,8932,0.533,-0.941073081,-1.74955159,0.477392774,316
24,7,VI 120,89,171,1.6,VI 20,715,8249,0.533,-0.904916035,-1.683405193,0.477392774,330
24,8,VI 120,91,172,1.6,VI 20,774,8633,0.533,-0.929699568,-1.700633294,0.477392774,334
24,9,VI 120,90,185,1.6,VI 20,813,8943,0.533,-0.955848036,-1.684311502,0.477392774,364
