net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,,,
0,0,0,0.1,VI 20,792,0.533333333,4090,VI 120,134,1.6,2093,0.771620383,-0.477121255,0.29095408,2017,,0.601335964,0.759254692,-0.001615361
0,0,1,0.1,VI 20,761,0.533333333,3891,VI 120,151,1.6,2252,0.702407709,-0.477121255,0.237492845,2104,,0.003118665,0.001916061,0.001028856
0,0,2,0.1,VI 20,846,0.533333333,4209,VI 120,149,1.6,2197,0.754184095,-0.477121255,0.282348869,2058,,0.998783785,0.0162675,#N/A
0,0,3,0.1,VI 20,762,0.533333333,3928,VI 120,143,1.6,2169,0.726618934,-0.477121255,0.257911927,2007,,101421.0466,247,#N/A
0,0,4,0.1,VI 20,781,0.533333333,3985,VI 120,157,1.6,2266,0.696751381,-0.477121255,0.24516842,2139,,53.67841559,0.06536399,#N/A
0,0,5,0.1,VI 20,734,0.533333333,3899,VI 120,133,1.6,2023,0.741844419,-0.477121255,0.284957352,1872,,,,
0,0,6,0.1,VI 20,782,0.533333333,4052,VI 120,134,1.6,2051,0.766101955,-0.477121255,0.295703776,2065,,,,
0,0,7,0.1,VI 20,760,0.533333333,3863,VI 120,141,1.6,2186,0.73159448,-0.477121255,0.247274551,1980,,,,
0,0,8,0.1,VI 20,816,0.533333333,4136,VI 120,147,1.6,2105,0.744372824,-0.477121255,0.29332843,1976,,,,
0,0,9,0.1,VI 20,781,0.533333333,4102,VI 120,140,1.6,2091,0.746522998,-0.477121255,0.292641623,2132,,,,
0,1,0,0.1,VI 20,831,0.64516129,4662,VI 120,143,1.052631579,1732,0.764264986,-0.212608093,0.430024382,1989,,,,
0,1,1,0.1,VI 20,764,0.64516129,4521,VI 120,147,1.052631579,1724,0.715776024,-0.212608093,0.418697246,1864,,,,
0,1,2,0.1,VI 20,852,0.64516129,4883,VI 120,161,1.052631579,1863,0.723613719,-0.212608093,0.418473869,2097,,,,
0,1,3,0.1,VI 20,823,0.64516129,4810,VI 120,152,1.052631579,1762,0.733556247,-0.212608093,0.436139172,2016,,,,
0,1,5,0.1,VI 20,794,0.64516129,4643,VI 120,126,1.052631579,1562,0.799449957,-0.212608093,0.473117654,1742,,,,
0,1,4,0.1,VI 20,817,0.64516129,4798,VI 120,122,1.052631579,1557,0.825862226,-0.212608093,0.488771631,1844,,,,
0,1,6,0.1,VI 20,805,0.64516129,4632,VI 120,143,1.052631579,1738,0.750459843,-0.212608093,0.425718779,1946,,,,
0,1,7,0.1,VI 20,835,0.64516129,4853,VI 120,154,1.052631579,1848,0.734165755,-0.212608093,0.419308324,2066,,,,
0,1,8,0.1,VI 20,842,0.64516129,4756,VI 120,135,1.052631579,1599,0.794978323,-0.212608093,0.473393382,1799,,,,
0,1,9,0.1,VI 20,860,0.64516129,4933,VI 120,118,1.052631579,1537,0.862616444,-0.212608093,0.506437248,1883,,,,
0,2,0,0.1,VI 20,862,0.8,5658,VI 120,144,0.8,1343,0.777144774,0,0.62458693,1760,,,,
0,2,1,0.1,VI 20,746,0.8,5067,VI 120,110,0.8,1283,0.831346142,0,0.596524248,1685,,,,
0,2,2,0.1,VI 20,870,0.8,5697,VI 120,162,0.8,1527,0.730004238,0,0.571807182,1964,,,,
0,2,3,0.1,VI 20,790,0.8,5211,VI 120,148,0.8,1457,0.727365376,0,0.553461521,1826,,,,
0,2,4,0.1,VI 20,886,0.8,5704,VI 120,144,0.8,1372,0.78907123,0,0.618825405,1824,,,,
0,2,5,0.1,VI 20,856,0.8,5444,VI 120,150,0.8,1516,0.756382506,0,0.555218915,1892,,,,
0,2,6,0.1,VI 20,800,0.8,5320,VI 120,127,0.8,1334,0.799286266,0,0.600755803,1702,,,,
0,2,7,0.1,VI 20,825,0.8,5478,VI 120,148,0.8,1410,0.746192233,0,0.589402915,1814,,,,
0,2,8,0.1,VI 20,789,0.8,5174,VI 120,125,0.8,1401,0.80016699,0,0.567388289,1719,,,,
0,2,9,0.1,VI 20,801,0.8,5161,VI 120,155,0.8,1538,0.713300818,0,0.525777524,1889,,,,
0,3,0,0.1,VI 20,834,1.052631579,6406,VI 120,139,0.64516129,1204,0.77815125,0.212608093,0.725960447,1702,,,,
0,3,1,0.1,VI 20,884,1.052631579,6643,VI 120,137,0.64516129,1115,0.809731698,0.212608093,0.775089385,1541,,,,
0,3,2,0.1,VI 20,831,1.052631579,6453,VI 120,135,0.64516129,1103,0.789267255,0.212608093,0.767186153,1571,,,,
0,3,3,0.1,VI 20,826,1.052631579,6235,VI 120,147,0.64516129,1220,0.749662713,0.212608093,0.708476627,1705,,,,
0,3,4,0.1,VI 20,899,1.052631579,6554,VI 120,129,0.64516129,1113,0.843169981,0.212608093,0.770011273,1626,,,,
0,3,5,0.1,VI 20,885,1.052631579,6613,VI 120,126,0.64516129,1159,0.846572726,0.212608093,0.756315087,1614,,,,
0,3,6,0.1,VI 20,880,1.052631579,6638,VI 120,147,0.64516129,1187,0.777165337,0.212608093,0.747586529,1756,,,,
0,3,7,0.1,VI 20,890,1.052631579,6624,VI 120,141,0.64516129,1133,0.800170894,0.212608093,0.766890414,1608,,,,
0,3,8,0.1,VI 20,935,1.052631579,6648,VI 120,132,0.64516129,1130,0.85023768,0.212608093,0.769612567,1598,,,,
0,3,9,0.1,VI 20,878,1.052631579,6491,VI 120,137,0.64516129,1121,0.806773949,0.212608093,0.762705997,1626,,,,
0,4,0,0.1,VI 20,887,1.6,7995,VI 120,140,0.533333333,1024,0.801795584,0.477121255,0.892518511,1602,,,,
0,4,1,0.1,VI 20,850,1.6,7779,VI 120,127,0.533333333,928,0.825615205,0.477121255,0.923375795,1490,,,,
0,4,2,0.1,VI 20,924,1.6,8171,VI 120,121,0.533333333,915,0.882886601,0.477121255,0.950854116,1416,,,,
0,4,3,0.1,VI 20,941,1.6,8232,VI 120,149,0.533333333,970,0.800403355,0.477121255,0.928733627,1450,,,,
0,4,4,0.1,VI 20,885,1.6,7958,VI 120,139,0.533333333,990,0.80392847,0.477121255,0.90516874,1473,,,,
0,4,5,0.1,VI 20,825,1.6,7643,VI 120,124,0.533333333,948,0.823032263,0.477121255,0.906455522,1450,,,,
