run_index,repetition_index,R1,B1,R2,B2,log(R1/R2),log(B1/B2)
0,1,1074,5993,1061,5946,0.005288897462196119,0.003419372827565948
0,0,1120,6205,1084,6099,0.01418874046781349,0.007483152477047581
0,4,1121,6140,1128,6204,-0.0027034870523503455,-0.004503418000399673
0,3,1031,5986,1068,5958,-0.015312587409021078,0.002036213625147744
0,2,1130,6286,1092,6101,0.014855805114701337,0.012973351689173681
0,5,1069,6187,1056,5902,0.005313787010984523,0.0204809108560602
0,7,1064,6026,1149,6161,-0.0333784007292558,-0.00962208145607125
0,11,1064,5895,1081,6053,-0.0068840659942809735,-0.01148686448144408
0,6,1051,5926,1106,6184,-0.022152410940437246,-0.018507833766236208
0,13,1099,6278,1037,5962,0.025218936034449628,0.02242933966741162
0,8,1094,6204,1065,6001,0.011667714222655457,0.014448162375470808
0,12,1068,5971,1106,6258,-0.015183874276141845,-0.020388487628394653
0,10,1082,6044,1092,6288,-0.003995377598167781,-0.017188077364363744
0,14,1098,6194,1110,6065,-0.00472063867258433,0.009140395818176198
0,9,1038,5961,1126,6256,-0.035341037002888376,-0.02097761822231398
0,15,1070,6063,1122,6068,-0.020609079234932978,-0.0003580038797264735
0,16,1108,6061,1072,6043,0.0143449750356597,0.0012916897615537104
0,18,1046,5929,1092,6178,-0.018690953837462977,-0.01786645362046811
0,19,1109,6135,1071,6060,0.01514207531730447,0.005341942896736843
0,17,1118,6306,1100,6179,0.007049118392179448,0.008835771197307551
0,20,1129,6233,1070,6178,0.023310164239758218,0.003849222926566816
0,22,1073,6162,1095,6399,-0.008814397210186039,-0.01639041618816937
0,21,1099,6156,1069,6091,0.012019987214712547,0.004610011658019832
0,23,1091,6033,1162,6320,-0.02738137746597006,-0.020183752965980645
0,26,1056,6010,1133,6285,-0.030565991665603778,-0.01943081001923704
0,24,1123,6223,1094,6075,0.011362434264045852,0.010453518714120709
0,28,1089,5913,1139,6129,-0.019495844323325393,-0.015581742353004404
0,27,1073,6069,1050,5977,0.009410422896012996,0.006633881656785506
0,25,1076,6062,1072,5883,0.0016174859736191843,0.013017083644156989
0,29,1100,6137,1069,6052,0.012414979949447026,0.0060572039327827865
1,1,948,5714,1220,6496,-0.10955149333668197,-0.0557057801863947
1,0,955,5592,1229,6478,-0.10954851130270775,-0.06387378093653313
1,2,986,5698,1184,6421,-0.07947478744568975,-0.05188022501303655
1,4,972,5624,1232,6499,-0.10294444290213207,-0.06280122495530376
1,5,982,5772,1225,6477,-0.09602460091360163,-0.050047574632436614
1,3,981,5639,1267,6643,-0.1111076075034928,-0.07116215785319635
1,6,981,5651,1251,6552,-0.10558830231347144,-0.06424858145446377
1,8,962,5702,1249,6605,-0.11338736633632257,-0.06384560897710484
1,7,914,5615,1196,6527,-0.1167849839185606,-0.06536385209850011
1,9,920,5560,1270,6673,-0.14001589361040157,-0.07924633326871382
1,10,974,5717,1237,6498,-0.1038107427505051,-0.05561151479469142
1,11,976,5784,1269,6544,-0.11401180442801297,-0.05361500637679215
1,13,917,5515,1246,6668,-0.1331487066531297,-0.08245007437975833
1,12,960,5617,1244,6768,-0.11254914731523151,-0.08095592615482484
1,15,963,5854,1214,6417,-0.10059239961470427,-0.039879321193417305
1,14,1003,5847,1207,6355,-0.0804063370769311,-0.036182461052743115
1,16,954,5640,1236,6741,-0.11247009604870192,-0.07744522315544908
1,17,976,5780,1260,6787,-0.11092072745087107,-0.06975001077093768
1,18,954,5721,1258,6481,-0.12013226640515498,-0.054170073687482924
1,19,994,5798,1233,6523,-0.0935766921984183,-0.051169167503509014
1,21,974,5701,1289,6732,-0.12169396047478749,-0.07219306629965427
1,22,952,5652,1203,6469,-0.10162867895537042,-0.05863499796396734
1,20,969,5529,1287,6820,-0.12325476985362134,-0.09113778471774268
1,23,945,5714,1221,6544,-0.11128385543561951,-0.05890305461654238
1,24,1008,5847,1238,6529,-0.0892601125745927,-0.04791357476717944
1,25,975,5613,1265,6666,-0.11308590981329991,-0.07467026710483887
1,27,918,5533,1228,6669,-0.12635568560390645,-0.08110004720450062
1,26,934,5483,1241,6748,-0.12342490526863646,-0.0901568280336067
1,28,962,5733,1257,6660,-0.11616020564814478,-0.06509228739562577
1,29,955,5651,1215,6649,-0.10457290635058467,-0.0706310256534924
2,0,863,5276,1449,7289,-0.22505758975596502,-0.14036316335426025
2,2,875,5329,1406,6979,-0.20597726766149194,-0.11714747808500076
2,1,885,5334,1489,7389,-0.2259514270543507,-0.1415326552049083
2,3,901,5335,1459,7225,-0.20933050091438868,-0.13170342766809678
2,4,832,5112,1466,7350,-0.24601064401438516,-0.15769649393385116
2,5,864,5246,1453,7248,-0.22575187181912829,-0.1403898984144219
2,6,827,5241,1449,7199,-0.24356287591862788,-0.13785801386144797
2,7,864,5300,1394,7150,-0.20774903128309735,-0.1300301722002916
2,8,851,5185,1497,7420,-0.2452922402584645,-0.1556551445539673
2,9,825,5118,1451,7459,-0.24521346388781082,-0.16358032560076297
2,10,877,5311,1454,7401,-0.21956481315697854,-0.1441141027902613
2,11,916,5345,1460,7064,-0.20245738211658673,-0.12110298102471533
2,12,915,5412,1461,7309,-0.20322912186784847,-0.13050017395838762
2,13,873,5293,1542,7406,-0.24707013000936845,-0.14588181372215595
2,14,890,5205,1461,7205,-0.215260209289384,-0.1412132513034531
2,16,835,5137,1464,7317,-0.24385460123877092,-0.1536234893090558
2,15,866,5175,1492,7203,-0.23625093111930331,-0.14360306064773437
2,17,891,5280,1416,7155,-0.20118554931687543,-0.13197571556198293
2,18,883,5270,1412,7027,-0.20387399313821636,-0.12495933832467217
2,19,861,5226,1412,6989,-0.21483154526213016,-0.12624563508251765
2,20,908,5304,1521,7387,-0.22404336553191329,-0.14386458362426993
2,22,884,5368,1355,6903,-0.1854870301973514,-0.10922536622737015
2,21,868,5305,1456,7315,-0.22464164980052648,-0.13952894222397016
2,23,908,5517,1428,7065,-0.1966423589190705,-0.10740918222683747
2,24,818,5120,1505,7498,-0.26478319625853913,-0.1656754751097011
2,26,849,5318,1411,7170,-0.22061932351039515,-0.1297708226722519
2,25,822,5144,1482,7458,-0.25597638610325896,-0.1613214191091227
2,27,836,5134,1432,7223,-0.2337367405328204,-0.14826175052486706
2,29,870,5203,1469,7288,-0.22750254317163798,-0.14635453806890522
2,28,828,5178,1383,7213,-0.22279184332443042,-0.14395388609121287
3,0,799,4916,1725,8019,-0.3342423200953015,-0.21250833926178322
3,2,785,4766,1750,8035,-0.3481683919410419,-0.226831843088926
3,1,808,4883,1747,7960,-0.33488154420834476,-0.21222634345354552
3,3,793,4925,1734,7904,-0.3397759058225877,-0.20544069674594118
3,4,800,4780,1792,8209,-0.3502480183341628,-0.23486235905383013
3,5,792,4904,1765,8230,-0.3480195281343479,-0.22484937370191121
3,6,767,4855,1768,8043,-0.3626868967280733,-0.21922883445851835
3,7,783,4828,1771,8101,-0.35445679913213135,-0.2247713707466478
3,8,787,4838,1762,8028,-0.3500311717169646,-0.21994149978958702
3,9,795,4930,1769,8123,-0.3473607042532528,-0.21686953395711459
3,10,786,4906,1859,8360,-0.37385684373249073,-0.23147873356864945
3,11,755,4702,1785,8088,-0.37369126881902376,-0.23555851779402406
3,12,773,4934,1762,7956,-0.3578264101577042,-0.20749562929868073
3,13,740,4692,1739,8033,-0.37106786227173627,-0.23351976351991302
3,14,780,4991,1776,8056,-0.3573483587521018,-0.20793188767943918
3,15,740,4764,1760,8105,-0.37628094808317364,-0.23078126637379384
3,16,767,4857,1713,7906,-0.3489619990165295,-0.21158870653391565
3,18,800,4982,1776,7940,-0.3463529744506386,-0.20241677922660858
3,17,760,4818,1737,8119,-0.3589862261663073,-0.2266357457430909
3,19,732,4662,1803,8493,-0.39148464566401014,-0.2604888549002075
3,20,771,4765,1700,7807,-0.34339454332731695,-0.21442127439034248
3,21,788,4937,1776,8142,-0.35291674395302686,-0.21726797082384955
3,22,777,4800,1762,8070,-0.35558488527511484,-0.22563229734648318
3,23,764,4702,1825,8260,-0.3781695102168036,-0.24469742253146162
3,24,774,4896,1716,7867,-0.34577632282979404,-0.20596774103162618
3,25,796,4877,1674,7887,-0.32284238591957215,-0.2087590852344588
3,26,762,4730,1787,8038,-0.3701695811660437,-0.2302868611182045
3,27,773,4941,1745,8118,-0.3536159373768738,-0.21563419309184984
3,29,729,4570,1763,8345,-0.3835247839813474,-0.2615101409454153
4,0,685,4299,2291,9557,-0.5243345176969719,-0.3469541408917494
3,28,768,4800,1719,8183,-0.3499146566555404,-0.23167131380050973
4,1,755,4672,2242,9242,-0.4726886566297661,-0.2962631300783431
4,2,717,4467,2259,9405,-0.4983970752525629,-0.3233428474145591
4,3,693,4274,2309,9625,-0.5226906983053696,-0.3525662203524877
4,5,707,4538,2238,9632,-0.5004406683954318,-0.32685198236483215
4,4,738,4555,2193,9148,-0.4729822698544813,-0.30283777462569383
4,6,727,4277,2326,9643,-0.5050752995333917,-0.35307291650462275
4,7,709,4501,2275,9518,-0.5063351658100647,-0.32523668752425977
4,8,694,4481,2253,9296,-0.5114017212689759,-0.3169211711332123
4,9,686,4237,2254,9543,-0.516629796003336,-0.3526264598260362
4,10,733,4448,2207,9289,-0.4786983585205271,-0.31980418430469126
4,11,702,4353,2307,9637,-0.5167104823912883,-0.34515319182648985
4,12,710,4435,2267,9473,-0.5041931714074421,-0.32959391313744474
4,13,720,4396,2302,9814,-0.5047728228625046,-0.3487883698934437
4,16,730,4446,2231,9162,-0.4851767101633818,-0.314020829077093
4,14,712,4423,2211,9299,-0.4921087489418576,-0.3227193083421009
4,15,691,4269,2233,9486,-0.5094106756972395,-0.34675696551190593
4,17,653,4248,2296,9658,-0.546058702450862,-0.35670269299091495
4,18,714,4449,2267,9646,-0.501753308350343,-0.3360848518378194
4,20,717,4477,2279,9435,-0.5022251695125755,-0.3237548101175051
4,19,717,4385,2228,9273,-0.49239603083389116,-0.325250662080908
4,21,656,4261,2283,9397,-0.541602072114575,-0.3434776926548956
4,22,735,4461,2239,9264,-0.48376675449483536,-0.31736632314174434
4,23,709,4441,2240,9311,-0.49960178315109627,-0.32151555347463634
4,24,714,4436,2334,9816,-0.5144026399331769,-0.3449430122418254
4,25,698,4505,2243,9457,-0.5069738509598066,-0.32205859372120565
4,26,710,4550,2270,9474,-0.5047675084740475,-0.3185219837348255
4,27,705,4319,2304,9733,-0.5142933577597758,-0.35286351932787985
4,28,703,4312,2268,9522,-0.508687725201045,-0.3440494249598095
4,29,725,4446,2233,9468,-0.4885507165004443,-0.3282887908940733
