net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,,,
2,0,0,0.1,VI 20,462,0.533333333,992,VI 120,124,1.6,748,0.57122029,-0.477121255,0.122610074,634,,0.647313735,0.787010267,0.0007644
2,0,1,0.1,VI 20,494,0.533333333,1075,VI 120,118,1.6,754,0.621844942,-0.477121255,0.154037118,652,,0.014435408,0.009493149,0.004690356
2,0,2,0.1,VI 20,473,0.533333333,1008,VI 120,129,1.6,732,0.56427143,-0.477121255,0.138949451,612,,0.977173962,0.074159911,#N/A
2,0,4,0.1,VI 20,485,0.533333333,1028,VI 120,123,1.6,715,0.595836627,-0.477121255,0.157687073,656,,5286.987707,247,#N/A
2,0,3,0.1,VI 20,451,0.533333333,926,VI 120,134,1.6,821,0.527071744,-0.477121255,0.05226783,662,,58.15361226,1.358424024,#N/A
2,0,5,0.1,VI 20,444,0.533333333,932,VI 120,124,1.6,767,0.553961285,-0.477121255,0.084620548,645,,,,
2,0,6,0.1,VI 20,461,0.533333333,958,VI 120,141,1.6,840,0.514481813,-0.477121255,0.057086223,678,,,,
2,0,8,0.1,VI 20,444,0.533333333,945,VI 120,122,1.6,705,0.561023139,-0.477121255,0.127242692,602,,,,
2,0,7,0.1,VI 20,431,0.533333333,895,VI 120,131,1.6,872,0.517205975,-0.477121255,0.01130655,654,,,,
2,1,0,0.1,VI 20,553,0.64516129,1239,VI 120,120,1.052631579,559,0.663543885,-0.212608093,0.345659498,609,,,,
2,0,9,0.1,VI 20,467,0.533333333,959,VI 120,129,1.6,814,0.55872717,-0.477121255,0.071194202,641,,,,
2,1,1,0.1,VI 20,507,0.64516129,1217,VI 120,126,1.052631579,617,0.604637414,-0.212608093,0.295005414,595,,,,
2,1,2,0.1,VI 20,507,0.64516129,1184,VI 120,128,1.052631579,619,0.59779799,-0.212608093,0.281661053,623,,,,
2,1,3,0.1,VI 20,529,0.64516129,1234,VI 120,118,1.052631579,587,0.651573665,-0.212608093,0.322677058,643,,,,
2,1,4,0.1,VI 20,515,0.64516129,1187,VI 120,128,1.052631579,588,0.604597259,-0.212608093,0.305073393,586,,,,
2,1,6,0.1,VI 20,516,0.64516129,1199,VI 120,121,1.052631579,617,0.629864331,-0.212608093,0.288534019,596,,,,
2,1,5,0.1,VI 20,552,0.64516129,1292,VI 120,123,1.052631579,593,0.652033966,-0.212608093,0.33820782,624,,,,
2,1,7,0.1,VI 20,520,0.64516129,1180,VI 120,115,1.052631579,560,0.655305503,-0.212608093,0.32369398,544,,,,
2,1,9,0.1,VI 20,520,0.64516129,1148,VI 120,129,1.052631579,592,0.605413633,-0.212608093,0.287620181,590,,,,
2,2,1,0.1,VI 20,570,0.8,1474,VI 120,138,0.8,526,0.615995769,0,0.447511739,545,,,,
2,1,8,0.1,VI 20,540,0.64516129,1224,VI 120,124,1.052631579,618,0.638972075,-0.212608093,0.296792943,662,,,,
2,2,2,0.1,VI 20,536,0.8,1415,VI 120,115,0.8,492,0.668466949,0,0.458791337,581,,,,
2,2,0,0.1,VI 20,562,0.8,1461,VI 120,127,0.8,521,0.645932595,0,0.447812493,589,,,,
2,2,3,0.1,VI 20,555,0.8,1432,VI 120,145,0.8,523,0.582924981,0,0.437441329,612,,,,
2,2,4,0.1,VI 20,622,0.8,1649,VI 120,125,0.8,462,0.696880372,0,0.55257868,561,,,,
2,2,6,0.1,VI 20,586,0.8,1624,VI 120,116,0.8,441,0.703439627,0,0.566147435,545,,,,
2,2,5,0.1,VI 20,613,0.8,1653,VI 120,118,0.8,465,0.715578467,0,0.550819901,547,,,,
2,2,7,0.1,VI 20,598,0.8,1622,VI 120,124,0.8,465,0.683279499,0,0.542597897,596,,,,
2,2,8,0.1,VI 20,576,0.8,1474,VI 120,113,0.8,458,0.70734404,0,0.507632006,570,,,,
2,2,9,0.1,VI 20,609,0.8,1571,VI 120,125,0.8,435,0.68770728,0,0.557686928,530,,,,
2,3,2,0.1,VI 20,659,1.052631579,2197,VI 120,106,0.64516129,385,0.793579549,0.212608093,0.756369327,530,,,,
2,3,1,0.1,VI 20,643,1.052631579,2056,VI 120,102,0.64516129,351,0.799610801,0.212608093,0.767715994,452,,,,
2,3,0,0.1,VI 20,683,1.052631579,2285,VI 120,102,0.64516129,320,0.825820532,0.212608093,0.853736226,414,,,,
2,3,3,0.1,VI 20,626,1.052631579,2048,VI 120,98,0.64516129,343,0.805348258,0.212608093,0.776035832,462,,,,
2,3,4,0.1,VI 20,603,1.052631579,1964,VI 120,92,0.64516129,358,0.816529485,0.212608093,0.739258457,494,,,,
2,3,7,0.1,VI 20,641,1.052631579,2078,VI 120,104,0.64516129,352,0.78982469,0.212608093,0.77110288,473,,,,
2,3,6,0.1,VI 20,607,1.052631579,1959,VI 120,98,0.64516129,357,0.791962615,0.212608093,0.73936622,454,,,,
2,3,5,0.1,VI 20,641,1.052631579,2006,VI 120,103,0.64516129,360,0.794020805,0.212608093,0.746028428,479,,,,
2,3,8,0.1,VI 20,626,1.052631579,1996,VI 120,104,0.64516129,369,0.779540994,0.212608093,0.733134171,505,,,,
2,3,9,0.1,VI 20,651,1.052631579,2015,VI 120,98,0.64516129,346,0.822354913,0.212608093,0.765198952,476,,,,
2,4,0,0.1,VI 20,767,1.6,3685,VI 120,82,0.533333333,196,0.970981512,0.477121255,1.274181421,283,,,,
2,4,1,0.1,VI 20,764,1.6,3678,VI 120,69,0.533333333,177,1.044244268,0.477121255,1.317638459,268,,,,
2,4,2,0.1,VI 20,672,1.6,3168,VI 120,91,0.533333333,258,0.868327881,0.477121255,1.089165467,362,,,,
2,4,3,0.1,VI 20,754,1.6,3519,VI 120,87,0.533333333,217,0.937852093,0.477121255,1.209959533,300,,,,
2,4,4,0.1,VI 20,740,1.6,3536,VI 120,73,0.533333333,184,1.00590886,0.477121255,1.283694433,276,,,,
2,4,5,0.1,VI 20,733,1.6,3587,VI 120,73,0.533333333,187,1.001781115,0.477121255,1.28288977,264,,,,
2,4,7,0.1,VI 20,757,1.6,3642,VI 120,84,0.533333333,205,0.954816593,0.477121255,1.24958608,296,,,,
2,4,8,0.1,VI 20,681,1.6,3180,VI 120,87,0.533333333,211,0.893627859,0.477121255,1.178144665,308,,,,
2,4,6,0.1,VI 20,764,1.6,3696,VI 120,73,0.533333333,215,1.019770498,0.477121255,1.235293503,318,,,,
2,5,0,0.1,VI 45,269,0.533333333,752,VI 95,152,1.6,979,0.247908692,-0.477121255,-0.114564851,605,,,,
2,4,9,0.1,VI 20,730,1.6,3421,VI 120,74,0.533333333,190,0.99409114,0.477121255,1.255399473,264,,,,
2,5,1,0.1,VI 45,251,0.533333333,778,VI 95,164,1.6,1060,0.184829873,-0.477121255,-0.134326268,732,,,,
2,5,2,0.1,VI 45,271,0.533333333,804,VI 95,154,1.6,974,0.24544857,-0.477121255,-0.083302908,622,,,,
2,5,3,0.1,VI 45,267,0.533333333,760,VI 95,189,1.6,1046,0.150049457,-0.477121255,-0.138718092,683,,,,
2,5,4,0.1,VI 45,275,0.533333333,833,VI 95,164,1.6,983,0.224488846,-0.477121255,-0.071908516,705,,,,
2,5,5,0.1,VI 45,253,0.533333333,703,VI 95,176,1.6,1049,0.157607853,-0.477121255,-0.173820163,628,,,,
2,5,6,0.1,VI 45,265,0.533333333,752,VI 95,167,1.6,1045,0.200529403,-0.477121255,-0.14289845,689,,,,
2,5,7,0.1,VI 45,252,0.533333333,756,VI 95,175,1.6,951,0.158362492,-0.477121255,-0.099658721,628,,,,
2,5,8,0.1,VI 45,273,0.533333333,816,VI 95,164,1.6,931,0.221318799,-0.477121255,-0.057259522,637,,,,
2,6,1,0.1,VI 45,278,0.64516129,923,VI 95,147,1.052631579,760,0.276727461,-0.212608093,0.084388109,640,,,,
2,6,0,0.1,VI 45,282,0.64516129,865,VI 95,167,1.052631579,823,0.227532637,-0.212608093,0.021616272,640,,,,
2,5,9,0.1,VI 45,246,0.533333333,666,VI 95,181,1.6,1005,0.133256532,-0.477121255,-0.178691833,582,,,,
2,6,3,0.1,VI 45,279,0.64516129,907,VI 95,164,1.052631579,859,0.230760355,-0.212608093,0.023614123,736,,,,
2,6,4,0.1,VI 45,267,0.64516129,873,VI 95,156,1.052631579,821,0.233386663,-0.212608093,0.026671087,647,,,,
2,6,5,0.1,VI 45,268,0.64516129,884,VI 95,136,1.052631579,809,0.294595886,-0.212608093,0.038503743,696,,,,
2,6,2,0.1,VI 45,273,0.64516129,932,VI 95,159,1.052631579,808,0.234765523,-0.212608093,0.062004552,700,,,,
2,6,6,0.1,VI 45,269,0.64516129,839,VI 95,171,1.052631579,882,0.19675617,-0.212608093,-0.021706624,707,,,,
2,6,7,0.1,VI 45,275,0.64516129,849,VI 95,169,1.052631579,862,0.211445989,-0.212608093,-0.006599576,705,,,,
2,6,9,0.1,VI 45,293,0.64516129,913,VI 95,159,1.052631579,806,0.265470496,-0.212608093,0.054135736,697,,,,
2,6,8,0.1,VI 45,307,0.64516129,892,VI 95,162,1.052631579,809,0.277623361,-0.212608093,0.042416333,655,,,,
2,7,0,0.1,VI 45,310,0.8,1021,VI 95,158,0.8,717,0.292704607,0,0.153506586,668,,,,
2,7,2,0.1,VI 45,319,0.8,1084,VI 95,150,0.8,729,0.327699424,0,0.172301754,719,,,,
2,7,1,0.1,VI 45,271,0.8,949,VI 95,161,0.8,751,0.226143415,0,0.101626275,697,,,,
2,7,3,0.1,VI 45,273,0.8,965,VI 95,154,0.8,674,0.248641926,0,0.155867417,617,,,,
2,7,6,0.1,VI 45,309,0.8,1024,VI 95,155,0.8,708,0.299626781,0,0.160266699,689,,,,
2,7,4,0.1,VI 45,309,0.8,1056,VI 95,139,0.8,644,0.346943679,0,0.214778051,670,,,,
2,7,5,0.1,VI 45,280,0.8,1030,VI 95,146,0.8,688,0.282805176,0,0.175248786,689,,,,
2,7,8,0.1,VI 45,293,0.8,959,VI 95,150,0.8,737,0.290776361,0,0.114351119,673,,,,
2,7,7,0.1,VI 45,308,0.8,1059,VI 95,145,0.8,676,0.327182714,0,0.194949264,676,,,,
2,8,0,0.1,VI 45,318,1.052631579,1230,VI 95,138,0.64516129,578,0.362548034,0.212608093,0.327977273,613,,,,
2,7,9,0.1,VI 45,299,0.8,1009,VI 95,151,0.8,726,0.296694241,0,0.142954546,701,,,,
2,8,1,0.1,VI 45,306,1.052631579,1240,VI 95,153,0.64516129,626,0.301029996,0.212608093,0.296847352,666,,,,
2,8,2,0.1,VI 45,313,1.052631579,1219,VI 95,148,0.64516129,601,0.325282622,0.212608093,0.307129234,683,,,,
2,8,3,0.1,VI 45,275,1.052631579,1059,VI 95,183,0.64516129,697,0.176881604,0.212608093,0.181663182,640,,,,
2,8,4,0.1,VI 45,277,1.052631579,1141,VI 95,149,0.64516129,668,0.269293501,0.212608093,0.232509182,674,,,,
2,8,5,0.1,VI 45,281,1.052631579,1108,VI 95,152,0.64516129,644,0.266862732,0.212608093,0.235653893,613,,,,
2,8,7,0.1,VI 45,306,1.052631579,1190,VI 95,139,0.64516129,596,0.342706626,0.212608093,0.300300702,612,,,,
