net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,47.42832773,,
0,0,0,0.15,VI 20,545,0.533333333,1222,VI 120,147,1.6,967,0.569079168,-0.477121255,0.101644732,720,,0.439852908,0.550584739,0.000436779
0,0,1,0.15,VI 20,515,0.533333333,1255,VI 120,143,1.6,951,0.556471192,-0.477121255,0.120463209,786,,0.005926255,0.004324669,0.001948861
0,0,2,0.15,VI 20,570,0.533333333,1380,VI 120,135,1.6,911,0.625541087,-0.477121255,0.180360709,840,,0.989702526,0.030814049,#N/A
0,0,4,0.15,VI 20,508,0.533333333,1262,VI 120,136,1.6,972,0.572324804,-0.477121255,0.11339309,794,,11869.7331,247,#N/A
0,0,3,0.15,VI 20,509,0.533333333,1245,VI 120,130,1.6,984,0.59277443,-0.477121255,0.102174253,788,,22.54075627,0.234527885,#N/A
0,0,5,0.15,VI 20,484,0.533333333,1206,VI 120,141,1.6,999,0.535626249,-0.477121255,0.08178182,755,,,,
0,0,6,0.15,VI 20,534,0.533333333,1273,VI 120,118,1.6,901,0.65565925,-0.477121255,0.150103613,820,,,,
0,0,7,0.15,VI 20,518,0.533333333,1231,VI 120,146,1.6,1056,0.549976904,-0.477121255,0.066594135,827,,,,
0,0,8,0.15,VI 20,518,0.533333333,1236,VI 120,130,1.6,964,0.600386407,-0.477121255,0.107941437,789,,,,
0,0,9,0.15,VI 20,538,0.533333333,1268,VI 120,139,1.6,1003,0.587767475,-0.477121255,0.101818321,800,,,,
0,1,0,0.15,VI 20,548,0.64516129,1387,VI 120,144,1.052631579,842,0.580418066,-0.212608093,0.21676437,704,,,,
0,1,1,0.15,VI 20,522,0.64516129,1322,VI 120,132,1.052631579,853,0.597096572,-0.212608093,0.190282424,797,,,,
0,1,3,0.15,VI 20,542,0.64516129,1420,VI 120,142,1.052631579,849,0.581710942,-0.212608093,0.223380654,807,,,,
0,1,2,0.15,VI 20,563,0.64516129,1455,VI 120,134,1.052631579,790,0.623403596,-0.212608093,0.265235902,800,,,,
0,1,4,0.15,VI 20,573,0.64516129,1494,VI 120,114,1.052631579,765,0.701249771,-0.212608093,0.290689162,750,,,,
0,1,5,0.15,VI 20,554,0.64516129,1483,VI 120,131,1.052631579,789,0.626238469,-0.212608093,0.274064148,748,,,,
0,1,6,0.15,VI 20,512,0.64516129,1349,VI 120,140,1.052631579,869,0.563141925,-0.212608093,0.190992173,766,,,,
0,1,7,0.15,VI 20,574,0.64516129,1510,VI 120,128,1.052631579,771,0.651701923,-0.212608093,0.291922569,778,,,,
0,1,8,0.15,VI 20,552,0.64516129,1427,VI 120,122,1.052631579,791,0.655579247,-0.212608093,0.25624749,747,,,,
