net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b),,epsilon
-1,19,5,0.1,VI 95,944,1.6,48285,VI 45,1313,0.533333333,24659,-0.143292732,0.477121255,0.291836775,7578,,,,,
-1,20,0,0.1,VI 120,456,0.533333333,3343,VI 20,4615,1.6,72210,-1.005206863,-0.477121255,-1.334460968,3640,,,,,
-1,20,1,0.1,VI 120,455,0.533333333,3356,VI 20,4577,1.6,72391,-1.002569516,-0.477121255,-1.333862624,3572,,,,,
-1,20,2,0.1,VI 120,477,0.533333333,3349,VI 20,4586,1.6,73633,-0.982915671,-0.477121255,-1.342157348,3322,,,,,
-1,19,9,0.1,VI 95,989,1.6,50481,VI 45,1213,0.533333333,21367,-0.088664509,0.477121255,0.373384399,6648,,,,,
-1,20,3,0.1,VI 120,455,0.533333333,3324,VI 20,4501,1.6,72286,-0.995297616,-0.477121255,-1.337393178,3346,,,,,
-1,20,4,0.1,VI 120,438,0.533333333,3229,VI 20,4495,1.6,72655,-1.011255586,-0.477121255,-1.352197462,3310,,,,,
-1,20,5,0.1,VI 120,443,0.533333333,3265,VI 20,4514,1.6,72477,-1.008157829,-0.477121255,-1.346317023,3316,,,,,
-1,20,6,0.1,VI 120,453,0.533333333,3339,VI 20,4499,1.6,71955,-0.997017791,-0.477121255,-1.333444558,3327,,,,,
-1,20,7,0.1,VI 120,469,0.533333333,3363,VI 20,4460,1.6,72314,-0.978162016,-0.477121255,-1.332495518,3374,,,,,
-1,21,0,0.1,VI 120,513,0.64516129,5680,VI 20,4558,1.052631579,71035,-0.948656956,-0.212608093,-1.097124049,4332,,,,,
-1,21,1,0.1,VI 120,504,0.64516129,5769,VI 20,4464,1.052631579,71606,-0.947293649,-0.212608093,-1.093848875,4652,,,,,
-1,20,9,0.1,VI 120,454,0.533333333,3355,VI 20,4541,1.6,72702,-1.000095649,-0.477121255,-1.335853834,3556,,,,,
-1,21,3,0.1,VI 120,524,0.64516129,6009,VI 20,4447,1.052631579,70295,-0.928735842,-0.212608093,-1.068122231,4630,,,,,
-1,21,4,0.1,VI 120,487,0.64516129,5563,VI 20,4470,1.052631579,71578,-0.962778562,-0.212608093,-1.109470499,4430,,,,,
-1,20,8,0.1,VI 120,479,0.533333333,3490,VI 20,4564,1.6,71835,-0.979010122,-0.477121255,-1.313510669,3567,,,,,
-1,21,5,0.1,VI 120,480,0.64516129,5282,VI 20,4478,1.052631579,71769,-0.969842852,-0.212608093,-1.133138498,3913,,,,,
-1,21,2,0.1,VI 120,479,0.64516129,5366,VI 20,4472,1.052631579,71268,-0.970166281,-0.212608093,-1.123243903,4378,,,,,
-1,21,8,0.1,VI 120,490,0.64516129,5492,VI 20,4600,1.052631579,71258,-0.972561752,-0.212608093,-1.1131031,4632,,,,,
-1,21,7,0.1,VI 120,503,0.64516129,5708,VI 20,4528,1.052631579,71677,-0.954338433,-0.212608093,-1.098895855,4673,,,,,
-1,21,6,0.1,VI 120,490,0.64516129,5538,VI 20,4565,1.052631579,71423,-0.969244702,-0.212608093,-1.110485137,4480,,,,,
-1,21,9,0.1,VI 120,525,0.64516129,5764,VI 20,4659,1.052631579,70703,-0.948133407,-0.212608093,-1.08871387,4560,,,,,
-1,22,0,0.1,VI 120,538,0.8,8902,VI 20,4421,0.8,68680,-0.914738239,0,-0.887342697,5216,,,,,
-1,22,2,0.1,VI 120,514,0.8,8789,VI 20,4461,0.8,69424,-0.938469104,0,-0.897570168,5520,,,,,
-1,22,1,0.1,VI 120,505,0.8,8245,VI 20,4586,0.8,69777,-0.958142672,0,-0.927521633,5244,,,,,
-1,22,3,0.1,VI 120,500,0.8,8359,VI 20,4430,0.8,68816,-0.947433722,0,-0.9155351,4818,,,,,
-1,22,4,0.1,VI 120,539,0.8,8874,VI 20,4476,0.8,68925,-0.919301313,0,-0.89025735,5620,,,,,
-1,22,6,0.1,VI 120,541,0.8,8958,VI 20,4414,0.8,68318,-0.911635064,0,-0.882324086,5388,,,,,
-1,22,5,0.1,VI 120,521,0.8,8500,VI 20,4531,0.8,68563,-0.939356339,0,-0.906670886,5152,,,,,
-1,22,8,0.1,VI 120,571,0.8,10682,VI 20,4308,0.8,67027,-0.877639586,0,-0.797597208,5427,,,,,
-1,22,7,0.1,VI 120,501,0.8,8193,VI 20,4519,0.8,68952,-0.955204615,0,-0.925103913,4970,,,,,
-1,22,9,0.1,VI 120,523,0.8,8592,VI 20,4432,0.8,68187,-0.928098063,0,-0.899607315,5012,,,,,
-1,23,0,0.1,VI 120,547,1.052631579,13908,VI 20,4181,0.64516129,63476,-0.883292841,0.212608093,-0.659344869,5848,,,,,
-1,23,1,0.1,VI 120,563,1.052631579,14262,VI 20,4213,0.64516129,64340,-0.874083064,0.212608093,-0.654300624,6233,,,,,
-1,23,3,0.1,VI 120,561,1.052631579,14231,VI 20,4193,0.64516129,64259,-0.873562001,0.212608093,-0.654698544,6061,,,,,
-1,23,2,0.1,VI 120,531,1.052631579,13365,VI 20,4264,0.64516129,65021,-0.904722675,0.212608093,-0.687084681,5743,,,,,
-1,23,4,0.1,VI 120,552,1.052631579,14029,VI 20,4176,0.64516129,63670,-0.878821412,0.212608093,-0.656908135,6896,,,,,
-1,23,6,0.1,VI 120,596,1.052631579,15052,VI 20,4209,0.64516129,63719,-0.848932666,0.212608093,-0.626674742,6665,,,,,
-1,23,5,0.1,VI 120,541,1.052631579,13596,VI 20,4218,0.64516129,64360,-0.89190931,0.212608093,-0.67520488,6392,,,,,
-1,23,7,0.1,VI 120,535,1.052631579,13737,VI 20,4159,0.64516129,64789,-0.890635138,0.212608093,-0.673609379,5920,,,,,
-1,23,8,0.1,VI 120,505,1.052631579,12850,VI 20,4293,0.64516129,64876,-0.92946951,0.212608093,-0.703180937,5833,,,,,
-1,23,9,0.1,VI 120,526,1.052631579,13514,VI 20,4173,0.64516129,64606,-0.899462641,0.212608093,-0.679488938,5744,,,,,
-1,24,0,0.1,VI 120,586,1.6,24752,VI 20,3727,0.533333333,54068,-0.803461777,0.477121255,-0.339330009,7074,,,,,
-1,24,3,0.1,VI 120,605,1.6,26115,VI 20,3601,0.533333333,53586,-0.774667747,0.477121255,-0.31216131,7171,,,,,
-1,24,2,0.1,VI 120,619,1.6,26023,VI 20,3649,0.533333333,52567,-0.770483214,0.477121255,-0.305355831,6964,,,,,
-1,24,1,0.1,VI 120,562,1.6,23993,VI 20,3721,0.533333333,54363,-0.820923354,0.477121255,-0.355218861,5998,,,,,
-1,24,4,0.1,VI 120,646,1.6,26506,VI 20,3644,0.533333333,52382,-0.75134585,0.477121255,-0.295837883,6361,,,,,
-1,24,5,0.1,VI 120,686,1.6,28162,VI 20,3467,0.533333333,49484,-0.703629726,0.477121255,-0.244801304,6241,,,,,
-1,24,6,0.1,VI 120,586,1.6,24475,VI 20,3861,0.533333333,55293,-0.818802186,0.477121255,-0.353947453,6834,,,,,
-1,24,7,0.1,VI 120,607,1.6,25063,VI 20,3711,0.533333333,52357,-0.786302263,0.477121255,-0.3199417,6550,,,,,
-1,24,8,0.1,VI 120,630,1.6,26511,VI 20,3679,0.533333333,52414,-0.766389238,0.477121255,-0.296021195,7318,,,,,
-1,24,9,0.1,VI 120,626,1.6,26186,VI 20,3610,0.533333333,51818,-0.760932869,0.477121255,-0.296411483,7219,,,,,
