net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers
2,0,0,0.1,VI 20,671,0.533333333,2904,VI 120,127,1.6,1177,0.722918799,-0.477121255,0.392220149,1451
2,0,1,0.1,VI 20,735,0.533333333,3042,VI 120,131,1.6,1257,0.749016043,-0.477121255,0.383823932,1375
2,0,2,0.1,VI 20,693,0.533333333,2816,VI 120,156,1.6,1416,0.647608636,-0.477121255,0.298569397,1522
2,0,3,0.1,VI 20,717,0.533333333,3159,VI 120,160,1.6,1349,0.651399173,-0.477121255,0.369537676,1577
2,0,4,0.1,VI 20,726,0.533333333,3163,VI 120,146,1.6,1211,0.696583765,-0.477121255,0.416955049,1375
2,0,5,0.1,VI 20,743,0.533333333,3180,VI 120,135,1.6,1216,0.740655045,-0.477121255,0.417493545,1417
2,0,6,0.1,VI 20,731,0.533333333,3029,VI 120,153,1.6,1299,0.679225946,-0.477121255,0.367690122,1430
2,0,7,0.1,VI 20,706,0.533333333,2958,VI 120,145,1.6,1305,0.687436699,-0.477121255,0.355387658,1423
2,0,9,0.1,VI 20,705,0.533333333,2940,VI 120,145,1.6,1227,0.686821115,-0.477121255,0.379502768,1372
2,0,8,0.1,VI 20,723,0.533333333,2977,VI 120,145,1.6,1278,0.697770295,-0.477121255,0.367247981,1427
2,1,0,0.1,VI 20,736,0.64516129,3425,VI 120,140,1.052631579,1124,0.720749779,-0.212608093,0.483894265,1409
2,1,1,0.1,VI 20,737,0.64516129,3428,VI 120,139,1.052631579,1179,0.724452688,-0.212608093,0.463527008,1451
2,1,3,0.1,VI 20,714,0.64516129,3415,VI 120,134,1.052631579,1112,0.726593413,-0.212608093,0.487285921,1387
2,1,2,0.1,VI 20,780,0.64516129,3517,VI 120,136,1.052631579,1064,0.758555694,-0.212608093,0.51923074,1436
2,1,4,0.1,VI 20,760,0.64516129,3589,VI 120,136,1.052631579,1037,0.747274684,-0.212608093,0.539194702,1392
2,1,5,0.1,VI 20,734,0.64516129,3365,VI 120,146,1.052631579,1112,0.701343204,-0.212608093,0.480880281,1398
2,1,8,0.1,VI 20,752,0.64516129,3473,VI 120,130,1.052631579,1034,0.762274488,-0.212608093,0.526184245,1387
2,1,6,0.1,VI 20,796,0.64516129,3643,VI 120,153,1.052631579,1125,0.716221637,-0.212608093,0.510306649,1496
2,1,7,0.1,VI 20,759,0.64516129,3475,VI 120,148,1.052631579,1168,0.709980061,-0.212608093,0.473511966,1428
2,2,0,0.1,VI 20,738,0.8,3722,VI 120,138,0.8,1035,0.728177275,0,0.555836019,1362
2,2,1,0.1,VI 20,716,0.8,3644,VI 120,133,0.8,953,0.731061381,0,0.582485468,1352
2,1,9,0.1,VI 20,721,0.64516129,3272,VI 120,134,1.052631579,1145,0.730830466,-0.212608093,0.456007808,1410
2,2,2,0.1,VI 20,788,0.8,4028,VI 120,139,0.8,1067,0.753511417,0,0.576925042,1470
2,2,3,0.1,VI 20,826,0.8,4264,VI 120,122,0.8,908,0.830620217,0,0.671731347,1311
2,2,4,0.1,VI 20,802,0.8,4068,VI 120,113,0.8,837,0.851095925,0,0.686655486,1213
2,2,5,0.1,VI 20,780,0.8,4155,VI 120,159,0.8,1136,0.690697478,0,0.563192697,1441
2,2,6,0.1,VI 20,757,0.8,3807,VI 120,127,0.8,984,0.775292159,0,0.587587778,1363
2,2,7,0.1,VI 20,777,0.8,3969,VI 120,129,0.8,927,0.779831309,0,0.631601365,1266
2,2,8,0.1,VI 20,810,0.8,3945,VI 120,124,0.8,900,0.815063334,0,0.641804498,1254
2,3,0,0.1,VI 20,816,1.052631579,4370,VI 120,135,0.64516129,908,0.78135639,0.212608093,0.682395588,1335
2,2,9,0.1,VI 20,795,0.8,4057,VI 120,129,0.8,874,0.789777418,0,0.666693575,1269
2,3,1,0.1,VI 20,796,1.052631579,4423,VI 120,129,0.64516129,867,0.790323357,0.212608093,0.707697842,1283
2,3,2,0.1,VI 20,797,1.052631579,4322,VI 120,131,0.64516129,865,0.784187026,0.212608093,0.698668655,1288
2,3,4,0.1,VI 20,843,1.052631579,4765,VI 120,123,0.64516129,833,0.835922463,0.212608093,0.757417904,1271
2,3,3,0.1,VI 20,795,1.052631579,4556,VI 120,121,0.64516129,856,0.817581758,0.212608093,0.726109951,1224
2,3,5,0.1,VI 20,813,1.052631579,4462,VI 120,124,0.64516129,793,0.81666886,0.212608093,0.750256379,1191
2,3,6,0.1,VI 20,852,1.052631579,4707,VI 120,132,0.64516129,821,0.809865664,0.212608093,0.758401041,1212
2,3,7,0.1,VI 20,794,1.052631579,4569,VI 120,151,0.64516129,924,0.720843555,0.212608093,0.694149187,1322
2,3,8,0.1,VI 20,844,1.052631579,4656,VI 120,135,0.64516129,820,0.796008678,0.212608093,0.754199119,1258
2,4,0,0.1,VI 20,830,1.6,5182,VI 120,134,0.533333333,777,0.791973294,0.477121255,0.82407639,1244
2,4,1,0.1,VI 20,822,1.6,5211,VI 120,136,0.533333333,769,0.781332909,0.477121255,0.830994733,1233
2,3,9,0.1,VI 20,791,1.052631579,4411,VI 120,150,0.64516129,960,0.722085224,0.212608093,0.662265825,1402
2,4,2,0.1,VI 20,887,1.6,5457,VI 120,137,0.533333333,780,0.811203053,0.477121255,0.844859351,1226
2,4,3,0.1,VI 20,832,1.6,5167,VI 120,120,0.533333333,726,0.84094208,0.477121255,0.852301841,1140
2,4,4,0.1,VI 20,831,1.6,5237,VI 120,149,0.533333333,857,0.746414755,0.477121255,0.786101752,1278
2,4,6,0.1,VI 20,811,1.6,5057,VI 120,131,0.533333333,755,0.791749559,0.477121255,0.825946002,1174
2,4,7,0.1,VI 20,868,1.6,5503,VI 120,132,0.533333333,736,0.817945794,0.477121255,0.873721698,1196
2,4,5,0.1,VI 20,858,1.6,5144,VI 120,124,0.533333333,704,0.840065603,0.477121255,0.863728301,1130
2,5,0,0.1,VI 45,363,0.533333333,1863,VI 95,180,1.6,1619,0.30463412,-0.477121255,0.060966006,1400
2,4,9,0.1,VI 20,867,1.6,5291,VI 120,136,0.533333333,782,0.804480189,0.477121255,0.830331008,1244
2,5,1,0.1,VI 45,337,0.533333333,1892,VI 95,179,1.6,1638,0.27477687,-0.477121255,0.062607235,1406
2,4,8,0.1,VI 20,832,1.6,5319,VI 120,125,0.533333333,762,0.823213313,0.477121255,0.843875019,1238
2,5,4,0.1,VI 45,338,0.533333333,1753,VI 95,190,1.6,1723,0.250163099,-0.477121255,0.007496639,1422
2,5,3,0.1,VI 45,318,0.533333333,1649,VI 95,194,1.6,1741,0.21462539,-0.477121255,-0.023578115,1317
2,5,2,0.1,VI 45,317,0.533333333,1643,VI 95,167,1.6,1599,0.278342791,-0.477121255,0.0117891,1321
2,5,5,0.1,VI 45,334,0.533333333,1672,VI 95,189,1.6,1737,0.247284663,-0.477121255,-0.016563545,1425
2,5,7,0.1,VI 45,347,0.533333333,1647,VI 95,180,1.6,1730,0.28505697,-0.477121255,-0.021352504,1319
2,5,8,0.1,VI 45,351,0.533333333,1824,VI 95,195,1.6,1719,0.255272505,-0.477121255,0.025748957,1461
2,5,6,0.1,VI 45,343,0.533333333,1685,VI 95,170,1.6,1646,0.304845199,-0.477121255,0.010170074,1319
2,5,9,0.1,VI 45,322,0.533333333,1689,VI 95,162,1.6,1558,0.298340857,-0.477121255,0.035062196,1292
2,6,2,0.1,VI 45,339,0.64516129,1932,VI 95,195,1.052631579,1564,0.240165087,-0.212608093,0.091770373,1363
2,6,1,0.1,VI 45,347,0.64516129,1946,VI 95,178,1.052631579,1509,0.289909472,-0.212608093,0.110453596,1393
2,6,0,0.1,VI 45,328,0.64516129,1856,VI 95,183,1.052631579,1526,0.253422754,-0.212608093,0.085023438,1327
2,6,3,0.1,VI 45,339,0.64516129,1868,VI 95,181,1.052631579,1475,0.272521123,-0.212608093,0.102584852,1338
2,6,4,0.1,VI 45,360,0.64516129,2056,VI 95,169,1.052631579,1445,0.328415796,-0.212608093,0.153155263,1385
2,6,5,0.1,VI 45,311,0.64516129,1785,VI 95,178,1.052631579,1579,0.242340387,-0.212608093,0.05325609,1283
2,6,6,0.1,VI 45,341,0.64516129,1838,VI 95,175,1.052631579,1439,0.28971633,-0.212608093,0.106284713,1286
2,6,8,0.1,VI 45,327,0.64516129,1843,VI 95,160,1.052631579,1329,0.31042777,-0.212608093,0.142000354,1291
2,6,7,0.1,VI 45,356,0.64516129,2109,VI 95,161,1.052631579,1374,0.344624122,-0.212608093,0.186089847,1327
2,6,9,0.1,VI 45,352,0.64516129,2012,VI 95,165,1.052631579,1437,0.329058719,-0.212608093,0.146171208,1367
2,7,1,0.1,VI 45,336,0.8,2028,VI 95,181,0.8,1320,0.268660703,0,0.186494019,1379
2,7,0,0.1,VI 45,354,0.8,2208,VI 95,163,0.8,1332,0.336815658,0,0.219494844,1382
2,7,2,0.1,VI 45,327,0.8,2115,VI 95,203,0.8,1374,0.207051715,0,0.187323639,1322
2,7,3,0.1,VI 45,374,0.8,2373,VI 95,152,0.8,1144,0.391028014,0,0.316871714,1325
2,7,5,0.1,VI 45,357,0.8,2142,VI 95,173,0.8,1333,0.314622113,0,0.205989317,1318
2,7,4,0.1,VI 45,379,0.8,2373,VI 95,174,0.8,1209,0.338089962,0,0.292871437,1334
2,7,6,0.1,VI 45,331,0.8,2070,VI 95,171,0.8,1336,0.286831883,0,0.190163887,1342
2,7,7,0.1,VI 45,370,0.8,2193,VI 95,172,0.8,1288,0.332673277,0,0.231122769,1281
2,7,8,0.1,VI 45,389,0.8,2360,VI 95,195,0.8,1427,0.29991499,0,0.21848803,1455
2,8,0,0.1,VI 45,350,1.052631579,2464,VI 95,172,0.64516129,1176,0.308539597,0.212608093,0.321233382,1303
2,7,9,0.1,VI 45,395,0.8,2385,VI 95,165,0.8,1339,0.379113151,0,0.250707806,1416
2,8,3,0.1,VI 45,380,1.052631579,2503,VI 95,174,0.64516129,1209,0.339234348,0.212608093,0.316034549,1350
2,8,2,0.1,VI 45,364,1.052631579,2506,VI 95,166,0.64516129,1238,0.340993296,0.212608093,0.306260422,1409
2,8,4,0.1,VI 45,415,1.052631579,2816,VI 95,179,0.64516129,1188,0.365195066,0.212608093,0.37481621,1359
2,8,6,0.1,VI 45,361,1.052631579,2494,VI 95,160,0.64516129,1171,0.353387219,0.212608093,0.328339554,1243
2,8,1,0.1,VI 45,371,1.052631579,2464,VI 95,161,0.64516129,1183,0.362548034,0.212608093,0.318655959,1324
2,8,5,0.1,VI 45,379,1.052631579,2421,VI 95,176,0.64516129,1232,0.333126542,0.212608093,0.293384082,1328
2,8,7,0.1,VI 45,335,1.052631579,2342,VI 95,161,0.64516129,1168,0.318218931,0.212608093,0.302144048,1327
2,8,8,0.1,VI 45,381,1.052631579,2399,VI 95,169,0.64516129,1153,0.353038271,0.212608093,0.318200941,1284
2,8,9,0.1,VI 45,352,1.052631579,2354,VI 95,162,0.64516129,1169,0.337027649,0.212608093,0.303991947,1330
2,9,0,0.1,VI 45,379,1.6,2868,VI 95,179,0.533333333,1091,0.325786179,0.477121255,0.419754396,1394
2,9,2,0.1,VI 45,344,1.6,2737,VI 95,155,0.533333333,1100,0.346226744,0.477121255,0.395882112,1316
2,9,1,0.1,VI 45,365,1.6,2839,VI 95,169,0.533333333,1073,0.33440616,0.477121255,0.422565671,1251
2,9,3,0.1,VI 45,396,1.6,3068,VI 95,155,0.533333333,1051,0.407363488,0.477121255,0.465252639,1302
2,9,5,0.1,VI 45,348,1.6,2741,VI 95,178,0.533333333,1102,0.291159242,0.477121255,0.395727441,1339
2,9,4,0.1,VI 45,406,1.6,3041,VI 95,167,0.533333333,951,0.385809562,0.477121255,0.504835903,1212
2,9,7,0.1,VI 45,339,1.6,2672,VI 95,180,0.533333333,1106,0.274927193,0.477121255,0.383081327,1316
2,9,8,0.1,VI 45,387,1.6,2998,VI 95,189,0.533333333,1176,0.311249161,0.477121255,0.406424307,1444
2,9,6,0.1,VI 45,391,1.6,2896,VI 95,180,0.533333333,1135,0.336904252,0.477121255,0.406802696,1338
2,10,0,0.1,VI 70,226,0.533333333,1321,VI 70,229,1.6,2022,-0.005727043,-0.477121255,-0.184878334,1277
2,10,1,0.1,VI 70,227,0.533333333,1352,VI 70,231,1.6,2013,-0.007586123,-0.477121255,-0.172867083,1301
2,10,2,0.1,VI 70,220,0.533333333,1359,VI 70,236,1.6,1949,-0.030489322,-0.477121255,-0.156592382,1286
2,9,9,0.1,VI 45,387,1.6,2937,VI 95,186,0.533333333,1119,0.318198021,0.477121255,0.41907386,1355
2,10,3,0.1,VI 70,238,0.533333333,1391,VI 70,229,1.6,1953,0.016741475,-0.477121255,-0.147375113,1282
2,10,5,0.1,VI 70,234,0.533333333,1298,VI 70,238,1.6,2000,-0.0073611,-0.477121255,-0.187755303,1296
2,10,4,0.1,VI 70,238,0.533333333,1345,VI 70,237,1.6,2038,0.001828611,-0.477121255,-0.180481895,1350
2,10,7,0.1,VI 70,243,0.533333333,1401,VI 70,238,1.6,2046,0.009029317,-0.477121255,-0.164467494,1280
2,10,9,0.1,VI 70,226,0.533333333,1388,VI 70,239,1.6,2108,-0.024289462,-0.477121255,-0.18148114,1375
2,10,8,0.1,VI 70,202,0.533333333,1274,VI 70,230,1.6,2035,-0.056376467,-0.477121255,-0.203394986,1302
2,10,6,0.1,VI 70,222,0.533333333,1329,VI 70,219,1.6,1956,0.00590886,-0.477121255,-0.16784387,1269
2,11,0,0.1,VI 70,218,0.64516129,1460,VI 70,235,1.052631579,1810,-0.032611369,-0.212608093,-0.093325719,1195
2,11,2,0.1,VI 70,207,0.64516129,1447,VI 70,247,1.052631579,1828,-0.076726608,-0.212608093,-0.10150766,1300
2,11,3,0.1,VI 70,231,0.64516129,1529,VI 70,249,1.052631579,1802,-0.032587367,-0.212608093,-0.071347301,1298
2,11,4,0.1,VI 70,223,0.64516129,1391,VI 70,246,1.052631579,1805,-0.042630244,-0.212608093,-0.113150076,1257
2,11,1,0.1,VI 70,232,0.64516129,1508,VI 70,220,1.052631579,1813,0.023065304,-0.212608093,-0.079996463,1239
2,11,5,0.1,VI 70,227,0.64516129,1446,VI 70,238,1.052631579,1785,-0.0205511,-0.212608093,-0.091469927,1334
2,11,7,0.1,VI 70,204,0.64516129,1360,VI 70,244,1.052631579,1904,-0.077759659,-0.212608093,-0.146128036,1260
2,11,6,0.1,VI 70,213,0.64516129,1338,VI 70,230,1.052631579,1833,-0.033348233,-0.212608093,-0.136706352,1243
2,12,0,0.1,VI 70,234,0.8,1695,VI 70,218,0.8,1590,0.030759364,0,0.027772578,1311
2,11,8,0.1,VI 70,235,0.64516129,1509,VI 70,216,1.052631579,1727,0.036614111,-0.212608093,-0.058603098,1356
2,11,9,0.1,VI 70,238,0.64516129,1568,VI 70,236,1.052631579,1860,0.003664954,-0.212608093,-0.074166886,1381
2,12,1,0.1,VI 70,213,0.8,1536,VI 70,225,0.8,1608,-0.023802915,0,-0.019894829,1250
2,12,2,0.1,VI 70,232,0.8,1630,VI 70,248,0.8,1682,-0.028963696,0,-0.013638387,1280
2,12,3,0.1,VI 70,254,0.8,1815,VI 70,231,0.8,1680,0.041221737,0,0.033567348,1335
2,12,6,0.1,VI 70,267,0.8,1810,VI 70,253,0.8,1581,0.02339074,0,0.058746705,1348
2,12,5,0.1,VI 70,233,0.8,1624,VI 70,210,0.8,1515,0.045136626,0,0.030173392,1235
2,12,7,0.1,VI 70,203,0.8,1506,VI 70,201,0.8,1476,0.00429998,0,0.008738614,1157
2,12,4,0.1,VI 70,247,0.8,1633,VI 70,216,0.8,1504,0.058243202,0,0.035738348,1235
2,12,8,0.1,VI 70,220,0.8,1687,VI 70,226,0.8,1530,-0.011685758,0,0.042423652,1383
2,12,9,0.1,VI 70,249,0.8,1698,VI 70,227,0.8,1512,0.04017349,0,0.050385895,1210
2,13,1,0.1,VI 70,223,1.052631579,1829,VI 70,218,0.64516129,1341,0.009848369,0.212608093,0.134784928,1266
2,13,2,0.1,VI 70,228,1.052631579,1862,VI 70,230,0.64516129,1406,-0.003792989,0.212608093,0.121994356,1306
2,13,3,0.1,VI 70,222,1.052631579,1809,VI 70,222,0.64516129,1394,0,0.212608093,0.113175793,1266
2,13,0,0.1,VI 70,238,1.052631579,1829,VI 70,209,0.64516129,1411,0.056430671,0.212608093,0.112686692,1273
2,13,4,0.1,VI 70,219,1.052631579,1749,VI 70,232,0.64516129,1512,-0.02504387,0.212608093,0.063238018,1255
2,13,6,0.1,VI 70,220,1.052631579,1814,VI 70,243,0.64516129,1527,-0.043183593,0.212608093,0.074798246,1329
2,13,5,0.1,VI 70,219,1.052631579,1781,VI 70,187,0.64516129,1298,0.068602508,0.212608093,0.137389227,1244
2,13,8,0.1,VI 70,257,1.052631579,1938,VI 70,229,0.64516129,1469,0.050097641,0.212608093,0.120331977,1405
2,13,9,0.1,VI 70,253,1.052631579,1854,VI 70,240,0.64516129,1527,0.022909279,0.212608093,0.084270693,1324
2,13,7,0.1,VI 70,279,1.052631579,2047,VI 70,222,0.64516129,1388,0.099251229,0.212608093,0.168728377,1337
2,14,1,0.1,VI 70,225,1.6,1935,VI 70,231,0.533333333,1425,-0.011429462,0.477121255,0.132866105,1318
2,14,0,0.1,VI 70,229,1.6,2042,VI 70,220,0.533333333,1285,0.017412802,0.477121255,0.20115261,1258
2,14,2,0.1,VI 70,244,1.6,1973,VI 70,242,0.533333333,1399,0.00357446,0.477121255,0.149309371,1370
2,14,3,0.1,VI 70,267,1.6,2294,VI 70,231,0.533333333,1378,0.062899281,0.477121255,0.221344196,1408
