net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,1,2,0.1,VI 40,351,1,3037,VI 30,459,1,3849,-0.116505569,0,-0.102903119,1252,0,0.786409605,-0.001369184
-1,1,8,0.1,VI 40,322,1,2817,VI 30,496,1,4005,-0.187625805,0,-0.152815673,1340,0,0.005411249,0.00252515
-1,1,4,0.1,VI 40,341,1,2865,VI 30,491,1,3972,-0.158327113,0,-0.141884614,1263,0.994959426,0.026482675,#N/A
-1,1,0,0.1,VI 40,363,1,3093,VI 30,496,1,4177,-0.135575051,0,-0.130484555,1461,10560.37054,107,#N/A
-1,0,4,0.1,VI 34.3,426,1,3436,VI 34.3,423,1,3506,0.003069232,0,-0.008758757,1509,14.81265338,0.075042533,#N/A
-1,2,8,0.1,VI 48,316,1,2736,VI 26.7,568,1,4496,-0.254661253,0,-0.21571021,1628,,,
-1,0,0,0.1,VI 34.3,408,1,3417,VI 34.3,444,1,3702,-0.036722807,0,-0.034791436,1510,,,
-1,1,6,0.1,VI 40,342,1,2856,VI 30,513,1,4120,-0.176091259,0,-0.159139013,1305,,,
-1,0,2,0.1,VI 34.3,400,1,3485,VI 34.3,416,1,3420,-0.017033339,0,0.008176676,1358,,,
-1,2,0,0.1,VI 48,287,1,2485,VI 26.7,562,1,4474,-0.291854419,0,-0.255369587,1277,,,
-1,3,0,0.1,VI 60,254,1,2285,VI 24,642,1,4892,-0.402701311,0,-0.330600244,1400,,,
-1,0,8,0.1,VI 34.3,370,1,3043,VI 34.3,460,1,3954,-0.094556108,0,-0.113734713,1293,,,
-1,2,4,0.1,VI 48,294,1,2610,VI 26.7,543,1,4428,-0.266452499,0,-0.229567105,1417,,,
-1,2,6,0.1,VI 48,302,1,2676,VI 26.7,569,1,4344,-0.275105323,0,-0.210403707,1414,,,
-1,2,2,0.1,VI 48,308,1,2677,VI 26.7,593,1,4425,-0.284503977,0,-0.218264904,1433,,,
-1,0,6,0.1,VI 34.3,401,1,3342,VI 34.3,429,1,3628,-0.02931292,0,-0.035660833,1456,,,
-1,1,3,0.1,VI 40,350,1,2982,VI 30,458,1,3732,-0.116797434,0,-0.097433996,1333,,,
-1,1,9,0.1,VI 40,355,1,2831,VI 30,497,1,4167,-0.146128036,0,-0.167883631,1193,,,
-1,1,7,0.1,VI 40,324,1,2909,VI 30,497,1,3983,-0.185811379,0,-0.136466585,1377,,,
-1,2,1,0.1,VI 48,299,1,2680,VI 26.7,573,1,4463,-0.282483434,0,-0.221492093,1435,,,
-1,0,9,0.1,VI 34.3,434,1,3647,VI 34.3,436,1,3542,-0.00199676,0,0.012687206,1496,,,
-1,0,1,0.1,VI 34.3,480,1,3865,VI 34.3,395,1,3277,0.084644142,0,0.071673057,1445,,,
-1,1,5,0.1,VI 40,401,1,3227,VI 30,486,1,3853,-0.083491897,0,-0.077000044,1496,,,
