run_index,repetition_index,Sch 1,R1,B1,M1,Sch 2,R2,B2,M2,log(R1/R2),log(B1/B2),log(M1/M2),Changeovers
1,25,VI 40,23,119,1,VI 30,28,152,1,-0.08543019532462635,-0.10629662655224176,0.0,112
1,26,VI 40,24,134,1,VI 30,32,176,1,-0.12493873660829995,-0.1184078694493422,0.0,142
1,27,VI 40,16,84,1,VI 30,35,173,1,-0.3399480616943509,-0.3137668170669138,0.0,79
1,28,VI 40,15,83,1,VI 30,41,230,1,-0.43669259766405427,-0.44264974364151893,0.0,100
1,29,VI 40,20,124,1,VI 30,37,194,1,-0.2671717284030138,-0.194380044767991,0.0,128
2,0,VI 48,16,89,1,VI 26.7,29,184,1,-0.2582780152430313,-0.3154278163646237,0.0,81
2,1,VI 48,13,73,1,VI 26.7,26,176,1,-0.3010299956639812,-0.3821898076936939,0.0,86
2,2,VI 48,20,119,1,VI 26.7,31,186,1,-0.1903316981702915,-0.19396598282538557,0.0,128
2,3,VI 48,17,101,1,VI 26.7,23,143,1,-0.13127891463931898,-0.15101466368241925,0.0,109
2,4,VI 48,16,98,1,VI 26.7,28,155,1,-0.24303804868629447,-0.19910562247779667,0.0,97
2,5,VI 48,17,110,1,VI 26.7,25,129,1,-0.16749108729376366,-0.06919702514102394,0.0,110
2,6,VI 48,20,92,1,VI 26.7,33,179,1,-0.21748394421390627,-0.2890652036343379,0.0,118
2,7,VI 48,11,76,1,VI 26.7,29,185,1,-0.42100531274073105,-0.3863581361222224,0.0,95
2,8,VI 48,16,90,1,VI 26.7,34,190,1,-0.32735893438633035,-0.3245110915135041,0.0,88
2,9,VI 48,11,56,1,VI 26.7,37,197,1,-0.52680903890877,-0.5462781991553924,0.0,69
2,10,VI 48,9,57,1,VI 26.7,30,167,1,-0.5228787452803376,-0.46684161547509184,0.0,68
2,11,VI 48,12,76,1,VI 26.7,27,146,1,-0.35218251811136253,-0.2835392635036458,0.0,83
2,12,VI 48,29,157,1,VI 26.7,28,149,1,0.015239966556736905,0.022713383996959668,0.0,144
2,13,VI 48,17,116,1,VI 26.7,32,166,1,-0.27470105694163205,-0.1556500988131366,0.0,132
2,14,VI 48,15,91,1,VI 26.7,18,145,1,-0.0791812460476248,-0.20232660991388127,0.0,90
2,15,VI 48,9,77,1,VI 26.7,30,142,1,-0.5228787452803376,-0.26579761921057454,0.0,77
2,16,VI 48,20,92,1,VI 26.7,37,229,1,-0.2671717284030138,-0.39604765499433275,0.0,116
2,17,VI 48,9,56,1,VI 26.7,32,193,1,-0.5509074688805811,-0.5373692820015734,0.0,78
2,18,VI 48,15,65,1,VI 26.7,36,199,1,-0.38021124171160603,-0.485939719766851,0.0,79
2,19,VI 48,20,97,1,VI 26.7,39,204,1,-0.29003461136251807,-0.3228584331596539,0.0,106
2,20,VI 48,16,98,1,VI 26.7,26,141,1,-0.21085336531489315,-0.15799303696288505,0.0,78
2,21,VI 48,18,85,1,VI 26.7,23,109,1,-0.10645533091428679,-0.10800757222633091,0.0,93
2,22,VI 48,17,82,1,VI 26.7,27,164,1,-0.20091484278071337,-0.3010299956639812,0.0,72
2,23,VI 48,14,83,1,VI 26.7,43,209,1,-0.48734041990134847,-0.4010681937349801,0.0,90
2,24,VI 48,17,79,1,VI 26.7,33,171,1,-0.2880650184996136,-0.3353690191017124,0.0,97
2,25,VI 48,11,73,1,VI 26.7,20,118,1,-0.2596373105057561,-0.20855914718566948,0.0,76
2,26,VI 48,14,115,1,VI 26.7,27,161,1,-0.2852357284807493,-0.146128035678238,0.0,115
2,27,VI 48,16,110,1,VI 26.7,31,166,1,-0.2872417111783479,-0.17871540288183005,0.0,112
2,28,VI 48,18,116,1,VI 26.7,26,157,1,-0.1597008428675119,-0.1314416631823153,0.0,112
2,29,VI 48,26,144,1,VI 26.7,27,130,1,-0.01639041618816937,0.04441913978841291,0.0,133
3,0,VI 60,12,50,1,VI 24,32,159,1,-0.42596873227228116,-0.5024271199844327,0.0,73
3,1,VI 60,9,63,1,VI 24,32,190,1,-0.5509074688805811,-0.4794130514992473,0.0,84
3,2,VI 60,13,66,1,VI 24,27,141,1,-0.3174204118521506,-0.32967517711351124,0.0,77
3,3,VI 60,9,60,1,VI 24,40,216,1,-0.6478174818886375,-0.5563025007672873,0.0,97
3,4,VI 60,9,59,1,VI 24,32,192,1,-0.5509074688805811,-0.5124492170614053,0.0,64
3,5,VI 60,9,56,1,VI 24,27,152,1,-0.47712125471966244,-0.43365556093857216,0.0,89
3,6,VI 60,18,134,1,VI 24,18,109,1,0.0,0.08967830042418398,0.0,102
3,7,VI 60,14,84,1,VI 24,24,137,1,-0.23408320603336796,-0.2124412810945251,0.0,96
3,8,VI 60,23,118,1,VI 24,27,155,1,-0.06963592814139442,-0.11844969086416612,0.0,108
3,9,VI 60,12,84,1,VI 24,24,136,1,-0.3010299956639812,-0.20925962230833584,0.0,96
3,10,VI 60,18,110,1,VI 24,33,199,1,-0.26324143477458145,-0.2574603912514816,0.0,111
3,11,VI 60,11,61,1,VI 24,43,236,1,-0.5920757704213615,-0.5875821679593396,0.0,97
3,12,VI 60,16,82,1,VI 24,31,165,1,-0.2872417111783479,-0.3036700918301896,0.0,114
3,13,VI 60,18,93,1,VI 24,31,172,1,-0.23608918873096657,-0.26704549835361385,0.0,98
3,14,VI 60,25,132,1,VI 24,35,171,1,-0.146128035678238,-0.112422179186304,0.0,145
3,15,VI 60,24,143,1,VI 24,26,151,1,-0.03476210625921192,-0.02364090982810765,0.0,126
3,16,VI 60,7,58,1,VI 24,24,136,1,-0.5351132016973492,-0.37011091480728026,0.0,74
3,17,VI 60,11,73,1,VI 24,30,174,1,-0.4357285695614374,-0.3772263881621438,0.0,82
3,18,VI 60,6,47,1,VI 24,38,204,1,-0.8016323462331666,-0.6375323094901814,0.0,54
3,19,VI 60,15,105,1,VI 24,36,195,1,-0.38021124171160603,-0.26884531229257996,0.0,125
3,20,VI 60,9,67,1,VI 24,44,258,1,-0.6892101670468626,-0.5855449032624037,0.0,100
3,21,VI 60,13,84,1,VI 24,31,175,1,-0.3774183415274359,-0.3187587626244128,0.0,108
3,22,VI 60,9,64,1,VI 24,33,180,1,-0.5642714304385626,-0.4490925311194189,0.0,81
3,23,VI 60,15,77,1,VI 24,36,163,1,-0.38021124171160603,-0.32569687923147594,0.0,84
3,24,VI 60,13,69,1,VI 24,45,228,1,-0.5392691614685069,-0.5190857562631985,0.0,98
3,25,VI 60,13,74,1,VI 24,35,158,1,-0.43012469204343884,-0.32942536722344645,0.0,94
3,26,VI 60,9,46,1,VI 24,36,220,1,-0.6020599913279624,-0.6796648491406322,0.0,62
3,27,VI 60,19,108,1,VI 24,37,201,1,-0.28944812311416607,-0.2697723019335392,0.0,128
3,28,VI 60,7,41,1,VI 24,40,206,1,-0.7569619513137056,-0.7010833636494179,0.0,52
3,29,VI 60,17,107,1,VI 24,34,175,1,-0.3010299956639812,-0.2136542710010848,0.0,123
4,0,VI 80,9,60,1,VI 21.8,30,206,1,-0.5228787452803376,-0.5357159699855097,0.0,68
4,1,VI 80,6,61,1,VI 21.8,32,200,1,-0.7269987279362623,-0.5157001606532142,0.0,92
4,2,VI 80,8,58,1,VI 21.8,37,216,1,-0.6651117370750513,-0.5710257575879936,0.0,84
4,3,VI 80,8,55,1,VI 21.8,35,219,1,-0.640978057358332,-0.6000814253458745,0.0,87
4,4,VI 80,7,59,1,VI 21.8,29,141,1,-0.6172999578846993,-0.37836710101323573,0.0,59
4,5,VI 80,12,65,1,VI 21.8,41,225,1,-0.5336026106721107,-0.5392691614685069,0.0,85
4,6,VI 80,12,79,1,VI 21.8,30,143,1,-0.3979400086720376,-0.2577089461746204,0.0,98
4,7,VI 80,13,76,1,VI 21.8,45,218,1,-0.5392691614685069,-0.45764290132381347,0.0,114
4,8,VI 80,11,65,1,VI 21.8,45,253,1,-0.6118198286171187,-0.5902071645329623,0.0,99
4,9,VI 80,11,81,1,VI 21.8,31,151,1,-0.4499690086760476,-0.27049192841451974,0.0,79
4,10,VI 80,14,93,1,VI 21.8,26,136,1,-0.26884531229257996,-0.16505595981628238,0.0,81
4,11,VI 80,8,40,1,VI 21.8,40,203,1,-0.6989700043360187,-0.7054360465852505,0.0,57
4,12,VI 80,12,61,1,VI 21.8,43,237,1,-0.5542872095319618,-0.5894185109993368,0.0,64
4,13,VI 80,9,73,1,VI 21.8,34,203,1,-0.5772364076029303,-0.444173177792757,0.0,94
4,14,VI 80,6,49,1,VI 21.8,45,242,1,-0.8750612633917001,-0.6936192859519177,0.0,76
4,15,VI 80,8,61,1,VI 21.8,48,303,1,-0.7781512503836436,-0.696112793491538,0.0,88
4,16,VI 80,2,48,1,VI 21.8,36,205,1,-1.255272505103306,-0.630512623680167,0.0,66
4,17,VI 80,10,77,1,VI 21.8,38,198,1,-0.5797835966168102,-0.41017446508904926,0.0,88
4,18,VI 80,13,64,1,VI 21.8,39,196,1,-0.47712125471966244,-0.4860760973725889,0.0,84
4,19,VI 80,12,67,1,VI 21.8,32,210,1,-0.42596873227228116,-0.49614449203309285,0.0,111
4,20,VI 80,3,35,1,VI 21.8,55,266,1,-1.2632414347745815,-0.8808135922807914,0.0,54
4,21,VI 80,12,69,1,VI 21.8,41,211,1,-0.5336026106721107,-0.48543336456043734,0.0,85
4,22,VI 80,17,89,1,VI 21.8,27,155,1,-0.20091484278071337,-0.24094169152537867,0.0,94
4,23,VI 80,7,42,1,VI 21.8,36,201,1,-0.7112044607530305,-0.6799467670225884,0.0,66
4,24,VI 80,6,30,1,VI 21.8,28,178,1,-0.6690067809585756,-0.7732987475892316,0.0,48
4,25,VI 80,10,52,1,VI 21.8,38,204,1,-0.5797835966168102,-0.5936268237910997,0.0,74
4,26,VI 80,14,81,1,VI 21.8,26,155,1,-0.26884531229257996,-0.28184667929164176,0.0,97
4,27,VI 80,9,62,1,VI 21.8,27,169,1,-0.47712125471966244,-0.43549501511541966,0.0,79
4,28,VI 80,8,55,1,VI 21.8,34,177,1,-0.6283889300503115,-0.5076105768675627,0.0,56
4,29,VI 80,6,54,1,VI 21.8,31,206,1,-0.713210443450629,-0.5814734605461849,0.0,68
5,0,VI 120,11,79,1,VI 20,32,147,1,-0.46375729316168096,-0.2696902434577346,0.0,96
5,1,VI 120,9,53,1,VI 20,50,248,1,-0.744727494896694,-0.6701758112254272,0.0,65
5,2,VI 120,8,52,1,VI 20,34,190,1,-0.6283889300503115,-0.5627502573180297,0.0,63
5,3,VI 120,3,52,1,VI 20,32,179,1,-1.0280287236002434,-0.536849687345094,0.0,74
5,4,VI 120,5,38,1,VI 20,32,220,1,-0.8061799739838872,-0.7626390842053961,0.0,61
5,5,VI 120,11,89,1,VI 20,32,130,1,-0.46375729316168096,-0.16455334566192398,0.0,71
5,6,VI 120,8,61,1,VI 20,43,216,1,-0.730378468587643,-0.5491239161401639,0.0,104
5,7,VI 120,4,35,1,VI 20,53,306,1,-1.1222158782728267,-0.9416533821313043,0.0,55
5,8,VI 120,6,50,1,VI 20,42,223,1,-0.8450980400142568,-0.6493348587121418,0.0,66
5,9,VI 120,3,30,1,VI 20,41,254,1,-1.135662602000073,-0.9277124619002757,0.0,42
5,10,VI 120,6,38,1,VI 20,49,274,1,-0.91204482964487,-0.8579669662035778,0.0,61
5,11,VI 120,10,75,1,VI 20,38,217,1,-0.5797835966168102,-0.46139847045682947,0.0,96
5,12,VI 120,3,30,1,VI 20,48,260,1,-1.2041199826559248,-0.9378520932511555,0.0,52
5,13,VI 120,3,42,1,VI 20,43,220,1,-1.156347200859924,-0.7191733904243057,0.0,64
5,14,VI 120,8,54,1,VI 20,41,228,1,-0.7096938697277919,-0.6255410871774854,0.0,80
5,15,VI 120,5,39,1,VI 20,36,190,1,-0.8573324964312684,-0.6876889939263298,0.0,66
5,16,VI 120,11,49,1,VI 20,40,221,1,-0.5606673061697374,-0.6541961936565971,0.0,70
5,17,VI 120,10,78,1,VI 20,31,150,1,-0.4913616938342727,-0.28399665636520083,0.0,70
5,18,VI 120,8,41,1,VI 20,47,259,1,-0.7690078709437739,-0.8005159073615163,0.0,51
5,19,VI 120,8,50,1,VI 20,42,256,1,-0.7201593034059569,-0.7092699609758307,0.0,73
5,20,VI 120,4,39,1,VI 20,38,197,1,-0.9777236052888478,-0.7034016191350937,0.0,47
5,21,VI 120,5,48,1,VI 20,41,236,1,-0.9138138523837167,-0.6916707655945193,0.0,74
5,22,VI 120,5,50,1,VI 20,31,168,1,-0.7923916894982539,-0.5263392773898441,0.0,65
5,23,VI 120,10,74,1,VI 20,38,194,1,-0.5797835966168102,-0.4185700101992499,0.0,66
5,24,VI 120,4,44,1,VI 20,47,238,1,-1.070037866607755,-0.7331242805703245,0.0,66
5,25,VI 120,6,51,1,VI 20,31,175,1,-0.713210443450629,-0.535467872588358,0.0,59
5,26,VI 120,8,62,1,VI 20,35,202,1,-0.640978057358332,-0.5129596799483699,0.0,86
5,27,VI 120,6,40,1,VI 20,40,216,1,-0.8239087409443188,-0.7323937598229685,0.0,57
5,28,VI 120,6,40,1,VI 20,43,245,1,-0.8553172051959429,-0.7871060930365701,0.0,62
5,29,VI 120,6,51,1,VI 20,44,205,1,-0.8653014261025438,-0.6041836849578179,0.0,76
6,0,VI 30,26,155,1,VI 40,17,128,1,0.184524426592544,0.08312172852242312,0.0,109
6,1,VI 30,20,122,1,VI 40,16,104,1,0.09691001300805642,0.0693264913759679,0.0,105
6,2,VI 30,14,79,1,VI 40,24,128,1,-0.23408320603336796,-0.20958287835742695,0.0,85
6,3,VI 30,29,168,1,VI 40,21,102,1,0.1401787031650368,0.21670910996394527,0.0,106
6,4,VI 30,27,155,1,VI 40,16,88,1,0.22724378150306254,0.24584902602012287,0.0,95
6,5,VI 30,22,129,1,VI 40,21,119,1,0.02020338608828699,0.03504274890671817,0.0,86
6,6,VI 30,19,113,1,VI 40,14,96,1,0.13262556527459096,0.07080721044385128,0.0,85
6,7,VI 30,25,125,1,VI 40,25,161,1,0.0,-0.10991586302379329,0.0,103
6,8,VI 30,33,180,1,VI 40,17,97,1,0.2880650184996135,0.26850077083706125,0.0,118
6,9,VI 30,27,161,1,VI 40,29,140,1,-0.03103423373996879,0.06069784035361165,0.0,98
6,10,VI 30,20,118,1,VI 40,18,86,1,0.04575749056067514,0.13738355606255767,0.0,83
6,11,VI 30,22,126,1,VI 40,19,117,1,0.0636690798693773,0.032184683371401235,0.0,93
6,12,VI 30,21,104,1,VI 40,27,174,1,-0.10914446942506803,-0.22351590898381932,0.0,112
6,13,VI 30,28,143,1,VI 40,23,95,1,0.08543019532462637,0.17761243217621406,0.0,90
6,14,VI 30,21,108,1,VI 40,17,101,1,0.09177037335564536,0.029102381704307154,0.0,71
6,15,VI 30,33,183,1,VI 40,18,80,1,0.2632414347745814,0.3593611027384859,0.0,102
6,16,VI 30,18,132,1,VI 40,21,99,1,-0.06694678963061322,0.12493873660829993,0.0,115
6,17,VI 30,20,117,1,VI 40,24,136,1,-0.0791812460476248,-0.06535304662405585,0.0,91
6,18,VI 30,33,165,1,VI 40,23,109,1,0.15678610386029457,0.18005744627328266,0.0,113
6,19,VI 30,27,142,1,VI 40,23,129,1,0.06963592814139448,0.0416986340838075,0.0,110
6,20,VI 30,25,169,1,VI 40,19,88,1,0.11918640771920867,0.28340403246350493,0.0,89
6,21,VI 30,32,169,1,VI 40,27,131,1,0.07378621416091864,0.11061540895790929,0.0,129
6,22,VI 30,32,204,1,VI 40,16,68,1,0.3010299956639812,0.47712125471966244,0.0,104
6,23,VI 30,29,163,1,VI 40,16,112,1,0.2582780152430313,0.16296958173377618,0.0,91
6,24,VI 30,16,95,1,VI 40,21,129,1,-0.11809931207799451,-0.13286610501040122,0.0,102
6,25,VI 30,21,153,1,VI 40,15,79,1,0.146128035678238,0.2870643395271574,0.0,78
6,26,VI 30,23,128,1,VI 40,15,100,1,0.18563657696191166,0.10720996964786837,0.0,105
6,27,VI 30,28,127,1,VI 40,23,136,1,0.08543019532462637,-0.029735187414260643,0.0,129
6,28,VI 30,26,180,1,VI 40,19,101,1,0.136219747017989,0.2509511313206635,0.0,117
6,29,VI 30,25,164,1,VI 40,17,106,1,0.16749108729376372,0.18953798278292766,0.0,113
7,0,VI 26.7,25,164,1,VI 48,14,86,1,0.2518119729937996,0.2803453968041302,0.0,109
7,1,VI 26.7,29,161,1,VI 48,18,105,1,0.20712549279565004,0.18563657696191166,0.0,114
7,2,VI 26.7,14,105,1,VI 48,12,102,1,0.06694678963061322,0.012589127308020467,0.0,90
7,3,VI 26.7,28,171,1,VI 48,14,92,1,0.3010299956639812,0.26920828304659855,0.0,107
7,4,VI 26.7,24,166,1,VI 48,15,64,1,0.2041199826559248,0.4139281140561679,0.0,66
7,5,VI 26.7,19,97,1,VI 48,19,119,1,0.0,-0.08877522712628591,0.0,70
7,6,VI 26.7,34,201,1,VI 48,17,64,1,0.3010299956639812,0.4970160834366017,0.0,84
7,7,VI 26.7,33,196,1,VI 48,14,91,1,0.37238590419964945,0.33321467903538243,0.0,93
7,8,VI 26.7,24,152,1,VI 48,19,87,1,0.10145764075877704,0.24232433532615405,0.0,79
7,9,VI 26.7,30,165,1,VI 48,15,73,1,0.3010299956639812,0.35416108409345043,0.0,90
7,10,VI 26.7,30,195,1,VI 48,13,77,1,0.3631779024128256,0.4035438861900361,0.0,81
7,11,VI 26.7,26,128,1,VI 48,8,82,1,0.5118833609788743,0.19339611726415168,0.0,73
7,12,VI 26.7,27,171,1,VI 48,15,80,1,0.25527250510330607,0.3299061234002103,0.0,95
7,13,VI 26.7,28,167,1,VI 48,16,85,1,0.24303804868629444,0.2932975454332905,0.0,91
7,14,VI 26.7,30,164,1,VI 48,13,78,1,0.3631779024128256,0.3227492453572175,0.0,89
7,15,VI 26.7,33,191,1,VI 48,9,58,1,0.5642714304385625,0.5176053736847902,0.0,70
7,16,VI 26.7,38,209,1,VI 48,16,84,1,0.3756636139608854,0.39586700004917236,0.0,99
7,17,VI 26.7,30,163,1,VI 48,20,133,1,0.17609125905568124,0.08833596343687206,0.0,129
7,18,VI 26.7,21,166,1,VI 48,14,77,1,0.17609125905568124,0.33361736286757326,0.0,80
7,19,VI 26.7,24,142,1,VI 48,12,74,1,0.3010299956639812,0.28305662465208026,0.0,88
7,20,VI 26.7,31,190,1,VI 48,10,80,1,0.4913616938342727,0.3756636139608854,0.0,79
7,21,VI 26.7,27,126,1,VI 48,16,86,1,0.22724378150306254,0.16587209387399515,0.0,84
7,22,VI 26.7,27,174,1,VI 48,14,101,1,0.2852357284807493,0.23622787449995714,0.0,115
7,23,VI 26.7,29,179,1,VI 48,12,61,1,0.38321675185133125,0.4675231959691261,0.0,72
7,24,VI 26.7,25,120,1,VI 48,24,138,1,0.017728766960431616,-0.0606978403536117,0.0,135
7,25,VI 26.7,40,211,1,VI 48,24,97,1,0.2218487496163564,0.3375107210314478,0.0,125
7,26,VI 26.7,27,172,1,VI 48,9,58,1,0.47712125471966244,0.47210045334461165,0.0,68
7,27,VI 26.7,24,118,1,VI 48,22,118,1,0.037788560889399754,0.0,0.0,105
7,28,VI 26.7,38,200,1,VI 48,12,82,1,0.5006023505691853,0.3872161432802645,0.0,109
7,29,VI 26.7,22,123,1,VI 48,18,99,1,0.0871501757189002,0.09426991684184802,0.0,86
8,0,VI 24,35,184,1,VI 60,12,79,1,0.4648867983026508,0.36719073171909505,0.0,101
8,1,VI 24,27,138,1,VI 60,20,123,1,0.13033376849500614,0.04997397496183862,0.0,119
8,2,VI 24,37,183,1,VI 60,13,60,1,0.45425837176015826,0.48429983934678583,0.0,86
8,3,VI 24,34,180,1,VI 60,9,43,1,0.5772364076029303,0.6218040495237196,0.0,68
8,4,VI 24,21,114,1,VI 60,19,124,1,0.043465693781090345,-0.03651683382576249,0.0,101
8,5,VI 24,27,143,1,VI 60,20,106,1,0.13033376849500614,0.1300301722002916,0.0,90
8,6,VI 24,19,142,1,VI 60,9,78,1,0.3245110915135041,0.2601937416925761,0.0,74
8,7,VI 24,26,150,1,VI 60,10,87,1,0.414973347970818,0.2365720064370627,0.0,93
8,8,VI 24,34,229,1,VI 60,11,56,1,0.49008623188403005,0.6116474553336876,0.0,68
8,9,VI 24,37,216,1,VI 60,12,97,1,0.4890204780193702,0.3476820168846861,0.0,98
8,10,VI 24,33,183,1,VI 60,12,85,1,0.43933269383026263,0.3330321640161367,0.0,90
8,11,VI 24,33,193,1,VI 60,12,59,1,0.43933269383026263,0.5147052973656296,0.0,82
8,12,VI 24,32,178,1,VI 60,10,71,1,0.505149978319906,0.39916165358981875,0.0,80
8,13,VI 24,26,175,1,VI 60,16,78,1,0.21085336531489318,0.35094344599581406,0.0,83
8,14,VI 24,36,208,1,VI 60,13,72,1,0.4423591484604505,0.4607308385314931,0.0,90
8,15,VI 24,38,175,1,VI 60,9,61,1,0.6255410871774852,0.4577082136755274,0.0,71
8,16,VI 24,24,113,1,VI 60,18,85,1,0.12493873660829993,0.12365951776912697,0.0,65
8,17,VI 24,32,162,1,VI 60,11,88,1,0.46375729316168096,0.2650323423924623,0.0,81
8,18,VI 24,33,201,1,VI 60,11,64,1,0.47712125471966244,0.4970160834366017,0.0,86
8,19,VI 24,37,217,1,VI 60,14,81,1,0.422073688388757,0.42797471496987977,0.0,102
8,20,VI 24,21,117,1,VI 60,9,55,1,0.36797678529459443,0.3278231722519178,0.0,66
8,21,VI 24,25,167,1,VI 60,13,68,1,0.28399665636520083,0.39020755844134697,0.0,71
8,22,VI 24,37,188,1,VI 60,10,47,1,0.568201724066995,0.6020599913279624,0.0,58
8,23,VI 24,26,144,1,VI 60,11,76,1,0.37358066281259295,0.2775488998144583,0.0,79
8,24,VI 24,31,163,1,VI 60,10,64,1,0.4913616938342727,0.40600763042007065,0.0,79
