net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,1,4,0.1,VI 40,338,1,1064,VI 30,405,1,1109,-0.078538323,0,-0.017989918,1066,0,0.202439095,0.003685201
-1,0,0,0.1,VI 34.3,372,1,1075,VI 34.3,369,1,1038,0.003516574,0,0.015211111,1035,0,0.004077044,0.001391916
-1,1,2,0.1,VI 40,326,1,1043,VI 30,404,1,1080,-0.093163765,0,-0.015139447,1040,0.958405633,0.01459473,#N/A
-1,1,6,0.1,VI 40,361,1,1069,VI 30,440,1,1057,-0.085945475,0,0.004902718,1055,1232.731851,107,#N/A
-1,2,4,0.1,VI 48,290,1,961,VI 26.7,435,1,1093,-0.176091259,0,-0.055896774,984,0.525158904,0.022791657,#N/A
-1,1,0,0.1,VI 40,352,1,1057,VI 30,410,1,1061,-0.066241193,0,-0.001640397,1019,,,
-1,0,8,0.1,VI 34.3,376,1,1104,VI 34.3,360,1,1012,0.018885344,0,0.037788561,1022,,,
-1,0,2,0.1,VI 34.3,407,1,1088,VI 34.3,392,1,1014,0.016308342,0,0.03059094,1008,,,
-1,1,8,0.1,VI 40,348,1,1069,VI 30,414,1,1045,-0.075421097,0,0.009861415,1016,,,
-1,2,0,0.1,VI 48,285,1,973,VI 26.7,431,1,1101,-0.17963241,0,-0.053674479,1004,,,
-1,2,6,0.1,VI 48,302,1,1005,VI 26.7,467,1,1112,-0.189309938,0,-0.043938725,1055,,,
-1,2,2,0.1,VI 48,318,1,1029,VI 26.7,443,1,1072,-0.143976606,0,-0.017779411,1037,,,
-1,0,4,0.1,VI 34.3,373,1,1067,VI 34.3,371,1,1049,0.002334922,0,0.007388931,1023,,,
-1,0,6,0.1,VI 34.3,357,1,1039,VI 34.3,380,1,1089,-0.027115381,0,-0.020412332,1022,,,
-1,3,0,0.1,VI 60,254,1,966,VI 24,515,1,1162,-0.306973512,0,-0.080229002,1041,,,
-1,2,8,0.1,VI 48,289,1,987,VI 26.7,454,1,1085,-0.19615801,0,-0.041112586,1055,,,
-1,1,5,0.1,VI 40,323,1,1001,VI 30,396,1,1091,-0.088492664,0,-0.037390673,1039,,,
-1,1,3,0.1,VI 40,321,1,987,VI 30,400,1,1037,-0.095554959,0,-0.021461604,998,,,
-1,0,1,0.1,VI 34.3,359,1,1069,VI 34.3,385,1,1070,-0.030366281,0,-0.000406072,1017,,,
-1,1,7,0.1,VI 40,350,1,1017,VI 30,384,1,1011,-0.04026318,0,0.002569797,992,,,
-1,1,1,0.1,VI 40,331,1,953,VI 30,401,1,1037,-0.083316379,0,-0.036685856,967,,,
-1,0,3,0.1,VI 34.3,382,1,1088,VI 34.3,392,1,1011,-0.011222704,0,0.03187774,1037,,,
-1,2,5,0.1,VI 48,281,1,1035,VI 26.7,471,1,1154,-0.224314587,0,-0.047265459,1128,,,
-1,0,9,0.1,VI 34.3,406,1,1053,VI 34.3,403,1,1063,0.003220987,0,-0.004104893,1103,,,
-1,0,5,0.1,VI 34.3,367,1,1040,VI 34.3,397,1,1069,-0.034124443,0,-0.011944366,1073,,,
-1,2,3,0.1,VI 48,326,1,1063,VI 26.7,449,1,1146,-0.139028741,0,-0.032651353,1050,,,
-1,2,7,0.1,VI 48,310,1,1032,VI 26.7,442,1,1136,-0.154060576,0,-0.041698634,1023,,,
-1,2,1,0.1,VI 48,304,1,1048,VI 26.7,445,1,1137,-0.165486427,0,-0.035399182,1102,,,
-1,1,9,0.1,VI 40,358,1,1072,VI 30,394,1,1040,-0.041613195,0,0.013161446,1032,,,
-1,0,7,0.1,VI 34.3,366,1,1117,VI 34.3,384,1,1035,-0.020850139,0,0.033112823,1069,,,
-1,3,1,0.1,VI 60,253,1,988,VI 24,438,1,1080,-0.238353589,0,-0.038666811,1011,,,
-1,2,9,0.1,VI 48,323,1,1002,VI 26.7,418,1,1071,-0.111973759,0,-0.028921749,1002,,,
-1,3,2,0.1,VI 60,251,1,1022,VI 24,462,1,1092,-0.264968254,0,-0.028771743,1051,,,
-1,3,4,0.1,VI 60,233,1,965,VI 24,492,1,1143,-0.324609182,0,-0.073518917,981,,,
-1,3,6,0.1,VI 60,215,1,960,VI 24,492,1,1099,-0.359526643,0,-0.058726459,988,,,
-1,3,8,0.1,VI 60,261,1,975,VI 24,465,1,1099,-0.250812446,0,-0.051993077,985,,,
-1,4,0,0.1,VI 80,187,1,947,VI 21.8,529,1,1179,-0.451614065,0,-0.095163826,1055,,,
-1,5,6,0.1,VI 120,135,1,888,VI 20,568,1,1190,-0.624014567,0,-0.127133996,959,,,
-1,5,0,0.1,VI 120,125,1,889,VI 20,529,1,1171,-0.626545659,0,-0.119655134,992,,,
-1,4,8,0.1,VI 80,198,1,929,VI 21.8,507,1,1116,-0.408342769,0,-0.079648481,958,,,
-1,4,2,0.1,VI 80,209,1,943,VI 21.8,518,1,1155,-0.394183474,0,-0.088070291,1079,,,
