net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,0,0,0.1,VI 20,716,0.5333333333333333,12271,VI 120,120,1.6,5201,0.7757317762602307,-0.47712125471966244,0.3727931023332196,1182,"=LINEST(O2:O251,M2:N251,TRUE,TRUE)",,
-1,0,1,0.1,VI 20,769,0.5333333333333333,12435,VI 120,123,1.6,5106,0.7960212283620332,-0.47712125471966244,0.3865649791377233,1372,,,
-1,0,2,0.1,VI 20,829,0.5333333333333333,12649,VI 120,111,1.6,4649,0.8732315517636161,-0.47712125471966244,0.4346966463921016,1568,,,
-1,0,3,0.1,VI 20,800,0.5333333333333333,12580,VI 120,117,1.6,4455,0.834904125245782,-0.47712125471966244,0.45083293273635655,1108,,,
-1,0,4,0.1,VI 20,863,0.5333333333333333,13794,VI 120,94,1.6,3679,0.9628829421155108,-0.47712125471966244,0.5739604338217956,1209,,,
-1,0,5,0.1,VI 20,843,0.5333333333333333,13166,VI 120,92,1.6,3979,0.9620397472791871,-0.47712125471966244,0.5196799116096716,1348,,,
-1,0,6,0.1,VI 20,772,0.5333333333333333,12365,VI 120,128,1.6,5008,0.7804073306878678,-0.47712125471966244,0.39252980049494285,1565,,,
-1,0,7,0.1,VI 20,726,0.5333333333333333,11696,VI 120,107,1.6,6168,0.8315528430148841,-0.47712125471966244,0.2778929945708847,1194,,,
-1,0,8,0.1,VI 20,782,0.5333333333333333,12371,VI 120,124,1.6,5162,0.799785067897613,-0.47712125471966244,0.3795868066911578,1644,,,
-1,0,9,0.1,VI 20,835,0.5333333333333333,12656,VI 120,114,1.6,4664,0.8647816241471296,-0.47712125471966244,0.43353792440264366,1394,,,
-1,1,0,0.1,VI 20,876,0.6451612903225806,14649,VI 120,104,1.0526315789473684,2461,0.9254707668693004,-0.21260809288144372,0.7746963653009834,1128,,,
-1,1,1,0.1,VI 20,867,0.6451612903225806,14756,VI 120,109,1.0526315789473684,2666,0.9005925995355867,-0.21260809288144372,0.7431085014769254,1375,,,
