run_index,repetition_index,Sch 1,R1,B1,M1,Sch 2,R2,B2,M2,log(R1/R2),log(B1/B2),log(M1/M2),Changeovers
0,0,VI 34.3,442,2324,0.8,VI 34.3,440,2216,0.8,0.0019695928629044983,0.020666367661900997,0.0,1859
0,1,VI 34.3,442,2420,0.8,VI 34.3,398,2054,0.8,0.045539197275404064,0.0712149267191719,0.0,1730
0,2,VI 34.3,421,2072,0.8,VI 34.3,457,2378,0.8,-0.03563410423418193,-0.05982209920947736,0.0,1776
0,3,VI 34.3,457,2396,0.8,VI 34.3,461,2364,0.8,-0.003784725319797904,0.0058393415080560005,0.0,1993
0,4,VI 34.3,441,2356,0.8,VI 34.3,433,2310,0.8,0.007950693114473077,0.00856330622291971,0.0,1912
0,5,VI 34.3,423,2228,0.8,VI 34.3,429,2214,0.8,-0.0061169248096818955,0.00273756995898732,0.0,1761
0,6,VI 34.3,460,2463,0.8,VI 34.3,416,2232,0.8,0.043664501054831356,0.04277022157356208,0.0,1775
0,7,VI 34.3,436,2330,0.8,VI 34.3,408,2154,0.8,0.028826326178706067,0.0341102220640562,0.0,1744
0,8,VI 34.3,471,2293,0.8,VI 34.3,445,2318,0.8,0.02466089614796459,-0.004709376897638351,0.0,1911
0,9,VI 34.3,439,2287,0.8,VI 34.3,443,2298,0.8,-0.00393920598094818,-0.002083859745517905,0.0,1846
0,10,VI 34.3,421,2123,0.8,VI 34.3,401,2202,0.8,0.021137723215486,-0.015867320469734183,0.0,1712
0,11,VI 34.3,483,2451,0.8,VI 34.3,431,2180,0.8,0.04946986059078057,0.050886817647473104,0.0,1802
0,12,VI 34.3,444,2206,0.8,VI 34.3,452,2393,0.8,-0.007755464696762301,-0.03533719050926557,0.0,1797
0,14,VI 34.3,451,2358,0.8,VI 34.3,402,2050,0.8,0.04995048879349045,0.060789939703316,0.0,1803
0,13,VI 34.3,422,2260,0.8,VI 34.3,454,2345,0.8,-0.031743401895430054,-0.016034407903701163,0.0,1819
0,15,VI 34.3,452,2266,0.8,VI 34.3,446,2273,0.8,0.005803576099240261,-0.0013395301975923759,0.0,1789
0,16,VI 34.3,463,2372,0.8,VI 34.3,442,2133,0.8,0.020158721668861266,0.04612382924279629,0.0,1829
0,18,VI 34.3,482,2440,0.8,VI 34.3,403,2062,0.8,0.07774199209774012,0.07310116539123168,0.0,1772
0,17,VI 34.3,441,2256,0.8,VI 34.3,435,2309,0.8,0.005949332513201218,-0.010084837605871682,0.0,1769
0,19,VI 34.3,429,2226,0.8,VI 34.3,445,2317,0.8,-0.015902718796207322,-0.01740087379128606,0.0,1778
0,20,VI 34.3,430,2212,0.8,VI 34.3,411,2165,0.8,0.019626633703517343,0.009327221943276414,0.0,1693
0,21,VI 34.3,440,2181,0.8,VI 34.3,459,2381,0.8,-0.01836000905107381,-0.03810372982617958,0.0,1781
0,22,VI 34.3,442,2284,0.8,VI 34.3,417,2160,0.8,0.025286214375334404,0.02424234842287952,0.0,1733
0,23,VI 34.3,428,2137,0.8,VI 34.3,454,2306,0.8,-0.025612083843931883,-0.03305478079461082,0.0,1772
0,24,VI 34.3,454,2285,0.8,VI 34.3,424,2178,0.8,0.029689996264371254,0.020828328986112844,0.0,1810
0,25,VI 34.3,476,2364,0.8,VI 34.3,417,2131,0.8,0.05747089774673564,0.045064022495015774,0.0,1852
0,26,VI 34.3,460,2409,0.8,VI 34.3,452,2282,0.8,0.007619396870191973,0.02352115991614758,0.0,1913
0,27,VI 34.3,430,2229,0.8,VI 34.3,438,2296,0.8,-0.008005654924513007,-0.012861815245698186,0.0,1816
0,28,VI 34.3,413,2154,0.8,VI 34.3,426,2170,0.8,-0.013459547446317896,-0.003214034886566745,0.0,1674
1,0,VI 40,391,1952,0.8,VI 30,496,2513,0.8,-0.10330491909433064,-0.10971267526190297,0.0,1798
0,29,VI 34.3,416,2241,0.8,VI 34.3,457,2351,0.8,-0.040822869443107465,-0.020810772589878148,0.0,1808
1,1,VI 40,351,1898,0.8,VI 30,460,2399,0.8,-0.11745071521574997,-0.10173403987655677,0.0,1672
1,2,VI 40,362,1923,0.8,VI 30,535,2624,0.8,-0.16964521148806275,-0.13498454646514277,0.0,1765
1,3,VI 40,377,1978,0.8,VI 30,523,2544,0.8,-0.14216033866148137,-0.10929081971521565,0.0,1705
1,4,VI 40,330,1873,0.8,VI 30,524,2674,0.8,-0.20081734710583918,-0.15462362555072817,0.0,1756
