net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,0,0,0.1,VI 34.3,463,1,4006,VI 34.3,441,1,3965,0.021142402,0,0.004467753,1511,0,0.813287673,0.000517186
-1,3,0,0.1,VI 60,273,1,2547,VI 24,594,1,4924,-0.337623798,0,-0.286289099,1308,0,0.007606206,0.003461802
-1,10,0,0.1,VI 20,794,1,5940,VI 120,137,1,1447,0.763099935,0,0.613317914,1234,0.99930078,0.011472191,#N/A
-1,9,0,0.1,VI 21.8,714,1,5439,VI 80,191,1,1839,0.572664845,0,0.47093733,1278,5716.663335,8,#N/A
-1,2,0,0.1,VI 48,293,1,2648,VI 26.7,603,1,4900,-0.313449692,0,-0.267278099,1390,1.504753475,0.001052889,#N/A
-1,5,0,0.1,VI 120,150,1,1581,VI 20,762,1,5759,-0.705863712,0,-0.561415209,1268,,,
-1,7,0,0.1,VI 26.7,576,1,4929,VI 48,262,1,2520,0.342121192,0,0.291358277,1163,,,
-1,8,0,0.1,VI 24,635,1,5235,VI 60,232,1,2243,0.43728574,0,0.368087412,1220,,,
-1,6,0,0.1,VI 30,498,1,4278,VI 40,378,1,3442,0.119737543,0,0.094429914,1327,,,
-1,1,0,0.1,VI 40,365,1,3322,VI 30,498,1,4283,-0.134936478,0,-0.110348446,1498,,,
-1,4,0,0.1,VI 80,193,1,1962,VI 21.8,705,1,5500,-0.562631808,0,-0.447663686,1352,,,
