net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,,,
2,0,0,0.1,VI 20,718,0.533333333,2501,VI 120,171,1.6,1312,0.623128334,-0.477121255,0.280179857,1415,,0.373692546,0.711358905,-0.000245999
2,0,1,0.1,VI 20,670,0.533333333,2386,VI 120,130,1.6,1189,0.71213145,-0.477121255,0.302488585,1254,,0.005313878,0.003473944,0.001752904
2,0,2,0.1,VI 20,665,0.533333333,2382,VI 120,151,1.6,1243,0.643844698,-0.477121255,0.282470629,1330,,0.994941951,0.027715832,#N/A
2,0,3,0.1,VI 20,654,0.533333333,2228,VI 120,159,1.6,1263,0.614180624,-0.477121255,0.246511836,1375,,24293.03038,247,#N/A
2,0,4,0.1,VI 20,715,0.533333333,2618,VI 120,154,1.6,1165,0.666785321,-0.477121255,0.351643717,1356,,37.32222455,0.18973733,#N/A
2,0,5,0.1,VI 20,700,0.533333333,2484,VI 120,152,1.6,1242,0.663254452,-0.477121255,0.301029996,1414,,,,
2,0,6,0.1,VI 20,701,0.533333333,2506,VI 120,129,1.6,1219,0.735128308,-0.477121255,0.312977361,1390,,,,
2,0,8,0.1,VI 20,669,0.533333333,2282,VI 120,144,1.6,1235,0.667063626,-0.477121255,0.266648682,1305,,,,
2,0,7,0.1,VI 20,707,0.533333333,2376,VI 120,148,1.6,1284,0.679157698,-0.477121255,0.267281413,1400,,,,
2,1,0,0.1,VI 20,734,0.64516129,2954,VI 120,112,1.052631579,884,0.816478037,-0.212608093,0.523958226,1154,,,,
2,1,1,0.1,VI 20,722,0.64516129,2895,VI 120,142,1.052631579,1060,0.706248853,-0.212608093,0.436342703,1314,,,,
2,0,9,0.1,VI 20,676,0.533333333,2410,VI 120,145,1.6,1284,0.668578694,-0.477121255,0.273452019,1386,,,,
2,1,2,0.1,VI 20,765,0.64516129,3072,VI 120,138,1.052631579,1088,0.743782349,-0.212608093,0.450792316,1391,,,,
2,1,4,0.1,VI 20,693,0.64516129,2646,VI 120,138,1.052631579,1120,0.700854148,-0.212608093,0.373371817,1248,,,,
2,1,3,0.1,VI 20,696,0.64516129,2765,VI 120,141,1.052631579,1121,0.693390127,-0.212608093,0.392089523,1334,,,,
2,1,6,0.1,VI 20,737,0.64516129,2869,VI 120,135,1.052631579,1002,0.737133719,-0.212608093,0.456862827,1313,,,,
2,1,5,0.1,VI 20,706,0.64516129,2728,VI 120,140,1.052631579,1036,0.702676665,-0.212608093,0.420484611,1295,,,,
2,1,8,0.1,VI 20,705,0.64516129,2769,VI 120,141,1.052631579,1024,0.698970004,-0.212608093,0.432022999,1324,,,,
2,1,9,0.1,VI 20,690,0.64516129,2749,VI 120,126,1.052631579,978,0.738478546,-0.212608093,0.448835885,1182,,,,
2,1,7,0.1,VI 20,752,0.64516129,2961,VI 120,127,1.052631579,938,0.77241412,-0.212608093,0.499235569,1266,,,,
2,2,0,0.1,VI 20,696,0.8,3110,VI 120,138,0.8,1017,0.702730153,0,0.485439436,1346,,,,
2,2,1,0.1,VI 20,742,0.8,3173,VI 120,151,0.8,994,0.691426958,0,0.504083688,1248,,,,
2,2,2,0.1,VI 20,717,0.8,3001,VI 120,147,0.8,1010,0.688201821,0,0.472944622,1271,,,,
2,2,3,0.1,VI 20,746,0.8,3399,VI 120,120,0.8,904,0.793557581,0,0.575182734,1218,,,,
