net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers
-1,0,0,0.1,VI 34.3,434,1.0,10655,VI 34.3,332,1.0,7110,0.11635164580847443,0.0,0.17568385332045447,988
-1,1,0,0.1,VI 40,166,1.0,3532,VI 30,569,1.0,13955,-0.535004178355016,0.0,-0.5967091459191189,813
-1,2,0,0.1,VI 48,218,1.0,3842,VI 26.7,700,1.0,13610,-0.506641546409652,0.0,-0.5493007646776599,1214
-1,3,0,0.1,VI 60,167,1.0,2862,VI 24,771,1.0,14848,-0.6643379069033737,0.0,-0.7149983294510293,1235
-1,4,0,0.1,VI 80,129,1.0,2812,VI 21.8,789,1.0,14487,-0.7864872929101713,0.0,-0.7119631437722225,1105
-1,5,0,0.1,VI 120,101,1.0,1470,VI 20,931,1.0,15820,-0.9646283071987001,0.0,-1.0318891444134817,988
-1,6,0,0.1,VI 30,436,1.0,9984,VI 40,276,1.0,7633,0.1985774072033683,0.0,0.1166093099567517,840
-1,7,0,0.1,VI 26.7,668,1.0,13817,VI 48,198,1.0,3702,0.5281112722140145,0.0,0.5719773431741888,1270
-1,8,0,0.1,VI 24,778,1.0,15211,VI 60,139,1.0,2293,0.7479647967355938,0.0,0.8217537116048426,789
-1,9,0,0.1,VI 21.8,836,1.0,15113,VI 80,118,1.0,1830,0.850324270132891,0.0,0.9168995926180582,1039
-1,10,0,0.1,VI 20,906,1.0,15500,VI 120,97,1.0,1535,0.9703564634105682,0.0,1.0042233183570861,1054
