net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,6,0,0.1,VI 45,1687,0.6451612903225806,6900,VI 95,852,1.0526315789473684,5953,0.2966754878224251,-0.21260809288144372,0.06411320818550194,5739,"=LINEST(O2:O251,M2:N251,TRUE,TRUE)",,
-1,4,8,0.1,VI 20,3279,1.6,8799,VI 120,686,0.5333333333333333,3947,0.6794173009626135,0.47712125471966244,0.3481661913046992,5461,,,
-1,2,0,0.1,VI 20,3192,0.8,8612,VI 120,715,0.8,4136,0.6497568408776112,0.0,0.3185234910655635,5571,,,
-1,3,6,0.1,VI 20,3204,1.0526315789473684,8799,VI 120,680,0.6451612903225806,4084,0.6731835947059638,0.21260809288144372,0.333347584285342,5585,,,
-1,3,2,0.1,VI 20,3213,1.0526315789473684,8731,VI 120,679,0.6451612903225806,4045,0.6750409512710164,0.21260809288144372,0.3341454622716109,5490,,,
-1,4,4,0.1,VI 20,3275,1.6,8869,VI 120,700,0.5333333333333333,3979,0.670113264313545,0.47712125471966244,0.3481007157513099,5508,,,
-1,4,0,0.1,VI 20,3258,1.6,8934,VI 120,713,0.5333333333333333,4007,0.6598615501206251,0.47712125471966244,0.34822660570312,5546,,,
-1,5,2,0.1,VI 45,1571,0.5333333333333333,5385,VI 95,937,1.6,7361,0.22443659415219505,-0.47712125471966244,-0.135751110097639,5597,,,
-1,2,4,0.1,VI 20,3216,0.8,8505,VI 120,738,0.8,4189,0.639259678253372,0.0,0.3075639575873683,5562,,,
-1,1,2,0.1,VI 20,3181,0.6451612903225806,8418,VI 120,717,1.0526315789473684,4521,0.6470445134395633,-0.21260809288144372,0.2699744143777093,5577,,,
-1,0,8,0.1,VI 20,2949,0.5333333333333333,7288,VI 120,715,1.6,5691,0.6153687307507175,-0.47712125471966244,0.10741977835661685,5725,,,
-1,5,6,0.1,VI 45,1565,0.5333333333333333,5539,VI 95,950,1.6,7391,0.21679073659361953,-0.47712125471966244,-0.12527183713185308,5758,,,
-1,2,8,0.1,VI 20,3170,0.8,8559,VI 120,708,0.8,4207,0.6510260045279824,0.0,0.30845051435974247,5619,,,
-1,1,6,0.1,VI 20,3224,0.6451612903225806,8376,VI 120,691,1.0526315789473684,4528,0.6689169857588546,-0.21260809288144372,0.26713025049057093,5649,,,
-1,0,4,0.1,VI 20,2899,0.5333333333333333,7044,VI 120,757,1.6,5880,0.5831523358549247,-0.47712125471966244,0.0784420212191008,5642,,,
-1,0,0,0.1,VI 20,2914,0.5333333333333333,7158,VI 120,730,1.6,5710,0.6011666873135154,-0.47712125471966244,0.09815558580813749,5696,,,
-1,6,1,0.1,VI 45,1692,0.6451612903225806,6808,VI 95,896,1.0526315789473684,6085,0.27609234904087954,-0.21260809288144372,0.048758964510447644,5870,,,
-1,3,7,0.1,VI 20,3239,1.0526315789473684,8774,VI 120,676,0.6451612903225806,4081,0.680464252068541,0.21260809288144372,0.33243103529565543,5528,,,
-1,4,9,0.1,VI 20,3185,1.6,8767,VI 120,717,0.5333333333333333,3926,0.6475902810035692,0.47712125471966244,0.34890071129035,5470,,,
-1,3,3,0.1,VI 20,3174,1.0526315789473684,8808,VI 120,662,0.6451612903225806,4003,0.6807489329791295,0.21260809288144372,0.34249171585859023,5453,,,
-1,5,7,0.1,VI 45,1523,0.5333333333333333,5472,VI 95,873,1.6,7295,0.24168565963047287,-0.47712125471966244,-0.1248792075174106,5832,,,
-1,1,3,0.1,VI 20,3120,0.6451612903225806,8247,VI 120,715,1.0526315789473684,4559,0.6398485522173621,-0.21260809288144372,0.25742640236116854,5667,,,
-1,0,5,0.1,VI 20,2900,0.5333333333333333,7259,VI 120,721,1.6,5757,0.604462733179527,-0.47712125471966244,0.10068056694816381,5679,,,
-1,5,3,0.1,VI 45,1534,0.5333333333333333,5430,VI 95,923,1.6,7324,0.2206236585870501,-0.47712125471966244,-0.1299485060408119,5719,,,
-1,2,9,0.1,VI 20,3251,0.8,8622,VI 120,710,0.8,4196,0.6607586207770514,0.0,0.31277253899634905,5596,,,
-1,2,1,0.1,VI 20,3213,0.8,8716,VI 120,711,0.8,4196,0.6550411248217518,0.0,0.31748174205269775,5665,,,
-1,4,5,0.1,VI 20,3228,1.6,8880,VI 120,628,0.5333333333333333,3954,0.7109738823128368,0.47712125471966244,0.35137630080094756,5443,,,
-1,4,1,0.1,VI 20,3204,1.6,8874,VI 120,708,0.5333333333333333,3989,0.6556592497224311,0.47712125471966244,0.34725538807069656,5400,,,
-1,1,7,0.1,VI 20,3194,0.6451612903225806,8245,VI 120,777,1.0526315789473684,4635,0.6139138930015499,-0.21260809288144372,0.2501409215000217,5674,,,
-1,2,5,0.1,VI 20,3248,0.8,8718,VI 120,716,0.8,4152,0.6567029982612822,0.0,0.32215951984126373,5540,,,
-1,0,1,0.1,VI 20,2874,0.5333333333333333,7227,VI 120,688,1.6,5646,0.6208983255626955,-0.47712125471966244,0.10721718090710525,5654,,,
-1,0,9,0.1,VI 20,2901,0.5333333333333333,7118,VI 120,756,1.6,5850,0.5840259333014576,-0.47712125471966244,0.08520211758564666,5710,,,
-1,3,8,0.1,VI 20,3270,1.0526315789473684,8824,VI 120,688,0.6451612903225806,4122,0.6769593144247747,0.21260809288144372,0.3305575119889401,5603,,,
-1,6,2,0.1,VI 45,1656,0.6451612903225806,6567,VI 95,920,1.0526315789473684,6122,0.25527250510330607,-0.21260809288144372,0.030473691026278275,5572,,,
-1,1,4,0.1,VI 20,3153,0.6451612903225806,8173,VI 120,698,1.0526315789473684,4522,0.6548685481247436,-0.21260809288144372,0.2570509409094594,5594,,,
-1,5,8,0.1,VI 45,1552,0.5333333333333333,5557,VI 95,880,1.6,7247,0.246409044772001,-0.47712125471966244,-0.11531786453289908,5680,,,
-1,5,4,0.1,VI 45,1557,0.5333333333333333,5463,VI 95,900,1.6,7141,0.2380461031287954,-0.47712125471966244,-0.11632783256018628,5693,,,
-1,2,2,0.1,VI 20,3202,0.8,8751,VI 120,648,0.8,4125,0.6938463217126877,0.0,0.32663373095545123,5569,,,
-1,4,6,0.1,VI 20,3199,1.6,8863,VI 120,704,0.5333333333333333,4052,0.6574415809419948,0.47712125471966244,0.33991131261607965,5550,,,
-1,3,0,0.1,VI 20,3244,1.0526315789473684,8969,VI 120,699,0.6451612903225806,4089,0.666603669793437,0.21260809288144372,0.3411269134605624,5625,,,
-1,4,2,0.1,VI 20,3226,1.6,8791,VI 120,691,0.5333333333333333,4062,0.6691863156787443,0.47712125471966244,0.3352983609856303,5668,,,
-1,5,0,0.1,VI 45,1556,0.5333333333333333,5408,VI 95,910,1.6,7280,0.2329682003325765,-0.47712125471966244,-0.12909469637945767,5665,,,
-1,0,2,0.1,VI 20,2872,0.5333333333333333,7152,VI 120,733,1.6,5643,0.5930804609291348,-0.47712125471966244,0.10291745551781996,5565,,,
-1,0,6,0.1,VI 20,2972,0.5333333333333333,7230,VI 120,744,1.6,5815,0.601475869542659,-0.47712125471966244,0.09458857823006359,5763,,,
-1,3,4,0.1,VI 20,3275,1.0526315789473684,8827,VI 120,695,0.6451612903225806,4076,0.673226499737688,0.21260809288144372,0.33557895125294973,5558,,,
-1,2,6,0.1,VI 20,3241,0.8,8747,VI 120,674,0.8,4147,0.6820191344968901,0.0,0.3241250911613556,5589,,,
-1,1,8,0.1,VI 20,3119,0.6451612903225806,8118,VI 120,746,1.0526315789473684,4619,0.621276547284475,-0.21260809288144372,0.2449010847347199,5649,,,
-1,1,0,0.1,VI 20,3130,0.6451612903225806,8372,VI 120,688,1.0526315789473684,4498,0.6579558993109372,-0.21260809288144372,0.2698097685670355,5565,,,
-1,3,9,0.1,VI 20,3280,1.0526315789473684,9040,VI 120,731,0.6451612903225806,4094,0.6519564667538186,0.21260809288144372,0.3440205921488765,5584,,,
-1,6,3,0.1,VI 45,1684,0.6451612903225806,6855,VI 95,857,1.0526315789473684,6033,0.29336126524043254,-0.21260809288144372,0.055474133809127094,5777,,,
-1,5,9,0.1,VI 45,1589,0.5333333333333333,5703,VI 95,874,1.6,7151,0.2596124645729765,-0.47712125471966244,-0.09826340645576404,5872,,,
-1,5,5,0.1,VI 45,1488,0.5333333333333333,5247,VI 95,922,1.6,7266,0.20787201015623055,-0.47712125471966244,-0.14138432932835693,5601,,,
-1,2,3,0.1,VI 20,3274,0.8,8660,VI 120,704,0.8,4207,0.6675060159338104,0.0,0.31354538000035026,5628,,,
-1,5,1,0.1,VI 45,1510,0.5333333333333333,5570,VI 95,869,1.6,7382,0.23995717084450296,-0.47712125471966244,-0.12231884568590946,5788,,,
-1,4,3,0.1,VI 20,3224,1.6,8861,VI 120,685,0.5333333333333333,3988,0.6727044616406275,0.47712125471966244,0.3467275869173005,5440,,,
-1,3,1,0.1,VI 20,3248,1.0526315789473684,8858,VI 120,731,0.6451612903225806,4055,0.6476986436112773,0.21260809288144372,0.3393448174015651,5575,,,
-1,0,7,0.1,VI 20,2978,0.5333333333333333,7316,VI 120,678,1.6,5484,0.642694999549094,-0.47712125471966244,0.12517625068690422,5624,,,
-1,2,7,0.1,VI 20,3123,0.8,8708,VI 120,681,0.8,4190,0.6614248723174134,0.0,0.31770439740276146,5584,,,
-1,1,5,0.1,VI 20,3183,0.6451612903225806,8381,VI 120,687,1.0526315789473684,4511,0.6658799015614526,-0.21260809288144372,0.26902301355779346,5554,,,
-1,0,3,0.1,VI 20,2945,0.5333333333333333,7163,VI 120,695,1.6,5629,0.6271004945330065,-0.47712125471966244,0.10466370249841958,5646,,,
-1,1,9,0.1,VI 20,3099,0.6451612903225806,8323,VI 120,687,1.0526315789473684,4591,0.6542648391797325,-0.21260809288144372,0.2583726018669276,5619,,,
-1,4,7,0.1,VI 20,3267,1.6,8823,VI 120,710,0.5333333333333333,3992,0.6628907857563621,0.47712125471966244,0.3444257466113983,5471,,,
-1,3,5,0.1,VI 20,3230,1.0526315789473684,8961,VI 120,647,0.6451612903225806,4014,0.6982982416624025,0.21260809288144372,0.348779109172324,5586,,,
-1,1,1,0.1,VI 20,3115,0.6451612903225806,8301,VI 120,694,1.0526315789473684,4517,0.6520985805403335,-0.21260809288144372,0.2642803232992202,5585,,,
-1,6,8,0.1,VI 45,1602,0.6451612903225806,6649,VI 95,900,1.0526315789473684,6273,0.250420002308894,-0.21260809288144372,0.025281045414056354,5776,,,
-1,6,4,0.1,VI 45,1551,0.6451612903225806,6662,VI 95,862,1.0526315789473684,6148,0.25510453198889216,-0.21260809288144372,0.03487076952745043,5701,,,
-1,7,2,0.1,VI 45,1689,0.8,7741,VI 95,850,0.8,5130,0.29821072385671593,0.0,0.17867970234486452,5714,,,
-1,7,6,0.1,VI 45,1697,0.8,7774,VI 95,853,0.8,5181,0.29873281115015277,0.0,0.17623094400812636,5859,,,
-1,8,4,0.1,VI 45,1740,1.0526315789473684,8204,VI 95,889,0.6451612903225806,4583,0.291647487312386,0.21260809288144372,0.25287579445154207,5602,,,
-1,8,8,0.1,VI 45,1749,1.0526315789473684,8303,VI 95,867,0.6451612903225806,4570,0.30477071200246625,0.21260809288144372,0.2593188378534006,5707,,,
-1,9,6,0.1,VI 45,1752,1.6,8619,VI 95,853,0.5333333333333333,4299,0.31258507066453894,0.47712125471966244,0.30208943559460305,5787,,,
-1,10,4,0.1,VI 70,1137,0.5333333333333333,4655,VI 70,1211,1.6,8026,-0.027383678455317445,-0.47712125471966244,-0.23657947008045851,5639,,,
-1,10,0,0.1,VI 70,1071,0.5333333333333333,4536,VI 70,1172,1.6,7932,-0.03913814085021622,-0.47712125471966244,-0.24270965964841487,5572,,,
