net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,65453.82673,,
0,0,0,0.08,VI 20,887,0.533333333,8962,VI 120,135,1.6,2719,0.817589851,-0.477121255,0.517995732,2153,,0.476226908,0.894304152,-0.000684651
0,0,1,0.08,VI 20,829,0.533333333,8727,VI 120,122,1.6,2698,0.8321947,-0.477121255,0.509823031,2135,,0.003247252,0.001832256,0.00107086
0,0,2,0.08,VI 20,899,0.533333333,9114,VI 120,119,1.6,2671,0.87821273,-0.477121255,0.533035136,1947,,0.999083491,0.016931633,#N/A
0,0,3,0.08,VI 20,941,0.533333333,9258,VI 120,123,1.6,2583,0.883684512,-0.477121255,0.55439277,2039,,134626.9208,247,#N/A
0,0,4,0.08,VI 20,895,0.533333333,9035,VI 120,143,1.6,2839,0.796486998,-0.477121255,0.502762764,2360,,77.1897468,0.070810011,#N/A
0,0,5,0.08,VI 20,842,0.533333333,8775,VI 120,125,1.6,2758,0.828402078,-0.477121255,0.502652863,2114,,,,
0,0,6,0.08,VI 20,891,0.533333333,8890,VI 120,169,1.6,3191,0.721990999,-0.477121255,0.444974957,2439,,,,
0,0,7,0.08,VI 20,885,0.533333333,8980,VI 120,116,1.6,2500,0.882485281,-0.477121255,0.555336328,2122,,,,
0,0,8,0.08,VI 20,880,0.533333333,8931,VI 120,131,1.6,2780,0.827211376,-0.477121255,0.506855293,2164,,,,
0,1,0,0.08,VI 20,887,0.64516129,9819,VI 120,137,1.052631579,2289,0.811203053,-0.212608093,0.632421467,2034,,,,
0,0,9,0.08,VI 20,893,0.533333333,8848,VI 120,154,1.6,3156,0.763330738,-0.477121255,0.447708119,2361,,,,
0,1,1,0.08,VI 20,918,0.64516129,9783,VI 120,126,1.052631579,2191,0.862472136,-0.212608093,0.649829676,2042,,,,
0,1,2,0.08,VI 20,902,0.64516129,9730,VI 120,133,1.052631579,2354,0.831354897,-0.212608093,0.616306382,2075,,,,
0,1,3,0.08,VI 20,844,0.64516129,9348,VI 120,144,1.052631579,2487,0.767979955,-0.212608093,0.575042918,2040,,,,
0,1,4,0.08,VI 20,895,0.64516129,9662,VI 120,139,1.052631579,2197,0.808808235,-0.212608093,0.643236976,2054,,,,
0,1,5,0.08,VI 20,869,0.64516129,9484,VI 120,136,1.052631579,2414,0.805480868,-0.212608093,0.59425428,2148,,,,
0,1,6,0.08,VI 20,870,0.64516129,9621,VI 120,123,1.052631579,2194,0.849614141,-0.212608093,0.641983591,2018,,,,
0,1,7,0.08,VI 20,857,0.64516129,9303,VI 120,162,1.052631579,2818,0.723465807,-0.212608093,0.518682032,2290,,,,
0,1,9,0.08,VI 20,932,0.64516129,10063,VI 120,125,1.052631579,2096,0.872505899,-0.212608093,0.681336194,1990,,,,
0,1,8,0.08,VI 20,908,0.64516129,9797,VI 120,151,1.052631579,2419,0.779108901,-0.212608093,0.60745724,2180,,,,
0,2,1,0.08,VI 20,948,0.8,11005,VI 120,130,0.8,1738,0.862864985,0,0.801540275,1840,,,,
0,2,0,0.08,VI 20,889,0.8,10312,VI 120,150,0.8,2138,0.772810502,0,0.683335203,2074,,,,
0,2,3,0.08,VI 20,968,0.8,11044,VI 120,117,0.8,1645,0.917689496,0,0.826960496,1691,,,,
0,2,2,0.08,VI 20,882,0.8,10630,VI 120,114,0.8,1767,0.888563734,0,0.779296715,1836,,,,
0,2,4,0.08,VI 20,917,0.8,10713,VI 120,120,0.8,1775,0.88318809,0,0.780712748,1775,,,,
0,2,5,0.08,VI 20,937,0.8,10658,VI 120,134,0.8,1843,0.844634793,0,0.762150381,1876,,,,
0,2,6,0.08,VI 20,908,0.8,10617,VI 120,116,0.8,1708,0.893627859,0,0.793513951,1828,,,,
0,2,7,0.08,VI 20,916,0.8,10622,VI 120,137,0.8,1899,0.825174907,0,0.747681332,2040,,,,
0,2,8,0.08,VI 20,897,0.8,10538,VI 120,134,0.8,1983,0.825687645,0,0.72543548,2158,,,,
0,2,9,0.08,VI 20,966,0.8,10937,VI 120,109,0.8,1546,0.947550628,0,0.849688723,1734,,,,
0,3,0,0.08,VI 20,916,1.052631579,11393,VI 120,130,0.64516129,1607,0.847952121,0.212608093,0.850622221,1720,,,,
0,3,1,0.08,VI 20,883,1.052631579,11399,VI 120,112,0.64516129,1318,0.896742681,0.212608093,0.936951343,1514,,,,
0,3,2,0.08,VI 20,923,1.052631579,11392,VI 120,125,0.64516129,1504,0.868291688,0.212608093,0.87935214,1720,,,,
0,3,3,0.08,VI 20,931,1.052631579,11662,VI 120,124,0.64516129,1447,0.875527996,0.212608093,0.906304506,1586,,,,
0,3,4,0.08,VI 20,927,1.052631579,11609,VI 120,108,0.64516129,1343,0.933655979,0.212608093,0.936718799,1534,,,,
0,3,7,0.08,VI 20,902,1.052631579,11364,VI 120,127,0.64516129,1531,0.851402817,0.212608093,0.870556034,1664,,,,
0,3,5,0.08,VI 20,964,1.052631579,11754,VI 120,126,0.64516129,1451,0.883706489,0.212608093,0.908518274,1718,,,,
0,3,6,0.08,VI 20,880,1.052631579,11234,VI 120,125,0.64516129,1682,0.847572659,0.212608093,0.824708428,1744,,,,
0,3,8,0.08,VI 20,906,1.052631579,11342,VI 120,118,0.64516129,1490,0.88524619,0.212608093,0.881503375,1618,,,,
0,3,9,0.08,VI 20,886,1.052631579,11419,VI 120,119,0.64516129,1459,0.87188676,0.212608093,0.893572781,1565,,,,
0,4,0,0.08,VI 20,953,1.6,12882,VI 120,123,0.533333333,1139,0.889187789,0.477121255,1.053459571,1315,,,,
0,4,1,0.08,VI 20,908,1.6,12362,VI 120,107,0.533333333,1086,0.928702071,0.477121255,1.056258914,1288,,,,
0,4,2,0.08,VI 20,878,1.6,12414,VI 120,117,0.533333333,1070,0.875308654,0.477121255,1.064527963,1376,,,,
0,4,3,0.08,VI 20,951,1.6,12622,VI 120,120,0.533333333,1153,0.898999271,0.477121255,1.039298869,1400,,,,
0,4,4,0.08,VI 20,904,1.6,12338,VI 120,116,0.533333333,1211,0.891710441,0.477121255,1.008100623,1327,,,,
0,4,5,0.08,VI 20,901,1.6,12217,VI 120,140,0.533333333,1423,0.808596755,0.477121255,0.933759674,1588,,,,
0,4,7,0.08,VI 20,912,1.6,12191,VI 120,123,0.533333333,1280,0.870089727,0.477121255,0.978829362,1369,,,,
0,4,6,0.08,VI 20,955,1.6,12726,VI 120,109,0.533333333,1010,0.942576874,0.477121255,1.100370545,1224,,,,
0,4,9,0.08,VI 20,919,1.6,12420,VI 120,122,0.533333333,1264,0.876955681,0.477121255,0.992374522,1526,,,,
0,5,0,0.08,VI 45,379,0.533333333,5061,VI 95,174,1.6,4473,0.338089962,-0.477121255,0.053637439,2443,,,,
0,4,8,0.08,VI 20,934,1.6,12409,VI 120,141,0.533333333,1345,0.821127764,0.477121255,0.9650145,1568,,,,
0,5,1,0.08,VI 45,394,0.533333333,5301,VI 95,174,1.6,4401,0.354946974,-0.477121255,0.080806436,2384,,,,
0,5,2,0.08,VI 45,349,0.533333333,4566,VI 95,218,1.6,5223,0.204368933,-0.477121255,-0.058384119,2406,,,,
0,5,3,0.08,VI 45,373,0.533333333,4969,VI 95,199,1.6,4864,0.272855755,-0.477121255,0.00927543,2417,,,,
0,5,4,0.08,VI 45,356,0.533333333,4790,VI 95,206,1.6,4935,0.237582778,-0.477121255,-0.012951644,2366,,,,
0,5,5,0.08,VI 45,395,0.533333333,5305,VI 95,186,1.6,4512,0.327084151,-0.477121255,0.070316297,2352,,,,
0,5,6,0.08,VI 45,375,0.533333333,5215,VI 95,188,1.6,4453,0.299873418,-0.477121255,0.068601618,2384,,,,
0,5,7,0.08,VI 45,346,0.533333333,4848,VI 95,182,1.6,4631,0.279004711,-0.477121255,0.01988783,2194,,,,
0,5,8,0.08,VI 45,355,0.533333333,4784,VI 95,210,1.6,4964,0.228009058,-0.477121255,-0.016040602,2631,,,,
0,5,9,0.08,VI 45,341,0.533333333,4799,VI 95,163,1.6,4279,0.320566775,-0.477121255,0.049808463,2237,,,,
0,6,0,0.08,VI 45,370,0.64516129,5644,VI 95,194,1.052631579,4122,0.280399994,-0.212608093,0.136479018,2462,,,,
0,6,1,0.08,VI 45,379,0.64516129,5779,VI 95,196,1.052631579,3983,0.286383139,-0.212608093,0.161642388,2490,,,,
0,6,2,0.08,VI 45,366,0.64516129,5635,VI 95,174,1.052631579,3714,0.322931837,-0.212608093,0.181052021,2368,,,,
0,6,3,0.08,VI 45,390,0.64516129,5789,VI 95,197,1.052631579,3965,0.296598381,-0.212608093,0.164360358,2290,,,,
0,6,4,0.08,VI 45,376,0.64516129,5664,VI 95,178,1.052631579,3812,0.324767843,-0.212608093,0.171970353,2194,,,,
0,6,5,0.08,VI 45,394,0.64516129,5711,VI 95,201,1.052631579,4141,0.292300164,-0.212608093,0.13960693,2577,,,,
0,6,6,0.08,VI 45,372,0.64516129,5589,VI 95,174,1.052631579,3794,0.329993692,-0.212608093,0.168236783,2342,,,,
0,6,7,0.08,VI 45,382,0.64516129,5684,VI 95,179,1.052631579,3813,0.329210332,-0.212608093,0.173387264,2251,,,,
0,6,8,0.08,VI 45,342,0.64516129,5307,VI 95,183,1.052631579,3779,0.271575016,-0.212608093,0.147472196,2239,,,,
0,6,9,0.08,VI 45,403,0.64516129,5977,VI 95,170,1.052631579,3609,0.374856125,-0.212608093,0.219096374,2322,,,,
0,7,0,0.08,VI 45,380,0.8,6368,VI 95,185,0.8,3473,0.312611868,0,0.263298271,2343,,,,
0,7,2,0.08,VI 45,452,0.8,7015,VI 95,190,0.8,3242,0.376384834,0,0.335214665,2402,,,,
0,7,1,0.08,VI 45,389,0.8,6537,VI 95,179,0.8,3150,0.33709657,0,0.317067931,2408,,,,
0,7,3,0.08,VI 45,436,0.8,6870,VI 95,190,0.8,3321,0.360732888,0,0.315687861,2578,,,,
0,7,4,0.08,VI 45,396,0.8,6644,VI 95,165,0.8,3071,0.380211242,0,0.335149807,2274,,,,
0,7,5,0.08,VI 45,412,0.8,6664,VI 95,178,0.8,3214,0.364477214,0,0.316689116,2382,,,,
0,7,6,0.08,VI 45,377,0.8,6361,VI 95,182,0.8,3266,0.316269962,0,0.289509215,2342,,,,
0,7,8,0.08,VI 45,394,0.8,6494,VI 95,183,0.8,3289,0.333045132,0,0.295448411,2399,,,,
0,8,0,0.08,VI 45,400,1.052631579,7257,VI 95,165,0.64516129,2663,0.384576047,0.212608093,0.435385957,2209,,,,
0,7,9,0.08,VI 45,360,0.8,6096,VI 95,200,0.8,3582,0.255272505,0,0.230919377,2396,,,,
0,7,7,0.08,VI 45,414,0.8,6834,VI 95,146,0.8,2728,0.452647485,0,0.398830608,2098,,,,
0,8,1,0.08,VI 45,376,1.052631579,7021,VI 95,159,0.64516129,2659,0.373790721,0.212608093,0.421680636,2124,,,,
0,8,2,0.08,VI 45,344,1.052631579,6690,VI 95,162,0.64516129,2754,0.327043428,0.212608093,0.385462182,2084,,,,
0,8,3,0.08,VI 45,403,1.052631579,7460,VI 95,163,0.64516129,2705,0.393117442,0.212608093,0.440571558,1988,,,,
0,8,4,0.08,VI 45,380,1.052631579,7251,VI 95,167,0.64516129,2672,0.357067125,0.212608093,0.433561451,2276,,,,
0,8,5,0.08,VI 45,383,1.052631579,7028,VI 95,169,0.64516129,2811,0.355312069,0.212608093,0.397970907,2144,,,,
