net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,4,0,0.1,VI 20,3612,1.6,13154,VI 120,678,0.533333333,3800,0.726518048,0.477121255,0.539274241,5911,0.479866717,0.574329431,0.000235743
-1,5,2,0.1,VI 45,1586,0.533333333,7009,VI 95,903,1.6,9843,0.244615433,-0.477121255,-0.147471425,6782,0.010279731,0.006987321,0.003388695
-1,3,6,0.1,VI 20,3689,1.052631579,13185,VI 120,641,0.64516129,4085,0.760050626,0.212608093,0.508888073,6079,0.974609024,0.053579707,#N/A
-1,2,4,0.1,VI 20,3633,0.8,12647,VI 120,684,0.8,4518,0.725209296,0,0.447041292,6365,4740.432745,247,#N/A
-1,4,4,0.1,VI 20,3574,1.6,12871,VI 120,719,0.533333333,3900,0.696425658,0.477121255,0.518547683,5948,27.21752672,0.709083902,#N/A
-1,3,2,0.1,VI 20,3636,1.052631579,13022,VI 120,685,0.64516129,4177,0.724933303,0.212608093,0.493813216,6156,,,
-1,1,2,0.1,VI 20,3448,0.64516129,11995,VI 120,702,1.052631579,5264,0.691230145,-0.212608093,0.357684372,6488,,,
-1,4,8,0.1,VI 20,3684,1.6,13139,VI 120,686,0.533333333,3844,0.729995506,0.477121255,0.533778934,5924,,,
-1,2,0,0.1,VI 20,3663,0.8,12829,VI 120,708,0.8,4461,0.713803661,0,0.458760582,6320,,,
-1,2,8,0.1,VI 20,3637,0.8,12763,VI 120,697,0.8,4451,0.717510523,0,0.457495175,6266,,,
-1,6,0,0.1,VI 45,1717,0.64516129,9080,VI 95,889,1.052631579,7825,0.285868534,-0.212608093,0.064601502,6652,,,
-1,0,0,0.1,VI 20,3304,0.533333333,10405,VI 120,719,1.6,6966,0.662311148,-0.477121255,0.174258614,6570,,,
-1,1,6,0.1,VI 20,3462,0.64516129,11962,VI 120,708,1.052631579,5269,0.689293806,-0.212608093,0.3560756,6432,,,
-1,0,4,0.1,VI 20,3116,0.533333333,9906,VI 120,734,1.6,7194,0.627901389,-0.477121255,0.13892789,6472,,,
-1,5,6,0.1,VI 45,1624,0.533333333,7096,VI 95,925,1.6,9781,0.244444292,-0.477121255,-0.139369652,6833,,,
-1,0,8,0.1,VI 20,3256,0.533333333,10248,VI 120,704,1.6,7003,0.665111737,-0.477121255,0.16535499,6454,,,
-1,4,1,0.1,VI 20,3737,1.6,13236,VI 120,673,0.533333333,3948,0.744508034,0.477121255,0.525379614,5989,,,
-1,2,5,0.1,VI 20,3643,0.8,12702,VI 120,675,0.8,4442,0.732155398,0,0.456293554,6206,,,
-1,5,3,0.1,VI 45,1677,0.533333333,7039,VI 95,930,1.6,9743,0.256050114,-0.477121255,-0.141181737,6531,,,
-1,1,3,0.1,VI 20,3492,0.64516129,12057,VI 120,721,1.052631579,5394,0.68513897,-0.212608093,0.349328319,6550,,,
-1,4,9,0.1,VI 20,3586,1.6,13151,VI 120,707,0.533333333,3976,0.705190871,0.477121255,0.519512402,6038,,,
-1,3,7,0.1,VI 20,3693,1.052631579,13005,VI 120,687,0.64516129,4093,0.730422571,0.212608093,0.502068612,6061,,,
-1,0,1,0.1,VI 20,3281,0.533333333,10332,VI 120,722,1.6,7151,0.657469033,-0.477121255,0.159817619,6608,,,
-1,3,3,0.1,VI 20,3591,1.052631579,12998,VI 120,702,0.64516129,4158,0.708878293,0.212608093,0.494992048,6117,,,
-1,5,7,0.1,VI 45,1620,0.533333333,6945,VI 95,956,1.6,9973,0.229057122,-0.477121255,-0.157153569,6664,,,
-1,2,1,0.1,VI 20,3641,0.8,12770,VI 120,713,0.8,4495,0.708131149,0,0.453461201,6204,,,
-1,6,1,0.1,VI 45,1734,0.64516129,8952,VI 95,931,1.052631579,7939,0.270099412,-0.212608093,0.052154272,6806,,,
