run_index,repetition_index,R1,B1,R2,B2,log(R1/R2),log(B1/B2)
0,1,1127,7436,1097,7219,0.011717288471395413,0.012862339286520395
0,4,1087,7249,1096,7365,-0.0035810100620558283,-0.006894651426414792
0,0,1075,7162,1063,7356,0.004875199728327346,-0.011607403890155755
0,3,1126,7573,1114,7400,0.004653199677617289,0.010036237093636585
0,2,1112,7300,1151,7457,-0.014970536383753124,-0.009241282970195695
0,7,1137,7542,1049,7044,0.03498497649417696,0.02966718077436212
0,5,1105,7429,1059,7149,0.01846631791364448,0.01668506128257726
0,6,1107,7312,1178,7445,-0.026997669572360012,-0.007828519362419944
0,12,1107,7382,1147,7465,-0.015415797022544864,-0.004855771201405848
0,8,1114,7442,1029,7077,0.034469816075277125,0.021840470080257385
0,10,1112,7359,1070,7306,0.016721009560829038,0.0031391350501502567
0,14,1095,7320,1082,7214,0.005186858405586529,0.006334943076047514
0,9,1095,7385,1090,7400,0.001987621235513544,-0.0008812200830079066
0,11,1085,7233,1084,7237,0.00040045598218016573,-0.00024010752893740644
0,13,1115,7415,1021,6855,0.03824912529726919,0.034103696238869344
0,15,1088,7307,1058,7070,0.012143227662994168,0.014319693548317672
0,16,1085,7154,1145,7453,-0.02337574849135849,-0.017782185417299885
0,17,1063,7172,1094,7470,-0.01248405747411523,-0.017680320925253533
0,18,1083,7071,1138,7429,-0.021513805433732026,-0.02144952110470956
0,21,1093,7360,1085,7311,0.003190423765154444,0.0029010304331121154
0,23,1102,7250,1106,7351,-0.0015735324529131975,-0.006008416178608058
0,22,1051,7064,1103,7367,-0.020972796411948397,-0.01823997928537195
0,19,1097,7396,1050,7077,0.019017328504773067,0.019147706881877533
0,24,1119,7354,1094,7156,0.009812764530938057,0.01185329363750817
0,20,1139,7540,1117,7308,0.008470550963491265,0.013572807189273915
0,26,1061,7294,1118,7497,-0.0227264196490638,-0.011921751868349971
0,29,1095,7391,1083,7198,0.004785662550816737,0.011491359961644323
0,28,1115,7393,1131,7481,-0.00618773754127583,-0.005138948545835788
1,0,969,6586,1336,8444,-0.13948268108876152,-0.10792649825972982
0,27,1115,7524,1073,7177,0.016675145418228433,0.02050584064602526
0,25,1088,7259,1094,7365,-0.0023884266352508553,-0.006295954775351908
1,1,967,6608,1245,8207,-0.1097428773487535,-0.09411439911092052
1,2,960,6386,1306,8177,-0.1336719438994867,-0.10736508354867963
1,3,996,6581,1243,8097,-0.09621179021794601,-0.09003224847618317
1,4,995,6681,1286,8104,-0.11141788784247783,-0.08385796059852342
1,5,927,6380,1281,8437,-0.1404693956001892,-0.12136737038604367
1,6,944,6401,1367,8424,-0.16079652026975333,-0.11927053098163967
1,8,939,6312,1377,8611,-0.1662683479908128,-0.13488659902970118
1,9,974,6734,1257,8055,-0.11077632080734223,-0.07779243270316705
1,7,965,6537,1289,8278,-0.12572560400961047,-0.10254693709882313
1,10,1011,6700,1260,8091,-0.09561938952656182,-0.08192739847172721
1,11,976,6574,1231,7876,-0.10080823526462453,-0.07847600772047504
1,12,987,6743,1218,7888,-0.09133013562721984,-0.06811374225651474
1,13,931,6526,1240,8098,-0.12447200418089242,-0.09373070298053851
1,14,965,6675,1262,8103,-0.11653204156432292,-0.0841945688705005
1,15,975,6830,1281,8008,-0.1185445140461495,-0.06910336078972969
1,16,982,6767,1222,8135,-0.09495971811958574,-0.07996138078940858
1,17,941,6502,1272,8179,-0.13089748788513814,-0.09965324303075247
1,18,958,6712,1290,8309,-0.12922420122070452,-0.09269681114820416
1,19,959,6584,1268,8144,-0.12130064637505031,-0.0923479427884701
1,20,971,6809,1260,8166,-0.11315131520955801,-0.07892604140863532
1,21,911,6369,1301,8302,-0.154758919588588,-0.1151114801568394
1,22,1004,6639,1283,8234,-0.10649294356592796,-0.09350819401454685
1,23,990,6645,1255,8179,-0.10300853121950705,-0.09020522291210953
1,24,992,6642,1274,7997,-0.10865775584515297,-0.08062822475489642
1,25,927,6530,1260,8079,-0.1332908109730658,-0.09244442685609894
1,26,1005,6876,1284,8168,-0.10639896197632683,-0.074779861063839
1,27,929,6330,1302,8453,-0.1465952702385314,-0.12560715895829594
1,28,992,6635,1265,8190,-0.10557885335765806,-0.09144297455996415
1,29,985,6630,1256,8075,-0.10555340890356561,-0.08562900259836737
2,0,880,6069,1514,9359,-0.2356432030138853,-0.18811230978577403
2,2,897,6145,1460,8858,-0.21156041274034504,-0.15881378872626706
2,1,846,5983,1456,9168,-0.23579101193799482,-0.1853556017812683
2,3,846,5996,1465,9025,-0.23846726165110474,-0.17758558640145367
2,4,886,6115,1551,9359,-0.24317807592655416,-0.18483298590393696
2,5,909,6186,1461,9165,-0.20608633271232935,-0.1707225536310753
2,6,847,5958,1491,9109,-0.24559423312228765,-0.1843702031960823
2,7,837,5838,1521,9154,-0.25940375605973837,-0.19534681743928517
2,8,867,5996,1508,9354,-0.2403822440575449,-0.19313574139624343
2,10,881,6103,1492,9032,-0.2287929147246021,-0.17024055896031837
2,9,880,6119,1479,9058,-0.22548550184672383,-0.17035186315028966
2,11,840,5951,1491,9203,-0.24919835739111287,-0.18933947176176397
