net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers
2,0,0,0.1,VI 20,830,0.5333333333333333,4569,VI 120,133,1.6,1320,0.7952264514089881,-0.47712125471966244,0.5392472268498552,1834
2,0,1,0.1,VI 20,757,0.5333333333333333,4317,VI 120,144,1.6,1395,0.7207333874048231,-0.47712125471966244,0.4906078410466513,1798
2,0,2,0.1,VI 20,789,0.5333333333333333,4473,VI 120,127,1.6,1325,0.7932732822534634,-0.47712125471966244,0.5283830198998304,1804
2,0,3,0.1,VI 20,773,0.5333333333333333,4199,VI 120,137,1.6,1392,0.7514589267619182,-0.47712125471966244,0.4795066393633964,1842
2,0,5,0.1,VI 20,827,0.5333333333333333,4417,VI 120,133,1.6,1309,0.7936538685854608,-0.47712125471966244,0.5281877527076354,1752
2,0,4,0.1,VI 20,839,0.5333333333333333,4574,VI 120,128,1.6,1292,0.8165519911808319,-0.47712125471966244,0.5490336466116644,1750
2,0,6,0.1,VI 20,787,0.5333333333333333,4299,VI 120,139,1.6,1441,0.7529599321049695,-0.47712125471966244,0.47470346430301763,1873
2,0,8,0.1,VI 20,839,0.5333333333333333,4621,VI 120,131,1.6,1296,0.806490665172936,-0.47712125471966244,0.5521309669841304,1766
2,0,7,0.1,VI 20,790,0.5333333333333333,4263,VI 120,137,1.6,1340,0.7609065241340347,-0.47712125471966244,0.5026105342823245,1756
2,1,0,0.1,VI 20,841,0.6451612903225806,4864,VI 120,131,1.0526315789473684,1240,0.8075247001421479,-0.21260809288144372,0.5935718811024434,1661
2,0,9,0.1,VI 20,793,0.5333333333333333,4343,VI 120,142,1.6,1507,0.7469848429345474,-0.47712125471966244,0.4596765770475973,1958
2,1,1,0.1,VI 20,824,0.6451612903225806,4759,VI 120,121,1.0526315789473684,1155,0.8331418413806657,-0.21260809288144372,0.6149337205705944,1653
2,1,2,0.1,VI 20,784,0.6451612903225806,4553,VI 120,144,1.0526315789473684,1365,0.7359535705891888,-0.21260809288144372,0.523164998931415,1750
2,1,3,0.1,VI 20,807,0.6451612903225806,4686,VI 120,139,1.0526315789473684,1308,0.7638587344679754,-0.21260809288144372,0.5541945402726955,1712
2,1,5,0.1,VI 20,823,0.6451612903225806,4778,VI 120,120,1.0526315789473684,1137,0.836218589164645,-0.21260809288144372,0.6234856807261243,1619
2,1,4,0.1,VI 20,835,0.6451612903225806,4782,VI 120,113,1.0526315789473684,1107,0.8686080320001823,-0.21260809288144372,0.6354619509010332,1594
2,1,6,0.1,VI 20,856,0.6451612903225806,4942,VI 120,131,1.0526315789473684,1209,0.8152024690213889,-0.21260809288144372,0.6114764402052887,1701
2,1,7,0.1,VI 20,825,0.6451612903225806,4697,VI 120,131,1.0526315789473684,1286,0.7991826528941608,-0.21260809288144372,0.5625795915950457,1704
2,1,9,0.1,VI 20,850,0.6451612903225806,4932,VI 120,130,1.0526315789473684,1251,0.8154755734074559,-0.21260809288144372,0.5957657582302741,1641
2,1,8,0.1,VI 20,841,0.6451612903225806,4819,VI 120,153,1.0526315789473684,1292,0.7401045649803134,-0.21260809288144372,0.5716944126421432,1736
2,2,0,0.1,VI 20,899,0.8,5477,VI 120,116,0.8,993,0.8893017025063102,0.0,0.7415934924334041,1531
2,2,1,0.1,VI 20,794,0.8,5061,VI 120,131,0.8,1046,0.782549206771332,0.0,0.6847046527775322,1526
2,2,2,0.1,VI 20,842,0.8,5195,VI 120,124,0.8,1113,0.8318904063374144,0.0,0.6690903875584879,1574
2,2,4,0.1,VI 20,866,0.8,5327,VI 120,121,0.8,987,0.8547325217008965,0.0,0.7321655441151929,1514
