run_index,repetition_index,R1,B1,R2,B2,log(R1/R2),log(B1/B2)
0,2,1104,7267,1105,7092,-0.00039320462794940414,0.010586433264379871
0,0,1154,7539,1055,7051,0.03895334918600114,0.02906302863519593
0,3,1137,7368,1088,6998,0.019131569325573635,0.02237567904190488
0,9,1152,7360,1099,7087,0.020454786663702682,0.016415381575982244
0,10,1136,7337,1135,7312,0.00038246984585858356,0.0014823363489990054
0,7,1140,7279,1141,7404,-0.0003807930817420628,-0.007394690700872261
0,8,1082,7066,1107,7275,-0.009920360108172196,-0.012659364559118237
0,1,1142,7278,1122,7185,0.007673246989686642,0.0055852787799721
0,13,1134,7530,1088,6990,0.017984159194726658,0.03231780045501917
0,4,1081,7051,1121,7324,-0.015779918641662803,-0.016497620952616403
0,5,1096,7185,1075,7158,0.008402089896726184,0.0016350784162589488
0,11,1070,7016,1103,7211,-0.01319173475498098,-0.01190591520293986
0,14,1108,7237,1116,7138,-0.0031244342091489817,0.005982029006411923
0,6,1040,6922,1128,7197,-0.035275760348543135,-0.016919907729384166
0,15,1116,7229,1108,7139,0.0031244342091490446,0.005440842788375104
0,12,1068,7092,1101,7253,-0.013216066279214162,-0.009748950532866103
0,17,1145,7299,1089,7129,0.021777606920131812,0.010234748937491222
0,16,1069,7019,1114,7231,-0.01790748562893207,-0.01292311912166424
0,19,1193,7574,1095,7123,0.0372263244942047,0.02666235644023821
0,23,1149,7354,1044,6871,0.041619530022041856,0.02950367699193514
0,24,1116,7171,1121,7274,-0.0019414179934131943,-0.006193574216975227
0,25,1088,7163,1126,7435,-0.01490949515316632,-0.016186021699351186
0,18,1136,7336,1085,6956,0.01994859319045177,0.02309974933128984
0,20,1079,7113,1153,7443,-0.02880786261178835,-0.01969521029402096
0,22,1110,7220,1175,7483,-0.024714887821097625,-0.015538547653395733
0,21,1097,7158,1059,7133,0.015310667467226084,0.0015194700333022429
1,1,976,6529,1288,8153,-0.12046604535710148,-0.09647077371956726
0,27,1062,6981,1124,7558,-0.024641794487592017,-0.0344892495746033
0,26,1000,6801,1111,7415,-0.04571405894086762,-0.03753838051822101
0,28,1093,7188,1127,7361,-0.013303754096403752,-0.010328749294703187
0,29,1068,7137,1126,7417,-0.022967137822789797,-0.016712582254865736
1,0,963,6455,1259,8113,-0.1163994429833281,-0.09928522937541369
