net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,1,0,0.1,VI 20,698,0.6451612903225806,4360,VI 120,121,1.0526315789473684,1673,0.761070052306711,-0.21260809288144372,0.41599054830619153,1250,"=LINEST(O2:O26,M2:N26,TRUE,TRUE)",,
-1,7,0,0.1,VI 45,356,0.8,3377,VI 95,160,0.8,1891,0.3473300153169504,0.0,0.25183953179037183,1225,,,
-1,2,0,0.1,VI 20,769,0.8,5212,VI 120,141,0.8,1471,0.7367072271460511,0.0,0.549391734313017,1318,,,
-1,12,0,0.1,VI 70,246,0.8,2648,VI 70,236,0.8,2578,0.018023104133272592,0.0,0.011635067750278151,1252,,,
-1,15,0,0.1,VI 95,148,0.5333333333333333,1279,VI 45,373,1.6,5160,-0.4014471164137302,-0.47712125471966244,-0.6057791571485575,1252,,,
-1,0,0,0.1,VI 20,646,0.5333333333333333,3576,VI 120,150,1.6,2581,0.6341412589394029,-0.47712125471966244,0.14160950558001117,1355,,,
-1,3,0,0.1,VI 20,793,1.0526315789473684,6028,VI 120,139,0.6451612903225806,1189,0.7562583870635087,0.21260809288144372,0.7049913890239027,1245,,,
-1,8,0,0.1,VI 45,365,1.0526315789473684,4025,VI 95,184,0.6451612903225806,1717,0.29747504144693826,0.21260809288144372,0.36999558954297085,1313,,,
-1,11,0,0.1,VI 70,236,0.6451612903225806,2072,VI 70,262,1.0526315789473684,3352,-0.0453892883496389,-0.21260809288144372,-0.2089142588850435,1236,,,
-1,14,0,0.1,VI 70,239,1.6,3944,VI 70,203,0.5333333333333333,1550,0.07090186303492477,0.47712125471966244,0.4056052080988821,1212,,,
-1,5,0,0.1,VI 45,305,0.5333333333333333,2174,VI 95,172,1.6,3161,0.24877139243923693,-0.47712125471966244,-0.162564956089304,1276,,,
-1,6,0,0.1,VI 45,348,0.6451612903225806,3088,VI 95,156,1.0526315789473684,2421,0.3484546455921193,-0.21260809288144372,0.10568250222196572,1434,,,
-1,10,0,0.1,VI 70,229,0.5333333333333333,1740,VI 70,216,1.6,3771,0.02538173118895707,-0.47712125471966244,-0.3359072841230205,1190,,,
-1,4,0,0.1,VI 20,806,1.6,7153,VI 120,128,0.5333333333333333,851,0.7991250721572223,0.47712125471966244,0.9245586649598425,1058,,,
-1,9,0,0.1,VI 45,412,1.6,5269,VI 95,137,0.5333333333333333,1065,0.4781766488767278,0.47712125471966244,0.6943785907980317,1101,,,
-1,13,0,0.1,VI 70,231,1.0526315789473684,3047,VI 70,230,0.6451612903225806,2115,0.001884143874551419,0.21260809288144372,0.15856208251161244,1255,,,
-1,19,0,0.1,VI 95,164,1.6,2867,VI 45,316,0.5333333333333333,2498,-0.2848432345707059,0.47712125471966244,0.05983525890836777,1094,,,
-1,17,0,0.1,VI 95,159,0.8,2005,VI 45,351,0.8,3457,-0.3439099921453726,0.0,-0.2365850025862057,1451,,,
-1,22,0,0.1,VI 120,143,0.8,1529,VI 20,746,0.8,5146,-0.717402790007607,0.0,-0.5270622964620076,1402,,,
-1,18,0,0.1,VI 95,186,1.0526315789473684,2599,VI 45,344,0.6451612903225806,2962,-0.26704549835361385,0.21260809288144372,-0.05677877468417709,1433,,,
-1,16,0,0.1,VI 95,158,0.6451612903225806,1606,VI 45,403,1.0526315789473684,4241,-0.40664795918668684,-0.21260809288144372,-0.4217227315170475,1241,,,
-1,21,0,0.1,VI 120,135,0.6451612903225806,1105,VI 20,817,1.0526315789473684,6106,-0.7818882880374094,-0.21260809288144372,-0.7423945219415136,1174,,,
-1,20,0,0.1,VI 120,123,0.5333333333333333,959,VI 20,797,1.6,7325,-0.8115532099567144,-0.47712125471966244,-0.8829890218554834,1176,,,
-1,23,0,0.1,VI 120,143,1.0526315789473684,1906,VI 20,675,0.6451612903225806,4211,-0.6739677353659631,0.21260809288144372,-0.34426234511795745,1386,,,
-1,24,0,0.1,VI 120,152,1.6,2311,VI 20,673,0.5333333333333333,3743,-0.6461714762792043,0.47712125471966244,-0.2094198816353126,1283,,,
