net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b)
-1,3,0,0.1,VI 60,1210,1,4410,VI 24,2190,1,4362,-0.257658745,0,0.004752928,4354,0,0.028003697,-0.000704388
-1,1,8,0.1,VI 40,1607,1,4171,VI 30,1901,1,4392,-0.07296624,0,-0.022422142,4269,0,0.003061497,0.000930412
-1,2,0,0.1,VI 48,1447,1,4285,VI 26.7,2011,1,4349,-0.142943539,0,-0.006438581,4348,0.438947905,0.009758214,#N/A
-1,0,4,0.1,VI 34.3,1760,1,4429,VI 34.3,1771,1,4318,-0.002705893,0,0.011023042,4363,41.85656395,107,#N/A
-1,1,6,0.1,VI 40,1576,1,4249,VI 30,1925,1,4334,-0.086874521,0,-0.008602176,4315,0.007971393,0.010188833,#N/A
-1,2,4,0.1,VI 48,1395,1,4371,VI 26.7,2023,1,4313,-0.161421675,0,0.005801348,4310,,,
-1,1,4,0.1,VI 40,1564,1,4410,VI 30,1917,1,4371,-0.088385364,0,0.003857783,4336,,,
-1,2,6,0.1,VI 48,1420,1,4345,VI 26.7,2064,1,4414,-0.162421349,0,-0.006842548,4399,,,
-1,0,8,0.1,VI 34.3,1794,1,4304,VI 34.3,1716,1,4387,0.019305155,0,-0.008295372,4305,,,
-1,1,2,0.1,VI 40,1600,1,4259,VI 30,1863,1,4312,-0.066092872,0,-0.005371112,4327,,,
-1,2,2,0.1,VI 48,1435,1,4263,VI 26.7,2075,1,4301,-0.1601662,0,-0.00385411,4224,,,
-1,2,8,0.1,VI 48,1405,1,4172,VI 26.7,2044,1,4384,-0.162804567,0,-0.021526246,4233,,,
-1,0,6,0.1,VI 34.3,1763,1,4324,VI 34.3,1780,1,4278,-0.00416769,0,0.004644905,4277,,,
-1,0,0,0.1,VI 34.3,1739,1,4485,VI 34.3,1773,1,4280,-0.008409154,0,0.020318678,4396,,,
-1,0,2,0.1,VI 34.3,1799,1,4331,VI 34.3,1754,1,4303,0.011001574,0,0.002816838,4391,,,
-1,1,0,0.1,VI 40,1620,1,4311,VI 30,1921,1,4345,-0.07401235,0,-0.003411758,4351,,,
-1,2,1,0.1,VI 48,1466,1,4412,VI 26.7,2011,1,4346,-0.1372781,0,0.006545782,4425,,,
