run_index,repetition_index,Sch 1,R1,B1,M1,Sch 2,R2,B2,M2,log(R1/R2),log(B1/B2),log(M1/M2),Changeovers
0,15,VI 34.3,22,106,1,VI 34.3,21,124,1,0.02020338608828699,-0.06811581989746482,0.0,80
0,20,VI 34.3,20,105,1,VI 34.3,32,181,1,-0.2041199826559248,-0.23648927579924647,0.0,121
0,19,VI 34.3,22,125,1,VI 34.3,14,97,1,0.1962946451439682,0.11013827874181159,0.0,98
0,21,VI 34.3,14,85,1,VI 34.3,27,161,1,-0.2852357284807493,-0.27740695031755697,0.0,86
0,22,VI 34.3,22,139,1,VI 34.3,19,118,1,0.0636690798693773,0.07113279294796969,0.0,115
0,24,VI 34.3,11,46,1,VI 34.3,27,160,1,-0.3899710790007623,-0.5413621509743507,0.0,55
0,25,VI 34.3,21,144,1,VI 34.3,14,76,1,0.17609125905568124,0.2775488998144583,0.0,83
0,27,VI 34.3,17,109,1,VI 34.3,14,68,1,0.08432088570003587,0.20491758523438733,0.0,66
0,26,VI 34.3,18,101,1,VI 34.3,26,149,1,-0.1597008428675119,-0.16886489462963145,0.0,93
0,23,VI 34.3,17,97,1,VI 34.3,39,211,1,-0.36061568564822527,-0.33751072103144786,0.0,103
0,28,VI 34.3,17,97,1,VI 34.3,34,230,1,-0.3010299956639812,-0.374956101751348,0.0,115
0,29,VI 34.3,19,136,1,VI 34.3,23,113,1,-0.08297423506476391,0.08046046488679783,0.0,102
1,0,VI 40,17,94,1,VI 30,21,110,1,-0.09177037335564533,-0.0682648315585264,0.0,71
1,3,VI 40,19,111,1,VI 30,26,148,1,-0.13621974701798903,-0.12493873660829995,0.0,101
1,5,VI 40,22,143,1,VI 30,19,116,1,0.0636690798693773,0.09087804823814336,0.0,101
1,4,VI 40,15,97,1,VI 30,29,186,1,-0.28630673884327484,-0.28274120995167146,0.0,112
1,6,VI 40,24,150,1,VI 30,24,142,1,0.0,0.023802914672624728,0.0,115
1,1,VI 40,9,66,1,VI 30,32,162,1,-0.5509074688805811,-0.3899710790007623,0.0,75
1,2,VI 40,16,89,1,VI 30,36,189,1,-0.35218251811136253,-0.3270717975283314,0.0,99
1,7,VI 40,18,93,1,VI 30,26,164,1,-0.1597008428675119,-0.2463608994937628,0.0,101
1,8,VI 40,20,125,1,VI 30,19,117,1,0.022276394711152208,0.028724151261894763,0.0,105
1,10,VI 40,16,78,1,VI 30,26,151,1,-0.21085336531489315,-0.2868823446026891,0.0,84
1,11,VI 40,22,112,1,VI 30,28,126,1,-0.104735350520013,-0.05115252244738131,0.0,106
1,9,VI 40,24,149,1,VI 30,27,128,1,-0.05115252244738131,0.06597629876440567,0.0,99
1,12,VI 40,16,94,1,VI 30,25,123,1,-0.1938200260161128,-0.11677725783969925,0.0,82
1,13,VI 40,20,121,1,VI 30,23,123,1,-0.0606978403536117,-0.00711974112294784,0.0,110
1,14,VI 40,12,76,1,VI 30,32,192,1,-0.42596873227228116,-0.40248763642275825,0.0,106
1,15,VI 40,19,114,1,VI 30,30,162,1,-0.1983676537668335,-0.15261016320615833,0.0,116
1,17,VI 40,14,73,1,VI 30,32,160,1,-0.3590219426416679,-0.3407971225354689,0.0,81
1,16,VI 40,16,74,1,VI 30,34,165,1,-0.32735893438633035,-0.3482522244829301,0.0,98
1,18,VI 40,15,107,1,VI 30,24,133,1,-0.2041199826559248,-0.09446786328187615,0.0,71
1,20,VI 40,23,127,1,VI 30,24,151,1,-0.018483405694013126,-0.07517322633721259,0.0,121
1,19,VI 40,22,105,1,VI 30,30,174,1,-0.13469857389745624,-0.21935994921266166,0.0,96
1,22,VI 40,18,89,1,VI 30,25,130,1,-0.14266750356873156,-0.16455334566192398,0.0,85
1,24,VI 40,22,125,1,VI 30,15,84,1,0.16633142176652496,0.17263072694617476,0.0,90
1,21,VI 40,19,132,1,VI 30,15,75,1,0.1026623418971477,0.24551266781414982,0.0,79
1,23,VI 40,24,142,1,VI 30,27,126,1,-0.05115252244738131,0.05191779926549358,0.0,121
1,25,VI 40,18,83,1,VI 30,26,158,1,-0.1597008428675119,-0.2795789945783487,0.0,89
1,26,VI 40,18,69,1,VI 30,20,143,1,-0.045757490560675115,-0.31648694672780653,0.0,80
1,27,VI 40,17,94,1,VI 30,36,208,1,-0.3258535793890133,-0.3449354813630629,0.0,120
1,28,VI 40,19,83,1,VI 30,17,110,1,0.048304679574555046,-0.12231459278215115,0.0,72
2,1,VI 48,18,91,1,VI 26.7,34,197,1,-0.27620641193894907,-0.3354248338404993,0.0,89
1,29,VI 40,9,58,1,VI 30,34,181,1,-0.5772364076029303,-0.4942505813062472,0.0,69
2,4,VI 48,21,104,1,VI 26.7,33,169,1,-0.19629464514396822,-0.21085336531489315,0.0,91
2,0,VI 48,13,65,1,VI 26.7,29,177,1,-0.3484546455921193,-0.43505990971895103,0.0,69
2,3,VI 48,18,103,1,VI 26.7,37,180,1,-0.3129292189636889,-0.2424352803981339,0.0,105
2,2,VI 48,15,97,1,VI 26.7,32,155,1,-0.32905871926422475,-0.2035599639040466,0.0,108
2,5,VI 48,14,67,1,VI 26.7,26,150,1,-0.26884531229257996,-0.35001645635485484,0.0,84
2,7,VI 48,17,95,1,VI 26.7,33,204,1,-0.2880650184996136,-0.331906562137051,0.0,114
2,6,VI 48,16,123,1,VI 26.7,23,96,1,-0.1576078533616681,0.10763387839982952,0.0,74
2,8,VI 48,21,131,1,VI 26.7,31,143,1,-0.16914239910035345,-0.03806474180929757,0.0,110
2,9,VI 48,14,72,1,VI 26.7,33,144,1,-0.37238590419964945,-0.3010299956639812,0.0,78
2,10,VI 48,18,116,1,VI 26.7,22,129,1,-0.08715017571890014,-0.04613172107233047,0.0,107
2,11,VI 48,15,83,1,VI 26.7,33,172,1,-0.3424226808222062,-0.31645035453147496,0.0,107
2,12,VI 48,18,87,1,VI 26.7,38,201,1,-0.3245110915135041,-0.36367680480187037,0.0,99
2,13,VI 48,14,87,1,VI 26.7,25,136,1,-0.25181197299379954,-0.19401965575159902,0.0,64
2,14,VI 48,13,90,1,VI 26.7,28,152,1,-0.33321467903538243,-0.2276010785054477,0.0,79
2,15,VI 48,12,83,1,VI 26.7,39,212,1,-0.5118833609788743,-0.4072577685526775,0.0,99
2,16,VI 48,18,136,1,VI 26.7,25,101,1,-0.14266750356873156,0.12921753458757496,0.0,84
2,18,VI 48,20,101,1,VI 26.7,25,159,1,-0.09691001300805639,-0.19707575053780893,0.0,99
2,19,VI 48,20,102,1,VI 26.7,27,157,1,-0.13033376849500614,-0.1872994806473162,0.0,85
2,20,VI 48,14,104,1,VI 26.7,18,83,1,-0.10914446942506803,0.09795524692270646,0.0,82
2,22,VI 48,12,92,1,VI 26.7,30,141,1,-0.3979400086720376,-0.18543128530982458,0.0,78
2,21,VI 48,19,107,1,VI 26.7,32,167,1,-0.22639637736707702,-0.1933326934623736,0.0,111
2,17,VI 48,19,93,1,VI 26.7,23,158,1,-0.08297423506476391,-0.23017413840048748,0.0,79
2,23,VI 48,15,92,1,VI 26.7,27,171,1,-0.25527250510330607,-0.2692082830465986,0.0,96
2,25,VI 48,18,95,1,VI 26.7,29,143,1,-0.20712549279565,-0.17761243217621403,0.0,90
2,24,VI 48,14,100,1,VI 26.7,31,159,1,-0.3452336581560347,-0.2013971243204515,0.0,105
2,26,VI 48,17,75,1,VI 26.7,35,231,1,-0.31361912297200173,-0.4885507165004443,0.0,96
2,27,VI 48,20,95,1,VI 26.7,29,169,1,-0.16136800223497486,-0.2501630993248258,0.0,88
2,28,VI 48,18,115,1,VI 26.7,38,177,1,-0.3245110915135041,-0.18727542600819494,0.0,118
2,29,VI 48,14,82,1,VI 26.7,23,149,1,-0.21559980033935483,-0.2593724160285574,0.0,94
3,1,VI 60,8,46,1,VI 24,38,234,1,-0.6766936096248666,-0.7064580257285688,0.0,70
3,0,VI 60,9,53,1,VI 24,37,226,1,-0.6139592146276701,-0.6298325695466118,0.0,60
3,2,VI 60,12,89,1,VI 24,32,177,1,-0.42596873227228116,-0.2985832597168938,0.0,81
3,3,VI 60,11,67,1,VI 24,28,164,1,-0.4057653461839942,-0.38876904534687146,0.0,85
3,4,VI 60,21,85,1,VI 24,49,274,1,-0.36797678529459443,-0.5083316371060952,0.0,124
3,5,VI 60,15,89,1,VI 24,36,180,1,-0.38021124171160603,-0.30588249845839327,0.0,106
3,7,VI 60,15,79,1,VI 24,30,156,1,-0.3010299956639812,-0.29549750706402017,0.0,77
3,6,VI 60,11,65,1,VI 24,41,182,1,-0.5713911715615104,-0.4471580313422192,0.0,76
3,8,VI 60,9,64,1,VI 24,18,112,1,-0.3010299956639812,-0.24303804868629447,0.0,69
3,9,VI 60,15,82,1,VI 24,34,176,1,-0.3553876579865739,-0.33169881543043317,0.0,102
3,11,VI 60,17,101,1,VI 24,24,124,1,-0.14976232033333206,-0.08910031137959247,0.0,99
3,10,VI 60,11,85,1,VI 24,28,148,1,-0.4057653461839942,-0.24084278968066464,0.0,102
3,12,VI 60,10,57,1,VI 24,39,224,1,-0.5910646070264992,-0.5943731626616714,0.0,89
3,15,VI 60,13,83,1,VI 24,34,184,1,-0.41753556473541836,-0.3457397306334626,0.0,110
3,13,VI 60,8,64,1,VI 24,33,156,1,-0.6154239528859439,-0.3869446243705744,0.0,84
3,14,VI 60,15,92,1,VI 24,27,148,1,-0.25527250510330607,-0.20647388804940214,0.0,80
3,19,VI 60,13,74,1,VI 24,31,175,1,-0.3774183415274359,-0.37380632895531823,0.0,90
3,16,VI 60,15,106,1,VI 24,34,141,1,-0.3553876579865739,-0.12391324739060967,0.0,95
3,17,VI 60,13,61,1,VI 24,37,193,1,-0.4542583717601582,-0.5002274739970067,0.0,92
3,18,VI 60,9,59,1,VI 24,28,146,1,-0.49291552190289434,-0.3935008441422929,0.0,57
3,20,VI 60,13,65,1,VI 24,39,199,1,-0.47712125471966244,-0.485939719766851,0.0,98
3,21,VI 60,10,62,1,VI 24,36,232,1,-0.5563025007672873,-0.5730962953926458,0.0,76
3,23,VI 60,13,96,1,VI 24,21,138,1,-0.20827594242708247,-0.1576078533616681,0.0,85
3,22,VI 60,10,79,1,VI 24,40,212,1,-0.6020599913279624,-0.42870876963831006,0.0,72
3,25,VI 60,15,83,1,VI 24,35,182,1,-0.36797678529459443,-0.3409932956090009,0.0,96
3,24,VI 60,9,65,1,VI 24,31,218,1,-0.5371191843949478,-0.5255431369617493,0.0,92
3,27,VI 60,13,70,1,VI 24,28,199,1,-0.33321467903538243,-0.4537550363954498,0.0,83
3,26,VI 60,13,88,1,VI 24,32,165,1,-0.3912066260130692,-0.27300127206373764,0.0,90
3,28,VI 60,9,48,1,VI 24,42,215,1,-0.6690067809585756,-0.6511972225400181,0.0,55
3,29,VI 60,13,55,1,VI 24,35,194,1,-0.43012469204343884,-0.5474390404359822,0.0,68
4,0,VI 80,10,55,1,VI 21.8,34,239,1,-0.5314789170422551,-0.6380352114538939,0.0,80
4,1,VI 80,9,60,1,VI 21.8,32,158,1,-0.5509074688805811,-0.42050583657077895,0.0,74
4,2,VI 80,15,105,1,VI 21.8,30,153,1,-0.3010299956639812,-0.16350213174766073,0.0,98
4,3,VI 80,7,48,1,VI 21.8,45,238,1,-0.8081144737610868,-0.6953357196809248,0.0,74
4,4,VI 80,11,78,1,VI 21.8,35,189,1,-0.5026753591920506,-0.38436720148276377,0.0,92
4,5,VI 80,6,44,1,VI 21.8,25,161,1,-0.619788758288394,-0.5633731995456622,0.0,43
4,6,VI 80,8,55,1,VI 21.8,37,189,1,-0.6651117370750513,-0.5360991146790003,0.0,77
4,7,VI 80,10,71,1,VI 21.8,31,164,1,-0.4913616938342727,-0.3635854993286226,0.0,75
4,8,VI 80,13,69,1,VI 21.8,41,214,1,-0.49884050441289873,-0.49156468261193553,0.0,88
4,9,VI 80,8,54,1,VI 21.8,33,206,1,-0.6154239528859439,-0.5814734605461849,0.0,74
4,10,VI 80,16,96,1,VI 21.8,38,166,1,-0.3756636139608854,-0.2378368550004867,0.0,108
4,12,VI 80,11,72,1,VI 21.8,42,213,1,-0.5818566052396754,-0.47104710700746927,0.0,95
4,13,VI 80,11,58,1,VI 21.8,29,151,1,-0.42100531274073105,-0.41554895373023215,0.0,72
4,11,VI 80,8,59,1,VI 21.8,40,177,1,-0.6989700043360187,-0.47712125471966244,0.0,70
4,15,VI 80,6,40,1,VI 21.8,31,156,1,-0.713210443450629,-0.5910646070264992,0.0,58
4,14,VI 80,11,53,1,VI 21.8,51,279,1,-0.6661774909397113,-0.7213283336728086,0.0,70
4,16,VI 80,10,58,1,VI 21.8,37,168,1,-0.568201724066995,-0.46188128816292556,0.0,64
4,18,VI 80,11,76,1,VI 21.8,26,162,1,-0.37358066281259295,-0.3287014222618396,0.0,63
4,17,VI 80,10,77,1,VI 21.8,26,150,1,-0.4149733479708179,-0.2896005338831994,0.0,88
4,19,VI 80,7,70,1,VI 21.8,27,153,1,-0.5862657241447305,-0.339593390803342,0.0,77
4,21,VI 80,8,55,1,VI 21.8,40,223,1,-0.6989700043360187,-0.6079421735539169,0.0,84
4,20,VI 80,14,84,1,VI 21.8,39,217,1,-0.4449365713482612,-0.41218044778664786,0.0,101
4,23,VI 80,18,96,1,VI 21.8,39,242,1,-0.3357921019231931,-0.40154413294086283,0.0,110
4,22,VI 80,13,93,1,VI 21.8,34,158,1,-0.41753556473541836,-0.23017413840048748,0.0,91
4,24,VI 80,10,57,1,VI 21.8,31,163,1,-0.4913616938342727,-0.45631274873146643,0.0,65
4,25,VI 80,6,44,1,VI 21.8,40,198,1,-0.8239087409443188,-0.6532125137753437,0.0,65
4,26,VI 80,11,49,1,VI 21.8,39,211,1,-0.5496719218682742,-0.634086375269179,0.0,82
4,27,VI 80,16,83,1,VI 21.8,33,181,1,-0.31439395722196267,-0.3386004824931106,0.0,93
4,28,VI 80,11,63,1,VI 21.8,36,188,1,-0.5149098156090622,-0.4748172998100981,0.0,89
4,29,VI 80,13,80,1,VI 21.8,42,228,1,-0.5093059380910637,-0.4548448600085102,0.0,110
5,0,VI 120,7,50,1,VI 20,42,221,1,-0.7781512503836436,-0.6454222693490919,0.0,78
5,1,VI 120,9,56,1,VI 20,43,248,1,-0.6792259461402617,-0.6462636538200158,0.0,102
5,2,VI 120,10,60,1,VI 20,39,192,1,-0.5910646070264992,-0.5051499783199059,0.0,78
5,3,VI 120,7,47,1,VI 20,40,199,1,-0.7569619513137056,-0.6267552184739892,0.0,62
5,4,VI 120,5,30,1,VI 20,38,232,1,-0.8808135922807914,-0.8883667301712372,0.0,50
5,5,VI 120,8,34,1,VI 20,52,271,1,-0.8129133566428556,-0.9014903738321506,0.0,48
5,7,VI 120,11,59,1,VI 20,35,235,1,-0.5026753591920506,-0.6002158506295922,0.0,82
5,6,VI 120,9,60,1,VI 20,33,210,1,-0.5642714304385626,-0.5440680443502757,0.0,71
5,8,VI 120,8,46,1,VI 20,34,213,1,-0.6283889300503115,-0.6656217717571636,0.0,70
5,9,VI 120,6,48,1,VI 20,40,199,1,-0.8239087409443188,-0.6176118390341194,0.0,55
5,10,VI 120,4,31,1,VI 20,41,242,1,-1.0107238653917732,-0.8924536721461587,0.0,50
5,11,VI 120,7,62,1,VI 20,45,219,1,-0.8081144737610868,-0.5480524253418645,0.0,89
5,12,VI 120,3,24,1,VI 20,44,280,1,-1.166331421766525,-1.0669467896306133,0.0,46
5,13,VI 120,7,58,1,VI 20,53,278,1,-0.8791778295865322,-0.680616802355139,0.0,88
5,14,VI 120,6,37,1,VI 20,30,138,1,-0.6989700043360187,-0.5716773623342415,0.0,58
5,16,VI 120,4,43,1,VI 20,33,188,1,-0.9164539485499251,-0.6406893936840934,0.0,55
5,15,VI 120,15,93,1,VI 20,33,166,1,-0.3424226808222062,-0.25162513948612003,0.0,109
5,18,VI 120,8,44,1,VI 20,26,161,1,-0.5118833609788743,-0.5633731995456622,0.0,57
5,17,VI 120,4,33,1,VI 20,54,254,1,-1.130333768495006,-0.8863197767420506,0.0,55
5,19,VI 120,3,38,1,VI 20,52,286,1,-1.2388820889151366,-0.8765824365122329,0.0,66
5,20,VI 120,6,45,1,VI 20,39,215,1,-0.8129133566428556,-0.6792259461402617,0.0,64
5,21,VI 120,7,41,1,VI 20,59,319,1,-0.9257539716278873,-0.8910068263374457,0.0,70
5,23,VI 120,7,41,1,VI 20,36,203,1,-0.7112044607530305,-0.6947121811934774,0.0,68
5,22,VI 120,8,34,1,VI 20,46,301,1,-0.7596678446896306,-0.9470875785515882,0.0,60
5,24,VI 120,5,43,1,VI 20,36,183,1,-0.8573324964312684,-0.6289826341508429,0.0,63
5,25,VI 120,7,39,1,VI 20,32,202,1,-0.6600519383056491,-0.7142867624201246,0.0,55
5,27,VI 120,6,39,1,VI 20,38,199,1,-0.8016323462331666,-0.7077884693832075,0.0,57
5,26,VI 120,6,39,1,VI 20,40,235,1,-0.8239087409443188,-0.7800032552452371,0.0,54
5,28,VI 120,10,62,1,VI 20,50,218,1,-0.6989700043360187,-0.5460648041063509,0.0,72
5,29,VI 120,5,33,1,VI 20,50,260,1,-1.0,-0.8964594080929305,0.0,58
6,0,VI 30,30,172,1,VI 40,21,119,1,0.1549019599857432,0.15998148551501815,0.0,111
6,1,VI 30,26,136,1,VI 40,13,84,1,0.3010299956639812,0.20925962230833586,0.0,64
6,2,VI 30,30,157,1,VI 40,15,97,1,0.3010299956639812,0.2091279181429889,0.0,97
6,3,VI 30,31,140,1,VI 40,19,117,1,0.21260809288144372,0.07794217393207636,0.0,95
6,4,VI 30,25,131,1,VI 40,24,132,1,0.017728766960431616,-0.0033026355500856046,0.0,120
6,6,VI 30,23,156,1,VI 40,16,91,1,0.1576078533616681,0.23408320603336796,0.0,84
6,5,VI 30,22,151,1,VI 40,14,83,1,0.1962946451439682,0.2598988549170955,0.0,88
6,8,VI 30,18,96,1,VI 40,35,171,1,-0.2887955392469696,-0.2507248773525855,0.0,107
6,7,VI 30,32,148,1,VI 40,24,124,1,0.12493873660829993,0.07684003023272233,0.0,95
6,9,VI 30,20,133,1,VI 40,19,118,1,0.022276394711152208,0.05196963366096045,0.0,109
6,10,VI 30,17,101,1,VI 40,27,154,1,-0.20091484278071337,-0.18319934705382046,0.0,85
6,12,VI 30,30,156,1,VI 40,24,133,1,0.09691001300805642,0.06927295738737578,0.0,116
6,11,VI 30,24,164,1,VI 40,15,77,1,0.2041199826559248,0.32835312287521595,0.0,80
6,14,VI 30,29,140,1,VI 40,21,139,1,0.1401787031650368,0.0031132354241429263,0.0,117
6,13,VI 30,24,150,1,VI 40,19,94,1,0.10145764075877704,0.20296340545598257,0.0,100
6,15,VI 30,26,176,1,VI 40,13,76,1,0.3010299956639812,0.3646990755333585,0.0,95
6,16,VI 30,20,123,1,VI 40,26,155,1,-0.11394335230683675,-0.10042658673089354,0.0,110
6,17,VI 30,26,154,1,VI 40,17,95,1,0.184524426592544,0.2097971155476153,0.0,87
6,18,VI 30,27,152,1,VI 40,22,125,1,0.08894108333678108,0.08493357493671612,0.0,113
6,19,VI 30,23,124,1,VI 40,22,126,1,0.019305155195386624,-0.006948859955327855,0.0,98
6,20,VI 30,23,102,1,VI 40,18,100,1,0.10645533091428677,0.00860017176191757,0.0,84
6,21,VI 30,27,152,1,VI 40,17,120,1,0.20091484278071337,0.1026623418971477,0.0,128
6,22,VI 30,27,156,1,VI 40,21,128,1,0.10914446942506807,0.08591462870659324,0.0,112
6,25,VI 30,26,150,1,VI 40,23,109,1,0.05324551195322505,0.1386647611150576,0.0,91
6,24,VI 30,29,159,1,VI 40,14,97,1,0.3162699622207181,0.2146253900542066,0.0,112
6,23,VI 30,20,116,1,VI 40,24,127,1,-0.0791812460476248,-0.039345731729038366,0.0,105
6,26,VI 30,31,154,1,VI 40,24,120,1,0.11115045212266668,0.10833947478883828,0.0,120
6,27,VI 30,22,143,1,VI 40,14,60,1,0.1962946451439682,0.37718478708141817,0.0,72
6,28,VI 30,19,125,1,VI 40,17,114,1,0.048304679574555046,0.04000516167158385,0.0,102
6,29,VI 30,20,124,1,VI 40,15,101,1,0.12493873660829993,0.08910031137959248,0.0,110
7,0,VI 26.7,22,145,1,VI 48,14,96,1,0.1962946451439682,0.1790967691954065,0.0,110
7,1,VI 26.7,22,151,1,VI 48,20,78,1,0.04139268515822508,0.286882344602689,0.0,73
7,2,VI 26.7,32,185,1,VI 48,11,63,1,0.46375729316168096,0.46783117894943205,0.0,84
7,4,VI 26.7,31,174,1,VI 48,15,81,1,0.31527043477859146,0.33206422940395003,0.0,96
7,5,VI 26.7,29,156,1,VI 48,12,71,1,0.38321675185133125,0.34186624963538637,0.0,86
7,3,VI 26.7,36,177,1,VI 48,15,87,1,0.38021124171160603,0.3084540137431881,0.0,102
7,6,VI 26.7,33,194,1,VI 48,16,110,1,0.31439395722196267,0.246409044772001,0.0,118
7,7,VI 26.7,19,129,1,VI 48,13,72,1,0.16481024864599217,0.2532572138679805,0.0,58
7,8,VI 26.7,27,149,1,VI 48,22,122,1,0.08894108333678108,0.08682643773752578,0.0,107
7,9,VI 26.7,19,135,1,VI 48,16,98,1,0.07463361829690418,0.13910769280251128,0.0,107
7,10,VI 26.7,35,200,1,VI 48,22,107,1,0.2016453635280694,0.27164621797877153,0.0,120
7,11,VI 26.7,27,126,1,VI 48,21,91,1,0.10914446942506807,0.1413291527964693,0.0,100
7,13,VI 26.7,39,195,1,VI 48,13,84,1,0.47712125471966244,0.36575532530063637,0.0,100
7,12,VI 26.7,30,148,1,VI 48,21,104,1,0.1549019599857432,0.15322837609617704,0.0,121
7,14,VI 26.7,32,185,1,VI 48,12,65,1,0.4259687322722811,0.45425837176015826,0.0,80
7,16,VI 26.7,35,195,1,VI 48,16,95,1,0.3399480616943509,0.3123110060736703,0.0,107
7,15,VI 26.7,32,175,1,VI 48,16,68,1,0.3010299956639812,0.41052913598005814,0.0,78
7,18,VI 26.7,38,202,1,VI 48,12,63,1,0.5006023505691853,0.5060108199930421,0.0,89
7,20,VI 26.7,25,138,1,VI 48,17,79,1,0.16749108729376372,0.24225199511079507,0.0,69
7,17,VI 26.7,34,170,1,VI 48,18,108,1,0.27620641193894907,0.19702516589132427,0.0,109
7,21,VI 26.7,30,160,1,VI 48,22,107,1,0.13469857389745618,0.17473620497071513,0.0,118
7,19,VI 26.7,32,185,1,VI 48,14,67,1,0.3590219426416679,0.4410969257021874,0.0,71
7,24,VI 26.7,28,134,1,VI 48,16,107,1,0.24303804868629444,0.09772102067959795,0.0,92
7,23,VI 26.7,45,214,1,VI 48,15,82,1,0.47712125471966244,0.41659992096547416,0.0,101
7,22,VI 26.7,33,169,1,VI 48,11,81,1,0.47712125471966244,0.31940168573502375,0.0,88
7,25,VI 26.7,29,152,1,VI 48,22,113,1,0.11997531707674983,0.12876514446135284,0.0,123
7,26,VI 26.7,22,125,1,VI 48,22,151,1,0.0,-0.08206693428511302,0.0,116
7,27,VI 26.7,25,160,1,VI 48,19,100,1,0.11918640771920867,0.2041199826559248,0.0,101
7,29,VI 26.7,25,167,1,VI 48,15,61,1,0.2218487496163564,0.4373866361368163,0.0,85
8,0,VI 24,30,184,1,VI 60,14,83,1,0.3309932190414244,0.3457397306334626,0.0,112
7,28,VI 26.7,34,216,1,VI 48,9,54,1,0.5772364076029303,0.6020599913279624,0.0,76
8,1,VI 24,43,249,1,VI 60,7,42,1,0.7883704155653297,0.7729500566978359,0.0,59
8,2,VI 24,49,251,1,VI 60,12,78,1,0.6110148339808888,0.5075791187905577,0.0,96
8,3,VI 24,38,202,1,VI 60,10,66,1,0.5797835966168101,0.4858074339047551,0.0,107
8,6,VI 24,40,196,1,VI 60,13,85,1,0.4881166390211256,0.3628371456421833,0.0,105
8,7,VI 24,38,184,1,VI 60,13,58,1,0.46584024430997334,0.5013898294465992,0.0,78
8,8,VI 24,39,197,1,VI 60,13,61,1,0.47712125471966244,0.5091363911508259,0.0,86
8,9,VI 24,35,226,1,VI 60,13,83,1,0.4301246920434389,0.435030346771327,0.0,91
8,4,VI 24,40,247,1,VI 60,8,47,1,0.6989700043360189,0.7205990953239483,0.0,74
8,5,VI 24,36,198,1,VI 60,13,60,1,0.4423591484604505,0.5185139398778874,0.0,73
8,10,VI 24,26,155,1,VI 60,11,55,1,0.37358066281259295,0.44996900867604767,0.0,76
8,11,VI 24,28,156,1,VI 60,10,74,1,0.4471580313422192,0.32389287862348537,0.0,72
8,12,VI 24,26,140,1,VI 60,16,86,1,0.21085336531489318,0.2116295844346703,0.0,94
8,15,VI 24,37,211,1,VI 60,20,98,1,0.26717172840301384,0.3330563796051978,0.0,116
8,13,VI 24,28,158,1,VI 60,9,56,1,0.49291552190289434,0.45046905994822223,0.0,71
8,16,VI 24,32,181,1,VI 60,10,63,1,0.505149978319906,0.4583380254156028,0.0,74
8,18,VI 24,30,176,1,VI 60,13,99,1,0.3631779024128256,0.2498774732165999,0.0,105
8,14,VI 24,39,224,1,VI 60,13,51,1,0.47712125471966244,0.6426778422362265,0.0,70
8,17,VI 24,34,189,1,VI 60,14,92,1,0.3853508813640171,0.3126739768276889,0.0,100
8,20,VI 24,35,202,1,VI 60,15,74,1,0.36797678529459443,0.4361196497156476,0.0,94
8,19,VI 24,34,200,1,VI 60,15,85,1,0.35538765798657385,0.37161106994968846,0.0,110
8,21,VI 24,25,115,1,VI 60,11,70,1,0.35654732351381263,0.21559980033935483,0.0,82
8,24,VI 24,26,166,1,VI 60,13,81,1,0.3010299956639812,0.3116230691614054,0.0,91
8,23,VI 24,23,136,1,VI 60,15,87,1,0.18563657696191166,0.19401965575159902,0.0,105
8,25,VI 24,38,197,1,VI 60,12,79,1,0.5006023505691853,0.39683913487115147,0.0,105
