net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,,,
2,0,0,0.1,VI 20,481,0.533333333,1017,VI 120,121,1.6,761,0.599359706,-0.477121255,0.125936296,600,,0.642058298,0.78211129,-0.002555319
2,0,1,0.1,VI 20,468,0.533333333,969,VI 120,120,1.6,744,0.591064607,-0.477121255,0.114750842,636,,0.014658814,0.0097247,0.004764594
2,0,2,0.1,VI 20,462,0.533333333,981,VI 120,132,1.6,762,0.544068044,-0.477121255,0.109714036,642,,0.975814951,0.075334811,#N/A
2,0,3,0.1,VI 20,436,0.533333333,905,VI 120,128,1.6,839,0.53227652,-0.477121255,0.032886618,651,,4982.960516,247,#N/A
2,0,4,0.1,VI 20,462,0.533333333,960,VI 120,140,1.6,801,0.51851394,-0.477121255,0.078638717,596,,56.55992811,1.401807439,#N/A
2,0,5,0.1,VI 20,486,0.533333333,1028,VI 120,101,1.6,643,0.682314895,-0.477121255,0.203782142,595,,,,
2,0,6,0.1,VI 20,464,0.533333333,936,VI 120,135,1.6,799,0.536184212,-0.477121255,0.068729069,662,,,,
2,0,7,0.1,VI 20,485,0.533333333,1005,VI 120,133,1.6,796,0.561890098,-0.477121255,0.101252994,632,,,,
2,0,8,0.1,VI 20,462,0.533333333,974,VI 120,137,1.6,823,0.527921408,-0.477121255,0.073159122,709,,,,
2,0,9,0.1,VI 20,474,0.533333333,956,VI 120,122,1.6,754,0.589418511,-0.477121255,0.103086546,614,,,,
2,1,0,0.1,VI 20,503,0.64516129,1217,VI 120,120,1.052631579,617,0.622386739,-0.212608093,0.295005414,621,,,,
2,1,1,0.1,VI 20,482,0.64516129,1116,VI 120,124,1.052631579,595,0.589625353,-0.212608093,0.273147229,597,,,,
2,1,2,0.1,VI 20,510,0.64516129,1195,VI 120,99,1.052631579,567,0.711934982,-0.212608093,0.323784846,618,,,,
2,1,3,0.1,VI 20,532,0.64516129,1268,VI 120,121,1.052631579,633,0.643126262,-0.212608093,0.301715544,632,,,,
2,1,4,0.1,VI 20,509,0.64516129,1177,VI 120,121,1.052631579,635,0.623932412,-0.212608093,0.268002738,604,,,,
2,1,5,0.1,VI 20,544,0.64516129,1190,VI 120,126,1.052631579,592,0.635228355,-0.212608093,0.303225255,663,,,,
2,1,7,0.1,VI 20,483,0.64516129,1123,VI 120,141,1.052631579,699,0.534728018,-0.212608093,0.205902581,651,,,,
2,1,6,0.1,VI 20,495,0.64516129,1184,VI 120,119,1.052631579,644,0.619058238,-0.212608093,0.264465835,589,,,,
2,1,8,0.1,VI 20,529,0.64516129,1174,VI 120,136,1.052631579,631,0.589916764,-0.212608093,0.269638738,627,,,,
2,1,9,0.1,VI 20,467,0.64516129,1049,VI 120,132,1.052631579,635,0.548742949,-0.212608093,0.218001763,612,,,,
2,2,0,0.1,VI 20,564,0.8,1520,VI 120,109,0.8,457,0.713852606,0,0.521927388,540,,,,
2,2,1,0.1,VI 20,525,0.8,1442,VI 120,123,0.8,490,0.630254192,0,0.46876918,562,,,,
2,2,2,0.1,VI 20,535,0.8,1469,VI 120,120,0.8,518,0.649172536,0,0.452692036,609,,,,
2,2,3,0.1,VI 20,526,0.8,1346,VI 120,139,0.8,543,0.577970944,0,0.39424523,590,,,,
2,2,4,0.1,VI 20,542,0.8,1430,VI 120,131,0.8,504,0.616727991,0,0.452905501,577,,,,
2,2,5,0.1,VI 20,546,0.8,1468,VI 120,123,0.8,464,0.647287531,0,0.500208075,512,,,,
2,2,6,0.1,VI 20,531,0.8,1358,VI 120,130,0.8,503,0.611151169,0,0.431331785,566,,,,
2,2,9,0.1,VI 20,543,0.8,1416,VI 120,118,0.8,474,0.662917822,0,0.475284912,564,,,,
2,2,8,0.1,VI 20,569,0.8,1480,VI 120,121,0.8,510,0.672326896,0,0.462691539,571,,,,
2,2,7,0.1,VI 20,530,0.8,1353,VI 120,116,0.8,507,0.65981788,0,0.426289837,554,,,,
2,3,0,0.1,VI 20,612,1.052631579,2059,VI 120,101,0.64516129,365,0.782430048,0.212608093,0.751363482,500,,,,
2,3,2,0.1,VI 20,637,1.052631579,2142,VI 120,104,0.64516129,357,0.787106093,0.212608093,0.77815125,456,,,,
2,3,1,0.1,VI 20,617,1.052631579,1989,VI 120,101,0.64516129,379,0.78596379,0.212608093,0.719995573,473,,,,
2,3,3,0.1,VI 20,589,1.052631579,1960,VI 120,114,0.64516129,404,0.713210443,0.212608093,0.685874706,508,,,,
2,3,4,0.1,VI 20,612,1.052631579,1947,VI 120,122,0.64516129,381,0.700391591,0.212608093,0.708440976,461,,,,
2,3,5,0.1,VI 20,633,1.052631579,1972,VI 120,112,0.64516129,359,0.752185687,0.212608093,0.739812462,458,,,,
2,3,6,0.1,VI 20,622,1.052631579,1995,VI 120,96,0.64516129,366,0.811519152,0.212608093,0.736461815,442,,,,
2,3,7,0.1,VI 20,572,1.052631579,1814,VI 120,132,0.64516129,402,0.636822098,0.212608093,0.65441123,543,,,,
2,3,8,0.1,VI 20,664,1.052631579,2198,VI 120,98,0.64516129,349,0.830942004,0.212608093,0.799202261,438,,,,
2,3,9,0.1,VI 20,604,1.052631579,1966,VI 120,95,0.64516129,372,0.803313333,0.212608093,0.723040574,505,,,,
2,4,1,0.1,VI 20,739,1.6,3613,VI 120,63,0.533333333,181,1.069303889,0.477121255,1.300189387,256,,,,
2,4,0,0.1,VI 20,715,1.6,3526,VI 120,83,0.533333333,232,0.935227949,0.477121255,1.181794323,335,,,,
2,4,3,0.1,VI 20,792,1.6,3857,VI 120,71,0.533333333,205,1.047466833,0.477121255,1.274495778,300,,,,
2,4,4,0.1,VI 20,721,1.6,3484,VI 120,77,0.533333333,210,0.97144454,0.477121255,1.219858852,314,,,,
2,4,2,0.1,VI 20,789,1.6,3780,VI 120,70,0.533333333,182,1.051978963,0.477121255,1.317420412,282,,,,
2,4,5,0.1,VI 20,702,1.6,3363,VI 120,79,0.533333333,211,0.948710021,0.477121255,1.202444412,302,,,,
2,4,6,0.1,VI 20,686,1.6,3291,VI 120,94,0.533333333,203,0.863196262,0.477121255,1.209831844,297,,,,
2,4,7,0.1,VI 20,726,1.6,3430,VI 120,84,0.533333333,188,0.936657335,0.477121255,1.261136271,297,,,,
2,4,8,0.1,VI 20,718,1.6,3503,VI 120,74,0.533333333,193,0.986892725,0.477121255,1.258882828,274,,,,
2,5,0,0.1,VI 45,276,0.533333333,754,VI 95,173,1.6,1087,0.202862979,-0.477121255,-0.158858198,659,,,,
2,5,1,0.1,VI 45,264,0.533333333,707,VI 95,171,1.6,1043,0.188607816,-0.477121255,-0.168864895,600,,,,
2,5,2,0.1,VI 45,254,0.533333333,777,VI 95,166,1.6,1000,0.184725629,-0.477121255,-0.109578981,697,,,,
2,4,9,0.1,VI 20,762,1.6,3578,VI 120,79,0.533333333,177,0.98432788,0.477121255,1.30566707,268,,,,
2,5,3,0.1,VI 45,266,0.533333333,734,VI 95,154,1.6,963,0.237360916,-0.477121255,-0.117930227,659,,,,
2,5,4,0.1,VI 45,274,0.533333333,744,VI 95,166,1.6,1084,0.217642475,-0.477121255,-0.163456347,701,,,,
2,5,5,0.1,VI 45,247,0.533333333,744,VI 95,178,1.6,1048,0.142276951,-0.477121255,-0.148788347,681,,,,
2,5,6,0.1,VI 45,244,0.533333333,709,VI 95,172,1.6,1051,0.151861379,-0.477121255,-0.170956481,657,,,,
2,5,8,0.1,VI 45,266,0.533333333,787,VI 95,163,1.6,983,0.212694032,-0.477121255,-0.096578785,637,,,,
2,5,7,0.1,VI 45,274,0.533333333,775,VI 95,161,1.6,1002,0.230924687,-0.477121255,-0.111566019,656,,,,
2,6,1,0.1,VI 45,286,0.64516129,861,VI 95,163,1.052631579,868,0.244178429,-0.212608093,-0.003516574,686,,,,
2,6,0,0.1,VI 45,266,0.64516129,829,VI 95,167,1.052631579,835,0.202165165,-0.212608093,-0.003131945,661,,,,
2,6,2,0.1,VI 45,283,0.64516129,907,VI 95,158,1.052631579,807,0.253129349,-0.212608093,0.050733752,733,,,,
2,5,9,0.1,VI 45,284,0.533333333,743,VI 95,184,1.6,1010,0.188500517,-0.477121255,-0.13333256,599,,,,
2,6,3,0.1,VI 45,280,0.64516129,833,VI 95,168,1.052631579,803,0.22184875,-0.212608093,0.015929456,659,,,,
2,6,4,0.1,VI 45,283,0.64516129,893,VI 95,157,1.052631579,798,0.255886783,-0.212608093,0.048848568,704,,,,
2,6,7,0.1,VI 45,274,0.64516129,839,VI 95,173,1.052631579,836,0.19970446,-0.212608093,0.001555683,652,,,,
2,6,8,0.1,VI 45,307,0.64516129,899,VI 95,162,1.052631579,804,0.277623361,-0.212608093,0.048503643,663,,,,
2,6,6,0.1,VI 45,293,0.64516129,941,VI 95,161,1.052631579,807,0.260041744,-0.212608093,0.066716089,741,,,,
2,6,5,0.1,VI 45,268,0.64516129,875,VI 95,176,1.052631579,835,0.182622126,-0.212608093,0.020321578,651,,,,
2,6,9,0.1,VI 45,276,0.64516129,851,VI 95,157,1.052631579,838,0.24500943,-0.212608093,0.006685541,702,,,,
2,7,0,0.1,VI 45,290,0.8,968,VI 95,147,0.8,680,0.295080663,0,0.153366445,643,,,,
2,7,1,0.1,VI 45,277,0.8,938,VI 95,170,0.8,727,0.212030848,0,0.110668428,667,,,,
2,7,2,0.1,VI 45,307,0.8,1083,VI 95,157,0.8,733,0.291238723,0,0.169524482,736,,,,
2,7,3,0.1,VI 45,308,0.8,1056,VI 95,146,0.8,672,0.324197861,0,0.196294645,684,,,,
2,7,4,0.1,VI 45,308,0.8,990,VI 95,140,0.8,707,0.342422681,0,0.146215781,642,,,,
2,7,6,0.1,VI 45,253,0.8,923,VI 95,165,0.8,751,0.185636577,0,0.089561764,655,,,,
2,7,7,0.1,VI 45,289,0.8,989,VI 95,155,0.8,697,0.270566145,0,0.151963513,640,,,,
2,7,5,0.1,VI 45,305,0.8,1042,VI 95,163,0.8,725,0.272112235,0,0.157529712,673,,,,
2,7,8,0.1,VI 45,266,0.8,927,VI 95,172,0.8,790,0.18935319,0,0.069452643,631,,,,
2,7,9,0.1,VI 45,296,0.8,985,VI 95,151,0.8,754,0.292314764,0,0.116064885,717,,,,
2,8,0,0.1,VI 45,345,1.052631579,1248,VI 95,147,0.64516129,551,0.37050176,0.212608093,0.355062986,586,,,,
2,8,3,0.1,VI 45,291,1.052631579,1159,VI 95,144,0.64516129,573,0.305530497,0.212608093,0.305928814,638,,,,
2,8,2,0.1,VI 45,300,1.052631579,1108,VI 95,162,0.64516129,655,0.26760624,0.212608093,0.22829846,682,,,,
2,8,1,0.1,VI 45,322,1.052631579,1195,VI 95,159,0.64516129,611,0.306458747,0.212608093,0.291326695,615,,,,
2,8,4,0.1,VI 45,315,1.052631579,1218,VI 95,138,0.64516129,577,0.358431467,0.212608093,0.324471475,608,,,,
2,8,5,0.1,VI 45,304,1.052631579,1258,VI 95,136,0.64516129,578,0.349334675,0.212608093,0.337752803,635,,,,
2,8,6,0.1,VI 45,304,1.052631579,1158,VI 95,141,0.64516129,633,0.333654471,0.212608093,0.262304849,675,,,,
2,8,7,0.1,VI 45,322,1.052631579,1220,VI 95,143,0.64516129,593,0.352519834,0.212608093,0.313305137,615,,,,
2,8,9,0.1,VI 45,327,1.052631579,1239,VI 95,161,0.64516129,614,0.307721877,0.212608093,0.304902935,643,,,,
2,8,8,0.1,VI 45,296,1.052631579,1199,VI 95,146,0.64516129,613,0.306938855,0.212608093,0.291358709,603,,,,
2,9,0,0.1,VI 45,312,1.6,1540,VI 95,139,0.533333333,521,0.351139794,0.477121255,0.470682998,574,,,,
2,9,1,0.1,VI 45,355,1.6,1808,VI 95,129,0.533333333,461,0.439638643,0.477121255,0.593497501,535,,,,
2,9,2,0.1,VI 45,361,1.6,1813,VI 95,139,0.533333333,439,0.414492402,0.477121255,0.615933284,542,,,,
2,9,4,0.1,VI 45,323,1.6,1489,VI 95,141,0.533333333,492,0.35998341,0.477121255,0.480929595,516,,,,
2,9,3,0.1,VI 45,341,1.6,1648,VI 95,127,0.533333333,488,0.428950658,0.477121255,0.528537385,561,,,,
2,9,5,0.1,VI 45,324,1.6,1665,VI 95,137,0.533333333,510,0.373824443,0.477121255,0.513844062,573,,,,
2,9,6,0.1,VI 45,320,1.6,1583,VI 95,133,0.533333333,512,0.381298337,0.477121255,0.490210954,573,,,,
2,9,8,0.1,VI 45,333,1.6,1700,VI 95,134,0.533333333,470,0.395339435,0.477121255,0.558351063,515,,,,
2,9,7,0.1,VI 45,357,1.6,1752,VI 95,124,0.533333333,395,0.459246531,0.477121255,0.646937006,480,,,,
2,9,9,0.1,VI 45,334,1.6,1679,VI 95,124,0.533333333,469,0.430324782,0.477121255,0.553877853,559,,,,
2,10,0,0.1,VI 70,165,0.533333333,611,VI 70,224,1.6,1284,-0.132764074,-0.477121255,-0.322523813,613,,,,
2,10,2,0.1,VI 70,209,0.533333333,640,VI 70,223,1.6,1223,-0.028158577,-0.477121255,-0.281246483,635,,,,
2,10,1,0.1,VI 70,178,0.533333333,617,VI 70,232,1.6,1303,-0.115067983,-0.477121255,-0.324659252,663,,,,
2,10,3,0.1,VI 70,184,0.533333333,612,VI 70,204,1.6,1193,-0.044812344,-0.477121255,-0.289889022,635,,,,
2,10,4,0.1,VI 70,187,0.533333333,630,VI 70,242,1.6,1293,-0.111973759,-0.477121255,-0.312257975,628,,,,
2,10,7,0.1,VI 70,188,0.533333333,628,VI 70,225,1.6,1205,-0.078024669,-0.477121255,-0.283027403,635,,,,
2,10,5,0.1,VI 70,190,0.533333333,615,VI 70,221,1.6,1249,-0.065638673,-0.477121255,-0.307687323,662,,,,
2,10,6,0.1,VI 70,193,0.533333333,576,VI 70,237,1.6,1292,-0.089191037,-0.477121255,-0.35084003,604,,,,
2,10,9,0.1,VI 70,188,0.533333333,676,VI 70,212,1.6,1211,-0.052178012,-0.477121255,-0.253197447,646,,,,
2,11,0,0.1,VI 70,193,0.64516129,719,VI 70,234,1.052631579,1040,-0.083658548,-0.212608093,-0.160304449,704,,,,
2,10,8,0.1,VI 70,214,0.533333333,667,VI 70,217,1.6,1149,-0.00604596,-0.477121255,-0.236194195,638,,,,
