run_index,repetition_index,Sch 1,R1,B1,M1,Sch 2,R2,B2,M2,log(R1/R2),log(B1/B2),log(M1/M2)
9,6,VI 21.8,35,189,1,VI 80,9,80,1,0.5898255349109508,0.3733718171813005,0.0
9,7,VI 21.8,30,182,1,VI 80,12,86,1,0.3979400086720376,0.3255729367415071,0.0
9,8,VI 21.8,34,194,1,VI 80,7,47,1,0.6863808770279982,0.6157038719945086,0.0
9,9,VI 21.8,34,199,1,VI 80,11,58,1,0.49008623188403005,0.5354250828467694,0.0
9,10,VI 21.8,46,289,1,VI 80,7,48,1,0.8176597916673173,0.7796566053809606,0.0
9,12,VI 21.8,36,220,1,VI 80,9,69,1,0.6020599913279624,0.503573590084951,0.0
9,13,VI 21.8,43,246,1,VI 80,7,39,1,0.7883704155653297,0.7998705000768799,0.0
9,11,VI 21.8,37,212,1,VI 80,8,51,1,0.6651117370750514,0.6187656848308151,0.0
9,14,VI 21.8,28,184,1,VI 80,11,71,1,0.4057653461839942,0.4135594742904612,0.0
9,15,VI 21.8,44,232,1,VI 80,8,41,1,0.7403626894942439,0.7527041281711642,0.0
9,17,VI 21.8,49,245,1,VI 80,12,57,1,0.6110148339808888,0.633291228692041,0.0
9,16,VI 21.8,39,195,1,VI 80,10,70,1,0.5910646070264992,0.44493657134826115,0.0
9,18,VI 21.8,37,197,1,VI 80,7,55,1,0.7231036840527382,0.5541035366673491,0.0
9,19,VI 21.8,45,232,1,VI 80,10,49,1,0.6532125137753437,0.675291904862386,0.0
9,21,VI 21.8,44,225,1,VI 80,10,52,1,0.6434526764861874,0.6361791744765632,0.0
9,20,VI 21.8,38,222,1,VI 80,11,67,1,0.5383909114585851,0.5202781717498122,0.0
9,24,VI 21.8,35,226,1,VI 80,13,75,1,0.4301246920434389,0.4790471757557008,0.0
9,23,VI 21.8,35,206,1,VI 80,6,48,1,0.7659167939666319,0.6326259829935662,0.0
9,22,VI 21.8,40,212,1,VI 80,10,46,1,0.6020599913279624,0.6635780292471773,0.0
9,25,VI 21.8,37,192,1,VI 80,6,51,1,0.7900504736833514,0.5757310526056132,0.0
9,26,VI 21.8,44,248,1,VI 80,13,53,1,0.5295093241793507,0.6701758112254272,0.0
9,27,VI 21.8,32,180,1,VI 80,7,46,1,0.6600519383056491,0.592514673421732,0.0
9,28,VI 21.8,33,189,1,VI 80,9,58,1,0.5642714304385625,0.5130338106103068,0.0
9,29,VI 21.8,31,171,1,VI 80,7,45,1,0.6462636538200158,0.5797835966168101,0.0
10,0,VI 20,44,237,1,VI 120,3,35,1,1.166331421766525,0.8306803016598282,0.0
10,3,VI 20,43,226,1,VI 120,6,44,1,0.8553172051959429,0.7106557626612136,0.0
10,2,VI 20,38,182,1,VI 120,7,57,1,0.7346855566025533,0.5041965323125834,0.0
10,1,VI 20,34,189,1,VI 120,8,58,1,0.6283889300503115,0.5130338106103068,0.0
10,4,VI 20,42,247,1,VI 120,3,34,1,1.146128035678238,0.8612180362174106,0.0
10,5,VI 20,29,197,1,VI 120,10,74,1,0.4623979978989561,0.4252345064306168,0.0
10,6,VI 20,46,216,1,VI 120,16,73,1,0.4586378490256493,0.47113089103047495,0.0
10,7,VI 20,37,212,1,VI 120,5,36,1,0.8692317197309762,0.7700333601614642,0.0
10,8,VI 20,44,263,1,VI 120,7,48,1,0.7983546364719306,0.7387145111141706,0.0
10,10,VI 20,39,206,1,VI 120,6,60,1,0.8129133566428556,0.5357159699855097,0.0
10,9,VI 20,26,140,1,VI 120,9,69,1,0.4607308385314931,0.30727894494098273,0.0
10,11,VI 20,43,246,1,VI 120,2,36,1,1.3324384599156054,0.8346326063360918,0.0
10,12,VI 20,38,198,1,VI 120,6,58,1,0.8016323462331665,0.5332371966985938,0.0
10,13,VI 20,23,144,1,VI 120,4,68,1,0.7596678446896304,0.3258535793890133,0.0
10,14,VI 20,52,247,1,VI 120,7,72,1,0.8709053036205423,0.5353644568283973,0.0
10,15,VI 20,43,216,1,VI 120,2,29,1,1.3324384599156054,0.8720557532519748,0.0
10,16,VI 20,43,239,1,VI 120,6,35,1,0.8553172051959429,0.8343298565978621,0.0
10,17,VI 20,40,217,1,VI 120,9,46,1,0.6478174818886375,0.6737019021669555,0.0
10,18,VI 20,46,264,1,VI 120,5,22,1,0.9637878273455552,1.0791812460476249,0.0
10,19,VI 20,27,162,1,VI 120,9,53,1,0.47712125471966244,0.48523914494184195,0.0
10,20,VI 20,31,176,1,VI 120,9,64,1,0.5371191843949479,0.43933269383026263,0.0
10,21,VI 20,50,310,1,VI 120,5,31,1,1.0,1.0,0.0
10,22,VI 20,43,218,1,VI 120,5,46,1,0.9344984512435677,0.6756986619230307,0.0
10,24,VI 20,27,176,1,VI 120,7,67,1,0.5862657241447304,0.41943786511332337,0.0
10,25,VI 20,42,243,1,VI 120,8,59,1,0.7201593034059569,0.614754261956168,0.0
10,23,VI 20,42,241,1,VI 120,6,56,1,0.8450980400142568,0.633829015568668,0.0
10,26,VI 20,29,155,1,VI 120,11,83,1,0.42100531274073105,0.27125360579421753,0.0
10,27,VI 20,42,216,1,VI 120,6,49,1,0.8450980400142568,0.6442576711224172,0.0
10,28,VI 20,41,206,1,VI 120,4,48,1,1.0107238653917732,0.6326259829935662,0.0
10,29,VI 20,33,181,1,VI 120,8,73,1,0.6154239528859439,0.39435571474872866,0.0
