run_index,repetition_index,Sch 1,R1,B1,M1,Sch 2,R2,B2,M2,log(R1/R2),log(B1/B2),log(M1/M2)
2,18,VI 48,16,97,1,VI 26.7,30,183,1,-0.27300127206373764,-0.2756793554641846,0.0
2,19,VI 48,17,102,1,VI 26.7,19,131,1,-0.04830467957455503,-0.10867112389384671,0.0
2,20,VI 48,19,117,1,VI 26.7,23,120,1,-0.08297423506476391,-0.010995384301463193,0.0
2,21,VI 48,24,146,1,VI 26.7,30,144,1,-0.09691001300805639,0.00599036368918742,0.0
2,22,VI 48,17,105,1,VI 26.7,24,135,1,-0.14976232033333206,-0.10914446942506803,0.0
2,23,VI 48,14,93,1,VI 26.7,29,167,1,-0.316269962220718,-0.2542335225936482,0.0
2,24,VI 48,14,94,1,VI 26.7,28,191,1,-0.3010299956639812,-0.3079055136480289,0.0
2,25,VI 48,8,39,1,VI 26.7,36,203,1,-0.6532125137753437,-0.7164314308867138,0.0
2,26,VI 48,14,65,1,VI 26.7,31,173,1,-0.3452336581560347,-0.42513274648593985,0.0
2,27,VI 48,26,136,1,VI 26.7,33,158,1,-0.10354059190706953,-0.06511817858420509,0.0
2,28,VI 48,15,97,1,VI 26.7,26,139,1,-0.23888208891513676,-0.15624306598785023,0.0
3,3,VI 60,8,69,1,VI 24,37,156,1,-0.6651117370750513,-0.3542755076172063,0.0
3,2,VI 60,16,94,1,VI 24,22,126,1,-0.13830269816628143,-0.12724269151786424,0.0
2,29,VI 48,17,91,1,VI 26.7,27,140,1,-0.20091484278071337,-0.18708664335714442,0.0
3,0,VI 60,8,37,1,VI 24,38,221,1,-0.6766936096248666,-0.7761905496181157,0.0
3,1,VI 60,15,80,1,VI 24,25,162,1,-0.2218487496163564,-0.3064250275506874,0.0
3,6,VI 60,13,77,1,VI 24,31,183,1,-0.3774183415274359,-0.37596036455794757,0.0
3,5,VI 60,16,85,1,VI 24,38,267,1,-0.3756636139608854,-0.4970923356502825,0.0
3,4,VI 60,11,82,1,VI 24,23,139,1,-0.3203351508593678,-0.2292009478703784,0.0
3,7,VI 60,9,63,1,VI 24,27,150,1,-0.47712125471966244,-0.37675070960209955,0.0
3,8,VI 60,9,70,1,VI 24,23,157,1,-0.40748532657826797,-0.35080161239497687,0.0
3,9,VI 60,17,82,1,VI 24,32,187,1,-0.27470105694163205,-0.3580277541527823,0.0
3,12,VI 60,10,48,1,VI 24,27,166,1,-0.43136376415898736,-0.5388668506644679,0.0
3,13,VI 60,20,110,1,VI 24,29,160,1,-0.16136800223497486,-0.16272729749769974,0.0
3,11,VI 60,13,81,1,VI 24,43,209,1,-0.5195251032727498,-0.4116612672324042,0.0
3,14,VI 60,12,85,1,VI 24,24,127,1,-0.3010299956639812,-0.17438479524166411,0.0
3,16,VI 60,11,90,1,VI 24,26,157,1,-0.37358066281259295,-0.24165714296990887,0.0
3,10,VI 60,13,98,1,VI 24,30,175,1,-0.36317790241282566,-0.25181197299379954,0.0
3,15,VI 60,12,81,1,VI 24,32,164,1,-0.42596873227228116,-0.30635882916904816,0.0
3,17,VI 60,12,80,1,VI 24,31,157,1,-0.41218044778664786,-0.29280966541729014,0.0
3,18,VI 60,12,87,1,VI 24,31,166,1,-0.41218044778664786,-0.2805888354214366,0.0
3,19,VI 60,8,58,1,VI 24,36,211,1,-0.6532125137753437,-0.5608544617347554,0.0
3,20,VI 60,14,76,1,VI 24,37,213,1,-0.422073688388757,-0.44756601115794636,0.0
3,21,VI 60,11,79,1,VI 24,36,180,1,-0.5149098156090622,-0.35764541381286463,0.0
3,22,VI 60,15,80,1,VI 24,39,198,1,-0.4149733479708179,-0.39357520326958756,0.0
3,23,VI 60,13,88,1,VI 24,25,143,1,-0.28399665636520083,-0.21085336531489315,0.0
3,24,VI 60,13,105,1,VI 24,27,131,1,-0.3174204118521506,-0.09608199658582618,0.0
3,25,VI 60,19,117,1,VI 24,30,211,1,-0.1983676537668335,-0.2560965935515311,0.0
3,26,VI 60,13,89,1,VI 24,30,127,1,-0.36317790241282566,-0.1544137143110441,0.0
3,28,VI 60,15,79,1,VI 24,36,210,1,-0.38021124171160603,-0.42459220344347787,0.0
3,27,VI 60,15,93,1,VI 24,25,164,1,-0.2218487496163564,-0.2463608994937628,0.0
3,29,VI 60,17,99,1,VI 24,28,154,1,-0.21670910996394532,-0.1918855262389131,0.0
4,0,VI 80,6,52,1,VI 21.8,38,189,1,-0.8016323462331666,-0.5604584605384451,0.0
4,1,VI 80,10,73,1,VI 21.8,41,196,1,-0.6127838567197355,-0.42893321123602013,0.0
4,2,VI 80,9,46,1,VI 21.8,38,192,1,-0.6255410871774854,-0.6205433970219755,0.0
4,3,VI 80,9,49,1,VI 21.8,39,189,1,-0.6368220975871743,-0.5862657241447305,0.0
4,4,VI 80,7,51,1,VI 21.8,35,164,1,-0.6989700043360187,-0.5072736719497615,0.0
4,5,VI 80,13,69,1,VI 21.8,26,168,1,-0.3010299956639812,-0.38646019098860757,0.0
4,6,VI 80,8,65,1,VI 21.8,35,195,1,-0.640978057358332,-0.47712125471966244,0.0
4,7,VI 80,10,58,1,VI 21.8,32,202,1,-0.5051499783199059,-0.5419233758836866,0.0
4,8,VI 80,11,65,1,VI 21.8,36,181,1,-0.5149098156090622,-0.4447652182263289,0.0
4,9,VI 80,15,82,1,VI 21.8,29,157,1,-0.28630673884327484,-0.28208580002551703,0.0
4,10,VI 80,12,73,1,VI 21.8,29,179,1,-0.38321675185133125,-0.38953017085943725,0.0
4,11,VI 80,7,49,1,VI 21.8,34,171,1,-0.6863808770279983,-0.5428000303636402,0.0
4,13,VI 80,8,74,1,VI 21.8,29,130,1,-0.5593080109070125,-0.2447116325758606,0.0
4,12,VI 80,7,55,1,VI 21.8,42,218,1,-0.7781512503836436,-0.5980938041103611,0.0
4,14,VI 80,4,43,1,VI 21.8,34,203,1,-0.9294189257142927,-0.6740275823336264,0.0
4,15,VI 80,5,43,1,VI 21.8,30,166,1,-0.7781512503836436,-0.5866396324604686,0.0
4,16,VI 80,12,71,1,VI 21.8,51,237,1,-0.6283889300503115,-0.5234899972910285,0.0
4,17,VI 80,10,110,1,VI 21.8,32,176,1,-0.5051499783199059,-0.2041199826559248,0.0
4,18,VI 80,12,67,1,VI 21.8,39,196,1,-0.5118833609788743,-0.4661812686556496,0.0
4,19,VI 80,10,57,1,VI 21.8,31,216,1,-0.4913616938342727,-0.5785788954784394,0.0
4,21,VI 80,5,67,1,VI 21.8,36,169,1,-0.8573324964312684,-0.4018119019128471,0.0
4,20,VI 80,7,57,1,VI 21.8,35,211,1,-0.6989700043360187,-0.5684075996252013,0.0
4,22,VI 80,10,56,1,VI 21.8,41,239,1,-0.6127838567197355,-0.6302098739419373,0.0
4,23,VI 80,7,59,1,VI 21.8,38,211,1,-0.7346855566025533,-0.5534304436555485,0.0
4,24,VI 80,9,64,1,VI 21.8,27,149,1,-0.47712125471966244,-0.3670062944283869,0.0
4,25,VI 80,9,44,1,VI 21.8,39,247,1,-0.6368220975871743,-0.7492442767734784,0.0
4,26,VI 80,9,70,1,VI 21.8,42,213,1,-0.6690067809585756,-0.48328156342448086,0.0
4,27,VI 80,8,63,1,VI 21.8,31,195,1,-0.5882717068423291,-0.4906940619089363,0.0
4,28,VI 80,8,62,1,VI 21.8,32,192,1,-0.6020599913279624,-0.49090953920529573,0.0
4,29,VI 80,11,61,1,VI 21.8,44,252,1,-0.6020599913279624,-0.616070705770777,0.0
5,0,VI 120,4,53,1,VI 20,45,213,1,-1.0511525224473812,-0.6041037338379487,0.0
5,1,VI 120,8,56,1,VI 20,29,189,1,-0.5593080109070125,-0.5282737771670437,0.0
5,2,VI 120,4,40,1,VI 20,43,227,1,-1.0314084642516241,-0.7539658658651603,0.0
5,3,VI 120,2,35,1,VI 20,44,238,1,-1.3424226808222062,-0.8325089127062363,0.0
5,4,VI 120,10,62,1,VI 20,37,165,1,-0.568201724066995,-0.42509225471565243,0.0
5,5,VI 120,12,75,1,VI 20,40,208,1,-0.5228787452803376,-0.44300207157106153,0.0
5,6,VI 120,5,27,1,VI 20,40,271,1,-0.9030899869919435,-1.0016055267154185,0.0
5,7,VI 120,5,44,1,VI 20,53,299,1,-1.0253058652647702,-0.8322185118382421,0.0
5,8,VI 120,4,43,1,VI 20,37,206,1,-0.9661417327390326,-0.6803987647895668,0.0
5,11,VI 120,9,54,1,VI 20,47,249,1,-0.7178553484963925,-0.6638055872727678,0.0
5,12,VI 120,4,58,1,VI 20,41,209,1,-1.0107238653917732,-0.5567182925481167,0.0
5,9,VI 120,9,57,1,VI 20,27,175,1,-0.47712125471966244,-0.487163193013803,0.0
5,10,VI 120,7,66,1,VI 20,40,222,1,-0.7569619513137056,-0.52680903890877,0.0
5,13,VI 120,11,60,1,VI 20,37,228,1,-0.52680903890877,-0.5797835966168102,0.0
5,14,VI 120,8,56,1,VI 20,43,212,1,-0.730378468587643,-0.578147833922551,0.0
5,15,VI 120,3,38,1,VI 20,38,183,1,-1.1026623418971477,-0.6826674931136193,0.0
5,16,VI 120,8,48,1,VI 20,44,229,1,-0.7403626894942439,-0.6785942449643008,0.0
5,17,VI 120,4,31,1,VI 20,34,233,1,-0.9294189257142927,-0.8759942271917464,0.0
5,18,VI 120,5,17,1,VI 20,49,288,1,-0.9912260756924949,-1.228943566380957,0.0
5,19,VI 120,4,31,1,VI 20,34,181,1,-0.9294189257142927,-0.7663168810349118,0.0
5,20,VI 120,5,41,1,VI 20,43,269,1,-0.9344984512435677,-0.8169684232826725,0.0
5,21,VI 120,9,58,1,VI 20,31,161,1,-0.5371191843949478,-0.44339788246891243,0.0
5,22,VI 120,5,38,1,VI 20,43,235,1,-0.9344984512435677,-0.791284265654926,0.0
5,24,VI 120,8,51,1,VI 20,52,269,1,-0.8129133566428556,-0.7221821039044716,0.0
5,23,VI 120,12,70,1,VI 20,41,214,1,-0.5336026106721107,-0.48531573333493405,0.0
5,26,VI 120,7,40,1,VI 20,30,180,1,-0.6320232147054056,-0.6532125137753437,0.0
5,27,VI 120,6,51,1,VI 20,38,193,1,-0.8016323462331666,-0.5779871329098374,0.0
5,25,VI 120,5,53,1,VI 20,43,260,1,-0.9344984512435677,-0.6906974783700289,0.0
5,29,VI 120,5,44,1,VI 20,34,189,1,-0.8325089127062363,-0.6330091276870567,0.0
5,28,VI 120,3,35,1,VI 20,46,231,1,-1.1856365769619117,-0.8195439355418687,0.0
6,0,VI 30,36,177,1,VI 40,19,83,1,0.2775488998144583,0.3288951739857327,0.0
6,2,VI 30,22,110,1,VI 40,25,133,1,-0.05551732784983137,-0.08245895580886077,0.0
6,1,VI 30,25,150,1,VI 40,18,119,1,0.14266750356873154,0.10054429766315047,0.0
6,3,VI 30,30,147,1,VI 40,22,151,1,0.13469857389745618,-0.011659612544993349,0.0
6,4,VI 30,21,117,1,VI 40,15,91,1,0.146128035678238,0.10914446942506807,0.0
6,6,VI 30,22,124,1,VI 40,20,117,1,0.04139268515822508,0.02523582341607343,0.0
6,7,VI 30,21,137,1,VI 40,9,79,1,0.36797678529459443,0.23909347586596533,0.0
6,5,VI 30,20,133,1,VI 40,16,111,1,0.09691001300805642,0.07852866218042835,0.0
6,8,VI 30,18,117,1,VI 40,19,118,1,-0.023481095849522914,-0.0036961455599637317,0.0
6,10,VI 30,38,184,1,VI 40,19,96,1,0.3010299956639812,0.28254658996996806,0.0
6,9,VI 30,25,130,1,VI 40,14,112,1,0.2518119729937996,0.0647253296366552,0.0
6,12,VI 30,31,169,1,VI 40,29,127,1,0.028963695935316558,0.1240829836577167,0.0
6,11,VI 30,30,171,1,VI 40,17,103,1,0.2466723333413885,0.2201588856869816,0.0
6,13,VI 30,24,116,1,VI 40,25,148,1,-0.017728766960431602,-0.10580372616803892,0.0
6,15,VI 30,29,130,1,VI 40,19,110,1,0.18364439694612714,0.07255066714861175,0.0
6,16,VI 30,24,125,1,VI 40,21,125,1,0.05799194697768673,0.0,0.0
6,14,VI 30,33,182,1,VI 40,17,84,1,0.2880650184996135,0.3357921019231931,0.0
6,18,VI 30,24,138,1,VI 40,19,96,1,0.10145764075877704,0.1576078533616681,0.0
6,17,VI 30,32,156,1,VI 40,23,144,1,0.1434221423023131,0.03476210625921191,0.0
6,19,VI 30,26,166,1,VI 40,22,93,1,0.07255066714861175,0.25162513948612,0.0
6,20,VI 30,18,108,1,VI 40,24,143,1,-0.12493873660829995,-0.12191228197811213,0.0
6,22,VI 30,30,122,1,VI 40,22,119,1,0.13469857389745618,0.010812869282217433,0.0
6,23,VI 30,22,145,1,VI 40,17,64,1,0.11197375944393233,0.3551880282510877,0.0
6,24,VI 30,29,161,1,VI 40,27,133,1,0.03103423373996882,0.08297423506476391,0.0
6,26,VI 30,22,148,1,VI 40,10,71,1,0.3424226808222063,0.3190033666758821,0.0
6,21,VI 30,27,184,1,VI 40,22,113,1,0.08894108333678108,0.21173937952611677,0.0
6,25,VI 30,22,142,1,VI 40,15,67,1,0.16633142176652496,0.32621354168223005,0.0
6,27,VI 30,25,137,1,VI 40,18,112,1,0.14266750356873154,0.08750254448622519,0.0
6,29,VI 30,37,213,1,VI 40,14,72,1,0.422073688388757,0.47104710700746927,0.0
6,28,VI 30,25,117,1,VI 40,17,107,1,0.16749108729376372,0.03880208406095201,0.0
7,0,VI 26.7,30,160,1,VI 48,15,87,1,0.3010299956639812,0.2646007300373063,0.0
7,2,VI 26.7,34,215,1,VI 48,20,94,1,0.2304489213782739,0.35931060631590667,0.0
7,1,VI 26.7,28,166,1,VI 48,15,85,1,0.27106677228653797,0.29068916232576236,0.0
7,4,VI 26.7,27,140,1,VI 48,15,97,1,0.25527250510330607,0.15935630141199317,0.0
7,3,VI 26.7,34,184,1,VI 48,14,79,1,0.3853508813640171,0.36719073171909505,0.0
7,6,VI 26.7,24,134,1,VI 48,24,121,1,0.0,0.04431942804835758,0.0
7,5,VI 26.7,31,192,1,VI 48,16,100,1,0.2872417111783479,0.28330122870354957,0.0
7,8,VI 26.7,27,144,1,VI 48,17,96,1,0.20091484278071337,0.17609125905568124,0.0
7,9,VI 26.7,26,151,1,VI 48,19,130,1,0.136219747017989,0.0650335949863327,0.0
7,7,VI 26.7,21,147,1,VI 48,9,61,1,0.36797678529459443,0.38198749973740903,0.0
7,10,VI 26.7,32,155,1,VI 48,19,94,1,0.226396377367077,0.21720384457059286,0.0
7,11,VI 26.7,33,161,1,VI 48,14,71,1,0.37238590419964945,0.35556752731277447,0.0
7,13,VI 26.7,33,165,1,VI 48,12,89,1,0.43933269383026263,0.2680939375689935,0.0
7,14,VI 26.7,27,157,1,VI 48,16,107,1,0.22724378150306254,0.1665158747240241,0.0
7,15,VI 26.7,30,174,1,VI 48,11,94,1,0.43572856956143735,0.26742139468290105,0.0
7,16,VI 26.7,25,105,1,VI 48,16,103,1,0.19382002601611284,0.008352074364765864,0.0
7,12,VI 26.7,20,113,1,VI 48,18,126,1,0.04575749056067514,-0.047292101634143165,0.0
7,17,VI 26.7,25,135,1,VI 48,18,103,1,0.14266750356873154,0.11749654378983394,0.0
7,18,VI 26.7,35,169,1,VI 48,14,68,1,0.3979400086720376,0.3953777919074372,0.0
7,19,VI 26.7,39,175,1,VI 48,18,101,1,0.3357921019231931,0.23871667490365187,0.0
7,20,VI 26.7,33,165,1,VI 48,19,126,1,0.23976033892505855,0.11711339909634338,0.0
7,21,VI 26.7,21,96,1,VI 48,19,149,1,0.043465693781090345,-0.19091503537270565,0.0
7,22,VI 26.7,31,167,1,VI 48,10,74,1,0.4913616938342727,0.35348475141660707,0.0
7,24,VI 26.7,36,171,1,VI 48,12,76,1,0.47712125471966244,0.3521825181113625,0.0
7,27,VI 26.7,31,164,1,VI 48,14,86,1,0.3452336581560347,0.2803453968041302,0.0
7,23,VI 26.7,39,196,1,VI 48,13,75,1,0.47712125471966244,0.417194807964776,0.0
7,26,VI 26.7,23,137,1,VI 48,15,94,1,0.18563657696191166,0.1635927135567081,0.0
7,25,VI 26.7,34,180,1,VI 48,19,105,1,0.25272531608942617,0.23408320603336796,0.0
7,29,VI 26.7,31,165,1,VI 48,13,71,1,0.3774183415274359,0.366225595494831,0.0
7,28,VI 26.7,39,236,1,VI 48,13,66,1,0.47712125471966244,0.5533680674282379,0.0
8,0,VI 24,40,195,1,VI 60,12,68,1,0.5228787452803376,0.4575256986562817,0.0
8,1,VI 24,38,205,1,VI 60,11,68,1,0.5383909114585851,0.479244948349518,0.0
8,2,VI 24,26,136,1,VI 60,13,91,1,0.3010299956639812,0.17449751604912392,0.0
8,3,VI 24,38,188,1,VI 60,12,56,1,0.5006023505691853,0.5259698222574795,0.0
8,4,VI 24,31,156,1,VI 60,13,83,1,0.3774183415274359,0.2740465059783877,0.0
8,7,VI 24,33,181,1,VI 60,11,94,1,0.47712125471966244,0.28455072126948583,0.0
8,6,VI 24,29,160,1,VI 60,17,98,1,0.23194907652068214,0.21289390696342994,0.0
8,5,VI 24,30,183,1,VI 60,12,75,1,0.3979400086720376,0.3873898263387294,0.0
8,8,VI 24,35,181,1,VI 60,9,61,1,0.5898255349109508,0.47234873985841747,0.0
8,11,VI 24,45,221,1,VI 60,17,82,1,0.42276359239706973,0.430578421301394,0.0
8,9,VI 24,43,230,1,VI 60,12,73,1,0.5542872095319618,0.498404975897137,0.0
8,10,VI 24,36,168,1,VI 60,17,105,1,0.3258535793890133,0.2041199826559248,0.0
8,12,VI 24,37,201,1,VI 60,10,86,1,0.568201724066995,0.36869760617692116,0.0
8,13,VI 24,37,259,1,VI 60,11,65,1,0.52680903890877,0.6003864074383962,0.0
8,14,VI 24,37,210,1,VI 60,17,93,1,0.33775280268872104,0.3537363461799842,0.0
8,15,VI 24,39,223,1,VI 60,8,45,1,0.6879746200345557,0.695092349272817,0.0
8,16,VI 24,29,188,1,VI 60,16,70,1,0.2582780152430313,0.429059809249423,0.0
8,17,VI 24,24,133,1,VI 60,12,54,1,0.3010299956639812,0.3914578811441173,0.0
8,19,VI 24,35,163,1,VI 60,10,81,1,0.5440680443502757,0.30370258552530804,0.0
8,18,VI 24,17,78,1,VI 60,19,118,1,-0.04830467957455503,-0.17978740461564496,0.0
8,20,VI 24,24,139,1,VI 60,12,79,1,0.3010299956639812,0.24538770896365367,0.0
8,21,VI 24,29,140,1,VI 60,20,105,1,0.16136800223497488,0.12493873660829993,0.0
8,22,VI 24,33,195,1,VI 60,9,55,1,0.5642714304385625,0.5496719218682742,0.0
8,23,VI 24,28,142,1,VI 60,14,94,1,0.3010299956639812,0.17916049078335783,0.0
8,25,VI 24,34,215,1,VI 60,10,70,1,0.5314789170422551,0.4873404199013485,0.0
8,26,VI 24,25,107,1,VI 60,17,104,1,0.16749108729376372,0.012350438386429243,0.0
8,27,VI 24,40,198,1,VI 60,19,98,1,0.3233063903751334,0.3054391145690362,0.0
8,29,VI 24,36,193,1,VI 60,13,77,1,0.4423591484604505,0.3990665838352919,0.0
8,24,VI 24,40,195,1,VI 60,6,69,1,0.8239087409443188,0.45118552062526274,0.0
9,0,VI 21.8,40,199,1,VI 80,7,43,1,0.7569619513137056,0.6653846208301202,0.0
8,28,VI 24,31,192,1,VI 60,10,69,1,0.4913616938342727,0.4444521379662943,0.0
9,1,VI 21.8,34,211,1,VI 80,7,54,1,0.6863808770279982,0.5918886954747241,0.0
9,2,VI 21.8,42,212,1,VI 80,12,77,1,0.5440680443502757,0.43984513575626955,0.0
9,3,VI 21.8,44,237,1,VI 80,11,49,1,0.6020599913279624,0.6845522659815901,0.0
9,4,VI 21.8,27,175,1,VI 80,6,42,1,0.6532125137753437,0.619788758288394,0.0
9,5,VI 21.8,42,221,1,VI 80,9,56,1,0.6690067809585756,0.5962042466789103,0.0
