run_index,repetition_index,Sch 1,R1,B1,M1,Sch 2,R2,B2,M2,log(R1/R2),log(B1/B2),log(M1/M2)
1,1,VI40,21,96,1,VI30,32,188,1,-0.18293068358598671,-0.2918866162241115,0.0
1,0,VI40,16,90,1,VI30,31,178,1,-0.2872417111783479,-0.29617749286956907,0.0
1,2,VI40,24,124,1,VI30,25,159,1,-0.017728766960431602,-0.10797543915821639,0.0
1,5,VI40,19,107,1,VI30,38,168,1,-0.3010299956639812,-0.19592550404065323,0.0
1,6,VI40,18,102,1,VI30,24,131,1,-0.12493873660829995,-0.10867112389384671,0.0
1,4,VI40,20,123,1,VI30,22,126,1,-0.04139268515822506,-0.01046543367816498,0.0
1,7,VI40,14,72,1,VI30,25,150,1,-0.25181197299379954,-0.3187587626244128,0.0
1,8,VI40,19,108,1,VI30,29,165,1,-0.18364439694612714,-0.1840601887269566,0.0
1,3,VI40,20,115,1,VI30,27,153,1,-0.13033376849500614,-0.12399359046398713,0.0
1,9,VI40,19,97,1,VI30,31,153,1,-0.21260809288144372,-0.19791969655135397,0.0
1,11,VI40,22,116,1,VI30,22,117,1,0.0,-0.003727872519243153,0.0
1,12,VI40,21,127,1,VI30,17,101,1,0.09177037335564536,0.09948234717331429,0.0
1,13,VI40,20,140,1,VI30,22,130,1,-0.04139268515822506,0.032184683371401235,0.0
1,10,VI40,28,126,1,VI30,30,145,1,-0.02996322337744321,-0.06099745711741201,0.0
1,14,VI40,19,97,1,VI30,33,194,1,-0.2397603389250585,-0.3010299956639812,0.0
1,16,VI40,20,139,1,VI30,17,90,1,0.07058107428570728,0.18877229081477023,0.0
1,15,VI40,21,128,1,VI30,22,117,1,-0.02020338608828695,0.03902410790170677,0.0
1,17,VI40,25,174,1,VI30,21,97,1,0.07572071393811834,0.2537775140163549,0.0
1,19,VI40,16,99,1,VI30,24,139,1,-0.17609125905568127,-0.14737960565654515,0.0
1,18,VI40,24,126,1,VI30,35,181,1,-0.1638568026386696,-0.15730802975162161,0.0
1,20,VI40,24,134,1,VI30,21,139,1,0.05799194697768673,-0.01591000188928745,0.0
1,21,VI40,23,125,1,VI30,25,150,1,-0.036212172654444715,-0.0791812460476248,0.0
1,22,VI40,19,101,1,VI30,32,182,1,-0.22639637736707702,-0.2557500142024322,0.0
1,24,VI40,18,97,1,VI30,24,150,1,-0.12493873660829995,-0.18931952478943642,0.0
1,23,VI40,17,124,1,VI30,32,176,1,-0.27470105694163205,-0.15209098265191473,0.0
1,26,VI40,18,92,1,VI30,24,130,1,-0.12493873660829995,-0.15015552496128148,0.0
1,25,VI40,12,83,1,VI30,23,131,1,-0.28254658996996806,-0.1981932032796904,0.0
1,27,VI40,21,111,1,VI30,18,109,1,0.06694678963061322,0.007896480846033753,0.0
1,28,VI40,17,112,1,VI30,27,149,1,-0.20091484278071337,-0.1239682457420924,0.0
1,29,VI40,22,108,1,VI30,31,170,1,-0.1489390130120664,-0.19702516589132424,0.0
2,0,VI48,19,84,1,VI26.7,30,178,1,-0.1983676537668335,-0.32614071624701235,0.0
2,1,VI48,21,98,1,VI26.7,35,168,1,-0.2218487496163564,-0.23408320603336796,0.0
2,2,VI48,18,119,1,VI26.7,22,133,1,-0.08715017571890014,-0.04830467957455503,0.0
2,3,VI48,14,69,1,VI26.7,42,225,1,-0.47712125471966244,-0.5133334273741073,0.0
2,4,VI48,18,100,1,VI26.7,16,108,1,0.05115252244738129,-0.0334237554869497,0.0
2,6,VI48,16,91,1,VI26.7,36,186,1,-0.35218251811136253,-0.3104715518968227,0.0
2,8,VI48,10,74,1,VI26.7,21,136,1,-0.3222192947339193,-0.26430718863924135,0.0
2,5,VI48,15,68,1,VI26.7,31,174,1,-0.3152704347785914,-0.4080403355763634,0.0
2,10,VI48,23,151,1,VI26.7,18,76,1,0.10645533091428677,0.2981633550123781,0.0
2,9,VI48,11,71,1,VI26.7,29,168,1,-0.42100531274073105,-0.37405093300678754,0.0
2,7,VI48,18,103,1,VI26.7,29,167,1,-0.20712549279565,-0.2098792464424111,0.0
2,11,VI48,13,73,1,VI26.7,27,136,1,-0.3174204118521506,-0.27021604824976164,0.0
2,12,VI48,14,96,1,VI26.7,37,179,1,-0.422073688388757,-0.2705817979403248,0.0
2,13,VI48,16,94,1,VI26.7,16,111,1,0.0,-0.07219512518695877,0.0
2,15,VI48,15,82,1,VI26.7,32,200,1,-0.32905871926422475,-0.38721614328026455,0.0
2,14,VI48,16,97,1,VI26.7,35,191,1,-0.3399480616943509,-0.29426163298148267,0.0
2,16,VI48,14,90,1,VI26.7,34,192,1,-0.38535088136401713,-0.32905871926422475,0.0
2,17,VI48,16,87,1,VI26.7,31,184,1,-0.2872417111783479,-0.325298570390918,0.0
2,18,VI48,14,65,1,VI26.7,36,210,1,-0.41017446508904926,-0.5093059380910637,0.0
2,19,VI48,11,64,1,VI26.7,28,169,1,-0.4057653461839942,-0.42170673062978636,0.0
2,20,VI48,15,62,1,VI26.7,36,178,1,-0.38021124171160603,-0.4580283128106401,0.0
2,21,VI48,11,57,1,VI26.7,31,215,1,-0.4499690086760476,-0.5765636042431139,0.0
2,22,VI48,21,108,1,VI26.7,31,160,1,-0.16914239910035345,-0.17069622716897506,0.0
2,24,VI48,12,82,1,VI26.7,28,181,1,-0.36797678529459443,-0.3438647224854678,0.0
2,23,VI48,22,105,1,VI26.7,28,148,1,-0.104735350520013,-0.14907241632501933,0.0
2,25,VI48,14,95,1,VI26.7,25,154,1,-0.25181197299379954,-0.20979711554761526,0.0
2,26,VI48,15,106,1,VI26.7,24,165,1,-0.2041199826559248,-0.19217807894913602,0.0
2,28,VI48,11,76,1,VI26.7,31,150,1,-0.4499690086760476,-0.29527766677488987,0.0
2,29,VI48,13,70,1,VI26.7,36,209,1,-0.4423591484604505,-0.47504824609679713,0.0
2,27,VI48,14,84,1,VI26.7,33,163,1,-0.37238590419964945,-0.28790831834207614,0.0
3,0,VI60,13,82,1,VI24,41,213,1,-0.49884050441289873,-0.414565751055021,0.0
3,1,VI60,19,76,1,VI24,22,144,1,-0.06366907986937727,-0.2775488998144583,0.0
3,2,VI60,10,65,1,VI24,45,232,1,-0.6532125137753437,-0.5525746282480442,0.0
3,6,VI60,12,73,1,VI24,32,161,1,-0.42596873227228116,-0.34350301591139376,0.0
3,5,VI60,16,84,1,VI24,30,202,1,-0.27300127206373764,-0.38107208338474213,0.0
3,3,VI60,9,67,1,VI24,31,153,1,-0.5371191843949478,-0.35861662811677236,0.0
3,4,VI60,9,58,1,VI24,29,149,1,-0.5081554884596312,-0.40975827484933675,0.0
3,7,VI60,17,85,1,VI24,32,208,1,-0.27470105694163205,-0.3886444092484688,0.0
3,8,VI60,14,71,1,VI24,41,215,1,-0.46665582104149744,-0.48118011119653004,0.0
3,9,VI60,14,68,1,VI24,35,206,1,-0.3979400086720376,-0.48135830766291704,0.0
3,10,VI60,8,45,1,VI24,37,194,1,-0.6651117370750513,-0.6345892161548824,0.0
3,12,VI60,11,70,1,VI24,32,168,1,-0.46375729316168096,-0.38021124171160603,0.0
3,11,VI60,12,82,1,VI24,35,190,1,-0.4648867983026508,-0.36493974856911227,0.0
3,14,VI60,15,67,1,VI24,45,257,1,-0.47712125471966244,-0.583858320630468,0.0
3,16,VI60,6,66,1,VI24,25,140,1,-0.619788758288394,-0.32658410013636935,0.0
3,13,VI60,16,80,1,VI24,30,176,1,-0.27300127206373764,-0.3424226808222062,0.0
3,15,VI60,15,83,1,VI24,32,160,1,-0.32905871926422475,-0.28504189027985083,0.0
3,17,VI60,14,90,1,VI24,23,150,1,-0.21559980033935483,-0.2218487496163564,0.0
3,19,VI60,14,88,1,VI24,34,191,1,-0.38535088136401713,-0.3365506950975589,0.0
3,18,VI60,16,67,1,VI24,34,181,1,-0.32735893438633035,-0.4316037721683581,0.0
3,20,VI60,4,38,1,VI24,34,186,1,-0.9294189257142927,-0.6897293476011062,0.0
3,21,VI60,12,59,1,VI24,30,181,1,-0.3979400086720376,-0.4868265632270403,0.0
3,22,VI60,11,62,1,VI24,34,189,1,-0.49008623188403005,-0.4840701146749903,0.0
3,23,VI60,14,87,1,VI24,32,177,1,-0.3590219426416679,-0.3084540137431881,0.0
3,24,VI60,13,86,1,VI24,35,182,1,-0.43012469204343884,-0.3255729367415071,0.0
3,25,VI60,10,76,1,VI24,36,172,1,-0.5563025007672873,-0.35471485462675756,0.0
3,26,VI60,23,127,1,VI24,23,129,1,0.0,-0.006785989343292112,0.0
3,27,VI60,10,72,1,VI24,35,182,1,-0.5440680443502757,-0.4027388915538064,0.0
4,0,VI80,12,63,1,VI21.8,31,178,1,-0.41218044778664786,-0.4510794528553123,0.0
3,29,VI60,13,82,1,VI24,32,147,1,-0.3912066260130692,-0.25350348236445946,0.0
3,28,VI60,15,93,1,VI24,31,195,1,-0.3152704347785914,-0.3215516628085829,0.0
4,1,VI80,5,54,1,VI21.8,31,155,1,-0.7923916894982539,-0.457937938347323,0.0
4,2,VI80,8,58,1,VI21.8,38,188,1,-0.6766936096248666,-0.5107298557007426,0.0
4,5,VI80,7,55,1,VI21.8,39,217,1,-0.7459665670122424,-0.5960970443542857,0.0
4,3,VI80,9,57,1,VI21.8,42,215,1,-0.6690067809585756,-0.5765636042431139,0.0
4,4,VI80,6,35,1,VI21.8,52,277,1,-0.9378520932511555,-0.898411724714173,0.0
4,6,VI80,9,70,1,VI21.8,41,172,1,-0.6585413472804106,-0.39043040689329206,0.0
4,10,VI80,13,48,1,VI21.8,37,194,1,-0.4542583717601582,-0.6065604925546388,0.0
4,7,VI80,5,45,1,VI21.8,45,271,1,-0.9542425094393249,-0.7797567770990621,0.0
4,8,VI80,12,58,1,VI21.8,38,235,1,-0.5006023505691853,-0.607639868708799,0.0
4,9,VI80,13,69,1,VI21.8,36,208,1,-0.4423591484604505,-0.47921424422550624,0.0
4,12,VI80,4,37,1,VI21.8,36,191,1,-0.9542425094393249,-0.7128316431807326,0.0
4,11,VI80,7,44,1,VI21.8,36,237,1,-0.7112044607530305,-0.7312956695239164,0.0
4,13,VI80,7,53,1,VI21.8,36,200,1,-0.7112044607530305,-0.5767541260631921,0.0
4,14,VI80,11,70,1,VI21.8,32,184,1,-0.46375729316168096,-0.4197197829952796,0.0
4,16,VI80,13,73,1,VI21.8,38,208,1,-0.4658402443099734,-0.4547404748423057,0.0
4,18,VI80,4,44,1,VI21.8,32,191,1,-0.9030899869919435,-0.6375806907615401,0.0
4,15,VI80,6,49,1,VI21.8,38,219,1,-0.8016323462331666,-0.6502480348116046,0.0
4,17,VI80,12,73,1,VI21.8,37,188,1,-0.48902047801937015,-0.41083498914322397,0.0
4,19,VI80,15,104,1,VI21.8,31,163,1,-0.3152704347785914,-0.19515426510517747,0.0
4,20,VI80,6,47,1,VI21.8,37,204,1,-0.7900504736833514,-0.6375323094901814,0.0
4,21,VI80,10,47,1,VI21.8,40,235,1,-0.6020599913279624,-0.6989700043360187,0.0
4,22,VI80,8,67,1,VI21.8,41,201,1,-0.7096938697277919,-0.47712125471966244,0.0
4,24,VI80,14,59,1,VI21.8,54,292,1,-0.5862657241447305,-0.6945308398062741,0.0
4,25,VI80,9,64,1,VI21.8,29,171,1,-0.5081554884596312,-0.4268161364082667,0.0
4,23,VI80,13,56,1,VI21.8,37,209,1,-0.4542583717601582,-0.5719582591048535,0.0
4,29,VI80,9,44,1,VI21.8,42,210,1,-0.6690067809585756,-0.6787666182477319,0.0
4,26,VI80,11,61,1,VI21.8,39,178,1,-0.5496719218682742,-0.46509016729812697,0.0
4,28,VI80,12,67,1,VI21.8,25,162,1,-0.3187587626244128,-0.3834402118418045,0.0
5,1,VI120,11,56,1,VI20,29,165,1,-0.42100531274073105,-0.46929591720770586,0.0
5,0,VI120,9,47,1,VI20,37,210,1,-0.6139592146276701,-0.6501214367982018,0.0
4,27,VI80,7,52,1,VI21.8,40,232,1,-0.7569619513137056,-0.6494846412561005,0.0
5,2,VI120,7,44,1,VI20,51,275,1,-0.8624721360836795,-0.7958800173440752,0.0
5,6,VI120,7,49,1,VI20,51,283,1,-0.8624721360836795,-0.7615903554957766,0.0
5,3,VI120,4,43,1,VI20,37,187,1,-0.9661417327390326,-0.6383731509569124,0.0
5,4,VI120,6,27,1,VI20,43,224,1,-0.8553172051959429,-0.9188842541751755,0.0
5,5,VI120,5,44,1,VI20,42,261,1,-0.9242792860618817,-0.7731878308520935,0.0
5,7,VI120,6,42,1,VI20,48,227,1,-0.9030899869919435,-0.7327765667952223,0.0
5,8,VI120,4,33,1,VI20,31,174,1,-0.8893017025063104,-0.7220353084047123,0.0
5,9,VI120,9,51,1,VI20,38,240,1,-0.6255410871774854,-0.6726410656136697,0.0
5,10,VI120,2,33,1,VI20,34,239,1,-1.2304489213782739,-0.8598839610702502,0.0
5,11,VI120,5,40,1,VI20,53,306,1,-1.0253058652647702,-0.8836614351536176,0.0
5,13,VI120,6,43,1,VI20,38,246,1,-0.8016323462331666,-0.7574666515237926,0.0
5,12,VI120,6,45,1,VI20,58,275,1,-0.9852767431792937,-0.786120180054919,0.0
5,14,VI120,5,49,1,VI20,38,186,1,-0.8808135922807914,-0.5793168641894026,0.0
5,15,VI120,2,26,1,VI20,45,280,1,-1.3521825181113625,-1.0321846833714012,0.0
5,16,VI120,5,35,1,VI20,50,271,1,-1.0,-0.88890124652413,0.0
5,17,VI120,4,36,1,VI20,48,290,1,-1.0791812460476249,-0.9060954971316688,0.0
5,18,VI120,14,70,1,VI20,30,148,1,-0.3309932190414244,-0.32516367538070057,0.0
5,21,VI120,4,39,1,VI20,39,195,1,-0.9890046156985368,-0.6989700043360187,0.0
5,23,VI120,7,42,1,VI20,44,273,1,-0.7983546364719306,-0.8129133566428556,0.0
5,19,VI120,10,57,1,VI20,44,217,1,-0.6434526764861874,-0.5805848781760382,0.0
5,22,VI120,3,32,1,VI20,42,198,1,-1.146128035678238,-0.7915152119416251,0.0
5,20,VI120,8,61,1,VI20,36,176,1,-0.6532125137753437,-0.46018283280338274,0.0
5,25,VI120,8,44,1,VI20,49,248,1,-0.7871060930365701,-0.7509990043400289,0.0
5,24,VI120,7,72,1,VI20,39,209,1,-0.7459665670122424,-0.46281378967978554,0.0
5,27,VI120,4,43,1,VI20,37,204,1,-0.9661417327390326,-0.6761617118463122,0.0
5,28,VI120,5,35,1,VI20,55,258,1,-1.041392685158225,-0.8675516616129546,0.0
5,26,VI120,4,41,1,VI20,35,194,1,-0.9420080530223133,-0.6750178732104906,0.0
6,4,VI30,25,157,1,VI40,13,73,1,0.28399665636520083,0.33257679228877784,0.0
5,29,VI120,8,60,1,VI20,41,203,1,-0.7096938697277919,-0.5293447875295693,0.0
6,0,VI30,24,118,1,VI40,14,72,1,0.23408320603336796,0.2145495108748569,0.0
6,2,VI30,32,196,1,VI40,22,81,1,0.16272729749769976,0.38377105247782634,0.0
6,1,VI30,26,131,1,VI40,25,136,1,0.01703333929878037,-0.016267612714453244,0.0
6,3,VI30,24,121,1,VI40,26,149,1,-0.03476210625921192,-0.09040089809582393,0.0
6,5,VI30,19,113,1,VI40,19,118,1,0.0,-0.018803563822705663,0.0
6,6,VI30,25,147,1,VI40,17,103,1,0.16749108729376372,0.1544801100430039,0.0
6,7,VI30,27,155,1,VI40,20,109,1,0.13033376849500614,0.15290520022966783,0.0
6,8,VI30,25,151,1,VI40,17,92,1,0.16749108729376372,0.21518911994761417,0.0
6,9,VI30,33,174,1,VI40,11,61,1,0.47712125471966244,0.4552194132718327,0.0
6,10,VI30,18,114,1,VI40,23,150,1,-0.10645533091428679,-0.11918640771920865,0.0
6,11,VI30,30,179,1,VI40,20,80,1,0.17609125905568124,0.34976304398794955,0.0
6,12,VI30,26,172,1,VI40,12,71,1,0.3357921019231931,0.38427009818847363,0.0
6,13,VI30,23,107,1,VI40,27,162,1,-0.06963592814139442,-0.18013123685742127,0.0
6,14,VI30,28,148,1,VI40,16,102,1,0.24303804868629444,0.1616615436330398,0.0
6,15,VI30,30,177,1,VI40,16,75,1,0.27300127206373764,0.37291200297010657,0.0
6,16,VI30,19,96,1,VI40,20,136,1,-0.022276394711152253,-0.15126767533064908,0.0
6,17,VI30,35,165,1,VI40,19,127,1,0.26531444339744664,0.1136802232579494,0.0
6,18,VI30,24,136,1,VI40,19,107,1,0.10145764075877704,0.10415513068500784,0.0
6,19,VI30,23,128,1,VI40,22,111,1,0.019305155195386624,0.06188699086121093,0.0
6,21,VI30,21,125,1,VI40,25,122,1,-0.07572071393811836,0.01055018233330815,0.0
6,20,VI30,26,132,1,VI40,18,105,1,0.15970084286751188,0.09938463213591178,0.0
6,22,VI30,16,103,1,VI40,21,127,1,-0.11809931207799451,-0.09096649625078465,0.0
6,24,VI30,25,147,1,VI40,21,98,1,0.07572071393811834,0.17609125905568124,0.0
6,25,VI30,22,121,1,VI40,27,151,1,-0.0889410833367811,-0.09619157697671936,0.0
6,23,VI30,28,151,1,VI40,16,105,1,0.24303804868629444,0.15778764822323135,0.0
6,26,VI30,16,89,1,VI40,32,166,1,-0.3010299956639812,-0.2707180813951423,0.0
6,27,VI30,21,122,1,VI40,22,111,1,-0.02020338608828695,0.041036851888090836,0.0
6,28,VI30,18,106,1,VI40,19,123,1,-0.023481095849522914,-0.06459924617462767,0.0
6,29,VI30,23,141,1,VI40,17,105,1,0.13127891463931898,0.1280298135854418,0.0
7,0,VI26.7,33,202,1,VI48,20,89,1,0.21748394421390627,0.35596136280171103,0.0
7,1,VI26.7,22,144,1,VI48,20,118,1,0.04139268515822508,0.0864804847891243,0.0
7,3,VI26.7,25,113,1,VI48,17,104,1,0.16749108729376372,0.03604510418463933,0.0
7,2,VI26.7,39,212,1,VI48,10,56,1,0.5910646070264992,0.578147833922551,0.0
7,4,VI26.7,28,182,1,VI48,17,115,1,0.21670910996394527,0.19937354763146312,0.0
7,5,VI26.7,31,138,1,VI48,18,111,1,0.23608918873096663,0.09455610761457907,0.0
7,7,VI26.7,41,199,1,VI48,14,81,1,0.46665582104149744,0.39036805753105686,0.0
7,6,VI26.7,28,153,1,VI48,12,84,1,0.36797678529459443,0.2604121447557171,0.0
7,8,VI26.7,19,107,1,VI48,16,104,1,0.07463361829690418,0.012350438386429243,0.0
7,9,VI26.7,27,123,1,VI48,12,84,1,0.3521825181113625,0.16562582537751624,0.0
7,10,VI26.7,36,185,1,VI48,19,104,1,0.2775488998144583,0.2501383891042334,0.0
7,11,VI26.7,27,122,1,VI48,15,83,1,0.25527250510330607,0.16728173829867435,0.0
7,12,VI26.7,27,150,1,VI48,17,94,1,0.20091484278071337,0.20296340545598257,0.0
7,13,VI26.7,17,99,1,VI48,22,138,1,-0.11197375944393231,-0.14424389180368663,0.0
7,14,VI26.7,32,189,1,VI48,16,90,1,0.3010299956639812,0.3222192947339193,0.0
7,15,VI26.7,36,225,1,VI48,15,78,1,0.38021124171160603,0.46008791542088207,0.0
7,16,VI26.7,31,147,1,VI48,12,85,1,0.41218044778664786,0.23789840903388337,0.0
7,18,VI26.7,24,149,1,VI48,14,91,1,0.23408320603336796,0.21414487609118044,0.0
7,19,VI26.7,31,190,1,VI48,15,72,1,0.31527043477859146,0.4214211045215605,0.0
7,17,VI26.7,32,180,1,VI48,15,80,1,0.32905871926422475,0.3521825181113625,0.0
7,20,VI26.7,31,191,1,VI48,15,84,1,0.31527043477859146,0.35675408118584584,0.0
7,21,VI26.7,20,129,1,VI48,7,69,1,0.4559319556497244,0.2717406195619937,0.0
7,22,VI26.7,21,126,1,VI48,16,98,1,0.11809931207799448,0.10914446942506807,0.0
7,23,VI26.7,35,202,1,VI48,17,110,1,0.3136191229720017,0.26395868428839875,0.0
7,25,VI26.7,27,159,1,VI48,12,81,1,0.3521825181113625,0.29291210544180174,0.0
7,24,VI26.7,30,199,1,VI48,18,89,1,0.2218487496163564,0.34946306976479385,0.0
7,26,VI26.7,24,127,1,VI48,19,129,1,0.10145764075877704,-0.006785989343292112,0.0
7,27,VI26.7,27,163,1,VI48,18,106,1,0.17609125905568124,0.18688173913918757,0.0
7,28,VI26.7,24,161,1,VI48,18,120,1,0.12493873660829993,0.12764462998422485,0.0
8,0,VI24,31,173,1,VI60,11,72,1,0.44996900867604767,0.38071360669752696,0.0
7,29,VI26.7,22,171,1,VI48,14,73,1,0.1962946451439682,0.36967325027169795,0.0
8,1,VI24,45,199,1,VI60,14,81,1,0.5070844780971057,0.39036805753105686,0.0
8,2,VI24,25,154,1,VI60,13,93,1,0.28399665636520083,0.21903777228252796,0.0
8,3,VI24,37,212,1,VI60,15,81,1,0.3921104650113138,0.4178508420501017,0.0
8,4,VI24,31,162,1,VI60,14,88,1,0.3452336581560347,0.2650323423924623,0.0
8,6,VI24,28,133,1,VI60,10,61,1,0.4471580313422192,0.33852180595631876,0.0
8,5,VI24,40,160,1,VI60,16,90,1,0.3979400086720376,0.2498774732165999,0.0
8,7,VI24,28,193,1,VI60,18,101,1,0.19188552623891317,0.2812359352251312,0.0
8,8,VI24,35,177,1,VI60,15,99,1,0.36797678529459443,0.2523380717642567,0.0
8,9,VI24,35,182,1,VI60,11,74,1,0.5026753591920505,0.39083966825409866,0.0
8,12,VI24,33,203,1,VI60,9,73,1,0.5642714304385625,0.444173177792757,0.0
8,10,VI24,34,187,1,VI60,10,69,1,0.5314789170422551,0.43299251579924364,0.0
8,11,VI24,29,168,1,VI60,14,97,1,0.3162699622207181,0.23853754745961803,0.0
8,13,VI24,27,127,1,VI60,17,93,1,0.20091484278071337,0.13532077240202173,0.0
8,15,VI24,33,160,1,VI60,19,118,1,0.23976033892505855,0.13223797534979936,0.0
8,14,VI24,36,162,1,VI60,17,94,1,0.3258535793890133,0.23638716094293227,0.0
8,18,VI24,29,193,1,VI60,20,98,1,0.16136800223497488,0.29433123331527894,0.0
8,16,VI24,40,224,1,VI60,16,80,1,0.3979400086720376,0.4471580313422192,0.0
8,19,VI24,15,80,1,VI60,11,96,1,0.13469857389745618,-0.0791812460476248,0.0
8,17,VI24,31,175,1,VI60,11,52,1,0.44996900867604767,0.5270347050514953,0.0
8,20,VI24,29,173,1,VI60,6,39,1,0.6842467475153124,0.6469814961022963,0.0
8,21,VI24,46,251,1,VI60,10,55,1,0.6627578316815741,0.6593110319867943,0.0
8,23,VI24,23,136,1,VI60,18,101,1,0.10645533091428677,0.12921753458757496,0.0
8,24,VI24,25,147,1,VI60,8,54,1,0.494850021680094,0.4349235749252076,0.0
8,22,VI24,23,157,1,VI60,17,79,1,0.13127891463931898,0.2982725611187923,0.0
8,26,VI24,38,180,1,VI60,7,49,1,0.7346855566025533,0.5650764250747924,0.0
8,28,VI24,35,173,1,VI60,13,65,1,0.4301246920434389,0.4251327464859398,0.0
8,25,VI24,35,204,1,VI60,14,77,1,0.3979400086720376,0.4231394422534169,0.0
9,0,VI21.8,36,209,1,VI80,11,57,1,0.5149098156090622,0.5642714304385625,0.0
8,27,VI24,32,168,1,VI60,15,87,1,0.32905871926422475,0.2857900291072443,0.0
8,29,VI24,36,168,1,VI60,10,67,1,0.5563025007672873,0.39923447902503645,0.0
9,2,VI21.8,39,220,1,VI80,11,69,1,0.5496719218682742,0.503573590084951,0.0
9,1,VI21.8,34,212,1,VI80,11,58,1,0.49008623188403005,0.5629078673658142,0.0
9,3,VI21.8,30,179,1,VI80,12,61,1,0.3979400086720376,0.4675231959691261,0.0
9,5,VI21.8,44,237,1,VI80,3,32,1,1.166331421766525,0.8695983676901979,0.0
9,6,VI21.8,41,214,1,VI80,12,62,1,0.5336026106721107,0.538022083850937,0.0
9,4,VI21.8,44,221,1,VI80,7,54,1,0.7983546364719306,0.6119985138621422,0.0
9,7,VI21.8,49,248,1,VI80,6,27,1,0.91204482964487,0.9630879166672289,0.0
9,9,VI21.8,31,164,1,VI80,5,47,1,0.7923916894982539,0.5427459901119804,0.0
9,10,VI21.8,35,181,1,VI80,7,51,1,0.6989700043360189,0.5501083987712482,0.0
9,8,VI21.8,27,162,1,VI80,8,68,1,0.5282737771670437,0.3770061018363946,0.0
9,11,VI21.8,40,208,1,VI80,9,57,1,0.6478174818886375,0.5621884792902702,0.0
9,12,VI21.8,32,169,1,VI80,12,51,1,0.4259687322722811,0.5203165285157372,0.0
9,15,VI21.8,45,226,1,VI80,9,58,1,0.6989700043360189,0.5906804455844636,0.0
9,13,VI21.8,42,238,1,VI80,7,42,1,0.7781512503836436,0.7533276666586115,0.0
9,14,VI21.8,43,249,1,VI80,10,79,1,0.6334684555795865,0.4985722558052949,0.0
9,17,VI21.8,26,158,1,VI80,10,71,1,0.414973347970818,0.3473987382353474,0.0
9,16,VI21.8,32,166,1,VI80,3,48,1,1.0280287236002434,0.5388668506644679,0.0
