net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
-1,0,0,0.1,VI 20,584,0.5333333333333333,1624,VI 120,165,1.6,1596,-0.26190564690281687,0.5489289028984933,-0.47712125471966244,0.007553137890445907,"=LINEST(P2:P751,M2:O751,TRUE,TRUE)",,,,0.227644691705265,-0.26190564690281687,0.3013229404373435,1409,"=LINEST(X2:X751,U2:W751,TRUE,TRUE)",,,,=Z2^2 - 4 * Y2 * AA2
-1,3,6,0.1,VI 20,694,1.0526315789473684,3499,VI 120,113,0.6451612903225806,1477,0.16759492579902274,0.7882810269714352,0.21260809288144372,0.37456344717095696,,,,,0.0452022011586846,0.16759492579902274,0.6213869774831405,1754,,,,,
-1,2,0,0.1,VI 20,699,0.8,2370,VI 120,130,0.8,1230,0.0,0.7305338234388447,0.0,0.2848432345707059,,,,,0.0,0.0,0.533679667188177,1365,,,,,
-1,0,24,0.1,VI 20,380,0.5333333333333333,958,VI 120,149,1.6,1748,-0.19399622739861064,0.4065973282045361,-0.47712125471966244,-0.26117591921983985,,,,,0.227644691705265,-0.19399622739861064,0.16532138730306725,861,,,,,
-1,5,6,0.1,VI 45,342,0.5333333333333333,1697,VI 95,179,1.6,1879,-0.13415365037376237,0.2811730750762419,-0.47712125471966244,-0.044244937782849804,,,,,0.227644691705265,-0.13415365037376237,0.07905829814782996,1680,,,,,
-1,2,12,0.1,VI 20,672,0.8,2355,VI 120,147,0.8,1636,0.0,0.6600519383056491,0.0,0.15820761212961076,,,,,0.0,0.0,0.4356685612610444,1854,,,,,
-1,4,24,0.1,VI 20,782,1.6,4638,VI 120,89,0.5333333333333333,708,0.4503150302749233,0.9438167464149352,0.47712125471966244,0.8162974866121995,,,,,0.227644691705265,0.4503150302749233,0.8907900508132741,863,,,,,
-1,1,6,0.1,VI 20,647,0.6451612903225806,2125,VI 120,163,1.0526315789473684,1751,-0.12729201071696367,0.5987166762647426,-0.21260809288144372,0.08407278830288417,,,,,0.0452022011586846,-0.12729201071696367,0.35846165843750055,1784,,,,,
-1,6,0,0.1,VI 45,318,0.6451612903225806,1400,VI 95,177,1.0526315789473684,1504,-0.05409894854504057,0.25445385362262607,-0.21260809288144372,-0.031119800577385424,,,,,0.0452022011586846,-0.05409894854504057,0.06474676362340481,1356,,,,,
-1,3,18,0.1,VI 20,700,1.0526315789473684,3153,VI 120,146,0.6451612903225806,1364,0.144731935357329,0.6807451842298197,0.21260809288144372,0.3639096004274445,,,,,0.0452022011586846,0.144731935357329,0.46341400585209114,1638,,,,,
-1,0,12,0.1,VI 20,662,0.5333333333333333,2116,VI 120,172,1.6,2124,-0.27927316575742595,0.5853295425321511,-0.47712125471966244,-0.0016388490462833243,,,,,0.227644691705265,-0.27927316575742595,0.3426106733608973,1901,,,,,
-1,2,24,0.1,VI 20,705,0.8,2481,VI 120,53,0.8,402,0.0,1.1239132473906097,0.0,0.790400711187739,,,,,0.0,0.0,1.263180987660106,447,,,,,
-1,1,18,0.1,VI 20,674,0.6451612903225806,2134,VI 120,114,1.0526315789473684,1021,-0.1640813683313593,0.7717550451988472,-0.21260809288144372,0.32016867300154084,,,,,0.0452022011586846,-0.1640813683313593,0.5956058497898746,1098,,,,,
-1,5,18,0.1,VI 45,331,0.5333333333333333,1470,VI 95,180,1.6,1707,-0.12622504669835496,0.26455548867241263,-0.47712125471966244,-0.06491618636655751,,,,,0.227644691705265,-0.12622504669835496,0.06998960658669905,1395,,,,,
-1,4,0,0.1,VI 20,792,1.6,4537,VI 120,104,0.5333333333333333,889,0.42067391806983573,0.8816918422907131,0.47712125471966244,0.7078670182958029,,,,,0.227644691705265,0.42067391806983573,0.7773805047619916,1053,,,,,
-1,4,12,0.1,VI 20,791,1.6,4461,VI 120,145,0.5333333333333333,1744,0.3515469870681491,0.7368084812627016,0.47712125471966244,0.40788574264506827,,,,,0.227644691705265,0.3515469870681491,0.5428867380606489,2124,,,,,
-1,0,25,0.1,VI 20,643,0.5333333333333333,1932,VI 120,150,1.6,1716,-0.3015977510139922,0.6321197138685408,-0.47712125471966244,0.051489838566787884,,,,,0.227644691705265,-0.3015977510139922,0.3995753326612459,1582,,,,,
-1,0,1,0.1,VI 20,626,0.5333333333333333,1910,VI 120,152,1.6,1783,-0.2933011044959035,0.6147307452656571,-0.47712125471966244,0.029882024072372934,,,,,0.227644691705265,-0.2933011044959035,0.37789388917487016,1696,,,,,
-1,2,1,0.1,VI 20,702,0.8,2649,VI 120,152,0.8,1881,0.0,0.6644935241850327,0.0,0.14869316274685215,,,,,0.0,0.0,0.44155164368384464,2104,,,,,
-1,5,7,0.1,VI 45,350,0.5333333333333333,1691,VI 95,193,1.6,2026,-0.12334096640511708,0.25851073534250185,-0.47712125471966244,-0.07849583342651989,,,,,0.227644691705265,-0.12334096640511708,0.06682780028732103,1667,,,,,
-1,4,25,0.1,VI 20,775,1.6,4352,VI 120,138,0.5333333333333333,1170,0.3575654589113447,0.7494226161050738,0.47712125471966244,0.5705030249439619,,,,,0.227644691705265,0.3575654589113447,0.5616342575297728,1430,,,,,
-1,6,1,0.1,VI 45,333,0.6451612903225806,1425,VI 95,196,1.0526315789473684,1436,-0.04893986615856283,0.23018816214984383,-0.21260809288144372,-0.0033395755617525277,,,,,0.0452022011586846,-0.04893986615856283,0.0529865899939228,1317,,,,,
-1,1,7,0.1,VI 20,657,0.6451612903225806,1993,VI 120,169,1.0526315789473684,1628,-0.1253704563670677,0.5896786649461072,-0.21260809288144372,0.08785289814730517,,,,,0.0452022011586846,-0.1253704563670677,0.3477209278926234,1694,,,,,
-1,3,19,0.1,VI 20,757,1.0526315789473684,3022,VI 120,128,0.6451612903225806,1102,0.16410919121573517,0.7718859098522044,0.21260809288144372,0.4381128654872404,,,,,0.0452022011586846,0.16410919121573517,0.5958078578283654,1279,,,,,
-1,3,7,0.1,VI 20,736,1.0526315789473684,3008,VI 120,151,0.6451612903225806,1730,0.14625329143378646,0.6879008670443294,0.21260809288144372,0.24023172879080923,,,,,0.0452022011586846,0.14625329143378646,0.47320760288034014,1996,,,,,
-1,2,25,0.1,VI 20,664,0.8,2219,VI 120,149,0.8,1522,0.0,0.6489818109557435,0.0,0.16374264979745434,,,,,0.0,0.0,0.4211773909513964,1680,,,,,
-1,2,13,0.1,VI 20,671,0.8,2408,VI 120,64,0.8,449,0.0,1.020542546185105,0.0,0.7294101415824638,,,,,0.0,0.0,1.0415070885739772,526,,,,,
-1,0,13,0.1,VI 20,673,0.5333333333333333,2023,VI 120,178,1.6,2042,-0.2755828806608055,0.5775950619150829,-0.47712125471966244,-0.00405985498008675,,,,,0.227644691705265,-0.2755828806608055,0.33361605554868845,1856,,,,,
-1,4,1,0.1,VI 20,840,1.6,4651,VI 120,39,0.5333333333333333,291,0.6361050604720337,1.3332146790353825,0.47712125471966244,1.2036533505256093,,,,,0.227644691705265,0.6361050604720337,1.777461380395418,396,,,,,
-1,5,19,0.1,VI 45,345,0.5333333333333333,1781,VI 95,196,1.6,2158,-0.11716333798851292,0.24556302371679806,-0.47712125471966244,-0.0833875208836483,,,,,0.227644691705265,-0.11716333798851292,0.060301198616936724,1794,,,,,
-1,1,19,0.1,VI 20,651,0.6451612903225806,2058,VI 120,151,1.0526315789473684,1658,-0.13492195495033954,0.6346040412750226,-0.21260809288144372,0.09386084421215937,,,,,0.0452022011586846,-0.13492195495033954,0.40272228920259057,1752,,,,,
-1,4,13,0.1,VI 20,797,1.6,5027,VI 120,69,0.5333333333333333,659,0.5069934494086491,1.062609230658857,0.47712125471966244,0.8824234706340653,,,,,0.227644691705265,0.5069934494086491,1.129138377081408,872,,,,,
-1,5,8,0.1,VI 45,345,0.5333333333333333,1583,VI 95,186,1.6,1888,-0.12801456734511135,0.2683061508553578,-0.47712125471966244,-0.07652107509969427,,,,,0.227644691705265,-0.12801456734511135,0.07198819058681802,1580,,,,,
-1,2,2,0.1,VI 20,697,0.8,2341,VI 120,94,0.8,828,0.0,0.8701049244983108,0.0,0.45137107691174416,,,,,0.0,0.0,0.7570825796362111,1010,,,,,
-1,0,2,0.1,VI 20,672,0.5333333333333333,1925,VI 120,3,1.6,18,-1.121353283409996,2.3502480183341627,-0.47712125471966244,2.0291582287412133,,,,,0.227644691705265,-1.121353283409996,5.523665747683659,26,,,,,
