net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
3,5,6,0.1,VI 45,195,0.533333333,538,VI 95,126,1.6,725,-0.090492757,0.189664066,-0.477121255,-0.129555731,-0.001903839,-0.438995681,-0.077155143,0.000997067,0.227644692,-0.090492757,0.035972458,337,-71.11656432,,,,0
3,1,6,0.1,VI 20,223,0.64516129,377,VI 120,114,1.052631579,676,-0.061954001,0.291400012,-0.212608093,-0.253605346,0.014618501,0.019711754,0.059119387,0.004829683,0.045202201,-0.061954001,0.084913967,288,,,,,
3,5,2,0.1,VI 45,193,0.533333333,534,VI 95,120,1.6,581,-0.098466406,0.206376063,-0.477121255,-0.036634875,0.669115807,0.07634377,#N/A,#N/A,0.227644692,-0.098466406,0.042591079,292,,,,,
3,6,0,0.1,VI 45,186,0.64516129,515,VI 95,127,1.052631579,566,-0.035231122,0.165709223,-0.212608093,-0.041009202,165.8208443,246,#N/A,#N/A,0.045202201,-0.035231122,0.027459547,296,,,,,
3,0,4,0.1,VI 20,242,0.533333333,447,VI 120,118,1.6,726,-0.148830035,0.311933359,-0.477121255,-0.210629098,2.899396335,1.433779333,#N/A,#N/A,0.227644692,-0.148830035,0.09730242,295,,,,,
3,4,0,0.1,VI 20,242,1.6,445,VI 120,116,0.533333333,832,0.152372192,0.319357377,0.477121255,-0.271763315,,,,,0.227644692,0.152372192,0.101989134,302,,,,,
3,1,2,0.1,VI 20,255,0.64516129,512,VI 120,110,1.052631579,599,-0.077633313,0.365147495,-0.212608093,-0.068156861,,,,,0.045202201,-0.077633313,0.133332693,280,,,,,
3,2,8,0.1,VI 20,264,0.8,654,VI 120,99,0.8,673,0,0.425968732,0,-0.012437316,,,,,0,0,0.181449361,319,,,,,
3,0,0,0.1,VI 20,249,0.533333333,514,VI 120,116,1.6,746,-0.158280853,0.331741358,-0.477121255,-0.161775708,,,,,0.227644692,-0.158280853,0.110052329,308,,,,,
3,3,6,0.1,VI 20,242,1.052631579,422,VI 120,108,0.64516129,685,0.074496092,0.35039161,0.212608093,-0.210378121,,,,,0.045202201,0.074496092,0.122774281,317,,,,,
3,4,4,0.1,VI 20,246,1.6,500,VI 120,94,0.533333333,726,0.199344721,0.417807254,0.477121255,-0.161966616,,,,,0.227644692,0.199344721,0.174562901,263,,,,,
3,2,0,0.1,VI 20,252,0.8,448,VI 120,120,0.8,646,0,0.322219295,0,-0.158954504,,,,,0,0,0.103825274,309,,,,,
3,0,8,0.1,VI 20,247,0.533333333,480,VI 120,105,1.6,662,-0.177254198,0.371507654,-0.477121255,-0.139616752,,,,,0.227644692,-0.177254198,0.138017937,275,,,,,
